,instance,rule,preprocessed rules,lang
291,social.outsourcedmath.com,"b. Further, the Outsourced Math LLC Friendica Social Server does not warrant or make any representations concerning the accuracy, likely results, or reliability of the use of the materials on its website or otherwise relating to such materials or on any sites linked to this site. It is up to the user to verify any and all claims made on this site with an independent source.",b further the outsourced math llc friendica social server does not warrant or make any representations concerning the accuracy likely results or reliability of the use of the materials on its website or otherwise relating to such materials or on any sites linked to this site it is up to the user to verify any and all claims made on this site with an independent source,English
293,social.outsourcedmath.com,4.	Limitations,4 limitations,non-Englsih
294,social.outsourcedmath.com,"In no event shall the Outsourced Math LLC Friendica Social Server or its suppliers be liable for any damages (including, without limitation, damages for loss of data or profit, or due to business interruption) arising out of the use or inability to use the materials on the Outsourced Math LLC Friendica Social Server, even if the Outsourced Math LLC Friendica Social Server or an Outsourced Math LLC Friendica Social Server authorized representative has been notified orally or in writing of the possibility of such damage. Because some jurisdictions do not allow limitations on implied warranties, or limitations of liability for consequential or incidental damages, these limitations may not apply to you.",in no event shall the outsourced math llc friendica social server or its suppliers be liable for any damages including without limitation damages for loss of data or profit or due to business interruption arising out of the use or inability to use the materials on the outsourced math llc friendica social server even if the outsourced math llc friendica social server or an outsourced math llc friendica social server authorized representative has been notified orally or in writing of the possibility of such damage because some jurisdictions do not allow limitations on implied warranties or limitations of liability for consequential or incidental damages these limitations may not apply to you,English
296,social.outsourcedmath.com,5.	Accuracy of materials,5 accuracy of materials,English
297,social.outsourcedmath.com,"The materials appearing on the Outsourced Math LLC Friendica Social Server website could include technical, typographical, or photographic errors. the Outsourced Math LLC Friendica Social Server does not warrant that any of the materials on its website are accurate, complete, or current. the Outsourced Math LLC Friendica Social Server may make changes to the materials contained on its website at any time without notice. However, the Outsourced Math LLC Friendica Social Server does not make any commitment to update the materials.",the materials appearing on the outsourced math llc friendica social server website could include technical typographical or photographic errors the outsourced math llc friendica social server does not warrant that any of the materials on its website are accurate complete or current the outsourced math llc friendica social server may make changes to the materials contained on its website at any time without notice however the outsourced math llc friendica social server does not make any commitment to update the materials,English
299,social.outsourcedmath.com,6.	Links,6 links,non-Englsih
300,social.outsourcedmath.com,The Outsourced Math LLC Friendica Social Server has not reviewed all of the sites linked to its website and is not responsible for the contents of any such linked site. The inclusion of any link does not imply endorsement by the Outsourced Math LLC Friendica Social Server of the site. Use of any such linked website is at the user's own risk.,the outsourced math llc friendica social server has not reviewed all of the sites linked to its website and is not responsible for the contents of any such linked site the inclusion of any link does not imply endorsement by the outsourced math llc friendica social server of the site use of any such linked website is at the users own risk,English
302,social.outsourcedmath.com,7.	Modifications,7 modifications,non-Englsih
303,social.outsourcedmath.com,The Outsourced Math LLC Friendica Social Server may revise these terms of service for its website at any time without notice. By using this website you are agreeing to be bound by the then current version of these terms of service.,the outsourced math llc friendica social server may revise these terms of service for its website at any time without notice by using this website you are agreeing to be bound by the then current version of these terms of service,English
305,social.outsourcedmath.com,8.	Governing Law,8 governing law,non-Englsih
306,social.outsourcedmath.com,"These terms and conditions are governed by and construed in accordance with the laws of New York, United States and you irrevocably submit to the exclusive jurisdiction of the courts in that State or location.",these terms and conditions are governed by and construed in accordance with the laws of new york united states and you irrevocably submit to the exclusive jurisdiction of the courts in that state or location,English
308,social.outsourcedmath.com,∞.	Contacting Us,contacting us,English
309,social.outsourcedmath.com,"If there are any questions regarding this privacy policy, you may contact us using the information below.",if there are any questions regarding this privacy policy you may contact us using the information below,English
310,social.outsourcedmath.com,OutsourcedMath Friendica Admin,outsourcedmath friendica admin,English
311,social.outsourcedmath.com,206 Harrogate Square,206 harrogate square,non-Englsih
312,social.outsourcedmath.com,"Amherst, NY 14221-4046",amherst ny 142214046,English
313,social.outsourcedmath.com,United States,united states,English
314,social.outsourcedmath.com,social@outsourcedmath.com,socialoutsourcedmathcom,English
316,social.outsourcedmath.com,Last Edited on 2019-02-06,last edited on 20190206,English
324,social.outsourcedmath.com,OutsourcedMath Social Friendica Server Privacy Policy at social.outsourcedmath.com,outsourcedmath social friendica server privacy policy at socialoutsourcedmathcom,English
325,social.outsourcedmath.com,"Last updated: Wednesday, February 6, 2019",last updated wednesday february 6 2019,English
327,social.outsourcedmath.com,"This privacy policy has been compiled to better serve those who are concerned with how their 'Personally Identifiable Information' (PII) is being used online. PII, as described in US privacy law and information security, is information that can be used on its own or with other information to identify, contact, or locate a single person, or to identify an individual in context. Please read our privacy policy carefully to get a clear understanding of how we collect, use, protect, or otherwise handle your Personally Identifiable Information in accordance with our website.",this privacy policy has been compiled to better serve those who are concerned with how their personally identifiable information pii is being used online pii as described in us privacy law and information security is information that can be used on its own or with other information to identify contact or locate a single person or to identify an individual in context please read our privacy policy carefully to get a clear understanding of how we collect use protect or otherwise handle your personally identifiable information in accordance with our website,English
329,social.outsourcedmath.com,"α	What personal information do we collect from the people that visit our social networking, communication, and information sharing site?",α what personal information do we collect from the people that visit our social networking communication and information sharing site,English
330,social.outsourcedmath.com,"When registering on our site, as appropriate, you may be asked to enter your name, eMail address, mailing address, phone number, Social Media User ID's or other details to help you with your experience.",when registering on our site as appropriate you may be asked to enter your name email address mailing address phone number social media user ids or other details to help you with your experience,English
331,social.outsourcedmath.com,"At the time of registration, and for providing communications between the user account and their contacts, the user has to provide a display name (pen name), a username (nickname), and a working email address. The names will be accessible on the profile page of the account by any visitor of the page, even if other profile details are not displayed. The email address will only be used to send the user notifications about interactions, but won’t be visibly displayed. The listing of an account in the node's user directory or the global user directory is optional and can be controlled in the user settings, it is not necessary for communication.",at the time of registration and for providing communications between the user account and their contacts the user has to provide a display name pen name a username nickname and a working email address the names will be accessible on the profile page of the account by any visitor of the page even if other profile details are not displayed the email address will only be used to send the user notifications about interactions but wont be visibly displayed the listing of an account in the nodes user directory or the global user directory is optional and can be controlled in the user settings it is not necessary for communication,English
332,social.outsourcedmath.com,This information is required for communication and is passed on to the nodes of the communication partners and is stored there. Users can enter additional personal information that may be transmitted to the communication partner's accounts.,this information is required for communication and is passed on to the nodes of the communication partners and is stored there users can enter additional personal information that may be transmitted to the communication partners accounts,English
333,social.outsourcedmath.com,"At any point in time, a logged-in user can export their account data from the account settings. If the user wants to delete their account they can do so at http://social.outsourcedmath.com/removeme. The deletion of the account will be permanent. Deletion of the data will also be requested from the nodes of the communication partners.",at any point in time a loggedin user can export their account data from the account settings if the user wants to delete their account they can do so at httpsocialoutsourcedmathcomremoveme the deletion of the account will be permanent deletion of the data will also be requested from the nodes of the communication partners,English
335,social.outsourcedmath.com,β	When do we collect information?,β when do we collect information,English
336,social.outsourcedmath.com,"We collect information from you when you register on our site, respond to a non-anonymous survey, fill out a form specific to your identity, use Live Chat, or enter information on our site. Provide us with feedback on our products or services.",we collect information from you when you register on our site respond to a nonanonymous survey fill out a form specific to your identity use live chat or enter information on our site provide us with feedback on our products or services,English
338,social.outsourcedmath.com,γ	How do we use your information?,γ how do we use your information,English
339,social.outsourcedmath.com,"We may use the information we collect from you when you register, respond to a survey, surf the website, or use certain other site features in the following ways:",we may use the information we collect from you when you register respond to a survey surf the website or use certain other site features in the following ways,English
340,social.outsourcedmath.com,• To personalize your experience and to allow us to deliver the type of content and product offerings in which you are most interested.,to personalize your experience and to allow us to deliver the type of content and product offerings in which you are most interested,English
341,social.outsourcedmath.com,• To allow us to better service you in responding to your customer service requests.,to allow us to better service you in responding to your customer service requests,English
342,social.outsourcedmath.com,• To send periodic eMails regarding your usage or other products and services.,to send periodic emails regarding your usage or other products and services,English
344,social.outsourcedmath.com,δ	How do we protect your information?,δ how do we protect your information,English
345,social.outsourcedmath.com,We do use vulnerability scanning and/or scanning to PCI standards. We only provide storage of your content and other information streams. We never ask for credit card numbers. We use regular Malware Scanning.,we do use vulnerability scanning andor scanning to pci standards we only provide storage of your content and other information streams we never ask for credit card numbers we use regular malware scanning,English
346,social.outsourcedmath.com,"Your personal information is contained behind secured networks and is only accessible by a limited number of persons who have special access rights to such systems, and are required to keep the information confidential. In addition, all sensitive information you supply is encrypted via Secure Socket Layer (SSL) technology.",your personal information is contained behind secured networks and is only accessible by a limited number of persons who have special access rights to such systems and are required to keep the information confidential in addition all sensitive information you supply is encrypted via secure socket layer ssl technology,English
347,social.outsourcedmath.com,"We implement a variety of security measures when a user enters, submits, or accesses their information to maintain the safety of your personal information.",we implement a variety of security measures when a user enters submits or accesses their information to maintain the safety of your personal information,English
349,social.outsourcedmath.com,ε	Do we use 'cookies'?,ε do we use cookies,non-Englsih
350,social.outsourcedmath.com,"Yes. Cookies are small files that a site or its service provider transfers to your computer's hard drive through your Web browser (if you allow) that enables the site's or service provider's systems to recognize your browser and capture and remember certain information. For instance, we use cookies to help us remember and process the preferences you store. They are also used to help us understand your preferences based on previous or current site activity, which enables us to provide you with improved services. We also use cookies to help us compile aggregate data about site traffic and site interaction so that we can offer better site experiences and tools in the future.",yes cookies are small files that a site or its service provider transfers to your computers hard drive through your web browser if you allow that enables the sites or service providers systems to recognize your browser and capture and remember certain information for instance we use cookies to help us remember and process the preferences you store they are also used to help us understand your preferences based on previous or current site activity which enables us to provide you with improved services we also use cookies to help us compile aggregate data about site traffic and site interaction so that we can offer better site experiences and tools in the future,English
351,social.outsourcedmath.com,We use cookies to:,we use cookies to,non-Englsih
352,social.outsourcedmath.com,• Understand and save user's preferences for future visits.,understand and save users preferences for future visits,English
353,social.outsourcedmath.com,"You can choose to have your computer warn you each time a cookie is being sent, or you can choose to turn off all cookies. You do this through your browser settings. Since each browser is a little different, look at your browser's Help Menu to learn the correct way to modify your cookies.",you can choose to have your computer warn you each time a cookie is being sent or you can choose to turn off all cookies you do this through your browser settings since each browser is a little different look at your browsers help menu to learn the correct way to modify your cookies,English
354,social.outsourcedmath.com,If users disable cookies in their browser:,if users disable cookies in their browser,English
355,social.outsourcedmath.com,• Some of the features that make your site experience more efficient may not function properly.,some of the features that make your site experience more efficient may not function properly,English
356,social.outsourcedmath.com,Third-party disclosure:,thirdparty disclosure,English
357,social.outsourcedmath.com,"• We do not sell, trade, or otherwise transfer to outside parties your Personally Identifiable Information.",we do not sell trade or otherwise transfer to outside parties your personally identifiable information,English
358,social.outsourcedmath.com,Third-party links:,thirdparty links,English
359,social.outsourcedmath.com,• We do not include or offer third-party products or services on our website.,we do not include or offer thirdparty products or services on our website,English
360,social.outsourcedmath.com,Google:,google,non-Englsih
361,social.outsourcedmath.com,• Google's advertising requirements can be summed up by Google's Advertising Principles.,googles advertising requirements can be summed up by googles advertising principles,English
362,social.outsourcedmath.com,• They are put in place to provide a positive experience for users.,they are put in place to provide a positive experience for users,English
363,social.outsourcedmath.com,• https://support.google.com/adwordspolicy/answer/1316548?hl=en,httpssupportgooglecomadwordspolicyanswer1316548hlen,English
364,social.outsourcedmath.com,• We do not use Google AdSense Advertising on our website.,we do not use google adsense advertising on our website,non-Englsih
365,social.outsourcedmath.com,We have implemented the following:,we have implemented the following,English
366,social.outsourcedmath.com,• California Online Privacy Protection Act,california online privacy protection act,English
367,social.outsourcedmath.com,CalOPPA is the first state law in the nation to require commercial websites and online services to post a privacy policy. The law's reach stretches well beyond California to require any person or company in the United States (and conceivably the world) that operates websites collecting Personally Identifiable Information from California consumers to post a conspicuous privacy policy on its website stating exactly the information being collected and those individuals or companies with whom it is being shared. - See more at http://consumercal.org/california-online-privacy-protection-act-caloppa/#sthash.0FdRbT51.dpuf,caloppa is the first state law in the nation to require commercial websites and online services to post a privacy policy the laws reach stretches well beyond california to require any person or company in the united states and conceivably the world that operates websites collecting personally identifiable information from california consumers to post a conspicuous privacy policy on its website stating exactly the information being collected and those individuals or companies with whom it is being shared see more at httpconsumercalorgcaliforniaonlineprivacyprotectionactcaloppasthash0fdrbt51dpuf,English
368,social.outsourcedmath.com,"According to CalOPPA, we agree to the following:",according to caloppa we agree to the following,English
369,social.outsourcedmath.com,• Users can visit our site anonymously.,users can visit our site anonymously,non-Englsih
370,social.outsourcedmath.com,"• Once this privacy policy is created, we will add a link to it on our homepage or as a minimum, on the login page for entering our website.",once this privacy policy is created we will add a link to it on our homepage or as a minimum on the login page for entering our website,English
371,social.outsourcedmath.com,• Our Privacy Policy link is identified by the words 'Terms of Service' and can easily be found on the https://social.outsourcedmath.com page by clicking the question mark icon at the top right corner of the site.,our privacy policy link is identified by the words terms of service and can easily be found on the httpssocialoutsourcedmathcom page by clicking the question mark icon at the top right corner of the site,English
372,social.outsourcedmath.com,You will be notified of any Privacy Policy changes:,you will be notified of any privacy policy changes,English
373,social.outsourcedmath.com,"• Via eMail, or an affirmation window during normal use of the site's services, or via the TOS page at this link https://social.outsourcedmath.com/tos",via email or an affirmation window during normal use of the sites services or via the tos page at this link httpssocialoutsourcedmathcomtos,English
374,social.outsourcedmath.com,You can change your personal information:,you can change your personal information,English
375,social.outsourcedmath.com,• By logging in to your account and editing via the Profile sub-tab of your Home tab,by logging in to your account and editing via the profile subtab of your home tab,English
376,social.outsourcedmath.com,• By chatting with us or by sending us a support request via eMail,by chatting with us or by sending us a support request via email,English
378,social.outsourcedmath.com,ζ	How does our site handle Do Not Track signals?,ζ how does our site handle do not track signals,English
379,social.outsourcedmath.com,"We honor Do Not Track signals and Do Not Track, plant cookies, or use advertising when a Do Not Track (DNT) browser mechanism is in place.",we honor do not track signals and do not track plant cookies or use advertising when a do not track dnt browser mechanism is in place,English
381,social.outsourcedmath.com,η	Does our site allow third-party behavioral tracking?,η does our site allow thirdparty behavioral tracking,English
382,social.outsourcedmath.com,It's also important to note that we do not allow third-party behavioral tracking,its also important to note that we do not allow thirdparty behavioral tracking,English
383,social.outsourcedmath.com,COPPA (Children Online Privacy Protection Act),coppa children online privacy protection act,English
384,social.outsourcedmath.com,"When it comes to the collection of personal information from children under the age of 13 years old, the Children's Online Privacy Protection Act (COPPA) puts parents in control. The Federal Trade Commission, United States' consumer protection agency, enforces the COPPA Rule, which spells out what operators of websites and online services must do to protect children's privacy and safety online.",when it comes to the collection of personal information from children under the age of 13 years old the childrens online privacy protection act coppa puts parents in control the federal trade commission united states consumer protection agency enforces the coppa rule which spells out what operators of websites and online services must do to protect childrens privacy and safety online,English
385,social.outsourcedmath.com,We do not specifically market to children under the age of 13 years old.,we do not specifically market to children under the age of 13 years old,English
386,social.outsourcedmath.com,"We do not let third-parties, including ad networks or plug-ins, collect PII from children under 13.",we do not let thirdparties including ad networks or plugins collect pii from children under 13,English
388,social.outsourcedmath.com,θ	Fair Information Practices,θ fair information practices,English
389,social.outsourcedmath.com,The Fair Information Practices Principles form the backbone of privacy law in the United States and the concepts they include have played a significant role in the development of data protection laws around the globe. Understanding the Fair Information Practice Principles and how they should be implemented is critical to comply with the various privacy laws that protect personal information.,the fair information practices principles form the backbone of privacy law in the united states and the concepts they include have played a significant role in the development of data protection laws around the globe understanding the fair information practice principles and how they should be implemented is critical to comply with the various privacy laws that protect personal information,English
390,social.outsourcedmath.com,"In order to be in line with Fair Information Practices we will take the following responsive action, should a data breach occur:",in order to be in line with fair information practices we will take the following responsive action should a data breach occur,English
391,social.outsourcedmath.com,• We will notify you via eMail,we will notify you via email,English
392,social.outsourcedmath.com,• We will notify the users via in-site notification within 1 business day of our discovery of the breach,we will notify the users via insite notification within 1 business day of our discovery of the breach,English
393,social.outsourcedmath.com,"We also agree to the Individual Redress Principle which requires that individuals have the right to legally pursue enforceable rights against data collectors and processors who fail to adhere to the law. This principle requires not only that individuals have enforceable rights against data users, but also that individuals have recourse to courts or government agencies to investigate and/or prosecute non-compliance by data processors.",we also agree to the individual redress principle which requires that individuals have the right to legally pursue enforceable rights against data collectors and processors who fail to adhere to the law this principle requires not only that individuals have enforceable rights against data users but also that individuals have recourse to courts or government agencies to investigate andor prosecute noncompliance by data processors,English
395,social.outsourcedmath.com,ι	CAN-SPAM Act,ι canspam act,non-Englsih
396,social.outsourcedmath.com,"The CAN-SPAM Act is a law that sets the rules for commercial eMail, establishes requirements for commercial messages, gives recipients the right to have eMails stopped from being sent to them, and spells out tough penalties for violations.",the canspam act is a law that sets the rules for commercial email establishes requirements for commercial messages gives recipients the right to have emails stopped from being sent to them and spells out tough penalties for violations,English
397,social.outsourcedmath.com,We collect your email address in order to:,we collect your email address in order to,English
398,social.outsourcedmath.com,"• Send information, respond to inquiries, and/or other requests or questions",send information respond to inquiries andor other requests or questions,English
399,social.outsourcedmath.com,• Send you additional information related to your use of our service,send you additional information related to your use of our service,English
400,social.outsourcedmath.com,"To be in accordance with CAN-SPAM, we agree to the following:",to be in accordance with canspam we agree to the following,English
401,social.outsourcedmath.com,• Not use false or misleading subjects or eMail addresses.,not use false or misleading subjects or email addresses,English
402,social.outsourcedmath.com,• Identify the message as an advertisement in some reasonable way.,identify the message as an advertisement in some reasonable way,English
403,social.outsourcedmath.com,• Include the physical address of our business or site headquarters.,include the physical address of our business or site headquarters,English
404,social.outsourcedmath.com,"• Monitor third-party eMail marketing services for compliance, if one is used.",monitor thirdparty email marketing services for compliance if one is used,English
405,social.outsourcedmath.com,• Honor opt-out/unsubscribe requests quickly.,honor optoutunsubscribe requests quickly,non-Englsih
406,social.outsourcedmath.com,• Allow users to unsubscribe by using the link at the bottom of each eMail.,allow users to unsubscribe by using the link at the bottom of each email,English
407,social.outsourcedmath.com,"If at any time you would like to unsubscribe from receiving future eMails, you can eMail us at:",if at any time you would like to unsubscribe from receiving future emails you can email us at,English
408,social.outsourcedmath.com,"• social@outsourcedmath.com,",socialoutsourcedmathcom,English
409,social.outsourcedmath.com,• or follow the instructions at the bottom of each eMail and we will promptly remove you from ALL correspondence.,or follow the instructions at the bottom of each email and we will promptly remove you from all correspondence,English
411,social.outsourcedmath.com,ω	Contacting Us,ω contacting us,English
412,social.outsourcedmath.com,"If there are any questions regarding this privacy policy, you may contact us using the information below.",if there are any questions regarding this privacy policy you may contact us using the information below,English
413,social.outsourcedmath.com,OutsourcedMath Friendica Admin,outsourcedmath friendica admin,English
414,social.outsourcedmath.com,206 Harrogate Square,206 harrogate square,non-Englsih
415,social.outsourcedmath.com,"Amherst, NY 14221-4046",amherst ny 142214046,English
416,social.outsourcedmath.com,United States,united states,English
417,social.outsourcedmath.com,social@outsourcedmath.com,socialoutsourcedmathcom,English
419,social.outsourcedmath.com,Last Edited on 2019-02-06,last edited on 20190206,English
420,rcsocial.net,"Be kind to others.  Feel free to disagree, but do so respectfully.",be kind to others feel free to disagree but do so respectfully,English
421,rcsocial.net,"Actual attacks on the human dignity of another person (such as harassment, threats of violence, racism, intimidation, physical appearance, beliefs, etc.) are not tolerated.  This does NOT include expressing long-held religious beliefs outside of the context of any specific individual.",actual attacks on the human dignity of another person such as harassment threats of violence racism intimidation physical appearance beliefs etc are not tolerated this does not include expressing longheld religious beliefs outside of the context of any specific individual,English
422,rcsocial.net,"Unjustly accusing another person of racism, bigotry, Nazism, and the like is an attack on their dignity and is unacceptable.",unjustly accusing another person of racism bigotry nazism and the like is an attack on their dignity and is unacceptable,English
423,rcsocial.net,"Disallowed content:  commercial messages, all SPAM, and anything that could be considered NSFW (e.g. pornography).",disallowed content commercial messages all spam and anything that could be considered nsfw eg pornography,English
424,rcsocial.net,English is preferred but not required.,english is preferred but not required,English
425,uwu.social,"No illegal (in Germany, where this server is located), harmful, offensive, or fraudulent content.",no illegal in germany where this server is located harmful offensive or fraudulent content,English
426,uwu.social,No content in support of National Socialism (aka. Nazis).,no content in support of national socialism aka nazis,non-Englsih
427,uwu.social,No copyrighted content or content that misappropriates the IP of others.,no copyrighted content or content that misappropriates the ip of others,English
428,uwu.social,No viruses/malware/computer harming things.,no virusesmalwarecomputer harming things,English
429,uwu.social,No child pornography or jail bait.,no child pornography or jail bait,English
430,uwu.social,"No accounts for the sole purpose of advertising, scraping, or spamming. This includes corporate accounts (exceptions may apply, you may ask over email before signing up).",no accounts for the sole purpose of advertising scraping or spamming this includes corporate accounts exceptions may apply you may ask over email before signing up,English
431,uwu.social,"No automated/bot accounts that post pornography (porn bots from other instances are not blocked, but they are not permitted to sign up locally).",no automatedbot accounts that post pornography porn bots from other instances are not blocked but they are not permitted to sign up locally,English
432,en.osm.town,Follow the instance Code of Conduct: https://en.osm.town/about,follow the instance code of conduct httpsenosmtownabout,English
433,en.osm.town,Have fun,have fun,non-Englsih
434,mstdn.beer,お酒やコーラがまずくなるようなことはお控えくださいませ,お酒やコーラがまずくなるようなことはお控えくださいませ,non-Englsih
435,social.slat.org,"本站不容挑戰的最高指導原則：

本站很自由，內容大多可以自由發揮，只嚴禁將文字文件稱為 Word、DOC 或 DOCX，或將試算表稱為 Excel、XLS 或 XLSX，或將簡報稱為 PowerPoint 、PPT 或 PPTX。",本站不容挑戰的最高指導原則 本站很自由內容大多可以自由發揮只嚴禁將文字文件稱為 worddoc 或 docx或將試算表稱為 excelxls 或 xlsx或將簡報稱為 powerpoint ppt 或 pptx,non-Englsih
436,social.slat.org,"請尊重所有使用者的立場。

不論你認同的是中華民國還是台灣，但它目前就是個主權獨立的國家。",請尊重所有使用者的立場 不論你認同的是中華民國還是台灣但它目前就是個主權獨立的國家,non-Englsih
437,social.slat.org,請閱讀 Mastodon 使用說明：https://siaulian.wordpress.com/2021/01/14/mastodon-taiwan-user-guide/,請閱讀 mastodon 使用說明httpssiaulianwordpresscom20210114mastodontaiwanuserguide,non-Englsih
438,social.slat.org,"單純來丟廣告的殺無赦。

Accounts which only toot advertisements will be deleted without warning.",單純來丟廣告的殺無赦 accounts which only toot advertisements will be deleted without warning,English
439,kopiti.am,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
440,kopiti.am,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
441,kopiti.am,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
442,kopiti.am,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
443,kopiti.am,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
444,kopiti.am,Soliciting should be behind a Content Warning or risk getting your account limited,soliciting should be behind a content warning or risk getting your account limited,English
445,kopiti.am,Don't be an asshole,dont be an asshole,English
446,kopiti.am,No content illegal in Singapore,no content illegal in singapore,non-Englsih
447,kopiti.am,Some affiliation to Singapore,some affiliation to singapore,English
448,deadinsi.de,"We have a zero-tolerance policy against bigoted behavior. This especially includes, but is not limited to racism, sexism, xenophobia, antisemitism, islamophobia, transphobia and ableism.",we have a zerotolerance policy against bigoted behavior this especially includes but is not limited to racism sexism xenophobia antisemitism islamophobia transphobia and ableism,English
449,deadinsi.de,Do not explicitly endorse systems of oppression as a remedy to the same. This especially applies to the myth of meritocracy.,do not explicitly endorse systems of oppression as a remedy to the same this especially applies to the myth of meritocracy,English
450,deadinsi.de,Do not argue for the existence or relevance of reverse-racism or reverse-sexism. Racism and sexism are deep structural issues with culture and not the expression of single persons.,do not argue for the existence or relevance of reverseracism or reversesexism racism and sexism are deep structural issues with culture and not the expression of single persons,English
451,deadinsi.de,"Make use of the Content Warning (CW) feature in Mastodon extensively. While this is a requirement for any adult/disturbing content, particularly involving discussion about prohibited content, we highly encourage using it as a general disclaimer regarding the content of your post. ",make use of the content warning cw feature in mastodon extensively while this is a requirement for any adultdisturbing content particularly involving discussion about prohibited content we highly encourage using it as a general disclaimer regarding the content of your post,English
452,deadinsi.de,"When you're asked to disengage, do so. If you want to start an argument, it is better to ask if the person you're engaging would be interested in hearing your take first. We're trying to build a space where everyone feels comfortable being themselves, not a debate club. ",when youre asked to disengage do so if you want to start an argument it is better to ask if the person youre engaging would be interested in hearing your take first were trying to build a space where everyone feels comfortable being themselves not a debate club,English
453,jawns.club,"Anyone in, near, or who just loves Philadelphia is welcome here.",anyone in near or who just loves philadelphia is welcome here,English
454,jawns.club,"Have fun, be weird, but keep it respectful of others.",have fun be weird but keep it respectful of others,English
455,jawns.club,"Absolutely no racism, sexism, homophobia, transphobia, antisemitism, etc allowed.",absolutely no racism sexism homophobia transphobia antisemitism etc allowed,English
456,jawns.club,No trolling and/or personal attacks.,no trolling andor personal attacks,non-Englsih
457,jawns.club,No intentional misinformation.,no intentional misinformation,non-Englsih
458,jawns.club,No Nazis or any other forms of white supremacy allowed.,no nazis or any other forms of white supremacy allowed,English
459,jawns.club,"You can share your work but absolutely no crypto, scams, or MLMs.",you can share your work but absolutely no crypto scams or mlms,English
460,jawns.club,"Be a good citizen, report posts that break the rules.",be a good citizen report posts that break the rules,English
461,furry.engineer,Rule #1 – No illegal content or conduct. Content or conduct that is illegal in the United States is strictly prohibited.,rule 1 no illegal content or conduct content or conduct that is illegal in the united states is strictly prohibited,English
462,furry.engineer,"Rule #2 – Racism, sexism, homophobia, transphobia, and other discrimination is prohibited. Users who engage in such conduct are not welcome on our platform.",rule 2 racism sexism homophobia transphobia and other discrimination is prohibited users who engage in such conduct are not welcome on our platform,English
463,furry.engineer,Rule #3 – Don’t stalk or harass other users. Respect other users of our service and other federated instances.,rule 3 dont stalk or harass other users respect other users of our service and other federated instances,English
464,furry.engineer,"Rule #4 – Misinformation and deceptive content is prohibited. Misinformation, scams, Ponzi schemes, and other deceptive tactics have become rampant on other platforms and we don’t want to see a resurgence of it in the Fediverse.",rule 4 misinformation and deceptive content is prohibited misinformation scams ponzi schemes and other deceptive tactics have become rampant on other platforms and we dont want to see a resurgence of it in the fediverse,English
465,furry.engineer,"Rule #5 – Content warnings (CW) are required for NSFW content, political discussion and debate, religious promotion and debate, and drug mentions.",rule 5 content warnings cw are required for nsfw content political discussion and debate religious promotion and debate and drug mentions,English
466,furry.engineer,"Rule #5.2 – Don't put polarizing, graphic, or sensitive content in the content warning (CW) description.",rule 52 dont put polarizing graphic or sensitive content in the content warning cw description,English
467,furry.engineer,"Rule #6 – Respect the service. Spam and advertising is not acceptable, but friendly automated bots are welcome.",rule 6 respect the service spam and advertising is not acceptable but friendly automated bots are welcome,English
468,furry.engineer,"Rule #7 – Use the report system. If a user or instance is breaking the rules, we recommend just reporting the content and not engaging.",rule 7 use the report system if a user or instance is breaking the rules we recommend just reporting the content and not engaging,English
469,furry.engineer,"Rule #8.1 – Account / post language identification. We require that all posts are properly marked with the language used, which can be done at the account level through the account preferences page, or per-post by clicking the language button next to “CW” (Content Warning).",rule 81 account post language identification we require that all posts are properly marked with the language used which can be done at the account level through the account preferences page or perpost by clicking the language button next to cw content warning,English
470,furry.engineer,"Rule #8.2 – Misleading or deceptive impersonation. You may not impersonate an individual, group, or organization with the intent to deceive, confuse, and exploit other users. Parody accounts should tag themselves clearly in their profile description.",rule 82 misleading or deceptive impersonation you may not impersonate an individual group or organization with the intent to deceive confuse and exploit other users parody accounts should tag themselves clearly in their profile description,English
471,furry.engineer,"Rule #8.3 – Bot accounts must mark themselves as a bot and must post using “Unlisted”, “Followers only”, or “Mentioned people only”, so we can keep the local and federated timelines clear and focused on users.",rule 83 bot accounts must mark themselves as a bot and must post using unlisted followers only or mentioned people only so we can keep the local and federated timelines clear and focused on users,English
472,furry.engineer,"Rule #8.4 – No brand or government-affiliated account may be registered on Pawb.Social services without prior written and publicly recorded approval, except furry fandom-operated brands and events covered by the exception in our full rules.",rule 84 no brand or governmentaffiliated account may be registered on pawbsocial services without prior written and publicly recorded approval except furry fandomoperated brands and events covered by the exception in our full rules,English
473,furry.engineer,"Rule #8.5 – If you have been suspended from any Pawb.Social instance, you may not create another account on any of our services.",rule 85 if you have been suspended from any pawbsocial instance you may not create another account on any of our services,English
474,furry.engineer,"Rule #8.6 – All avatars and header images must not contain any content that is prohibited by any other rule in the Code of Conduct, especially content that requires a Content Warning (CW).",rule 86 all avatars and header images must not contain any content that is prohibited by any other rule in the code of conduct especially content that requires a content warning cw,English
