,instance,rule,preprocessed rules,lang
331,tooting.ch,Discrimination à l'encontre des minorités de toute nature ou plaidoyer en faveur d'une telle mesure ,discrimination à lencontre des minorités de toute nature ou plaidoyer en faveur dune telle mesure,non-Englsih
332,tooting.ch,nationalisme xénophobe et/ou violent ou plaidoyer de celui-ci ,nationalisme xénophobe etou violent ou plaidoyer de celuici,non-Englsih
333,tooting.ch,Parler ou harceler d'autres utilisateurs ou encourager d'autres utilisateurs à le faire ,parler ou harceler dautres utilisateurs ou encourager dautres utilisateurs à le faire,non-Englsih
334,tooting.ch,"Doxing, c'est-à-dire agréger, afficher ou diffuser les données privées d'un utilisateur, ou encourager d'autres personnes à le faire, sans leur permission expresse",doxing cestàdire agréger afficher ou diffuser les données privées dun utilisateur ou encourager dautres personnes à le faire sans leur permission expresse,non-Englsih
335,tooting.ch,"Brigading ou dogpiling, c'est-à-dire, engager continuellement un autre utilisateur dans une conversation ou une discussion après que ledit utilisateur a demandé que cet engagement s'arrête ",brigading ou dogpiling cestàdire engager continuellement un autre utilisateur dans une conversation ou une discussion après que ledit utilisateur a demandé que cet engagement sarrête,non-Englsih
336,tooting.ch,Des représentations explicites d'enfants,des représentations explicites denfants,non-Englsih
337,tooting.ch,"Contenu illégal en Suisse , tel que les discours de haine ",contenu illégal en suisse tel que les discours de haine,non-Englsih
338,tooting.ch,Promotion de l'idéologie du national-socialisme,promotion de lidéologie du nationalsocialisme,non-Englsih
339,tooting.ch,Limiter l'accès d'autres utilisateurs dégrader les performances de cette instance ,limiter laccès dautres utilisateurs dégrader les performances de cette instance,non-Englsih
340,yiff.life,You must be 18+ to join.,you must be 18 to join,non-Englsih
341,yiff.life,Don't be an asshole.,dont be an asshole,English
342,yiff.life,"All ""not safe for work content""/""NSFW""/nudity/explicit content must use the term “NSFW” in the CW field and be hidden in public toots. Avoid setting your banner and icon to sexually explicit content since those cannot be CW'd. ",all not safe for work contentnsfwnudityexplicit content must use the term nsfw in the cw field and be hidden in public toots avoid setting your banner and icon to sexually explicit content since those cannot be cwd,English
343,yiff.life,"Posting illegal content will result in an immediate ban. The definition of ""illegal content"" is based on US laws.",posting illegal content will result in an immediate ban the definition of illegal content is based on us laws,English
344,yiff.life,"No posting of suggestive/NSFW content depicting minors or ""cub"" art on this instance. ",no posting of suggestivensfw content depicting minors or cub art on this instance,English
345,yiff.life,"No hate material, transphobia, or discrimination of any kind will be tolerated on this instance.",no hate material transphobia or discrimination of any kind will be tolerated on this instance,English
346,yiff.life,Any instances primarily hosting or refusing to moderate section 6 content will be blocked from federating.,any instances primarily hosting or refusing to moderate section 6 content will be blocked from federating,English
347,yiff.life,"These rules are subject to being amended and updated at any time, without notice.",these rules are subject to being amended and updated at any time without notice,English
348,yiff.life,Please review our Extended Code of Conduct andTerms of Service for more information at https://yiff.life/terms,please review our extended code of conduct andterms of service for more information at httpsyifflifeterms,English
349,girlcock.club,No illegal content is allowed on the server and sharing such content will result in an immediate suspension.,no illegal content is allowed on the server and sharing such content will result in an immediate suspension,English
350,girlcock.club,"Hate speech is not tolerated. This includes but is not limited to racism, sexism, homophobia, transphobia, classism, ableism, etc. Please report any hate speech encountered.",hate speech is not tolerated this includes but is not limited to racism sexism homophobia transphobia classism ableism etc please report any hate speech encountered,English
351,girlcock.club,Centrist and right-wing politics are not allowed. The politics of hate (and tolerance of hate) have no place on this instance and any discussion of these policies framed in a positive light will result in the user being silenced.,centrist and rightwing politics are not allowed the politics of hate and tolerance of hate have no place on this instance and any discussion of these policies framed in a positive light will result in the user being silenced,English
352,girlcock.club,Do not misuse the report system. Only report dangerous content pertaining to the rules above; do not create frivolous reports for disagreements over discourse or leftist politics.,do not misuse the report system only report dangerous content pertaining to the rules above do not create frivolous reports for disagreements over discourse or leftist politics,English
353,girlcock.club,Posts containing NSFW content or content that users may not wish to engage with must be tagged with the content warning feature.,posts containing nsfw content or content that users may not wish to engage with must be tagged with the content warning feature,English
354,phpc.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
355,phpc.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
356,phpc.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
357,phpc.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
358,phpc.social,No content illegal in Germany or France,no content illegal in germany or france,non-Englsih
359,bildung.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
360,bildung.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
361,bildung.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
362,bildung.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
363,bildung.social,No content illegal in Germany,no content illegal in germany,non-Englsih
364,bildung.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
365,gensokyo.social,Don't be an ass,dont be an ass,English
366,gensokyo.social,Don't be a hole,dont be a hole,English
367,gensokyo.social,Don't be an asshole,dont be an asshole,English
368,gensokyo.social,No Loli shit,no loli shit,non-Englsih
369,gensokyo.social,"You start shit, you get kicked. No exceptions. No refunds.",you start shit you get kicked no exceptions no refunds,English
370,gensokyo.social,Not a place for bigots. Start shit - Get kicked.,not a place for bigots start shit get kicked,English
371,gensokyo.social,Report and block buttons are right there under three dot menu for every post. Do your part.,report and block buttons are right there under three dot menu for every post do your part,English
372,is.nota.live,"Clearly content warn 18+ content, politics, drugs (legal or otherwise), slurs, ableist language, and other commonly tagged things.",clearly content warn 18 content politics drugs legal or otherwise slurs ableist language and other commonly tagged things,English
373,is.nota.live,"No content that's illegal in the US, EU, or Germany.",no content thats illegal in the us eu or germany,English
374,is.nota.live,"Don't be a dick, racist, transphobic, ableist, etc.",dont be a dick racist transphobic ableist etc,non-Englsih
375,is.nota.live,"No one wants to hear about your business, no non-personal ads.",no one wants to hear about your business no nonpersonal ads,English
376,is.nota.live,Admins/mods reserve the right to do whatever we see fit.,adminsmods reserve the right to do whatever we see fit,English
377,is.nota.live,"Keep it civil, this is a community for socializing and having fun, not hurting each others feelings.",keep it civil this is a community for socializing and having fun not hurting each others feelings,English
378,gameliberty.club,No spam,no spam,non-Englsih
379,gameliberty.club,No content illegal in the US,no content illegal in the us,non-Englsih
380,gameliberty.club,No Doxxing,no doxxing,non-Englsih
381,gameliberty.club,Report people breaking rules,report people breaking rules,English
382,gameliberty.club,No NSFW avatar,no nsfw avatar,non-Englsih
383,gameliberty.club,Mark NSFW content as sensitive ,mark nsfw content as sensitive,English
384,libretooth.gr,"Be excellent to each other. Be polite and respect everyone. Everyone is welcome to this instance. Libretooth is a safe place for all people, regardless of age, gender, class, sexual orientation, appearance.",be excellent to each other be polite and respect everyone everyone is welcome to this instance libretooth is a safe place for all people regardless of age gender class sexual orientation appearance,English
385,libretooth.gr,"In order to make libretooth a welcoming and safe place for everyone we are intolerant towards intolerance. Toxic or poisonous content, behaviour that crosses the line into abuse and harassment, is not welcome to this instance.",in order to make libretooth a welcoming and safe place for everyone we are intolerant towards intolerance toxic or poisonous content behaviour that crosses the line into abuse and harassment is not welcome to this instance,English
386,libretooth.gr,"For-profit commercial content is also not allowed, whether it's from spam bots or business accounts.",forprofit commercial content is also not allowed whether its from spam bots or business accounts,English
391,mastodon.radio,"We suggest using your radio callsign as your username. If you don't have one yet, plan to change it soon, want to avoid doxing, or just enjoy listening, that's ok too.",we suggest using your radio callsign as your username if you dont have one yet plan to change it soon want to avoid doxing or just enjoy listening thats ok too,English
392,mastodon.radio,"Please be respectful of others. Their age, gender, sexual orientation, gender identity, background, preference for transistors over vales, etc. are all _NOT_ reasons to be a twit",please be respectful of others their age gender sexual orientation gender identity background preference for transistors over vales etc are all _not_ reasons to be a twit,English
393,mastodon.radio,"Anyone is welcome to report inappropriate behaviour, they will be listened to, and action will be taken. This will be anything from a warning, to banning. Moderation decisions will be made using the Paradox of Tolerance.",anyone is welcome to report inappropriate behaviour they will be listened to and action will be taken this will be anything from a warning to banning moderation decisions will be made using the paradox of tolerance,English
394,mastodon.radio,"Expect anything you post on mastodon.radio to be public, including direct messages, that way you can never be surprised or embarrassed",expect anything you post on mastodonradio to be public including direct messages that way you can never be surprised or embarrassed,English
395,mastodon.radio,"Any images or videos uploaded to mastodon.radio _MUST_ have an appropriate textual description. If you need help with this, please ask!",any images or videos uploaded to mastodonradio _must_ have an appropriate textual description if you need help with this please ask,English
396,mastodon.radio,Your right to free speech does not supersede my right to call you out and kick you out for being a dick,your right to free speech does not supersede my right to call you out and kick you out for being a dick,English
397,mastodon.radio,"No spam, no commercial advertising (occasional personal listings are OK), no sexually explicit or violent media (yes that includes pictures of your gun), no threats of violence.",no spam no commercial advertising occasional personal listings are ok no sexually explicit or violent media yes that includes pictures of your gun no threats of violence,English
398,mastodon.radio,No illegal content - this server is hosted in UK,no illegal content this server is hosted in uk,English
399,mastodon.radio,"When apply for an account, if you've actually read these rules, please end your ""Why do you want to join?"" with the phrase ""hippo cornflakes""",when apply for an account if youve actually read these rules please end your why do you want to join with the phrase hippo cornflakes,English
400,dresden.network,"kein(e) Belästigung, Stalking, Doxxing",keine belästigung stalking doxxing,non-Englsih
401,dresden.network,keine Verbreitung von Verschwörungstheorien und/oder deren Befürwortung ,keine verbreitung von verschwörungstheorien undoder deren befürwortung,non-Englsih
402,dresden.network,"kein Rassismus, Sexismus, Beschimpfungen oder deren Befürwortung ",kein rassismus sexismus beschimpfungen oder deren befürwortung,non-Englsih
403,dresden.network,keine Diskriminierung von Geschlechtern und sexuellen Minderheiten oder deren Befürwortung ,keine diskriminierung von geschlechtern und sexuellen minderheiten oder deren befürwortung,non-Englsih
404,dresden.network,"keine gewalttätige nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus ",keine gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus,non-Englsih
405,dresden.network,"Leute kontaktieren, die klar gemacht haben, dass sie keinen Kontakt wollen. Dogpiling ",leute kontaktieren die klar gemacht haben dass sie keinen kontakt wollen dogpiling,non-Englsih
406,dresden.network,keine nicht markierte Werbung ,keine nicht markierte werbung,non-Englsih
407,dresden.network,keine automatisierte und/oder übermäßige Werbung ,keine automatisierte undoder übermäßige werbung,non-Englsih
408,dresden.network,kein sexueller Inhalt oder Gewaltdarstellungen ,kein sexueller inhalt oder gewaltdarstellungen,non-Englsih
409,dresden.network,"keine Bots, die ohne ihre expliziten Anfragen mit Nutzer interagieren ",keine bots die ohne ihre expliziten anfragen mit nutzer interagieren,non-Englsih
410,mastodon.cipherbliss.com,"soyez des gens bons, ne prenez pas les modos et admins pour des jambons.",soyez des gens bons ne prenez pas les modos et admins pour des jambons,non-Englsih
411,mastodon.cipherbliss.com,"vérifiez un minimum les informations avant de les partager, ne soyez pas le porte parole de charlatans",vérifiez un minimum les informations avant de les partager ne soyez pas le porte parole de charlatans,non-Englsih
412,mastodon.cipherbliss.com,marquez comme sensibles les médias NSFW,marquez comme sensibles les médias nsfw,non-Englsih
413,mastodon.cipherbliss.com,soyez des gens incroyables qui rédigent de temps à autre des posts qui ne sont PAS un repost,soyez des gens incroyables qui rédigent de temps à autre des posts qui ne sont pas un repost,non-Englsih
414,bgme.me,禁止发布或发送任何具备威胁性、攻击性、猥亵性的文字、图片或任何其他形式的信息。,禁止发布或发送任何具备威胁性攻击性猥亵性的文字图片或任何其他形式的信息,non-Englsih
415,bgme.me,禁止冒用他人身份注册帐户。,禁止冒用他人身份注册帐户,non-Englsih
416,bgme.me,禁止对于其他用户的任何人肉（doxxing）行为。,禁止对于其他用户的任何人肉doxxing行为,non-Englsih
417,bgme.me,禁止任何形式的骚扰行为。,禁止任何形式的骚扰行为,non-Englsih
418,bgme.me,禁止滥用服务器资源。,禁止滥用服务器资源,non-Englsih
419,bgme.me,禁止发布或发送有真实儿童从事或参与的色情内容。,禁止发布或发送有真实儿童从事或参与的色情内容,non-Englsih
420,bgme.me,禁止滥发广告（Spamming）。,禁止滥发广告spamming,non-Englsih
421,bgme.me,发布或发送不适合工作场合（NSFW）查看的内容时，请加上内容警告（CW）， 尤其是图片与视频。,发布或发送不适合工作场合nsfw查看的内容时请加上内容警告cw 尤其是图片与视频,non-Englsih
422,bgme.me,发布可见范围为公开（Public）的嘟文的账户头像不应含有NSFW内容。,发布可见范围为公开public的嘟文的账户头像不应含有nsfw内容,non-Englsih
423,bgme.me,禁止短时间内发布大量信息刷屏。,禁止短时间内发布大量信息刷屏,non-Englsih
424,lor.sh,Don't be evil,dont be evil,non-Englsih
425,lor.sh,Shitposting is evil,shitposting is evil,English
426,lor.sh,Nazism is also evil,nazism is also evil,non-Englsih
427,lor.sh,And *phobia is evil too,and phobia is evil too,English
428,lor.sh,Any kind of adult content that includes underage persons is not allowed,any kind of adult content that includes underage persons is not allowed,English
429,lor.sh,Keep local timeline safe for work,keep local timeline safe for work,English
430,lor.sh,"Be careful with people that don't understand jokes, they can be offended",be careful with people that dont understand jokes they can be offended,English
431,lor.sh,Try to keep civil discourse even if the other side is not. Some people don't really know when their behavior is toxic. That does not make them bad,try to keep civil discourse even if the other side is not some people dont really know when their behavior is toxic that does not make them bad,English
432,lor.sh,"Respect free speech, but do not abuse it",respect free speech but do not abuse it,English
433,lor.sh,"Keep public content in English, French, or Russian. Don't forget to set the correct one in the post's settings",keep public content in english french or russian dont forget to set the correct one in the posts settings,English
434,lor.sh,"Mention that you read the rules in the registration message. Otherwise, your account will not be approved",mention that you read the rules in the registration message otherwise your account will not be approved,English
435,lor.sh,"Remember, each ActivityPub instance has its own set of rules. Other servers have no obligation to follow our rule set, but you can always block accounts/servers on your side",remember each activitypub instance has its own set of rules other servers have no obligation to follow our rule set but you can always block accountsservers on your side,English
436,lor.sh,You are 18 or older,you are 18 or older,non-Englsih
437,snabelen.no,Du må vere over 16 år for å ha bruker,du må vere over 16 år for å ha bruker,non-Englsih
438,snabelen.no,Poster med støtende innhald skal ha innhaldsvarsling.,poster med støtende innhald skal ha innhaldsvarsling,non-Englsih
439,snabelen.no,Vi tillater ikkje Innhald som opptrer pornografisk.,vi tillater ikkje innhald som opptrer pornografisk,non-Englsih
440,snabelen.no,Vi tillater ikkje innhald som er ulovlegt i Noreg.,vi tillater ikkje innhald som er ulovlegt i noreg,non-Englsih
441,snabelen.no,Vi tillater ikkje truslar eller promotering av voldeleg ideologi.,vi tillater ikkje truslar eller promotering av voldeleg ideologi,non-Englsih
442,snabelen.no,"Vi har nulltoleranse for rasisme, seksisme, homofobi, transfobi, xenofobi, kasteisme eller annen diskriminerende adferd.",vi har nulltoleranse for rasisme seksisme homofobi transfobi xenofobi kasteisme eller annen diskriminerende adferd,non-Englsih
443,snabelen.no,Automatisert / ikkje-automatisert kryssposting frå andre plattformar utafor nettverket av desentraliserte sosiale medier er ikkje tillat - innhald skal sjå ut som det er meint for mastodon,automatisert ikkjeautomatisert kryssposting frå andre plattformar utafor nettverket av desentraliserte sosiale medier er ikkje tillat innhald skal sjå ut som det er meint for mastodon,non-Englsih
444,snabelen.no,Innhald som kan virke upassende i jobb eller offentleg samanheng skal ha innhaldsvarsel.,innhald som kan virke upassende i jobb eller offentleg samanheng skal ha innhaldsvarsel,non-Englsih
445,romancelandia.club,People registering and maintaining accounts at Romancelandia.Club agree to these rules as the starting point for conduct guidance. You are also agreeing to review and abide by the full code of conduct (below).,people registering and maintaining accounts at romancelandiaclub agree to these rules as the starting point for conduct guidance you are also agreeing to review and abide by the full code of conduct below,English
446,romancelandia.club,"No person registering a Romancelandia.Club account shall use the account for harassment, threats, or intimidation, nor to compromise the safety, privacy, or well-being of any other person on this or any other instance.",no person registering a romancelandiaclub account shall use the account for harassment threats or intimidation nor to compromise the safety privacy or wellbeing of any other person on this or any other instance,English
447,romancelandia.club,"No person shall engage in behavior disruptive to the ongoing communication among others; if you are asked to cease an interaction or contact, publicly or personally, you will do so.",no person shall engage in behavior disruptive to the ongoing communication among others if you are asked to cease an interaction or contact publicly or personally you will do so,English
448,romancelandia.club,"The following are not permitted anywhere on Romancelandia.Club: Holocaust denial and Nazi symbolism; promotion of fascist, supremacist, violent or hateful ideology or symbolism, including in choice of user name or avatar; willful mis/disinformation that may harm others.",the following are not permitted anywhere on romancelandiaclub holocaust denial and nazi symbolism promotion of fascist supremacist violent or hateful ideology or symbolism including in choice of user name or avatar willful misdisinformation that may harm others,English
449,romancelandia.club,"If a participant engages in behavior that contravenes these rules, the admins may take any action they deem appropriate, up to and including deletion of an account from Romancelandia.Club and identifying the participant publicly as someone about whom we've received complaints.",if a participant engages in behavior that contravenes these rules the admins may take any action they deem appropriate up to and including deletion of an account from romancelandiaclub and identifying the participant publicly as someone about whom weve received complaints,English
450,1234.as,禁止传播盗版物,禁止传播盗版物,non-Englsih
451,1234.as,禁止发布疑似“传销拉人头”的信息,禁止发布疑似传销拉人头的信息,non-Englsih
452,1234.as,禁止利用本站发布诈骗信息,禁止利用本站发布诈骗信息,non-Englsih
453,1234.as,理性讨论，禁止言语蓄意引战或攻击他人,理性讨论禁止言语蓄意引战或攻击他人,non-Englsih
454,1234.as,禁止使用本站构建存在强烈政治意图的新闻资讯机器人,禁止使用本站构建存在强烈政治意图的新闻资讯机器人,non-Englsih
455,1234.as,如果您的账号单纯用来分享包含性器官裸漏、刻画或描述性行为的图片以及影音资源，您的账号可能会受到限制。比如所发布的内容无法呈现在站点时间轴上。,如果您的账号单纯用来分享包含性器官裸漏刻画或描述性行为的图片以及影音资源您的账号可能会受到限制比如所发布的内容无法呈现在站点时间轴上,non-Englsih
456,1234.as,禁止纯粹以发布广告、网站链接、SEO 为目的的账号,禁止纯粹以发布广告网站链接seo 为目的的账号,non-Englsih
457,1234.as,禁止讨论违禁药物、儿童色情相关内容,禁止讨论违禁药物儿童色情相关内容,non-Englsih
458,rollenspiel.social,"Keine Gewalttätige nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus",keine gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus,non-Englsih
459,rollenspiel.social,Keine Inhalte die in Deutschland illegal sind,keine inhalte die in deutschland illegal sind,non-Englsih
460,rollenspiel.social,"Keine Diskriminierung oder deren Befürwortung. z. B. von Abstammung, Geschlecht, politische und sexuelle Orientierung",keine diskriminierung oder deren befürwortung z b von abstammung geschlecht politische und sexuelle orientierung,non-Englsih
461,rollenspiel.social,Keine Sexuelle Darstellungen von Kindern,keine sexuelle darstellungen von kindern,non-Englsih
462,rollenspiel.social,Nicht gekennzeichnete und/oder automatisierte und/oder übermäßige Werbung,nicht gekennzeichnete undoder automatisierte undoder übermäßige werbung,non-Englsih
463,rollenspiel.social,Nicht gekennzeichnete pornographische und/oder sexueller Inhalte,nicht gekennzeichnete pornographische undoder sexueller inhalte,non-Englsih
464,rollenspiel.social,Nicht gekennzeichnete Gewaltdarstellungen in Wort und Bild,nicht gekennzeichnete gewaltdarstellungen in wort und bild,non-Englsih
465,rollenspiel.social,Nicht gekennzeichnete religiöse Inhalte,nicht gekennzeichnete religiöse inhalte,non-Englsih
466,rollenspiel.social,Inhalte müssen auf Deutsch oder Englisch veröffentlicht werden,inhalte müssen auf deutsch oder englisch veröffentlicht werden,non-Englsih
467,rollenspiel.social,Nicht gekennzeichnetes Crossposting,nicht gekennzeichnetes crossposting,non-Englsih
468,ani.work,We do not allow adult or violent content.,we do not allow adult or violent content,English
469,ani.work,"We do not allow racism, sexism, homophobia, transphobia, xenophobia, meritocracy, casteism, etc.",we do not allow racism sexism homophobia transphobia xenophobia meritocracy casteism etc,English
470,ani.work,"Advertising accounts are prohibited. You can advertise yourself to some extent, but that shouldn't be the sole purpose of your account.",advertising accounts are prohibited you can advertise yourself to some extent but that shouldnt be the sole purpose of your account,English
471,ani.work,We do not allow conspiracy to commit terrorism or participation in crime.,we do not allow conspiracy to commit terrorism or participation in crime,English
472,ani.work,Prohibition of acts that offend other users or promote social conflict. ,prohibition of acts that offend other users or promote social conflict,English
473,ani.work,"Prohibition of abnormal behavior, etc. causing system failure.",prohibition of abnormal behavior etc causing system failure,English
474,ani.work,"Bots cannot create public posts without the permission of @admin and cannot follow other people's accounts without the consent of the account owner. In addition, bots should not send messages to other accounts first.",bots cannot create public posts without the permission of admin and cannot follow other peoples accounts without the consent of the account owner in addition bots should not send messages to other accounts first,English
475,ani.work,Must never impersonate anyone other than an agreed prank.,must never impersonate anyone other than an agreed prank,English
476,ani.work,"Sign up through temporary mail, or guerrilla mail is prohibited. Please sign up with your email.",sign up through temporary mail or guerrilla mail is prohibited please sign up with your email,English
477,ani.work,"Only accounts related to animation, cartoon, game are accepted for registration are accepted.",only accounts related to animation cartoon game are accepted for registration are accepted,English
478,ani.work,[11-DELETED],11deleted,non-Englsih
479,ani.work,[12-DELETED],12deleted,non-Englsih
480,ani.work,[13-DELETED],13deleted,non-Englsih
481,ani.work,[14-DELETED],14deleted,non-Englsih
482,ani.work,Please follow the rules of the server and check the terms and conditions of the server before signing up.,please follow the rules of the server and check the terms and conditions of the server before signing up,English
483,digitalcourage.social,Hassrede,hassrede,non-Englsih
484,digitalcourage.social,Desinformation,desinformation,English
485,digitalcourage.social,Fehlende Inhaltswarnung,fehlende inhaltswarnung,non-Englsih
486,digitalcourage.social,NSFW ohne Kennzeichnung (Bilder/Videos),nsfw ohne kennzeichnung bildervideos,non-Englsih
487,digitalcourage.social,Trollpost,trollpost,non-Englsih
488,digitalcourage.social,Doxing,doxing,non-Englsih
489,digitalcourage.social,Mobbing/Bullying,mobbingbullying,non-Englsih
490,digitalcourage.social,Belästigung,belästigung,non-Englsih
491,mastodon.com.br,Não seja um/a/e arrombado/a/e,não seja umae arrombadoae,non-Englsih
492,mastodon.com.br,"Não crie brigas e intrigas repetidamente, causando mal estar na comunidade",não crie brigas e intrigas repetidamente causando mal estar na comunidade,non-Englsih
493,mastodon.com.br,Não utilize as timelines públicas (local e global/federada) como sala de chat sem uso de @ ou reply,não utilize as timelines públicas local e globalfederada como sala de chat sem uso de ou reply,non-Englsih
494,mastodon.com.br,"É proibido qualquer tipo de discurso discriminatório como racismo, homofobia, misoginia, transfobia, xenofobia, capacitismo e gordofobia",é proibido qualquer tipo de discurso discriminatório como racismo homofobia misoginia transfobia xenofobia capacitismo e gordofobia,non-Englsih
495,mastodon.com.br,É proibida a apologia ao nazismo ou fascismo assim como discurso de ódio de cunho político,é proibida a apologia ao nazismo ou fascismo assim como discurso de ódio de cunho político,non-Englsih
496,mastodon.com.br,É proibida a publicação de pornografia infantil e lolicon,é proibida a publicação de pornografia infantil e lolicon,non-Englsih
497,mastodon.com.br,É proibido discurso ou imagens de crueldade contra animais,é proibido discurso ou imagens de crueldade contra animais,non-Englsih
498,mastodon.com.br,São proibida a publicação ou reprodução de fake news,são proibida a publicação ou reprodução de fake news,non-Englsih
499,mastodon.com.br,É proibida publicação de conteúdo adulto sem aviso de conteúdo,é proibida publicação de conteúdo adulto sem aviso de conteúdo,non-Englsih
500,mastodon.com.br,"São proibidos doxxing, intimidação deliberada e stalking",são proibidos doxxing intimidação deliberada e stalking,non-Englsih
501,mastodon.com.br,São proibidos avanços sexuais indesejados. Isso inclui piadas ou comentários sexuais,são proibidos avanços sexuais indesejados isso inclui piadas ou comentários sexuais,non-Englsih
502,mastodon.com.br,"É proibido crossposting (posts vindos de outras redes, como o Twitter) em timeline pública",é proibido crossposting posts vindos de outras redes como o twitter em timeline pública,non-Englsih
503,mastodon.com.br,É proibido Spam e Flood nas timelines públicas (local e global/federada),é proibido spam e flood nas timelines públicas local e globalfederada,non-Englsih
504,mastodon.com.br,É proibido criar contas para se passar por celebridades ou marcas. Contas paródia ou contas de fã precisam estar explicitamente sinalizadas,é proibido criar contas para se passar por celebridades ou marcas contas paródia ou contas de fã precisam estar explicitamente sinalizadas,non-Englsih
505,mastodon.com.br,"É proibido discurso que romantiza e/ou incentiva práticas nocivas ao bem-estar físico ou mental como distúrbios alimentares, automutilação (cutting) e suicídio.",é proibido discurso que romantiza eou incentiva práticas nocivas ao bemestar físico ou mental como distúrbios alimentares automutilação cutting e suicídio,non-Englsih
506,ursal.zone,"Comportamentos típicos de outras redes não serão permitidos nessa instância. Quem incorrer em xingamentos a usuários, acusações levianas e provocações desnecessárias será banido/a da instância.",comportamentos típicos de outras redes não serão permitidos nessa instância quem incorrer em xingamentos a usuários acusações levianas e provocações desnecessárias será banidoa da instância,non-Englsih
507,ursal.zone,"Só permitida se for foto pessoal (não de terceiros), marcada com CW e alerta de conteúdo sensível na imagem.",só permitida se for foto pessoal não de terceiros marcada com cw e alerta de conteúdo sensível na imagem,non-Englsih
508,ursal.zone,Nunca. Essa instância combate a pornografia comercial.,nunca essa instância combate a pornografia comercial,non-Englsih
509,ursal.zone,"Nunca. Independente do conteúdo, spam é caso de banimento.",nunca independente do conteúdo spam é caso de banimento,non-Englsih
510,ursal.zone,É proibido a divulgação de qualquer link malicioso ou para conteúdo ilegal.,é proibido a divulgação de qualquer link malicioso ou para conteúdo ilegal,non-Englsih
511,ursal.zone,Também nunca. Qualquer spoiler precisa de aviso de conteúdo.,também nunca qualquer spoiler precisa de aviso de conteúdo,non-Englsih
512,ursal.zone,"CSAM, pedofilia, ou qualquer conteúdo que fetichiza crianças são obviamente proibidos.",csam pedofilia ou qualquer conteúdo que fetichiza crianças são obviamente proibidos,non-Englsih
513,ursal.zone,"Aqui é proibido qualquer discurso de ódio ou seus derivados: machismo, misoginia, racismo, xenofobia, transfobia, homofobia, apologia a toda e qualquer forma de opressão, exploração e humilhação entre seres humanos. Apologia a governos autoritários, nacionalismo extremista.",aqui é proibido qualquer discurso de ódio ou seus derivados machismo misoginia racismo xenofobia transfobia homofobia apologia a toda e qualquer forma de opressão exploração e humilhação entre seres humanos apologia a governos autoritários nacionalismo extremista,non-Englsih
514,ursal.zone,É crime e é proibido aqui.,é crime e é proibido aqui,non-Englsih
515,ursal.zone,"Se for intencional, banimento imediato. Se for sem dolo, congelamento da conta por cinco dias. Com banimento se o comportamento continuar.",se for intencional banimento imediato se for sem dolo congelamento da conta por cinco dias com banimento se o comportamento continuar,non-Englsih
516,ursal.zone,"Também conhecido como doxxing, resulta em suspensão imediata.",também conhecido como doxxing resulta em suspensão imediata,non-Englsih
517,ursal.zone,Toda publicação de ameaça é causa de banimento.,toda publicação de ameaça é causa de banimento,non-Englsih
518,ursal.zone,"Sempre com aviso de conteúdo (CW) e, caso tenha imagens, com aviso de imagem sensível. Dependendo do conteúdo, se não for uma denúncia válida e NECESSÁRIA - pode causar o banimento da conta.",sempre com aviso de conteúdo cw e caso tenha imagens com aviso de imagem sensível dependendo do conteúdo se não for uma denúncia válida e necessária pode causar o banimento da conta,non-Englsih
519,ursal.zone,Essa é uma instância política. O uso de CW é opcional e fica a cargo do usuário.,essa é uma instância política o uso de cw é opcional e fica a cargo do usuário,non-Englsih
520,ursal.zone,"É proibido o envio de DMs com conteúdo indesejável, incluindo imagens.",é proibido o envio de dms com conteúdo indesejável incluindo imagens,non-Englsih
521,ursal.zone,"Estão sujeitos à punição, que vai depender do nível de violência: comentários e/ou perguntas invasivas (ex. pedir a localização de alguém), assédio (continuar uma conversa que alguém não quer mais que continue).",estão sujeitos à punição que vai depender do nível de violência comentários eou perguntas invasivas ex pedir a localização de alguém assédio continuar uma conversa que alguém não quer mais que continue,non-Englsih
