,instance,rule,preprocessed rules,lang
304,hackodon.com,All bans are non-negotiable and at the sole discretion of the server's owner,all bans are nonnegotiable and at the sole discretion of the servers owner,English
305,hackodon.com,"Don't post stuff that can't or shouldn't be posted. If you don't know what this means, please contact the moderator!",dont post stuff that cant or shouldnt be posted if you dont know what this means please contact the moderator,English
306,hackodon.com,"Your interest in this private instance is appreciated, but your registration will be rejected unless you have made prior arrangements with the instance's owner. Honestly, you probably would rather be somewhere else.",your interest in this private instance is appreciated but your registration will be rejected unless you have made prior arrangements with the instances owner honestly you probably would rather be somewhere else,English
307,mb.draculaojisan.com,"こちらは「ドラキュラおじさん(Dracula-OJISAN)」が運営するMastodonインスタンスです。
何かあれば連絡先まで。",こちらはドラキュラおじさんdraculaojisanが運営するmastodonインスタンスです 何かあれば連絡先まで,non-Englsih
308,mb.draculaojisan.com,"Q. サブドメインの「mb」ってなに？
A. ミニブログ・マイクロブログの意味です。ソーシャルにあんまりネットワーキングしないシステムとして運用。",q サブドメインのmbってなに a ミニブログマイクロブログの意味ですソーシャルにあんまりネットワーキングしないシステムとして運用,non-Englsih
309,mb.draculaojisan.com,成人向けコンテンツの取り扱いは行いません。（プラットフォーム側の規約に拠るものです）,成人向けコンテンツの取り扱いは行いませんプラットフォーム側の規約に拠るものです,non-Englsih
310,mastodon.teachmaths.org,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
311,mastodon.teachmaths.org,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
312,mastodon.teachmaths.org,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
313,mastodon.teachmaths.org,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
314,mastodon.teachmaths.org,No content illegal in Australia,no content illegal in australia,non-Englsih
315,mastodon.teachmaths.org,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
316,sideofburritos.social,It's just me here. I do my best to make sure I follow my own rules.,its just me here i do my best to make sure i follow my own rules,English
317,social.teamb.space,Don't be a dick,dont be a dick,English
318,social.teamb.space,Be cool,be cool,English
319,social.teamb.space,"No racism, sexism, ageism, homophobia, transphobia.",no racism sexism ageism homophobia transphobia,non-Englsih
320,social.teamb.space,"No Anti-vax, anti-mask",no antivax antimask,non-Englsih
321,social.teamb.space,"No pro-Brexit, pro-ERG, pro-IEA",no probrexit proerg proiea,non-Englsih
322,social.teamb.space,"No audio/video uploads - text and photos are alright, but audio and video will swamp my server, so please upload these to another service and link to them.",no audiovideo uploads text and photos are alright but audio and video will swamp my server so please upload these to another service and link to them,English
323,social.teamb.space,"No Twitter links - unless it is something that is only on there, please use original links rather than linking to Tweets that link to other places.
The same goes for other social media, but especially Twitter.",no twitter links unless it is something that is only on there please use original links rather than linking to tweets that link to other places the same goes for other social media but especially twitter,English
324,social.teamb.space,"No links to paywalls, and preferably no geo-blocked links.",no links to paywalls and preferably no geoblocked links,English
325,rayci.st,Wacka Flocka,wacka flocka,non-Englsih
326,mastoden.com,法令遵守,法令遵守,non-Englsih
327,social.benny.de,single user system...,single user system,non-Englsih
328,im.mibo.live,【用户交流】禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论,用户交流禁止发布对性取向性癖爱好信仰宗教政治立场民族地域等的侮辱性言论,non-Englsih
329,im.mibo.live,【用户交流】禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容,用户交流禁止对任何用户发送具有骚扰猥亵恐吓威胁诱骗霸凌性质的内容不受欢迎的性暗示内容或其他令他人感到不安或不适打扰他人正常生活的内容,non-Englsih
330,im.mibo.live,【用户交流】请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论,用户交流请不要发布种族主义性别主义同性恋恐惧以及跨性别恐惧言论,non-Englsih
331,im.mibo.live,【敏感内容】只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告,敏感内容只要涉及成人内容包括文字及媒体均需使用恰当的cw标签及隐藏内容警告,non-Englsih
332,im.mibo.live,【敏感内容】请不要发布违反伦理及社会共识的成人内容，如由真实的儿童参与制作的色情内容,敏感内容请不要发布违反伦理及社会共识的成人内容如由真实的儿童参与制作的色情内容,non-Englsih
333,im.mibo.live,【使用行为】禁止对其他用户实施任何人肉行为,使用行为禁止对其他用户实施任何人肉行为,non-Englsih
334,im.mibo.live,【使用行为】禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据,使用行为禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据,non-Englsih
335,im.mibo.live,"【使用行为】机器人账户不得滥用服务器资源
",使用行为机器人账户不得滥用服务器资源,non-Englsih
336,im.mibo.live,【使用行为】禁止冒用他人身份注册账号或发布冒用他人身份的嘟文,使用行为禁止冒用他人身份注册账号或发布冒用他人身份的嘟文,non-Englsih
337,im.mibo.live,【使用行为】禁止将本站服务用于正常交流以外的用途的滥用行为,使用行为禁止将本站服务用于正常交流以外的用途的滥用行为,non-Englsih
338,im.mibo.live,【使用行为】禁止散布计算机恶意程序,使用行为禁止散布计算机恶意程序,non-Englsih
339,im.mibo.live,【广告及推广】请不要推广虚假、诈骗、或违反本站服务条款的内容,广告及推广请不要推广虚假诈骗或违反本站服务条款的内容,non-Englsih
340,im.mibo.live,【广告及推广】请不要发布重复推广内容或重复刷屏,广告及推广请不要发布重复推广内容或重复刷屏,non-Englsih
341,im.mibo.live,【广告及推广】请不要发布与本站用户完全不相干的推广内容,广告及推广请不要发布与本站用户完全不相干的推广内容,non-Englsih
342,im.mibo.live,【知识产权】请不要发布盗版内容,知识产权请不要发布盗版内容,non-Englsih
343,im.mibo.live,【知识产权】请不要在未经作者授权的情况下发布他人作品,知识产权请不要在未经作者授权的情况下发布他人作品,non-Englsih
344,im.mibo.live,"【新用户注册须知】 1. 注册账户时请回答以下开放性问题，答案没有对错，请自由挥发作答；但若答非所问或漏项，注册将被拒绝：「你为什么想要加入？」 2. 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站，否则注册将被拒绝。 3. 开设机器人账户需先与站长沟通。
",新用户注册须知 1 注册账户时请回答以下开放性问题答案没有对错请自由挥发作答但若答非所问或漏项注册将被拒绝你为什么想要加入 2 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站否则注册将被拒绝 3 开设机器人账户需先与站长沟通,non-Englsih
345,social.plom.net,Keep it simple,keep it simple,non-Englsih
346,social.plom.net,Keep it short,keep it short,non-Englsih
347,social.plom.net,Keep it friendly,keep it friendly,non-Englsih
348,mastodon.localecho.net,Keep it legal!,keep it legal,non-Englsih
349,mastodon.localecho.net,Be tolerant and polite.,be tolerant and polite,English
350,mastodon.localecho.net,No hate speech.,no hate speech,English
351,mastodon.localecho.net,"Access is a privilege, not a right.",access is a privilege not a right,English
352,mas.neuroscience.day,言论自由是第一自由。本站不做审查，但请记住：“和而不同”。,言论自由是第一自由本站不做审查但请记住和而不同,non-Englsih
353,mastodon.philtanner.com,There's only one rule here; Follow Wheaton's Law (https://knowyourmeme.com/memes/wheatons-law).,theres only one rule here follow wheatons law httpsknowyourmemecommemeswheatonslaw,English
354,mastodon.devsforce.org,- Be polite!,be polite,non-Englsih
355,mastodon.devsforce.org,Don't insult anyone,dont insult anyone,non-Englsih
356,chud.space,"This is a private server, so its rules don't apply to you - don't feel bad, here - have an interrobang ‽",this is a private server so its rules dont apply to you dont feel bad here have an interrobang,English
357,gts.passthejoe.net,Be nice. Be helpful.,be nice be helpful,English
358,vyrse.social,"No promoting violence or hate. 
",no promoting violence or hate,English
359,vyrse.social,"No doxxing. 
",no doxxing,non-Englsih
360,vyrse.social,"No fascism/colonialism/nationalism/religious extremism. 
",no fascismcolonialismnationalismreligious extremism,non-Englsih
361,vyrse.social,"No harrassment/unwelcome attention.  
",no harrassmentunwelcome attention,non-Englsih
362,vyrse.social,"No racism. No homophobia. No transphobia.
",no racism no homophobia no transphobia,non-Englsih
363,vyrse.social,No spamming/gratuitous advertising (reasonable self promotion is fine).,no spamminggratuitous advertising reasonable self promotion is fine,English
364,vyrse.social,"No  graphic, violent, overtly sexual or political content without a content warning. 
Content Warnings are like spoiler alerts, trigger warnings, or plain old politeness. Please use them.
",no graphic violent overtly sexual or political content without a content warning content warnings are like spoiler alerts trigger warnings or plain old politeness please use them,English
365,vyrse.social,"No automated/unattended crossposting/backfilling from another site.
",no automatedunattended crosspostingbackfilling from another site,English
366,vyrse.social,No derogatory comments/bullying. ,no derogatory commentsbullying,English
369,mastodon.keks.club,Seid lieb. Danke.,seid lieb danke,non-Englsih
370,mastodon.laurenweinstein.org,This is a private site and does not permit user signups.,this is a private site and does not permit user signups,English
371,lynham.xyz,Be kind,be kind,non-Englsih
372,social.uji.es,Norma  1,norma 1,non-Englsih
373,social.lillin.net,日本の法律を遵守します。,日本の法律を遵守します,non-Englsih
374,social.lillin.net,他のサーバー運営に迷惑をかける行為をしません。,他のサーバー運営に迷惑をかける行為をしません,non-Englsih
375,snapp.social,"Be nice, Be Polite, Be understanding, otherwise you'll be banned :p",be nice be polite be understanding otherwise youll be banned p,English
376,fedi.5013.es,"This server is not open to new users.

Respect & peace.",this server is not open to new users respect peace,English
377,b0o1y.com,No Bot accounts allowed,no bot accounts allowed,English
378,bumscode.com,Don't be a dick,dont be a dick,English
379,bumscode.com,No violence,no violence,non-Englsih
380,bumscode.com,No fascism,no fascism,non-Englsih
381,bumscode.com,No colonialism,no colonialism,non-Englsih
382,bumscode.com,No white supremacy,no white supremacy,English
383,bumscode.com,No religious extremism,no religious extremism,non-Englsih
384,bumscode.com,No nationalism,no nationalism,non-Englsih
385,bumscode.com,No racism,no racism,non-Englsih
386,bumscode.com,No transphobia,no transphobia,non-Englsih
387,bumscode.com,No homophobia,no homophobia,non-Englsih
388,bumscode.com,No sexism,no sexism,non-Englsih
389,bumscode.com,No doxxing/stalking,no doxxingstalking,non-Englsih
390,bumscode.com,No harassment,no harassment,non-Englsih
391,bumscode.com,No hate-speech,no hatespeech,English
392,bumscode.com,"No things that are illegal in Germany, for example nazi-symbols and slogans",no things that are illegal in germany for example nazisymbols and slogans,English
393,mastodon.cthos.dev,Be @cthos,be cthos,English
394,mastodon.cthos.dev,"Follow appropriate codes of conduct for federated servers (Hachyderm, for one)",follow appropriate codes of conduct for federated servers hachyderm for one,English
395,mastodon.cthos.dev,Zero tolerance for TERFs. Any TERF behavior will get you banned immediately.,zero tolerance for terfs any terf behavior will get you banned immediately,English
396,sisulink.social,For employees of sisulink.,for employees of sisulink,English
397,toot.xdncs.com,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
398,toot.xdncs.com,Do not post anything sexually explicit (porn) or graphically violent (gore).,do not post anything sexually explicit porn or graphically violent gore,English
399,toot.xdncs.com,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
400,toot.xdncs.com,Do not share intentionally false or misleading information.,do not share intentionally false or misleading information,English
401,toot.xdncs.com,No harassment or doxxing of other users.,no harassment or doxxing of other users,English
402,themeparks.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
403,themeparks.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
404,themeparks.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
405,themeparks.social,"No harassment, dogpiling or doxxing of other users and people in general",no harassment dogpiling or doxxing of other users and people in general,English
406,themeparks.social,No content illegal in Germany,no content illegal in germany,non-Englsih
407,themeparks.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
408,normalunicorn.com,Don't be a jerk,dont be a jerk,non-Englsih
409,mastodon.experienceadvisors.io,"This server is about big ideas, kindness, and great experiences.  Please be excellent to each other.
 ",this server is about big ideas kindness and great experiences please be excellent to each other,English
410,mastodon.experienceadvisors.io,"Discussion of ideas are great. Personal attacks will not be tolerated.
 
",discussion of ideas are great personal attacks will not be tolerated,English
411,mastodon.experienceadvisors.io,Cursing is okay.  But no one wants to see any NSFW images. If you wouldn't show your mom the photo - don't post it here. ,cursing is okay but no one wants to see any nsfw images if you wouldnt show your mom the photo dont post it here,English
412,mastodon.experienceadvisors.io,"What constitutes offensive speech or behavior including but not limited to race, gender identity and expression, national origin, religion, disability, marital status, age, sexual orientation, or other protected categories is ENTIRELY up to us.  Plenty of other servers if you're not cool with that.",what constitutes offensive speech or behavior including but not limited to race gender identity and expression national origin religion disability marital status age sexual orientation or other protected categories is entirely up to us plenty of other servers if youre not cool with that,English
413,mastodon.experienceadvisors.io,"You are joining a community. So you'll be subscribing to our email newsletter as well as the server here. You don't have to stay subscribed, but you'll be getting a welcome and a newsletter every other week. ",you are joining a community so youll be subscribing to our email newsletter as well as the server here you dont have to stay subscribed but youll be getting a welcome and a newsletter every other week,English
414,mastodon.scientiam.org,No racism.,no racism,non-Englsih
415,bunny.social,Don't suck.,dont suck,non-Englsih
416,mstdn.sagami-yashiro.net,"日本国の国内法に基づきます。
",日本国の国内法に基づきます,non-Englsih
417,mstdn.sagami-yashiro.net,ネガディブな話題より、ポジティブな話題を心がける。,ネガディブな話題よりポジティブな話題を心がける,non-Englsih
418,mstdn.sagami-yashiro.net,相模地域の話題推奨ですが、強い縛りはありません。,相模地域の話題推奨ですが強い縛りはありません,non-Englsih
419,roshless.me,No bad things,no bad things,non-Englsih
420,mmasuda.hostdon.ne.jp,mmasuda のおひとり様インスタンスです(非常用),mmasuda のおひとり様インスタンスです非常用,non-Englsih
421,superheronecromancer.games,"*No hate speech, bigotry, violent threats, harassment, CSAM, fascism, TERF, gamergate, or other heinous bullshit.",no hate speech bigotry violent threats harassment csam fascism terf gamergate or other heinous bullshit,English
422,superheronecromancer.games,Self promotion and publicity is a-ok.,self promotion and publicity is aok,English
423,rando.social,Private server for Nif.,private server for nif,non-Englsih
424,social.edzilla.info,Pas de contenu illégal,pas de contenu illégal,non-Englsih
425,ikuhumituki.fedicity.net,文月郁の個人用インスタンスのため、新規登録は受け付けておりません。,文月郁の個人用インスタンスのため新規登録は受け付けておりません,non-Englsih
426,mastodon.miri.site,禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论,禁止发布对性取向性癖爱好信仰宗教政治立场民族地域等的侮辱性言论,non-Englsih
427,mastodon.miri.site,禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容,禁止对任何用户发送具有骚扰猥亵恐吓威胁诱骗霸凌性质的内容不受欢迎的性暗示内容或其他令他人感到不安或不适打扰他人正常生活的内容,non-Englsih
428,mastodon.miri.site,请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论,请不要发布种族主义性别主义同性恋恐惧以及跨性别恐惧言论,non-Englsih
429,mastodon.miri.site,只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告,只要涉及成人内容包括文字及媒体均需使用恰当的cw标签及隐藏内容警告,non-Englsih
430,mastodon.miri.site,请不要发布违反伦理及社会共识的成人内容，如由真实的儿童参与制作的色情内容,请不要发布违反伦理及社会共识的成人内容如由真实的儿童参与制作的色情内容,non-Englsih
431,mastodon.miri.site,禁止对其他用户实施任何人肉行为,禁止对其他用户实施任何人肉行为,non-Englsih
432,mastodon.miri.site,禁止将本站服务用于正常交流以外的用途的滥用行为,禁止将本站服务用于正常交流以外的用途的滥用行为,non-Englsih
433,mastodon.miri.site,请不要在未经作者授权的情况下发布他人作品,请不要在未经作者授权的情况下发布他人作品,non-Englsih
434,m.takamoriai.co,日本国の法律に違反するような書き込み、画像、映像の添付は禁止します。,日本国の法律に違反するような書き込み画像映像の添付は禁止します,non-Englsih
435,m.takamoriai.co,"サーバの性能がしょぼいため、負荷が高くなるような操作(短期間に大量の画像つき投稿など)は控えてください。
",サーバの性能がしょぼいため負荷が高くなるような操作短期間に大量の画像つき投稿などは控えてください,non-Englsih
436,m.takamoriai.co,その他、管理人が問題だと思った行動を取り続けた場合、アカウント停止などの対処を行います。,その他管理人が問題だと思った行動を取り続けた場合アカウント停止などの対処を行います,non-Englsih
437,m.takamoriai.co,またよくわからないアカウントも管理人の独断でアカウント停止、削除を行います。,またよくわからないアカウントも管理人の独断でアカウント停止削除を行います,non-Englsih
438,m.takamoriai.co,上記以外は自由に楽しんでください。,上記以外は自由に楽しんでください,non-Englsih
439,m.takamoriai.co,ルールは管理人の独断で変更される場合があります。,ルールは管理人の独断で変更される場合があります,non-Englsih
441,social.baubs.net,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
442,social.baubs.net,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
443,social.baubs.net,"No incitement of violence or promotion of violent ideologies
",no incitement of violence or promotion of violent ideologies,English
444,social.baubs.net,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
445,social.baubs.net,No content illegal in Germany,no content illegal in germany,non-Englsih
446,social.baubs.net,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English
447,netmynd.org,"To be expanded, but for now - please be respectful, play nicely.",to be expanded but for now please be respectful play nicely,English
448,mast.benstokman.me,Anyone who is not me is banned,anyone who is not me is banned,English
449,squidnet.net,"Don't be a jerk. Don't be hatful or a bigot. (As this is my own personal instance for now, hopefully it wont' be too hard for me to follow these rules!).",dont be a jerk dont be hatful or a bigot as this is my own personal instance for now hopefully it wont be too hard for me to follow these rules,English
450,dagegenbewegen.social,"Kein Rassismus, Sexismus, Beschimpfungen",kein rassismus sexismus beschimpfungen,non-Englsih
451,dagegenbewegen.social,"Keine Belästigung, Stalking, Doxxing",keine belästigung stalking doxxing,non-Englsih
452,dagegenbewegen.social,Keine Diskriminierung von geschlechtsspezifischen und sexuellen Minderheiten,keine diskriminierung von geschlechtsspezifischen und sexuellen minderheiten,non-Englsih
453,dagegenbewegen.social,Kein Spam oder Werbung,kein spam oder werbung,non-Englsih
454,dagegenbewegen.social,Crossposting ist nicht erwünscht,crossposting ist nicht erwünscht,non-Englsih
455,dagegenbewegen.social,Keine illegalen Inhalte,keine illegalen inhalte,non-Englsih
456,8bit.red,"Enthusiasm - yes, hate - no.

We don't care if your loved one is 8-, 16-, 32-bit, male, female, feline, furry or anything else. We just want enthusiasm, (com)passion, and love to thrive here, while hate speech and lack of respect will keep you out.",enthusiasm yes hate no we dont care if your loved one is 8 16 32bit male female feline furry or anything else we just want enthusiasm compassion and love to thrive here while hate speech and lack of respect will keep you out,English
457,8bit.red,"No illegal content. Posting pornographic content with a minor, or content that may facilitate the commission of a crime will result in immediate and permanent ban. ",no illegal content posting pornographic content with a minor or content that may facilitate the commission of a crime will result in immediate and permanent ban,English
458,8bit.red,"Don't be harmful. Repeatedly posting content that can evoke negative emotions in the recipients or promote behavior that is dangerous to health/life can also result in a ban. Examples: violent content, aggressive behavior, content encouraging self-harm, suicide, and other self-destructive behavior.",dont be harmful repeatedly posting content that can evoke negative emotions in the recipients or promote behavior that is dangerous to healthlife can also result in a ban examples violent content aggressive behavior content encouraging selfharm suicide and other selfdestructive behavior,English
459,mastodon.tomaszdunia.pl,"This is a private instance, so I don’t need to write rules only for me :)",this is a private instance so i dont need to write rules only for me,English
460,woodland.cafe,Rule is not a list,rule is not a list,English
461,commune.anarchist.gay,no right wing shit,no right wing shit,English
462,commune.anarchist.gay,no bigotry,no bigotry,non-Englsih
463,commune.anarchist.gay,lewd stuff should be CW'd (at least one admin is a minor lol),lewd stuff should be cwd at least one admin is a minor lol,English
464,social.apcn.nz,At the moment this is a single-user server. This is a list of standards to which I hold myself *And anyone else I would let use this server* to.,at the moment this is a singleuser server this is a list of standards to which i hold myself and anyone else i would let use this server to,English
465,social.apcn.nz,I will clearly mark any NSFW content,i will clearly mark any nsfw content,English
466,social.apcn.nz,"I am not sexist, racist, transphobic or homophobic & do not plan to Post content that is. I reserve the right to discuss such content & may include screenshots in this case content warnings will be applied, discussion of harassment is important but it may be triggering.",i am not sexist racist transphobic or homophobic do not plan to post content that is i reserve the right to discuss such content may include screenshots in this case content warnings will be applied discussion of harassment is important but it may be triggering,English
467,social.apcn.nz,"Nothing that's illegal in New Zealand.
See: https://www.legislation.govt.nz/act/public/1993/0094/55.0/DLM313407.html",nothing thats illegal in new zealand see httpswwwlegislationgovtnzactpublic19930094550dlm313407html,English
468,social.apcn.nz,If you spam me I will block you. If a lot of spam is coming from another instance And I am unable to resolve the issue with the administrator of the instance in a timely manner I will black hole that entire instance,if you spam me i will block you if a lot of spam is coming from another instance and i am unable to resolve the issue with the administrator of the instance in a timely manner i will black hole that entire instance,English
469,social.apcn.nz,"The same goes for disinformation On anything important(politics, public health, etc)",the same goes for disinformation on anything importantpolitics public health etc,English
470,social.apcn.nz,This is my instance if I block you there's no appeal. Don't threaten to sue me Over free speech/First Amendment rights I don't live in The U.S. And my server isn't hosted in the u.s. And if you try in NZ Not only will it be thrown out You will probably get some kind of fine,this is my instance if i block you theres no appeal dont threaten to sue me over free speechfirst amendment rights i dont live in the us and my server isnt hosted in the us and if you try in nz not only will it be thrown out you will probably get some kind of fine,English
471,social.apcn.nz,Oh and any bot I create will be clearly marked as such,oh and any bot i create will be clearly marked as such,English
472,me.syslog.eu,Nebuď kretén,nebuď kretén,non-Englsih
473,dctr.uk,Please keep all discussion polite.,please keep all discussion polite,English
474,dctr.uk,Posted content must be legal.,posted content must be legal,English
475,dctr.uk,There must be no confidential information posted.,there must be no confidential information posted,English
476,social.evl.im,"This server is a low-traffic server for Ellie, mostly. If you're a friend of Ellie, and would like an account, feel free to reach out.",this server is a lowtraffic server for ellie mostly if youre a friend of ellie and would like an account feel free to reach out,English
477,social.evl.im,No nazis.,no nazis,non-Englsih
478,social.evl.im,No transphobia.,no transphobia,non-Englsih
479,social.evl.im,Capitalism must be destroyed.,capitalism must be destroyed,non-Englsih
480,social.mrtoto.net,Don't be an asshole,dont be an asshole,English
481,social.mrtoto.net,All public posts from this instance are indexed by tootfinder.ch.,all public posts from this instance are indexed by tootfinderch,English
482,lackthereof.info,法令順守。日本国の法律に触れることはしないでください。 ,法令順守日本国の法律に触れることはしないでください,non-Englsih
483,lackthereof.info,公序良俗に反する行為の禁止。公序良俗の定義は運営者の判断によります。映画で言えばPG=13を目安にしてください。 ,公序良俗に反する行為の禁止公序良俗の定義は運営者の判断によります映画で言えばpg13を目安にしてください,non-Englsih
484,lackthereof.info,差別的言動の禁止。何が差別的かの線引きも難しいですが、運営者の判断によります。 ,差別的言動の禁止何が差別的かの線引きも難しいですが運営者の判断によります,non-Englsih
485,dark-elves.social, German laws & regulations apply,german laws regulations apply,English
486,fed.uu.org,"Einhaltung deutscher Rechtsnormen (Urheberrecht, Kunsturheberrecht, Strafrecht, ...).",einhaltung deutscher rechtsnormen urheberrecht kunsturheberrecht strafrecht,non-Englsih
487,fed.uu.org,Zivilisierter Umgang miteinander (der Hooligan wird zur Tür geleitet).,zivilisierter umgang miteinander der hooligan wird zur tür geleitet,non-Englsih
488,fed.uu.org,Kurzum: Vor der Veröffentlichung einfach das Hirn einschalten ;-),kurzum vor der veröffentlichung einfach das hirn einschalten,non-Englsih
490,kjas.no,"Vær ålreit med hverandre. Hold samtaler positive og konstruktive. Uenighet kan oppstå, men det er likevel ingen grunn til å gå til personangrep.",vær ålreit med hverandre hold samtaler positive og konstruktive uenighet kan oppstå men det er likevel ingen grunn til å gå til personangrep,non-Englsih
491,kjas.no,"NSFW er ikke tillatt. Unngå pornografi, nakenhet og voldelig innhold i denne serveren.",nsfw er ikke tillatt unngå pornografi nakenhet og voldelig innhold i denne serveren,non-Englsih
492,kjas.no,"Ingen hat, rasisme eller annen diskriminering.",ingen hat rasisme eller annen diskriminering,non-Englsih
493,tassaron.com,You must be me to use this instance. The rest of these rules are for me to follow.,you must be me to use this instance the rest of these rules are for me to follow,English
494,tassaron.com,"No bigotry of any kind (e.g., racism, transphobia, nazi beliefs, etc.)",no bigotry of any kind eg racism transphobia nazi beliefs etc,English
495,tassaron.com,Don't harass people or promote violence.,dont harass people or promote violence,English
496,tassaron.com,Don't spread disinformation. Please make some effort to verify news.,dont spread disinformation please make some effort to verify news,English
497,denvr.social,Don't be a dick.,dont be a dick,English
498,denvr.social,No hacking.,no hacking,non-Englsih
499,denvr.social,No violence.,no violence,non-Englsih
500,denvr.social,No fascism.,no fascism,non-Englsih
501,denvr.social,No colonialism.,no colonialism,non-Englsih
502,denvr.social,No white supremacy.,no white supremacy,English
503,denvr.social,No religious extremism.,no religious extremism,non-Englsih
504,denvr.social,No nationalism.,no nationalism,non-Englsih
505,denvr.social,No racism.,no racism,non-Englsih
506,denvr.social,No homophobia.,no homophobia,non-Englsih
507,denvr.social,No transphobia.,no transphobia,non-Englsih
508,denvr.social,Safe space: LGTBQIA+,safe space lgtbqia,non-Englsih
509,denvr.social,"Safe space: neurodivergent (ADHD, Autism, etc.)",safe space neurodivergent adhd autism etc,non-Englsih
510,retrophisch.social,"Be courteous, be kind. Treat others as you wish to be treated.",be courteous be kind treat others as you wish to be treated,English
511,social.bakunin.nohost.me,"Se prohíbe la transfobia, homofobia, lgbtqia+fobia en general, machismo, especismo, racismo, nazismo y fascismo, discursos que promuevan estas ideas serán razón de baneo.",se prohíbe la transfobia homofobia lgbtqiafobia en general machismo especismo racismo nazismo y fascismo discursos que promuevan estas ideas serán razón de baneo,non-Englsih
512,social.bakunin.nohost.me,"No se aceptarán cuentas de partidos políticos, instituciones públicas, empresas privadas y medios de comunicación privados. Sí se aceptarán cuentas de medios de comunicación comunitarios o autogestionados, cooperativas, organizaciones sociales y/o civiles sin fines de lucro y/o cuyos propósitos estén de acuerdo con las reglas de la instancia.
",no se aceptarán cuentas de partidos políticos instituciones públicas empresas privadas y medios de comunicación privados sí se aceptarán cuentas de medios de comunicación comunitarios o autogestionados cooperativas organizaciones sociales yo civiles sin fines de lucro yo cuyos propósitos estén de acuerdo con las reglas de la instancia,non-Englsih
513,mastodon.heavymusic.rocks,No Bigotry,no bigotry,non-Englsih
514,m.wingu.se,私人领地，未经同意请勿穿越（,私人领地未经同意请勿穿越,non-Englsih
515,nomadic.social,No illegal content or conduct. Content or conduct that is illegal in the United States is strictly prohibited.,no illegal content or conduct content or conduct that is illegal in the united states is strictly prohibited,English
516,nomadic.social,"Racism, sexism, homophobia, transphobia, and other discrimination is prohibited. Users who engage in such conduct are not welcome on our platform.",racism sexism homophobia transphobia and other discrimination is prohibited users who engage in such conduct are not welcome on our platform,English
517,nomadic.social,Don’t stalk or harass other users. Respect other users of our service and other federated instances.,dont stalk or harass other users respect other users of our service and other federated instances,English
518,nomadic.social,"Use content warnings (CW) liberally. CW are required for NSFW content, political discussion and debate, religious promotion and debate, and drug mentions.",use content warnings cw liberally cw are required for nsfw content political discussion and debate religious promotion and debate and drug mentions,English
519,nomadic.social,"Misinformation, scams, NFTs, Ponzi schemes, and other deceptive content is prohibited.",misinformation scams nfts ponzi schemes and other deceptive content is prohibited,English
520,nomadic.social,"Spam is not permitted, this includes creating spam accounts that only serve to provide profile links or advertise products and services.",spam is not permitted this includes creating spam accounts that only serve to provide profile links or advertise products and services,English
521,nomadic.social,No harassment in the form of continued engagement after a person has requested contact to stop.,no harassment in the form of continued engagement after a person has requested contact to stop,English
