,instance,rule,preprocessed rules,lang
1165,mastodon.akhepcat.com,No bots without admin approval.,no bots without admin approval,English
1166,mastodon.akhepcat.com,"No harassment, stalking, or doxxing",no harassment stalking or doxxing,non-Englsih
1175,avantwhatever.org,"This is a lightly moderated space, but should be a safe space for all and any harassment, bullying or discriminatory behaviour can be reported and will result in intervention from mods and/or admins.",this is a lightly moderated space but should be a safe space for all and any harassment bullying or discriminatory behaviour can be reported and will result in intervention from mods andor admins,English
1176,avantwhatever.org,"Currently @benbyrne is the only admin and @becfary and @doktorb are the mods, all can be reached by DM, and posts can be reported using the option in the '...' menu.",currently benbyrne is the only admin and becfary and doktorb are the mods all can be reached by dm and posts can be reported using the option in the menu,English
1177,avantwhatever.org,Please DM @benbyrne if interested in volunteering as an admin or mod.,please dm benbyrne if interested in volunteering as an admin or mod,English
1178,avantwhatever.org,"Any accounts that show no activity for 3 months will be automatically suspended - you can contest the suspension if you want to keep using your account, but otherwise it will be deleted a month later. This is just to ensure we avoid unnecessary data storage and phantom accounts. Lurking is welcome.",any accounts that show no activity for 3 months will be automatically suspended you can contest the suspension if you want to keep using your account but otherwise it will be deleted a month later this is just to ensure we avoid unnecessary data storage and phantom accounts lurking is welcome,English
1179,innoq.social,The Berlin Code of Conduct applies for this server. You can reach us at info@innoq.com,the berlin code of conduct applies for this server you can reach us at infoinnoqcom,English
1180,f.freinetz.ch,*1. Vorwort*,1 vorwort,non-Englsih
1181,f.freinetz.ch,"f.freinetz.ch ist eine Installation der Software des Friendica-Projektes. Der Quellcode der Software ist für jeden offen zugänglich und kann eingesehen, heruntergeladen, genutzt und verteilt werden.",ffreinetzch ist eine installation der software des friendicaprojektes der quellcode der software ist für jeden offen zugänglich und kann eingesehen heruntergeladen genutzt und verteilt werden,non-Englsih
1182,f.freinetz.ch,"Friendica ist ein dezentrales soziales Netzwerk, welches Nutzern erlaubt, Inhalte miteinander zu teilen, Informationen auszutauschen und Spass zu haben.",friendica ist ein dezentrales soziales netzwerk welches nutzern erlaubt inhalte miteinander zu teilen informationen auszutauschen und spass zu haben,non-Englsih
1183,f.freinetz.ch,Die Supportsprache auf diesem Node ist Deutsch. Auch werden allfällige Informationen jeweils in Deutsch bekannt gegeben.,die supportsprache auf diesem node ist deutsch auch werden allfällige informationen jeweils in deutsch bekannt gegeben,non-Englsih
1184,f.freinetz.ch,"*2. Haftung für Inhalte, Links und alles andere*",2 haftung für inhalte links und alles andere,non-Englsih
1185,f.freinetz.ch,"Der Betreiber der Plattform möchte einen freien Informationsaustausch gewährleisten. Die Haftung für Inhalte, die durch Nutzer erstellt werden - Beiträge, Nachrichten und mehr - liegt beim Nutzer. Der Betreiber ist keinesfalls haftbar.",der betreiber der plattform möchte einen freien informationsaustausch gewährleisten die haftung für inhalte die durch nutzer erstellt werden beiträge nachrichten und mehr liegt beim nutzer der betreiber ist keinesfalls haftbar,non-Englsih
1186,f.freinetz.ch,"Die Nutzer werden gebeten, keine Inhalte zu veröffentlichen, die gegen in der Schweiz anwendbares Recht verstossen. Sollten Inhalte gegen Gesetze verstossen und wird der Betreiber darauf aufmerksam gemacht, wird der Betreiber den Nutzer, auch öffentlich, kontaktieren und um Klärung des Problems und ggf. die Löschung der Inhalte bitten. Sollte keine andere Möglichkeit bestehen, wird der Betreiber die Inhalte löschen.",die nutzer werden gebeten keine inhalte zu veröffentlichen die gegen in der schweiz anwendbares recht verstossen sollten inhalte gegen gesetze verstossen und wird der betreiber darauf aufmerksam gemacht wird der betreiber den nutzer auch öffentlich kontaktieren und um klärung des problems und ggf die löschung der inhalte bitten sollte keine andere möglichkeit bestehen wird der betreiber die inhalte löschen,non-Englsih
1187,f.freinetz.ch,"Zusätzlich zur Entfernung strafrechtlich relevanter Beiträge behält sich der Betreiber das Recht vor, Inhalte, welche sich am Rande der Legalität bewegen oder nicht klar einzustufen sind, nach einer Ankündigung zu entfernen.",zusätzlich zur entfernung strafrechtlich relevanter beiträge behält sich der betreiber das recht vor inhalte welche sich am rande der legalität bewegen oder nicht klar einzustufen sind nach einer ankündigung zu entfernen,non-Englsih
1188,f.freinetz.ch,*2.1 Umgang mit Werbung / Spam und weiterem Bullshit*,21 umgang mit werbung spam und weiterem bullshit,non-Englsih
1189,f.freinetz.ch,"Spam und oder Werbung ist nicht im Sinne von mir und diesem Netzwerk. Daher werden Accounts, welche vor allem öffentlich Werbung/Spam verteilen nach meinem Ermessen gelöscht.",spam und oder werbung ist nicht im sinne von mir und diesem netzwerk daher werden accounts welche vor allem öffentlich werbungspam verteilen nach meinem ermessen gelöscht,non-Englsih
1190,f.freinetz.ch,"Die Administration dieses Servers behält sich das Recht vor, Accounts dieses Servers zu sperren oder zu löschen, über die Inhalte verbreitet werden, die unter anderem in diese Kategorien fallen: Rassismus, Sexismus, Hetze im Allgemeinen, Verschwörungsideologien.",die administration dieses servers behält sich das recht vor accounts dieses servers zu sperren oder zu löschen über die inhalte verbreitet werden die unter anderem in diese kategorien fallen rassismus sexismus hetze im allgemeinen verschwörungsideologien,non-Englsih
1191,f.freinetz.ch,"Im Klartext: Der Betreiber dieses Servers nimmt sich das Recht, erwähnte Beiträge und User zu löschen. Wer sich daran stört, soll sich bitte einen anderen Server suchen.",im klartext der betreiber dieses servers nimmt sich das recht erwähnte beiträge und user zu löschen wer sich daran stört soll sich bitte einen anderen server suchen,non-Englsih
1192,f.freinetz.ch,*2.2 Anmeldung mit gmail.com Adressen,22 anmeldung mit gmailcom adressen,English
1193,f.freinetz.ch,"Leider zeigt sich, dass viele Accounts welche gegen Punkt 2.1 verstossen, sich mit @gmail.com Adressen registrieren. Daher sind keine Anmeldungen mit gmail.com Adressen mehr erwünscht und werden gleich gelöscht.*",leider zeigt sich dass viele accounts welche gegen punkt 21 verstossen sich mit gmailcom adressen registrieren daher sind keine anmeldungen mit gmailcom adressen mehr erwünscht und werden gleich gelöscht,non-Englsih
1194,f.freinetz.ch,[h2]3. Haftung für Ausfälle und Datenverlust,h23 haftung für ausfälle und datenverlust,non-Englsih
1195,f.freinetz.ch,"Der Betreiber gibt sich Mühe, die Plattform möglichst unterbrechungs- und verlustfrei zu betreiben. Hierfür wird allerdings keinerlei Haftung übernommen.",der betreiber gibt sich mühe die plattform möglichst unterbrechungs und verlustfrei zu betreiben hierfür wird allerdings keinerlei haftung übernommen,non-Englsih
1196,f.freinetz.ch,*4. Urheberrecht*,4 urheberrecht,non-Englsih
1197,f.freinetz.ch,"Das Urheberrecht für Texte, Bilder und sonstige Medien, die ein Benutzer auf f.freinetz.ch hochladen kann, bleibt beim Nutzer. Eine Übertragung auf den Betreiber des Servers findet nicht statt.",das urheberrecht für texte bilder und sonstige medien die ein benutzer auf ffreinetzch hochladen kann bleibt beim nutzer eine übertragung auf den betreiber des servers findet nicht statt,non-Englsih
1198,f.freinetz.ch,"Sollte ein Nutzer wissentlich oder unwissentlich gegen gültiges Urheberrecht verstossen, ist dieser darauf hinzuweisen. Entsprechende Kontaktdaten können beim Betreiber erfragt werden.",sollte ein nutzer wissentlich oder unwissentlich gegen gültiges urheberrecht verstossen ist dieser darauf hinzuweisen entsprechende kontaktdaten können beim betreiber erfragt werden,non-Englsih
1199,f.freinetz.ch,*5. Datenschutz und Datensicherheit*,5 datenschutz und datensicherheit,non-Englsih
1200,f.freinetz.ch,"Dem Betreiber ist es wichtig, die Daten der Nutzer zu schützen. Es werden keinerlei Daten durch den Betreiber ausgewertet oder an dritte Personen weitergegeben, ausser die Weitergabe wird rechtlich erzwungen. In einem solchen Fall können folgende Daten weitergegeben werden:",dem betreiber ist es wichtig die daten der nutzer zu schützen es werden keinerlei daten durch den betreiber ausgewertet oder an dritte personen weitergegeben ausser die weitergabe wird rechtlich erzwungen in einem solchen fall können folgende daten weitergegeben werden,non-Englsih
1201,f.freinetz.ch,* Benutzername,benutzername,non-Englsih
1202,f.freinetz.ch,* E-Mail-Adresse,emailadresse,non-Englsih
1203,f.freinetz.ch,* IP-Adresse und Zeitpunkt der letzten Anmeldung,ipadresse und zeitpunkt der letzten anmeldung,non-Englsih
1204,f.freinetz.ch,"Für Daten, die an andere Friendica-Knoten oder an externe Dienste wie Twitter gesendet werden, kann der Betreiber keinerlei Aussagen treffen. Hier sind die Datenschutzbestimmungen der jeweiligen Plattform zu beachten.",für daten die an andere friendicaknoten oder an externe dienste wie twitter gesendet werden kann der betreiber keinerlei aussagen treffen hier sind die datenschutzbestimmungen der jeweiligen plattform zu beachten,non-Englsih
1205,f.freinetz.ch,"Um einen sicheren und störungsarmen Betrieb zu erreichen, werden automatisiert Serverprotokolle (Logfiles) erstellt. Darüber hinaus werden durch den Betreiber regelmässig Datensicherungen (Backups) der Anwendungen, Dateien und der Datenbank erstellt, um die Nutzer vor Datenverlust zu schützen. Diese werden nach einem Monat gelöscht.",um einen sicheren und störungsarmen betrieb zu erreichen werden automatisiert serverprotokolle logfiles erstellt darüber hinaus werden durch den betreiber regelmässig datensicherungen backups der anwendungen dateien und der datenbank erstellt um die nutzer vor datenverlust zu schützen diese werden nach einem monat gelöscht,non-Englsih
1206,f.freinetz.ch,"Leider ist nichts perfekt, auch Friendica nicht. Der Betreiber kann daher nicht ausschliessen, dass Daten durch Sicherheitslücken und Angriffe auf die Systeme abgegriffen werden. Im Falle eines Datenverlustes wird der Betreiber die Nutzer darüber informieren.",leider ist nichts perfekt auch friendica nicht der betreiber kann daher nicht ausschliessen dass daten durch sicherheitslücken und angriffe auf die systeme abgegriffen werden im falle eines datenverlustes wird der betreiber die nutzer darüber informieren,non-Englsih
1207,f.freinetz.ch,"Ich nutze zudem Matomo zur Analyse der Zugriffe. Die Matomo-Instanz wird auf dem selben Server von mir selber gehostet. Die IP wird gleich nach dem Tracking anonymisert. Zudem hast du auf der Anmeldeseite die Möglichkeit, das Tracking (opt-out) mit einem Cookie zu deaktivieren.",ich nutze zudem matomo zur analyse der zugriffe die matomoinstanz wird auf dem selben server von mir selber gehostet die ip wird gleich nach dem tracking anonymisert zudem hast du auf der anmeldeseite die möglichkeit das tracking optout mit einem cookie zu deaktivieren,non-Englsih
1208,f.freinetz.ch,*Ablauf und Löschen von Accounts*,ablauf und löschen von accounts,non-Englsih
1209,f.freinetz.ch,"Accounts ohne Login über 6 Monate werden (mit Vorwarnung) gelöscht. Bei neuen Accounts muss ein erster Login innerhalb 1 Wochen erfolgen, ansonsten wird der Account wieder entfernt.",accounts ohne login über 6 monate werden mit vorwarnung gelöscht bei neuen accounts muss ein erster login innerhalb 1 wochen erfolgen ansonsten wird der account wieder entfernt,non-Englsih
1210,f.freinetz.ch,*Hinweise*,hinweise,non-Englsih
1211,f.freinetz.ch,"Diese Nutzungsbedingungen basieren auf der Vorlage des Geraspora Teams, welche unter der CC-BY veröffentlicht wurde.",diese nutzungsbedingungen basieren auf der vorlage des geraspora teams welche unter der ccby veröffentlicht wurde,non-Englsih
1212,f.freinetz.ch,Letztes Update: 24.02.2022,letztes update 24022022,non-Englsih
1213,pixelfed.graz.social,"Keine rassistische, sexistische, homophobe, transphobe, beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllten Inhalte.",keine rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllten inhalte,non-Englsih
1214,pixelfed.graz.social,"Kein Belästigung einzelner Personen durch ungewünschte Kontaktaufnahme, Stalking oder Doxing.",kein belästigung einzelner personen durch ungewünschte kontaktaufnahme stalking oder doxing,non-Englsih
1215,pixelfed.graz.social,"Keine Beiträge, die in der Republik Österreich oder in der Europäischen Union gegen geltendes Recht verstoßen.",keine beiträge die in der republik österreich oder in der europäischen union gegen geltendes recht verstoßen,non-Englsih
1216,pixelfed.graz.social,Kein Verbreiten von Verschwörungserzählungen oder Fake-News.,kein verbreiten von verschwörungserzählungen oder fakenews,non-Englsih
1217,autonomous.zone,    This server is antifa,this server is antifa,English
1218,autonomous.zone,"No racism, sexism, homophobia, transphobia, xenophobia, ableism and classism",no racism sexism homophobia transphobia xenophobia ableism and classism,English
1219,autonomous.zone,This server is anti-capitalist,this server is anticapitalist,English
1220,autonomous.zone,"Respect the consent of others, no harassment",respect the consent of others no harassment,English
1221,autonomous.zone,"No borders, no nations",no borders no nations,non-Englsih
1222,autonomous.zone,Community fridges for all!,community fridges for all,English
1223,autonomous.zone,The use of image descriptions and content warnings is greatly appreciated,the use of image descriptions and content warnings is greatly appreciated,English
1224,muknown.jp,ルールはけんぽうにじゅんずる！,ルールはけんぽうにじゅんずる,non-Englsih
1225,blockriot.com,Don't make me write rules.,dont make me write rules,English
1226,mastodon.wellperns.com,Not an Official Well Group Inc. Server. Members of the community are invited to test. ,not an official well group inc server members of the community are invited to test,English
1227,mastodon.wellperns.com,Please put your WELL username in the 'why do you want to join' box,please put your well username in the why do you want to join box,English
1228,mastodon.wellperns.com,"Spammers, Scammers, and Harassers will be removed with extreme prejudice. ",spammers scammers and harassers will be removed with extreme prejudice,English
1229,mastodon.wellperns.com,Be Kind,be kind,non-Englsih
1230,mastodon.wellperns.com,DMCA violations not tolerated.,dmca violations not tolerated,English
1231,mastodon.quebec,N'ayez pas de propos haineux ou discriminatoires.,nayez pas de propos haineux ou discriminatoires,non-Englsih
1232,mastodon.quebec,Ne partagez pas intentionnellement des informations fausses ou trompeuses.,ne partagez pas intentionnellement des informations fausses ou trompeuses,non-Englsih
1233,mastodon.quebec,Évitez les attaques personnelles et le harcèlement.,évitez les attaques personnelles et le harcèlement,non-Englsih
1234,mastodon.quebec,N'incitez pas à la violence.,nincitez pas à la violence,non-Englsih
1235,mastodon.quebec,N'utilisez pas ce serveur à des fins de promotion commerciale.,nutilisez pas ce serveur à des fins de promotion commerciale,non-Englsih
1236,mastodon.stuttgart.international,Seid lieb!,seid lieb,non-Englsih
1237,mastodon.stuttgart.international,Seid respektvoll!,seid respektvoll,non-Englsih
1238,mastodon.stuttgart.international,Diskutiert konstruktiv!,diskutiert konstruktiv,non-Englsih
1239,mastodon.stuttgart.international,Für immer VfB und Kesselliebe!,für immer vfb und kesselliebe,non-Englsih
1240,mastodon.stuttgart.international,Achtet die Privatsphäre!,achtet die privatsphäre,non-Englsih
1241,mastodon.stuttgart.international,Auch hier gelten die Menschenrechte.,auch hier gelten die menschenrechte,non-Englsih
1242,nbaden.club,Don't annoy others and don't get easily annoyed by others. ,dont annoy others and dont get easily annoyed by others,English
1243,nbaden.club,Don't abuse this service or server.,dont abuse this service or server,English
1244,nbaden.club,Treat other how you want to be treated by them - with respect!,treat other how you want to be treated by them with respect,English
1245,nbaden.club,No spamming of any kind.,no spamming of any kind,non-Englsih
1246,nbaden.club,"No hate speech, no discrimination of others, regardless of their age, gender, nationality or whatever.",no hate speech no discrimination of others regardless of their age gender nationality or whatever,English
1247,fault.stsecurity.moe,尊重他人。请避免一切歧视、人身攻击，以及其它不尊重其他用户的行为，己所不欲，勿施于人。,尊重他人请避免一切歧视人身攻击以及其它不尊重其他用户的行为己所不欲勿施于人,non-Englsih
1248,fault.stsecurity.moe,发布内容前请三思。请勿发布任何有关盗版、解包等内容的消息，发布敏感内容或可能引起他人不适的内容时请务必利用折叠正文功能。请不要公开发布任何涉及隐私的内容。,发布内容前请三思请勿发布任何有关盗版解包等内容的消息发布敏感内容或可能引起他人不适的内容时请务必利用折叠正文功能请不要公开发布任何涉及隐私的内容,non-Englsih
1249,fault.stsecurity.moe,"You are welcomed to use any language on this site (Sanne'Ajrizdan included), but please be aware that this site serves mostly simplified Chinese users, we cannot promise adequate support for other users.",you are welcomed to use any language on this site sanneajrizdan included but please be aware that this site serves mostly simplified chinese users we cannot promise adequate support for other users,English
1250,mastodon.wssmagazine.com,Stay on topic - tabletop miniature wargaming is what connects us,stay on topic tabletop miniature wargaming is what connects us,English
1251,mastodon.wssmagazine.com,Don't be a dick,dont be a dick,English
1256,techfieldday.net,Be excellent to each other,be excellent to each other,English
1257,techfieldday.net,Don't spam,dont spam,non-Englsih
1258,techfieldday.net,No explicit content,no explicit content,non-Englsih
1259,techfieldday.net,Post in languages the moderators understand (English for now),post in languages the moderators understand english for now,English
1260,techfieldday.net,Moderation is final,moderation is final,English
1261,techfieldday.net,Be gentle with media uploads,be gentle with media uploads,English
1262,techfieldday.net,"Tech Field Day delegates, presenters, staff, and friends only",tech field day delegates presenters staff and friends only,English
1263,hameln.social,Diese Instanz ist noch in einer Testphase. Sie können sich schon anmelden aber derzeit läuft noch ein Probebetrieb. Die Anmeldung ist derzeit aus Speichergründen auf Menschen aus Hameln oder mit einem besonderen Bezug zu unsere Stadt beschränkt. Bitte stellen Sie sich beim Anmelden kurz vor.,diese instanz ist noch in einer testphase sie können sich schon anmelden aber derzeit läuft noch ein probebetrieb die anmeldung ist derzeit aus speichergründen auf menschen aus hameln oder mit einem besonderen bezug zu unsere stadt beschränkt bitte stellen sie sich beim anmelden kurz vor,non-Englsih
1264,hameln.social,"Wer sich bei hameln.social anmelden möchte, wir gebeten sich kurz vorzustellen. Er/Sie erklärt sich ausdrücklich mit den nachfolgenden Verhaltensregeln einverstanden: ",wer sich bei hamelnsocial anmelden möchte wir gebeten sich kurz vorzustellen ersie erklärt sich ausdrücklich mit den nachfolgenden verhaltensregeln einverstanden,non-Englsih
1265,hameln.social,"Wir legen Wert auf einen respektvollen, freundlichen Umgang. Basis für alle soll eine faire, gern auch kontroverse Diskussionskultur sein. Politische Diskussionen sind erwünscht, allerdings bitte ausschließlich sachlich.  ",wir legen wert auf einen respektvollen freundlichen umgang basis für alle soll eine faire gern auch kontroverse diskussionskultur sein politische diskussionen sind erwünscht allerdings bitte ausschließlich sachlich,non-Englsih
1266,hameln.social,"Diese Instanz wendet sich vordringlich an Organisationen, Vereine und Menschen, die sich für das Gemeinwohl engagierte. Kleine und mittelständische Firmen aus Hameln und der näheren Umgebung können sich gerne vorstellen und in Maßen über ihre Angebote informieren.  ",diese instanz wendet sich vordringlich an organisationen vereine und menschen die sich für das gemeinwohl engagierte kleine und mittelständische firmen aus hameln und der näheren umgebung können sich gerne vorstellen und in maßen über ihre angebote informieren,non-Englsih
1267,hameln.social,"Rassistische, sexistische, homophobe, transphobe, beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte Sprache verbietet sich von selbst und wird nicht geduldet.",rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache verbietet sich von selbst und wird nicht geduldet,non-Englsih
1268,hameln.social,Alle Nutzenden sind für die eigenen Beiträge und die Einhaltung aller (lizenz)rechtlichen Bestimmungen ihrer Tröds selber verantwortlich. ,alle nutzenden sind für die eigenen beiträge und die einhaltung aller lizenzrechtlichen bestimmungen ihrer tröds selber verantwortlich,non-Englsih
1269,hameln.social,"Behörden und Institutionen wie Feuerwehr, THW, DRK und vergleichbar sind ausdrücklich eingeladen/erwünscht.",behörden und institutionen wie feuerwehr thw drk und vergleichbar sind ausdrücklich eingeladenerwünscht,non-Englsih
1270,hameln.social,Politische Parteien sind ausdrücklich eingeladen. Rechts- wie linksextremes oder verschwörungsideologisches Agieren führt zum Ausschluss.,politische parteien sind ausdrücklich eingeladen rechts wie linksextremes oder verschwörungsideologisches agieren führt zum ausschluss,non-Englsih
1271,hameln.social,Beiträge nur jugendfrei. Pornographische und sexualisierte Inhalte sind unerwünscht.,beiträge nur jugendfrei pornographische und sexualisierte inhalte sind unerwünscht,non-Englsih
1272,hameln.social,"Hilfe bei Fragen untereinander sollte selbstverständlich sein. Wenn Dir ein Toot auffällt, der diese Verhaltensregeln verletzt, schreibe dem/der Verfasserin des Tröds. Die Admins entscheiden bei Streit als Hausrechtsinhabende.",hilfe bei fragen untereinander sollte selbstverständlich sein wenn dir ein toot auffällt der diese verhaltensregeln verletzt schreibe demder verfasserin des tröds die admins entscheiden bei streit als hausrechtsinhabende,non-Englsih
1273,x0f.org,"Don't be an asshole.      
no harassment, homophobia, transphobia, racism or other hate. 
",dont be an asshole no harassment homophobia transphobia racism or other hate,English
1274,x0f.org,No advertisement or shilling.,no advertisement or shilling,English
1275,pixel.art3mis.de,You cannot upload any pictures and videos that are illegal in Germany. This includes material of which you do not have the copyright or express permission by the owner. We will remove any material that does not match this rule.,you cannot upload any pictures and videos that are illegal in germany this includes material of which you do not have the copyright or express permission by the owner we will remove any material that does not match this rule,English
1276,pixel.art3mis.de,"We will routinely remove non-active accounts. If you create an account we ask you to upload at least one photo. If an accounts seems asleep we will attempt to contact the users via email, if that fails we may delete the account after 90 days of inactivity.",we will routinely remove nonactive accounts if you create an account we ask you to upload at least one photo if an accounts seems asleep we will attempt to contact the users via email if that fails we may delete the account after 90 days of inactivity,English
1277,pixel.art3mis.de,Please do not spam other users and do not create accounts just serving as spam sources. We will remove those posts and accounts.,please do not spam other users and do not create accounts just serving as spam sources we will remove those posts and accounts,English
1278,pixel.art3mis.de,"This server focuses on personal accounts. If you would like to use your account commercially, please make that clear in the description and make sure to remember rule no 3.",this server focuses on personal accounts if you would like to use your account commercially please make that clear in the description and make sure to remember rule no 3,English
1279,ukrainian.network,"На сервері дозволено все, що не заборонено законодавством України.",на сервері дозволено все що не заборонено законодавством україни,non-Englsih
1280,ukrainian.network,Ненависть до русні схвалено.,ненависть до русні схвалено,non-Englsih
1281,ukrainian.network,Чутливий контент рекомендується позначати відповідним чином.,чутливий контент рекомендується позначати відповідним чином,non-Englsih
1282,ukrainian.network,Спам заборонений.,спам заборонений,non-Englsih
1290,www.polylux.xyz,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
1291,www.polylux.xyz,"No racism, sexism, homophobia, transphobia or xenophobia.",no racism sexism homophobia transphobia or xenophobia,non-Englsih
1292,www.polylux.xyz,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
1293,www.polylux.xyz,No harassment of other users.,no harassment of other users,English
1294,www.polylux.xyz,No content illegal in Germany.,no content illegal in germany,non-Englsih
1295,www.polylux.xyz,No advertising.,no advertising,non-Englsih
1296,frequency.app,"No harassment, discrimination, or hate-speech",no harassment discrimination or hatespeech,English
1297,frequency.app,No misinformation or doxxing,no misinformation or doxxing,English
1298,frequency.app,No pornographic content,no pornographic content,non-Englsih
1299,frequency.app,"No content depicting or describing subjects illegal in the US, including child sexual abuse, instructions for making or modifying weapons, or the promotion of violence, terrorism, or criminal activity",no content depicting or describing subjects illegal in the us including child sexual abuse instructions for making or modifying weapons or the promotion of violence terrorism or criminal activity,English
1300,frequency.app,"No uploading of content that was not created by you, including copyrighted content",no uploading of content that was not created by you including copyrighted content,English
1301,sardegna.social," No al trolling, shitposting, bodyshaming e bullismo
 ",no al trolling shitposting bodyshaming e bullismo,English
1302,sardegna.social,"No apologia del fascismo - nazismo
",no apologia del fascismo nazismo,non-Englsih
1303,sardegna.social,"    No contenuti VM18
",no contenuti vm18,non-Englsih
1304,sardegna.social,"    No allo Spam, al Flooding e ai Bot
",no allo spam al flooding e ai bot,non-Englsih
1305,sardegna.social,"    No al proselitismo e all'intolleranza religiosa
",no al proselitismo e allintolleranza religiosa,non-Englsih
1306,sardegna.social,"    No a comportamenti molesti e tossici, dogpiling o doxxing.
",no a comportamenti molesti e tossici dogpiling o doxxing,non-Englsih
1307,sardegna.social,"    No al razzismo, sessismo, misoginia, omofobia, bifobia, lesbofobia, transfobia, afobia
",no al razzismo sessismo misoginia omofobia bifobia lesbofobia transfobia afobia,non-Englsih
1308,sardegna.social,"    No alla diffusione intenzionale di notizie false, fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici.",no alla diffusione intenzionale di notizie false fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici,non-Englsih
1309,az.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English
1310,az.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1311,az.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
1312,az.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English
1313,az.social,No content illegal in the United States,no content illegal in the united states,English
1314,az.social,Do not intentionally share false or misleading information,do not intentionally share false or misleading information,English
1315,az.social,"All posts must be in English so the admins can moderate.  With help from the community, this rule could change some day.",all posts must be in english so the admins can moderate with help from the community this rule could change some day,English
1316,az.social,"If you are in California, you must be over the age of 18 to use this website.",if you are in california you must be over the age of 18 to use this website,English
1317,vandrare.page,日本の法律と社会規範に従うことを心がけましょう。,日本の法律と社会規範に従うことを心がけましょう,non-Englsih
1318,vandrare.page, 不快なものにはブロック・ミュート・フィルターの機能を使用して距離をとりましょう。,不快なものにはブロックミュートフィルターの機能を使用して距離をとりましょう,non-Englsih
1319,vandrare.page,「公開範囲」・「コンテンツ警告(CW)」・「閲覧注意」の機能を活用しましょう。,公開範囲コンテンツ警告cw閲覧注意の機能を活用しましょう,non-Englsih
1320,vandrare.page,楽しく明るい雰囲気をつくりましょう。,楽しく明るい雰囲気をつくりましょう,non-Englsih
1321,vandrare.page,時間を大切にしましょう。,時間を大切にしましょう,non-Englsih
1322,vandrare.page,新しいユーザーをあたたかくむかえましょう。,新しいユーザーをあたたかくむかえましょう,non-Englsih
1323,social.network.europa.eu,Rule is not a list,rule is not a list,English
1324,moessingen.social,Keine in Deutschland illegalen Inhalte.,keine in deutschland illegalen inhalte,non-Englsih
1325,moessingen.social,Keine Pornographie.,keine pornographie,non-Englsih
1326,moessingen.social,"Keine Gewalt, Aufruf zu Gewalt oder Verherrlichung von Gewalt.",keine gewalt aufruf zu gewalt oder verherrlichung von gewalt,non-Englsih
1327,moessingen.social,"Keine Ausgrenzung von Personen mit Behinderung. Keine Ausgrenzung von Personen aufgrund ihrer Hautfarbe, ihrer Geschlechtsidentität oder ihrer Religion.",keine ausgrenzung von personen mit behinderung keine ausgrenzung von personen aufgrund ihrer hautfarbe ihrer geschlechtsidentität oder ihrer religion,non-Englsih
1328,moessingen.social,"Kein Doxing, kein Dogpiling.",kein doxing kein dogpiling,non-Englsih
1329,moessingen.social,"Diese Instanz ist für Menschen, nicht für Bots. Werbung ist unerwünscht.",diese instanz ist für menschen nicht für bots werbung ist unerwünscht,non-Englsih
1330,leds.social,"This is a Civilized Place for Public Discussion
Please treat this server with the same respect you would a public park. We, too, are a shared community resource — a place to share skills, knowledge and interests through ongoing conversation.",this is a civilized place for public discussion please treat this server with the same respect you would a public park we too are a shared community resource a place to share skills knowledge and interests through ongoing conversation,English
1331,leds.social,"Improve the Discussion
The topics discussed here matter to us, and we want you to act as if they matter to you, too. Be respectful of the topics and the people discussing them, even if you disagree with some of what is being said.",improve the discussion the topics discussed here matter to us and we want you to act as if they matter to you too be respectful of the topics and the people discussing them even if you disagree with some of what is being said,English
1332,leds.social,"Be Agreeable, Even When You Disagree
You may wish to respond to something by disagreeing with it. That’s fine. But remember to criticize ideas, not people. Please avoid:

Name-calling
Ad hominem attacks
Responding to a post’s tone instead of its actual content
Knee-jerk contradiction",be agreeable even when you disagree you may wish to respond to something by disagreeing with it thats fine but remember to criticize ideas not people please avoid namecalling ad hominem attacks responding to a posts tone instead of its actual content kneejerk contradiction,English
1333,leds.social,"Always Be Civil
Don’t post anything that a reasonable person would consider offensive, abusive, or hate speech.
Keep it clean. Don’t post anything obscene or sexually explicit.
Respect each other. Don’t harass or grief anyone.
Don’t post spam.",always be civil dont post anything that a reasonable person would consider offensive abusive or hate speech keep it clean dont post anything obscene or sexually explicit respect each other dont harass or grief anyone dont post spam,English
1334,waha.work,管理人の独裁と横暴に従うこと,管理人の独裁と横暴に従うこと,non-Englsih
1335,waha.work,ハメを外しすぎないこと,ハメを外しすぎないこと,non-Englsih
