,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
261,261,270,social.bternes.com,Beachte die Gesetze der Bundesrepublik Deutschland und des guten Umgangs zwischen Menschen,beachte die gesetze der bundesrepublik deutschland und des guten umgangs zwischen menschen,non-Englsih,Note the laws of the Federal Republic of Germany and the good dealings between people,formal,0.9937775135040283,Information/Explanation,Information/Explanation
262,262,271,social.bternes.com,"Insbesondere beleidige niemanden und verbreite, erstelle oder referenziere keine rechtswidrige Inhalte",insbesondere beleidige niemanden und verbreite erstelle oder referenziere keine rechtswidrige inhalte,non-Englsih,"In particular, nobody insults and do not make or references do not displace any illegal content",formal,0.9964966177940369,Legal,Legal
263,263,272,mastodon.tudgwal.fr,"Ce serveur n'accepte aucune forme de harcèlement ou de haine à l'encontre d'une minorité ou d'un.e utilisat.eur.rice.
Il y est donc interdit toute forme de sexisme, racisme, homophobie, transphobie, validisme, etc...
Ici on discute et on partage dans le respect et la bonne humeur (relative).",ce serveur naccepte aucune forme de harcèlement ou de haine à lencontre dune minorité ou dune utilisateurrice il y est donc interdit toute forme de sexisme racisme homophobie transphobie validisme etc ici on discute et on partage dans le respect et la bonne humeur relative,non-Englsih,This naccept server No form of harassment or hatred with a minority or userrier it is therefore prohibited there all form of sexism homophobia transphobia validism etc here we discuss and we share with respect and relative good humor,formal,0.9552648663520813,Other,Other
264,264,273,singsingsing.party,本站规则都在站长脑子里,本站规则都在站长脑子里,non-Englsih,The rules of this site are in the minds of webmaster,formal,0.9929942488670349,Other,Other
265,265,274,singsingsing.party,如有异议请参照第一条规则,如有异议请参照第一条规则,non-Englsih,"If you have any objections, please refer to the first rules",formal,0.9961724877357483,Instruction,Instruction
266,266,275,social.macg.co,"Soyez sympa. Nous encourageons la liberté d’opinion et d’expression, et les débats sont bienvenus tant qu’ils restent courtois. Traitez les autres membres encore mieux que vous n’aimeriez être traité.",soyez sympa nous encourageons la liberté dopinion et dexpression et les débats sont bienvenus tant quils restent courtois traitez les autres membres encore mieux que vous naimeriez être traité,non-Englsih,Be nice we encourage freedom of opinion and expression and debates are welcome as long as they remain courteous treat the other members even better than you would be treated,formal,0.9986447691917419,Promotion,Promotion
267,267,276,social.macg.co,"Évitez le flood et le spam. Évitez le flood, les chaines de messages, et le copypasta. Donnez quelques explications, même en deux mots, lorsque vous partagez un lien.",évitez le flood et le spam évitez le flood les chaines de messages et le copypasta donnez quelques explications même en deux mots lorsque vous partagez un lien,non-Englsih,Avoid flood and spam Avoid flood messages and copypasta give some explanations even in two words when you share a link,informal,0.8594083786010742,Instruction,Instruction
268,268,277,social.macg.co,"Évitez la publicité. Nous n’acceptons aucune forme de publicité sous quelque forme que ce soit. Intervenez uniquement à titre personnel, évitez d’intervenir comme le représentant d’une entreprise.",évitez la publicité nous nacceptons aucune forme de publicité sous quelque forme que ce soit intervenez uniquement à titre personnel évitez dintervenir comme le représentant dune entreprise,non-Englsih,Avoid advertising We do not accept any form of advertising in any form whatsoever intervenes personally avoid intervening as the representative of a business,formal,0.9986691474914551,Legal,Legal
269,269,278,social.macg.co,"Évitez les contenus « adultes ». Certains membres ont moins de 18 ans. Évitez les contenus « adultes », qu’il s’agisse de contenus à connotation pornographique, de contenus particulièrement choquants ou violents, ou de contenus visant à la manipulation émotionnelle.",évitez les contenus adultes certains membres ont moins de 18 ans évitez les contenus adultes quil sagisse de contenus à connotation pornographique de contenus particulièrement choquants ou violents ou de contenus visant à la manipulation émotionnelle,non-Englsih,"Avoid adult content, some members are under 18, avoid adult content that is in pornographic connotation content of particularly shocking or violent content or content aimed at emotional manipulation",formal,0.9986603260040283,Instruction,Instruction
270,270,279,social.macg.co,"Évitez les contenus illégaux. N’incitez pas au piratage de contenus, et ne partagez pas de ressources portant atteinte à la propriété intellectuelle.",évitez les contenus illégaux nincitez pas au piratage de contenus et ne partagez pas de ressources portant atteinte à la propriété intellectuelle,non-Englsih,Avoid illegal contents do not nincient content hacking and do not share resources affecting intellectual property,formal,0.9967648983001709,Promotion,Promotion
271,271,280,social.macg.co,"Évitez les sujets inflammables. Nous sommes contraints, pour éviter de surcharger la modération, de proscrire les discussions portant sur la politique et la religion. Dirigez-vous vers d’autres instances pour discuter de ces sujets.",évitez les sujets inflammables nous sommes contraints pour éviter de surcharger la modération de proscrire les discussions portant sur la politique et la religion dirigezvous vers dautres instances pour discuter de ces sujets,non-Englsih,Avoid flammable subjects We are forced to avoid overloading the moderation of proscribing discussions on politics and religion direct to other instances to discuss these subjects,formal,0.9986729621887207,Other,Other
272,272,281,social.macg.co,"Respectez les autres membres. Évitez le langage SMS et les abréviations que vous êtes le seul à comprendre. 
Ne mentionnez pas les administrateurs et les modérateurs à tout bout de champ. Ne harcelez pas les membres de manière publique ou privée.",respectez les autres membres évitez le langage sms et les abréviations que vous êtes le seul à comprendre ne mentionnez pas les administrateurs et les modérateurs à tout bout de champ ne harcelez pas les membres de manière publique ou privée,non-Englsih,Respect the other members Avoid the SMS language and the abbreviations that you are the only one to understand do not mention the administrators and the moderators all the time do not harass the members in a public or private manner,formal,0.9984167814254761,Legal,Legal
273,273,282,social.macg.co,Respectez les modérateurs. Ne vous faites pas passer pour un salarié de MacGeneration. Ne harcelez pas les administrateurs et les modérateurs. Respectez les décisions de modération.,respectez les modérateurs ne vous faites pas passer pour un salarié de macgeneration ne harcelez pas les administrateurs et les modérateurs respectez les décisions de modération,non-Englsih,Respect the moderators do not pass for an employee of Macgeneration do not harass the administrators and the moderators respect moderation decisions,formal,0.9986553192138672,Legal,Legal
274,274,283,toot.sh,No advertising or excessive promotion.,no advertising or excessive promotion,English,no advertising or excessive promotion,informal,0.7115189433097839,Promotion,Promotion
275,275,284,toot.sh,"No bots, unless they're cute, funny, or useful. Bots should avoid posting to the public timeline. If you're unsure, speak to a moderator.",no bots unless theyre cute funny or useful bots should avoid posting to the public timeline if youre unsure speak to a moderator,English,no bots unless theyre cute funny or useful bots should avoid posting to the public timeline if youre unsure speak to a moderator,informal,0.9940088987350464,Promotion,Promotion
276,276,285,toot.sh,No pornography or adult content.,no pornography or adult content,non-Englsih,no pornography or adult content,informal,0.9840903878211975,Other,Other
277,277,286,toot.sh,No gore or graphic violence.,no gore or graphic violence,English,no gore or graphic violence,informal,0.995944082736969,Promotion,Promotion
278,278,287,toot.sh,Content that is borderline NSFW or could be construed as NSFW at a glance should be put behind a Content Warning (CW).,content that is borderline nsfw or could be construed as nsfw at a glance should be put behind a content warning cw,English,content that is borderline nsfw or could be construed as nsfw at a glance should be put behind a content warning cw,informal,0.9853448271751404,Instruction,Instruction
279,279,288,toot.sh,"No sexism, racism, xenophobia, homophobia, transphobia, or other forms of hate speech.",no sexism racism xenophobia homophobia transphobia or other forms of hate speech,English,no sexism racism xenophobia homophobia transphobia or other forms of hate speech,informal,0.9975311160087585,Other,Other
280,280,289,toot.sh,No content that would otherwise be illegal in the UK or the EU.,no content that would otherwise be illegal in the uk or the eu,English,no content that would otherwise be illegal in the uk or the eu,informal,0.9948571920394897,Legal,Legal
281,281,290,toot.sh,"No posting of other people's personally identifying information, otherwise known as ""doxing"".",no posting of other peoples personally identifying information otherwise known as doxing,English,no posting of other peoples personally identifying information otherwise known as doxing,informal,0.8854914903640747,Legal,Legal
282,282,291,toot.sh,"No promoting of conspiracy theories (e.g. anti-vax, anti-mask, anti-COVID).",no promoting of conspiracy theories eg antivax antimask anticovid,English,no promoting of conspiracy theories eg antivax antimask anticovid,informal,0.9966279864311218,Information/Explanation,Information/Explanation
283,283,292,toot.sh,No other unethical content.,no other unethical content,English,no other unethical content,informal,0.9526460766792297,Legal,Legal
284,284,293,toot.sh,No scraping content from the web interface or API.,no scraping content from the web interface or api,English,no scraping content from the web interface or api,informal,0.9958745837211609,Instruction,Instruction
285,285,294,toot.sh,AI/ML generated content must be clearly labelled as such,aiml generated content must be clearly labelled as such,English,aiml generated content must be clearly labelled as such,formal,0.788908064365387,Instruction,Instruction
286,286,295,pxlmo.net,respect each other and have fun in our community,respect each other and have fun in our community,English,respect each other and have fun in our community,informal,0.9965440630912781,Promotion,Promotion
287,287,296,pxlmo.net,please keep links in your profile. posts filled with links may be marked as spam and removed,please keep links in your profile posts filled with links may be marked as spam and removed,English,please keep links in your profile posts filled with links may be marked as spam and removed,informal,0.981730580329895,Other,Other
288,288,297,pxlmo.net,"no incitement of violence, homophobia, transphobia or harassment of any kind",no incitement of violence homophobia transphobia or harassment of any kind,English,no incitement of violence homophobia transphobia or harassment of any kind,informal,0.9963423609733582,Legal,Legal
289,289,298,social.memes.nz,"No racism, sexism, or advocation of racism or sexism.",no racism sexism or advocation of racism or sexism,English,no racism sexism or advocation of racism or sexism,informal,0.9952345490455627,Other,Other
290,290,299,social.memes.nz,"No distribution of content harmful to the public good, such as antivaxx or climate denial.",no distribution of content harmful to the public good such as antivaxx or climate denial,English,no distribution of content harmful to the public good such as antivaxx or climate denial,informal,0.9497426748275757,Legal,Legal
291,291,300,social.memes.nz,"No discrimination against gender or sexual minorities, or the advocation thereof.",no discrimination against gender or sexual minorities or the advocation thereof,English,no discrimination against gender or sexual minorities or the advocation thereof,informal,0.9271607995033264,Legal,Legal
292,292,301,social.memes.nz,No xenophobic or nationalist content.,no xenophobic or nationalist content,English,no xenophobic or nationalist content,informal,0.9938032627105713,Other,Other
293,293,302,toot.senkitahara.com,Rule is not a list,rule is not a list,English,rule is not a list,informal,0.9950441122055054,Instruction,Instruction
294,294,303,hackodon.com,"All content moderation decisions are final.

",all content moderation decisions are final,non-Englsih,all content moderation decisions are final,informal,0.9027605652809143,Promotion,Promotion
295,295,304,hackodon.com,All bans are non-negotiable and at the sole discretion of the server's owner,all bans are nonnegotiable and at the sole discretion of the servers owner,English,all bans are nonnegotiable and at the sole discretion of the servers owner,informal,0.9758673906326294,Legal,Legal
296,296,305,hackodon.com,"Don't post stuff that can't or shouldn't be posted. If you don't know what this means, please contact the moderator!",dont post stuff that cant or shouldnt be posted if you dont know what this means please contact the moderator,English,dont post stuff that cant or shouldnt be posted if you dont know what this means please contact the moderator,informal,0.9974966645240784,Forum,Forum
297,297,306,hackodon.com,"Your interest in this private instance is appreciated, but your registration will be rejected unless you have made prior arrangements with the instance's owner. Honestly, you probably would rather be somewhere else.",your interest in this private instance is appreciated but your registration will be rejected unless you have made prior arrangements with the instances owner honestly you probably would rather be somewhere else,English,your interest in this private instance is appreciated but your registration will be rejected unless you have made prior arrangements with the instances owner honestly you probably would rather be somewhere else,formal,0.9941142201423645,Instruction,Instruction
298,298,307,mb.draculaojisan.com,"こちらは「ドラキュラおじさん(Dracula-OJISAN)」が運営するMastodonインスタンスです。
何かあれば連絡先まで。",こちらはドラキュラおじさんdraculaojisanが運営するmastodonインスタンスです 何かあれば連絡先まで,non-Englsih,This is MASTODON instance operated by Uncle Dracula Draculaojisan.,formal,0.9985767602920532,Information/Explanation,Information/Explanation
299,299,308,mb.draculaojisan.com,"Q. サブドメインの「mb」ってなに？
A. ミニブログ・マイクロブログの意味です。ソーシャルにあんまりネットワーキングしないシステムとして運用。",q サブドメインのmbってなに a ミニブログマイクロブログの意味ですソーシャルにあんまりネットワーキングしないシステムとして運用,non-Englsih,Q What is a subdomain MB? A mini Blog Microblog Means Operates as a system that does not have much networking in social,formal,0.9986383318901062,Other,Other
300,300,309,mb.draculaojisan.com,成人向けコンテンツの取り扱いは行いません。（プラットフォーム側の規約に拠るものです）,成人向けコンテンツの取り扱いは行いませんプラットフォーム側の規約に拠るものです,non-Englsih,It does not handle content for adults. It is based on the platform side rules.,formal,0.9986250400543213,Legal,Legal
301,301,310,mastodon.teachmaths.org,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
302,302,311,mastodon.teachmaths.org,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
303,303,312,mastodon.teachmaths.org,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
304,304,313,mastodon.teachmaths.org,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users,informal,0.9965498447418213,Legal,Legal
305,305,314,mastodon.teachmaths.org,No content illegal in Australia,no content illegal in australia,non-Englsih,no content illegal in australia,informal,0.9943808913230896,Promotion,Promotion
306,306,315,mastodon.teachmaths.org,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information,formal,0.916638970375061,Legal,Legal
307,307,316,sideofburritos.social,It's just me here. I do my best to make sure I follow my own rules.,its just me here i do my best to make sure i follow my own rules,English,its just me here i do my best to make sure i follow my own rules,informal,0.9975653886795044,Other,Other
308,308,317,social.teamb.space,Don't be a dick,dont be a dick,English,dont be a dick,informal,0.9956220984458923,Forum,Forum
309,309,318,social.teamb.space,Be cool,be cool,English,be cool,informal,0.9957137107849121,Other,Other
310,310,319,social.teamb.space,"No racism, sexism, ageism, homophobia, transphobia.",no racism sexism ageism homophobia transphobia,non-Englsih,no racism sexism ageism homophobia transphobia,informal,0.9975528120994568,Opinion/Argumentation,Opinion/Argumentation
311,311,320,social.teamb.space,"No Anti-vax, anti-mask",no antivax antimask,non-Englsih,no anti vax anti mask,informal,0.9973039627075195,Promotion,Promotion
312,312,321,social.teamb.space,"No pro-Brexit, pro-ERG, pro-IEA",no probrexit proerg proiea,non-Englsih,NO PROFESSIONAL PRODUCTION,informal,0.9670848250389099,Promotion,Promotion
313,313,322,social.teamb.space,"No audio/video uploads - text and photos are alright, but audio and video will swamp my server, so please upload these to another service and link to them.",no audiovideo uploads text and photos are alright but audio and video will swamp my server so please upload these to another service and link to them,English,no audiovideo uploads text and photos are alright but audio and video will swamp my server so please upload these to another service and link to them,informal,0.9933080673217773,Forum,Forum
314,314,323,social.teamb.space,"No Twitter links - unless it is something that is only on there, please use original links rather than linking to Tweets that link to other places.
The same goes for other social media, but especially Twitter.",no twitter links unless it is something that is only on there please use original links rather than linking to tweets that link to other places the same goes for other social media but especially twitter,English,no twitter links unless it is something that is only on there please use original links rather than linking to tweets that link to other places the same goes for other social media but especially twitter,informal,0.9886816740036011,Forum,Forum
315,315,324,social.teamb.space,"No links to paywalls, and preferably no geo-blocked links.",no links to paywalls and preferably no geoblocked links,English,no links to paywalls and preferably no geoblocked links,informal,0.9963020086288452,Promotion,Promotion
316,316,325,rayci.st,Wacka Flocka,wacka flocka,non-Englsih,Waka flock,informal,0.6724273562431335,Prose/Lyrical,Prose/Lyrical
317,317,326,mastoden.com,法令遵守,法令遵守,non-Englsih,Law,informal,0.5014881491661072,Legal,Legal
318,318,327,social.benny.de,single user system...,single user system,non-Englsih,single user system,informal,0.992472767829895,Information/Explanation,Information/Explanation
319,319,328,im.mibo.live,【用户交流】禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论,用户交流禁止发布对性取向性癖爱好信仰宗教政治立场民族地域等的侮辱性言论,non-Englsih,"User exchanges are prohibited from the release of sexual orientation sexuality, belief in religious and political positions, nation -regional regions, etc.",formal,0.9986504912376404,Legal,Legal
320,320,329,im.mibo.live,【用户交流】禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容,用户交流禁止对任何用户发送具有骚扰猥亵恐吓威胁诱骗霸凌性质的内容不受欢迎的性暗示内容或其他令他人感到不安或不适打扰他人正常生活的内容,non-Englsih,User exchanges prohibit any user from sending harassment of obscenity and threatening threats to seduce bullying.,formal,0.9986469149589539,Legal,Legal
321,321,330,im.mibo.live,【用户交流】请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论,用户交流请不要发布种族主义性别主义同性恋恐惧以及跨性别恐惧言论,non-Englsih,Please do not publish racist gender homosexual fear and transmitted fear of gay gay,formal,0.9723120927810669,Other,Other
322,322,331,im.mibo.live,【敏感内容】只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告,敏感内容只要涉及成人内容包括文字及媒体均需使用恰当的cw标签及隐藏内容警告,non-Englsih,"As long as the content of the sensitive content involves the text and the media, the proper CW label and the hidden content warning must be used",formal,0.9986380934715271,Legal,Legal
323,323,332,im.mibo.live,【敏感内容】请不要发布违反伦理及社会共识的成人内容，如由真实的儿童参与制作的色情内容,敏感内容请不要发布违反伦理及社会共识的成人内容如由真实的儿童参与制作的色情内容,non-Englsih,"Sensitive content, please do not publish adult content that violates ethics and social consensus.",formal,0.9986464381217957,Other,Other
324,324,333,im.mibo.live,【使用行为】禁止对其他用户实施任何人肉行为,使用行为禁止对其他用户实施任何人肉行为,non-Englsih,Use behavior to prohibit the implementation of any human flesh on other users,formal,0.9979642629623413,Information/Explanation,Information/Explanation
325,325,334,im.mibo.live,【使用行为】禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据,使用行为禁止使用包括但不限于任何形式的自动化程序等手段大量获取本站的数据,non-Englsih,Use behavior is prohibited to use but not limited to any form of automation program and other means to obtain data from this site,formal,0.9986411929130554,Legal,Legal
326,326,335,im.mibo.live,"【使用行为】机器人账户不得滥用服务器资源
",使用行为机器人账户不得滥用服务器资源,non-Englsih,Use behavior robot accounts must not abuse server resources,formal,0.9905385971069336,News,News
327,327,336,im.mibo.live,【使用行为】禁止冒用他人身份注册账号或发布冒用他人身份的嘟文,使用行为禁止冒用他人身份注册账号或发布冒用他人身份的嘟文,non-Englsih,Use behavior to prohibit the use of other people's identity to register an account or publish a duwen who uses others,formal,0.9986588954925537,Legal,Legal
328,328,337,im.mibo.live,【使用行为】禁止将本站服务用于正常交流以外的用途的滥用行为,使用行为禁止将本站服务用于正常交流以外的用途的滥用行为,non-Englsih,Use behavior to prohibit the abuse of the service of this site on normal exchanges,formal,0.9978262782096863,Legal,Legal
329,329,338,im.mibo.live,【使用行为】禁止散布计算机恶意程序,使用行为禁止散布计算机恶意程序,non-Englsih,Use behavior to prohibit distribution of computer malicious programs,formal,0.9978804588317871,Information/Explanation,Information/Explanation
330,330,339,im.mibo.live,【广告及推广】请不要推广虚假、诈骗、或违反本站服务条款的内容,广告及推广请不要推广虚假诈骗或违反本站服务条款的内容,non-Englsih,"Advertising and promotion, please do not promote false fraud or violate the content of the service terms of this site",formal,0.9986063838005066,Legal,Legal
331,331,340,im.mibo.live,【广告及推广】请不要发布重复推广内容或重复刷屏,广告及推广请不要发布重复推广内容或重复刷屏,non-Englsih,"Advertising and promotion, please do not post repeated promotion content or repeated screen swipes",formal,0.9962285757064819,Instruction,Instruction
332,332,341,im.mibo.live,【广告及推广】请不要发布与本站用户完全不相干的推广内容,广告及推广请不要发布与本站用户完全不相干的推广内容,non-Englsih,"Advertising and promotion, please do not publish the promotion content that is completely irrelevant to the users of this site",formal,0.998371422290802,Legal,Legal
333,333,342,im.mibo.live,【知识产权】请不要发布盗版内容,知识产权请不要发布盗版内容,non-Englsih,"Intellectual property, please do not publish pirated content",formal,0.9723906517028809,Other,Other
334,334,343,im.mibo.live,【知识产权】请不要在未经作者授权的情况下发布他人作品,知识产权请不要在未经作者授权的情况下发布他人作品,non-Englsih,Please do not publish other people's works without the author's authorization,formal,0.9963638186454773,Legal,Legal
335,335,344,im.mibo.live,"【新用户注册须知】 1. 注册账户时请回答以下开放性问题，答案没有对错，请自由挥发作答；但若答非所问或漏项，注册将被拒绝：「你为什么想要加入？」 2. 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站，否则注册将被拒绝。 3. 开设机器人账户需先与站长沟通。
",新用户注册须知 1 注册账户时请回答以下开放性问题答案没有对错请自由挥发作答但若答非所问或漏项注册将被拒绝你为什么想要加入 2 请勿使用无法正常收到邮件的临时邮箱或虚假的邮箱地址注册本站否则注册将被拒绝 3 开设机器人账户需先与站长沟通,non-Englsih,"New user registration notice 1 When registering account, please answer the following open questions. The answer is not or wrong, please answer freely. If you answered or missed the registration, you will rejection. Why do you want to join?Registered on the false mailbox address, otherwise the registration will be rejected to open 3 robot accounts need to communicate with the webmaster first",formal,0.9986026883125305,Instruction,Instruction
336,336,345,social.plom.net,Keep it simple,keep it simple,non-Englsih,keep it simple,informal,0.9914019703865051,Promotion,Promotion
337,337,346,social.plom.net,Keep it short,keep it short,non-Englsih,keep it short,informal,0.995526134967804,Instruction,Instruction
338,338,347,social.plom.net,Keep it friendly,keep it friendly,non-Englsih,keep it friendly,informal,0.9907970428466797,Promotion,Promotion
339,339,348,mastodon.localecho.net,Keep it legal!,keep it legal,non-Englsih,keep it legal,informal,0.9962129592895508,Promotion,Promotion
340,340,349,mastodon.localecho.net,Be tolerant and polite.,be tolerant and polite,English,be tolerant and polite,informal,0.9602322578430176,Promotion,Promotion
341,341,350,mastodon.localecho.net,No hate speech.,no hate speech,English,no hate speech,informal,0.9965565204620361,News,News
342,342,351,mastodon.localecho.net,"Access is a privilege, not a right.",access is a privilege not a right,English,access is a privilege not a right,informal,0.992656409740448,News,News
343,343,352,mas.neuroscience.day,言论自由是第一自由。本站不做审查，但请记住：“和而不同”。,言论自由是第一自由本站不做审查但请记住和而不同,non-Englsih,"Freedom of speech is the first freedom of this site. This site does not review, but please keep in mind the difference",formal,0.9986003041267395,Legal,Legal
344,344,353,mastodon.philtanner.com,There's only one rule here; Follow Wheaton's Law (https://knowyourmeme.com/memes/wheatons-law).,theres only one rule here follow wheatons law httpsknowyourmemecommemeswheatonslaw,English,theres only one rule here follow wheatons law httpsknowyourmemecommemeswheatonslaw,informal,0.9976213574409485,Other,Other
345,345,354,mastodon.devsforce.org,- Be polite!,be polite,non-Englsih,be polite,informal,0.9935437440872192,Prose/Lyrical,Prose/Lyrical
346,346,355,mastodon.devsforce.org,Don't insult anyone,dont insult anyone,non-Englsih,dont insult anyone,informal,0.9961668848991394,Forum,Forum
347,347,356,chud.space,"This is a private server, so its rules don't apply to you - don't feel bad, here - have an interrobang ‽",this is a private server so its rules dont apply to you dont feel bad here have an interrobang,English,this is a private server so its rules dont apply to you dont feel bad here have an interrobang,informal,0.9969563484191895,Forum,Forum
348,348,357,gts.passthejoe.net,Be nice. Be helpful.,be nice be helpful,English,be nice be helpful,informal,0.9970588684082031,Forum,Forum
349,349,358,vyrse.social,"No promoting violence or hate. 
",no promoting violence or hate,English,no promoting violence or hate,informal,0.9923534989356995,Promotion,Promotion
350,350,359,vyrse.social,"No doxxing. 
",no doxxing,non-Englsih,no doxxing,informal,0.9957861304283142,Promotion,Promotion
351,351,360,vyrse.social,"No fascism/colonialism/nationalism/religious extremism. 
",no fascismcolonialismnationalismreligious extremism,non-Englsih,no fascismcolonialismnationalismreligious extremism,informal,0.9962782263755798,Information/Explanation,Information/Explanation
352,352,361,vyrse.social,"No harrassment/unwelcome attention.  
",no harrassmentunwelcome attention,non-Englsih,no harassment unwelcome attention,informal,0.9962093830108643,Promotion,Promotion
353,353,362,vyrse.social,"No racism. No homophobia. No transphobia.
",no racism no homophobia no transphobia,non-Englsih,no racism no homophobia no transphobia,informal,0.9973008036613464,Other,Other
354,354,363,vyrse.social,No spamming/gratuitous advertising (reasonable self promotion is fine).,no spamminggratuitous advertising reasonable self promotion is fine,English,no spamminggratuitous advertising reasonable self promotion is fine,informal,0.9951685667037964,Promotion,Promotion
355,355,364,vyrse.social,"No  graphic, violent, overtly sexual or political content without a content warning. 
Content Warnings are like spoiler alerts, trigger warnings, or plain old politeness. Please use them.
",no graphic violent overtly sexual or political content without a content warning content warnings are like spoiler alerts trigger warnings or plain old politeness please use them,English,no graphic violent overtly sexual or political content without a content warning content warnings are like spoiler alerts trigger warnings or plain old politeness please use them,informal,0.9861025810241699,Promotion,Promotion
356,356,365,vyrse.social,"No automated/unattended crossposting/backfilling from another site.
",no automatedunattended crosspostingbackfilling from another site,English,no automatedunattended crosspostingbackfilling from another site,informal,0.9956670999526978,Other,Other
357,357,366,vyrse.social,No derogatory comments/bullying. ,no derogatory commentsbullying,English,no derogatory commentsbullying,informal,0.9960163235664368,Opinion/Argumentation,Opinion/Argumentation
358,358,369,mastodon.keks.club,Seid lieb. Danke.,seid lieb danke,non-Englsih,Be nice thanks,formal,0.8645079135894775,Forum,Forum
359,359,370,mastodon.laurenweinstein.org,This is a private site and does not permit user signups.,this is a private site and does not permit user signups,English,this is a private site and does not permit user signups,informal,0.9664920568466187,Promotion,Promotion
360,360,371,lynham.xyz,Be kind,be kind,non-Englsih,be kind,informal,0.9945458173751831,Prose/Lyrical,Prose/Lyrical
361,361,372,social.uji.es,Norma  1,norma 1,non-Englsih,norma 1,informal,0.9862732291221619,Information/Explanation,Information/Explanation
362,362,373,social.lillin.net,日本の法律を遵守します。,日本の法律を遵守します,non-Englsih,We will comply with Japanese law,formal,0.9847097992897034,Promotion,Promotion
363,363,374,social.lillin.net,他のサーバー運営に迷惑をかける行為をしません。,他のサーバー運営に迷惑をかける行為をしません,non-Englsih,Do not bother other server management,formal,0.9530061483383179,Instruction,Instruction
364,364,375,snapp.social,"Be nice, Be Polite, Be understanding, otherwise you'll be banned :p",be nice be polite be understanding otherwise youll be banned p,English,be nice be polite be understanding otherwise youll be banned p,informal,0.9952925443649292,Promotion,Promotion
365,365,376,fedi.5013.es,"This server is not open to new users.

Respect & peace.",this server is not open to new users respect peace,English,this server is not open to new users respect peace,informal,0.9778068661689758,Promotion,Promotion
366,366,377,b0o1y.com,No Bot accounts allowed,no bot accounts allowed,English,no bot accounts allowed,informal,0.9959583878517151,Forum,Forum
367,367,378,bumscode.com,Don't be a dick,dont be a dick,English,dont be a dick,informal,0.9956220984458923,Forum,Forum
368,368,379,bumscode.com,No violence,no violence,non-Englsih,no violence,informal,0.9937633872032166,Promotion,Promotion
369,369,380,bumscode.com,No fascism,no fascism,non-Englsih,no fascism,informal,0.9827035665512085,Information/Explanation,Information/Explanation
370,370,381,bumscode.com,No colonialism,no colonialism,non-Englsih,no colonialism,informal,0.9883221983909607,Information/Explanation,Information/Explanation
371,371,382,bumscode.com,No white supremacy,no white supremacy,English,no white supremacy,informal,0.986473560333252,News,News
372,372,383,bumscode.com,No religious extremism,no religious extremism,non-Englsih,no religious extremism,informal,0.984259307384491,Promotion,Promotion
373,373,384,bumscode.com,No nationalism,no nationalism,non-Englsih,no nationalism,informal,0.9837110638618469,Information/Explanation,Information/Explanation
374,374,385,bumscode.com,No racism,no racism,non-Englsih,no racism,informal,0.9902772903442383,Information/Explanation,Information/Explanation
375,375,386,bumscode.com,No transphobia,no transphobia,non-Englsih,no transphobia,informal,0.9894487857818604,Forum,Forum
376,376,387,bumscode.com,No homophobia,no homophobia,non-Englsih,no homophobia,informal,0.9777997732162476,Information/Explanation,Information/Explanation
377,377,388,bumscode.com,No sexism,no sexism,non-Englsih,no sexism,informal,0.992099940776825,Promotion,Promotion
378,378,389,bumscode.com,No doxxing/stalking,no doxxingstalking,non-Englsih,no doxxingstalking,informal,0.9963292479515076,Opinion/Argumentation,Opinion/Argumentation
379,379,390,bumscode.com,No harassment,no harassment,non-Englsih,no harassment,informal,0.9952914714813232,Forum,Forum
380,380,391,bumscode.com,No hate-speech,no hatespeech,English,no hatespeech,informal,0.996597945690155,Forum,Forum
381,381,392,bumscode.com,"No things that are illegal in Germany, for example nazi-symbols and slogans",no things that are illegal in germany for example nazisymbols and slogans,English,no things that are illegal in germany for example nazisymbols and slogans,informal,0.996716320514679,Promotion,Promotion
