,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
417,417,479,kanoa.de,"Wir tolerieren keine gewalttätige nationalistische Propaganda, keine nationalsozialistische Symbolik und keine Förderung der Ideologie des Nationalsozialismus.",wir tolerieren keine gewalttätige nationalistische propaganda keine nationalsozialistische symbolik und keine förderung der ideologie des nationalsozialismus,non-Englsih,We do not tolerate violent nationalist propaganda no National Socialist symbolism and no promotion of the ideology of National Socialism,formal,0.9986566305160522,Opinion/Argumentation,Opinion/Argumentation
418,418,480,kanoa.de,"Kontaktieren Sie keine Personen, die deutlich gemacht haben, dass sie keinen Kontakt wollen. Dazu gehört auch Dogpiling / Brigading.",kontaktieren sie keine personen die deutlich gemacht haben dass sie keinen kontakt wollen dazu gehört auch dogpiling brigading,non-Englsih,Contact no persons who have made it clear that you do not want to contact you also includes dogpiling brigading,formal,0.9966288208961487,Instruction,Instruction
419,419,481,kanoa.de,Beiträge mit sexuellem Inhalt oder Gore müssen markiert werden.,beiträge mit sexuellem inhalt oder gore müssen markiert werden,non-Englsih,Contributions with sexual content or gore must be marked,formal,0.9953837990760803,Legal,Legal
420,420,482,kanoa.de,Werbung muss markiert werden und darf nicht übertrieben oder automatisiert sein.,werbung muss markiert werden und darf nicht übertrieben oder automatisiert sein,non-Englsih,Advertising must be marked and must not be exaggerated or automated,formal,0.9963962435722351,Legal,Legal
421,421,483,kanoa.de,"Bots dürfen nur dann mit einem Benutzer interagieren, wenn er von diesem dazu aufgefordert wird.",bots dürfen nur dann mit einem benutzer interagieren wenn er von diesem dazu aufgefordert wird,non-Englsih,Bots may only interact with a user if he is asked by it,formal,0.988621175289154,Forum,Forum
422,422,484,kanoa.de,"Wenn Sie mit einer hohen Frequenz posten müssen, stellen Sie bitte Ihre Beiträge auf nicht aufgelistet ein, um die lokale Zeitleiste lesbar zu halten.",wenn sie mit einer hohen frequenz posten müssen stellen sie bitte ihre beiträge auf nicht aufgelistet ein um die lokale zeitleiste lesbar zu halten,non-Englsih,"If you have to post with a high frequency, please set your posts not listed to keep the local timeline readable",formal,0.9986452460289001,Instruction,Instruction
423,423,485,loma.ml,"Veröffentliche oder teile keine rassistischen, sexistischen, homophoben, transphoben oder fremdenfeindlichen Inhalte.",veröffentliche oder teile keine rassistischen sexistischen homophoben transphoben oder fremdenfeindlichen inhalte,non-Englsih,Publish or parts do not publish racist sexist homophobes or xenophobic content,formal,0.9856491684913635,Other,Other
424,424,486,loma.ml,"Teile keine Inhalte, die in Deutschland illegal sind.",teile keine inhalte die in deutschland illegal sind,non-Englsih,Do not share content that is illegal in Germany,formal,0.9892327785491943,Other,Other
425,425,487,loma.ml,"Teile keine Inhalte, die falsche oder irreführende Informationen enthalten.",teile keine inhalte die falsche oder irreführende informationen enthalten,non-Englsih,If no content does not share the wrong or misleading information,formal,0.8449894189834595,Legal,Legal
426,426,488,loma.ml,Belästige keine anderen Teilnehmenden.,belästige keine anderen teilnehmenden,non-Englsih,Do not bother other participants,formal,0.9879401922225952,Instruction,Instruction
427,427,489,loma.ml,Beförder keine Gewalt.,beförder keine gewalt,non-Englsih,Do not promote violence,formal,0.9923902153968811,Instruction,Instruction
428,428,490,loma.ml,Gehe sparsam mit den Systemressourcen um.,gehe sparsam mit den systemressourcen um,non-Englsih,Go sparingly with the system resources,informal,0.5075691938400269,Instruction,Instruction
429,429,491,loma.ml,"Kennzeichne erotische Inhalte mit ""NSFW"".",kennzeichne erotische inhalte mit nsfw,non-Englsih,characterize erotic content with NSFW,informal,0.9942083358764648,Information/Explanation,Information/Explanation
430,430,492,loma.ml,Veröffentliche keine pornografischen Inhalte. Dies führt zur sofortigen Löschung des Accounts.,veröffentliche keine pornografischen inhalte dies führt zur sofortigen löschung des accounts,non-Englsih,Publish no pornographic content This leads to the immediate deletion of the account,formal,0.9779961109161377,Instruction,Instruction
431,431,493,loma.ml,Verwende deinen Account nicht kommerziell. Rein kommerziell genutzte Accounts werden ohne Vorwarnung gelöscht.,verwende deinen account nicht kommerziell rein kommerziell genutzte accounts werden ohne vorwarnung gelöscht,non-Englsih,Do not use your account commercially purely commercially used accounts are deleted without warning,formal,0.9979023933410645,Instruction,Instruction
432,432,494,loma.ml,Sei freundlich.,sei freundlich,non-Englsih,Be friendly,formal,0.9410131573677063,Promotion,Promotion
433,433,495,todon.ploud.fr,Rule,rule,non-Englsih,rule,informal,0.983963668346405,Information/Explanation,Information/Explanation
434,434,496,social.seattle.wa.us,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
435,435,497,social.seattle.wa.us,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
436,436,498,social.seattle.wa.us,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
437,437,499,social.seattle.wa.us,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users,informal,0.9965498447418213,Legal,Legal
438,438,500,social.seattle.wa.us,No content illegal in the United States,no content illegal in the united states,English,no content illegal in the united states,informal,0.9774076342582703,Legal,Legal
439,439,501,social.seattle.wa.us,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information,formal,0.916638970375061,Legal,Legal
440,440,502,social.seattle.wa.us,You must be at least 13 years old to join,you must be at least 13 years old to join,English,you must be at least 13 years old to join,informal,0.9712260961532593,Forum,Forum
441,441,503,social.seattle.wa.us,"No unsolicited commercial communication (spam). Replying to queries about your business is fine. If you have a brand account, any advertising posts must be followers-only.",no unsolicited commercial communication spam replying to queries about your business is fine if you have a brand account any advertising posts must be followersonly,English,no unsolicited commercial communication spam replying to queries about your business is fine if you have a brand account any advertising posts must be followersonly,informal,0.9193391799926758,Promotion,Promotion
442,442,504,social.seattle.wa.us,"Brand accounts must be for regional businesses and will be approved on a case-by-case basis. Even if you have an invite, please apply for an account so we can decide if we want to approve you.  Brand accounts may be asked to contribute to server funding.",brand accounts must be for regional businesses and will be approved on a casebycase basis even if you have an invite please apply for an account so we can decide if we want to approve you brand accounts may be asked to contribute to server funding,English,brand accounts must be for regional businesses and will be approved on a casebycase basis even if you have an invite please apply for an account so we can decide if we want to approve you brand accounts may be asked to contribute to server funding,formal,0.9887880682945251,Promotion,Promotion
443,443,505,mastodon.librelabucm.org,Be nice,be nice,English,be nice,informal,0.9947863817214966,Forum,Forum
444,444,506,mastodon.librelabucm.org,Spam not allowed,spam not allowed,English,spam not allowed,informal,0.9913152456283569,Forum,Forum
445,445,507,mastodon.librelabucm.org,Enjoy :),enjoy,non-Englsih,enjoy,informal,0.9785415530204773,Promotion,Promotion
446,446,508,fandom.ink,All users must be 18 or over.,all users must be 18 or over,English,all users must be 18 or over,informal,0.9912075996398926,Instruction,Instruction
447,447,509,fandom.ink,"All users must use tools provided by the platform (e.g. blocking, muting, reporting) to curate their own experience. Users must not expect other users to do this work for them (e.g. via ""DNIs"", etc.).",all users must use tools provided by the platform eg blocking muting reporting to curate their own experience users must not expect other users to do this work for them eg via dnis etc,English,all users must use tools provided by the platform eg blocking muting reporting to curate their own experience users must not expect other users to do this work for them eg via dnis etc,informal,0.8825812339782715,Instruction,Instruction
448,448,510,fandom.ink,"Behaviors considered illegal, harassing, inappropriate, derogatory or harmful to marginalized persons, or otherwise against the Terms of Service or Code of Conduct, are never tolerated.",behaviors considered illegal harassing inappropriate derogatory or harmful to marginalized persons or otherwise against the terms of service or code of conduct are never tolerated,English,behaviors considered illegal harassing inappropriate derogatory or harmful to marginalized persons or otherwise against the terms of service or code of conduct are never tolerated,formal,0.9970027804374695,Legal,Legal
449,449,511,fandom.ink,"Bots must be marked as such, and must not make posts to public timelines more frequently than once per hour.",bots must be marked as such and must not make posts to public timelines more frequently than once per hour,English,bots must be marked as such and must not make posts to public timelines more frequently than once per hour,formal,0.6236394643783569,Instruction,Instruction
450,450,512,fandom.ink,"Accounts auto-crossposted from Twitter or other services may be suspended or limited, without warning, at the administrator's sole discretion.",accounts autocrossposted from twitter or other services may be suspended or limited without warning at the administrators sole discretion,English,accounts autocrossposted from twitter or other services may be suspended or limited without warning at the administrators sole discretion,formal,0.9216639995574951,Legal,Legal
451,451,513,fandom.ink,"Adult and erotic content must only be posted in conformance to the ""Adult and erotic content"" section of the Code of Conduct.",adult and erotic content must only be posted in conformance to the adult and erotic content section of the code of conduct,English,adult and erotic content must only be posted in conformance to the adult and erotic content section of the code of conduct,formal,0.9399600625038147,Legal,Legal
452,452,514,fandom.ink,"Inactive accounts (i.e. those that have not been accessed for a period of six months or more) may be deleted, without warning, at the administrator's sole discretion.",inactive accounts ie those that have not been accessed for a period of six months or more may be deleted without warning at the administrators sole discretion,English,inactive accounts ie those that have not been accessed for a period of six months or more may be deleted without warning at the administrators sole discretion,formal,0.9875621795654297,Legal,Legal
453,453,515,fandom.ink,"Be courteous to others. Posting obvious flame-bait to public timelines (e.g. shipwars, nuclear-level takes on the discourse du jour, etc.) may result in content or your account being limited or removed, without warning, at the administrator's sole discretion.",be courteous to others posting obvious flamebait to public timelines eg shipwars nuclearlevel takes on the discourse du jour etc may result in content or your account being limited or removed without warning at the administrators sole discretion,English,be courteous to others posting obvious flamebait to public timelines eg shipwars nuclearlevel takes on the discourse du jour etc may result in content or your account being limited or removed without warning at the administrators sole discretion,informal,0.9190549850463867,Other,Other
454,454,516,fandom.ink,"Users caught encouraging or teaching others to circumvent instance rules, the code of conduct, or the terms of service will be penalized as if they themselves had performed the violation in question.",users caught encouraging or teaching others to circumvent instance rules the code of conduct or the terms of service will be penalized as if they themselves had performed the violation in question,English,users caught encouraging or teaching others to circumvent instance rules the code of conduct or the terms of service will be penalized as if they themselves had performed the violation in question,formal,0.9983263611793518,Legal,Legal
455,455,517,fandom.ink,"The reposting of unmodified content from the users of other platforms (e.g. cross-posted retweets, reposted art, etc.) is prohibited. Please link to the original content, instead!",the reposting of unmodified content from the users of other platforms eg crossposted retweets reposted art etc is prohibited please link to the original content instead,English,the reposting of unmodified content from the users of other platforms eg crossposted retweets reposted art etc is prohibited please link to the original content instead,informal,0.9661411046981812,Legal,Legal
456,456,518,jorts.horse,mercilessly bully any jorts user who edits their posts,mercilessly bully any jorts user who edits their posts,English,mercilessly bully any jorts user who edits their posts,informal,0.9975003600120544,Forum,Forum
457,457,519,dobbs.town,Dobbs.Town is for paid members of the Church of the SubGenius (subgenius.com).,dobbstown is for paid members of the church of the subgenius subgeniuscom,English,dobbstown is for paid members of the church of the subgenius subgeniuscom,informal,0.9950148463249207,Other,Other
458,458,520,dobbs.town,"Content more or less allowed by the First Amendment of the United States Constitution, or broadcast TV in the USA, or Pro-Mutant / Anti-Conspiracy, it is more or less allowed at dobbs.town. Media cache retention, content cache retention and user archive retention are set to 14 days.",content more or less allowed by the first amendment of the united states constitution or broadcast tv in the usa or promutant anticonspiracy it is more or less allowed at dobbstown media cache retention content cache retention and user archive retention are set to 14 days,English,content more or less allowed by the first amendment of the united states constitution or broadcast tv in the usa or promutant anticonspiracy it is more or less allowed at dobbstown media cache retention content cache retention and user archive retention are set to 14 days,informal,0.9232969284057617,Information/Explanation,Information/Explanation
459,459,521,dobbs.town,Rev. Onan Canobite is the Final Boss. Don't make my party a job.,rev onan canobite is the final boss dont make my party a job,English,rev onan canobite is the final boss dont make my party a job,informal,0.9975887537002563,Prose/Lyrical,Prose/Lyrical
460,460,522,dobbs.town,"Reports without a call to action may be considered for information purposes only. ""Remove this post"" is a call to action. ""That SubGenius is a jerk"" may be true but is not a call to action.",reports without a call to action may be considered for information purposes only remove this post is a call to action that subgenius is a jerk may be true but is not a call to action,English,reports without a call to action may be considered for information purposes only remove this post is a call to action that subgenius is a jerk may be true but is not a call to action,formal,0.9396008849143982,Legal,Legal
461,461,523,machteburch.social,"Rassismus wird nicht toleriert, ebenso wie Sexismus, Beschimpfungen, sowie Diskriminierung von Minderheiten jeglicher Art.",rassismus wird nicht toleriert ebenso wie sexismus beschimpfungen sowie diskriminierung von minderheiten jeglicher art,non-Englsih,Racism is not tolerated as well as sexism insults and discrimination against minorities of all kinds,formal,0.998379111289978,Information/Explanation,Information/Explanation
462,462,524,machteburch.social,Extremismus jeglicher Art wird nicht toleriert.,extremismus jeglicher art wird nicht toleriert,non-Englsih,Extremism of all kinds is not tolerated,formal,0.996075451374054,Information/Explanation,Information/Explanation
463,463,525,machteburch.social,"Im Spezifischen tolerieren wir ebenso keine aggressiv-nationalistische Propaganda, keine Nazi-Symboliken und keine Befürwortung der Ideologie des Nationalsozialismus.",im spezifischen tolerieren wir ebenso keine aggressivnationalistische propaganda keine nazisymboliken und keine befürwortung der ideologie des nationalsozialismus,non-Englsih,"In specifically, we do not tolerate any aggressive nationalist propaganda no Nazis symbolics and no support for the ideology of National Socialism",formal,0.9986553192138672,Promotion,Promotion
464,464,526,machteburch.social,Verschwörungstheorien werden nicht toleriert,verschwörungstheorien werden nicht toleriert,non-Englsih,Conspiracy theories are not tolerated,formal,0.9908016324043274,Information/Explanation,Information/Explanation
465,465,527,machteburch.social,"Doxxing, also das Veröffentlichen von persönlichen Daten Anderer, wird nicht toleriert.",doxxing also das veröffentlichen von persönlichen daten anderer wird nicht toleriert,non-Englsih,Doxxing so publishing personal data of others is not tolerated,formal,0.9881070852279663,Legal,Legal
466,466,528,machteburch.social,"Wir tolerieren keine Belästigung und kein Stalking. Nimm beispielsweise keinen Kontakt zu Menschen auf, die klar gemacht haben, dass sie nicht kontaktiert werden wollen.
",wir tolerieren keine belästigung und kein stalking nimm beispielsweise keinen kontakt zu menschen auf die klar gemacht haben dass sie nicht kontaktiert werden wollen,non-Englsih,"We do not tolerate any harassment and no stalking, for example, do not contact people who have made it clear that they do not want to be contacted",formal,0.9986453652381897,Legal,Legal
467,467,529,machteburch.social,Nicht jugendfreie Beiträge müssen als solche gekennzeichnet werden.,nicht jugendfreie beiträge müssen als solche gekennzeichnet werden,non-Englsih,non -youth -free contributions must be identified as such,informal,0.9787951111793518,Legal,Legal
468,468,530,machteburch.social,"Profilbilder und Banner, die nicht jugendfrei sind, werden nicht toleriert.",profilbilder und banner die nicht jugendfrei sind werden nicht toleriert,non-Englsih,Profile pictures and banners that are not youth -free are not tolerated,formal,0.9785606861114502,Other,Other
469,469,531,machteburch.social,Werbung muss als solche gekennzeichnet sein. Übermäßige oder automatisierte Werbung wird nicht toleriert.,werbung muss als solche gekennzeichnet sein übermäßige oder automatisierte werbung wird nicht toleriert,non-Englsih,Advertising must be marked as such excessive or automated advertising is not tolerated,formal,0.9982215762138367,Legal,Legal
470,470,532,machteburch.social,"Automatisierte Beiträge und Twitter-""retweets"" sollten als ungelistet (sichtbar für jeden, jedoch unsichtbar in der lokalen Zeitleiste) gepostet werden. Die lokale Zeitleiste soll ein Ort für die Gemeinschaft und menschliche Interaktion sein.",automatisierte beiträge und twitterretweets sollten als ungelistet sichtbar für jeden jedoch unsichtbar in der lokalen zeitleiste gepostet werden die lokale zeitleiste soll ein ort für die gemeinschaft und menschliche interaktion sein,non-Englsih,Automated contributions and Twitter retweets should be invisibly posted for everyone in the local timeline. The local timeline should be a place for community and human interaction,formal,0.9986513257026672,Forum,Forum
471,471,533,machteburch.social,"Gemeinschaftlich betreute Accounts, sowie Crossposts anderer Netzwerke von lokalem Interesse dürfen auch automatisiert öffentlich posten/gepostet werden.",gemeinschaftlich betreute accounts sowie crossposts anderer netzwerke von lokalem interesse dürfen auch automatisiert öffentlich postengepostet werden,non-Englsih,Accounts and cross posts of other networks of local interest may also be published in the public.,formal,0.9986467957496643,Legal,Legal
472,472,534,machteburch.social,"Nutzer_innen mit (sehr) hohen Beitrags-Frequenzen sollten ihre Beiträge auf ungelistet stellen, um die lokale Zeitleiste nicht zu überschwemmen.",nutzer_innen mit sehr hohen beitragsfrequenzen sollten ihre beiträge auf ungelistet stellen um die lokale zeitleiste nicht zu überschwemmen,non-Englsih,Users with very high contribution frequencies should put their contributions to unmistaked so as not to flood the local timeline,formal,0.9986459612846375,Instruction,Instruction
473,473,535,machteburch.social,"Accounts, welche größtenteils automatisiert mit Beiträgen versorgt werden und nicht regelmäßig von Menschen genutzt werden, müssen als Bot gekennzeichnet sein.",accounts welche größtenteils automatisiert mit beiträgen versorgt werden und nicht regelmäßig von menschen genutzt werden müssen als bot gekennzeichnet sein,non-Englsih,"Accounts, which are largely automatically supplied with articles and do not have to be used regularly by humans as a bot",formal,0.998671293258667,Information/Explanation,Information/Explanation
474,474,536,machteburch.social,"Bots dürfen nur mit Nutzer_innen interagieren, wenn diese dazu eingeladen wurden.",bots dürfen nur mit nutzer_innen interagieren wenn diese dazu eingeladen wurden,non-Englsih,Bots may only interact with users if they have been invited to do so,formal,0.9903708100318909,Instruction,Instruction
475,475,537,thicc.horse,"Act in good faith.
",act in good faith,non-Englsih,act in good faith,informal,0.9921768307685852,Information/Explanation,Information/Explanation
476,476,538,thicc.horse,Treat others as they would like to be treated.,treat others as they would like to be treated,English,treat others as they would like to be treated,informal,0.9862474799156189,Other,Other
477,477,539,thicc.horse,"Sexual, adult, and graphic content must be CW'ed. No posting art or sexual content without credit. No AI generated art allowed.",sexual adult and graphic content must be cwed no posting art or sexual content without credit no ai generated art allowed,English,sexual adult and graphic content must be cwed no posting art or sexual content without credit no ai generated art allowed,informal,0.9872714877128601,Legal,Legal
478,478,540,thicc.horse,No Minors. No accounts impersonating minors. No sexualized content of minors.,no minors no accounts impersonating minors no sexualized content of minors,English,no minors no accounts impersonating minors no sexualized content of minors,informal,0.9825129508972168,Other,Other
479,479,541,thicc.horse,"No cops, law enforcement, or ICE on Thicc.Horse",no cops law enforcement or ice on thicchorse,English,no cops law enforcement or ice on thicchorse,informal,0.9975074529647827,News,News
480,480,542,thicc.horse,"No Racism, Bigotry, transphobia, body shaming, kink shaming.
This includes ""chasers"" and other forms of unwanted fetishization.",no racism bigotry transphobia body shaming kink shaming this includes chasers and other forms of unwanted fetishization,English,no racism bigotry transphobia body shaming kink shaming this includes chasers and other forms of unwanted fetishization,informal,0.9823342561721802,Information/Explanation,Information/Explanation
481,481,543,thicc.horse,No explicit profile photos or profile backgrounds.,no explicit profile photos or profile backgrounds,English,no explicit profile photos or profile backgrounds,informal,0.9951636791229248,Promotion,Promotion
482,482,544,thicc.horse,No accounts created directly to impersonate real people.,no accounts created directly to impersonate real people,English,no accounts created directly to impersonate real people,informal,0.9791035652160645,News,News
483,483,545,thicc.horse,"No distribution/posting illegal content that breaks US Law.

This includes but is not limited to revenge porn, stolen content, CSAM, or any content that depicts real non-consensual sex.",no distributionposting illegal content that breaks us law this includes but is not limited to revenge porn stolen content csam or any content that depicts real nonconsensual sex,English,no distributionposting illegal content that breaks us law this includes but is not limited to revenge porn stolen content csam or any content that depicts real nonconsensual sex,informal,0.9102872014045715,Legal,Legal
484,484,546,thicc.horse,"No timeline flooding.

This includes but is not limited to: Bulk advertisement, automated posting, any intentional method to make the timeline unreadable to others.",no timeline flooding this includes but is not limited to bulk advertisement automated posting any intentional method to make the timeline unreadable to others,English,no timeline flooding this includes but is not limited to bulk advertisement automated posting any intentional method to make the timeline unreadable to others,formal,0.98121178150177,Other,Other
485,485,547,thicc.horse,"No intentional actions to gain unauthorized access or harm Thicc.Horse.

Inappropriately Accessing, Destroying, Copying, or Damaging resources. ",no intentional actions to gain unauthorized access or harm thicchorse inappropriately accessing destroying copying or damaging resources,English,no intentional actions to gain unauthorized access or harm thicchorse inappropriately accessing destroying copying or damaging resources,formal,0.9778623580932617,Information/Explanation,Information/Explanation
486,486,548,thicc.horse,"Any hypothetical posting about death, physically maiming, or harming others should be CW'ed.",any hypothetical posting about death physically maiming or harming others should be cwed,English,any hypothetical posting about death physically maiming or harming others should be cwed,informal,0.9826459884643555,Other,Other
487,487,549,thicc.horse,"No Doxxing, for legal and safety reasons. Even publicly available information can count if it targets an individual and/or is potentially threatening.",no doxxing for legal and safety reasons even publicly available information can count if it targets an individual andor is potentially threatening,English,no doxxing for legal and safety reasons even publicly available information can count if it targets an individual andor is potentially threatening,informal,0.9020734429359436,Promotion,Promotion
488,488,550,qaf.men,"No racism, homophobia etc. | 禁止各類歧視",no racism homophobia etc 禁止各類歧視,non-Englsih,No RACISM HOMOPHOBIA ETC forbids all kinds of discrimination,informal,0.9960669875144958,Information/Explanation,Information/Explanation
489,489,551,qaf.men,No bloody violence | 禁止血腥暴力,no bloody violence 禁止血腥暴力,non-Englsih,No Bloody Violence forbiding hematol violence,informal,0.9232253432273865,Information/Explanation,Information/Explanation
490,490,552,qaf.men,No sexual depictions of children | 禁止兒童色情,no sexual depictions of children 禁止兒童色情,English,no sexual depictions of children 禁止兒童色情,informal,0.9863684773445129,News,News
491,491,553,qaf.men,"No harassment, stalking, spam | 禁止跟蹤騷擾",no harassment stalking spam 禁止跟蹤騷擾,non-Englsih,No harassment Stalking spam prohibits tracking harassment,informal,0.9631257057189941,Other,Other
492,492,554,qaf.men,NSFW must be marked | 標示敏感内容,nsfw must be marked 標示敏感内容,non-Englsih,NSFW MUST Be MARKED marked sensitive content,informal,0.9889236092567444,Instruction,Instruction
493,493,555,literatur.social,Good ol' netikette: Be excellent to each other.,good ol netikette be excellent to each other,English,good ol netikette be excellent to each other,informal,0.996683657169342,Promotion,Promotion
494,494,556,literatur.social,"Wir akzeptieren humane Werbung und Bitten um Unterstützung, solange die Accountbesitzer*innen ehrlich angeben, was sie verkaufen oder wofür sie den Support erbeten.",wir akzeptieren humane werbung und bitten um unterstützung solange die accountbesitzerinnen ehrlich angeben was sie verkaufen oder wofür sie den support erbeten,non-Englsih,We accept humane advertising and ask for support as long as the account owners honestly state what they sell or what they request support for,formal,0.998651921749115,Promotion,Promotion
495,495,557,literatur.social,"Themen wie z.B. die Urheberrechtsreform dürfen auch hitzig diskutiert werden, aber wählt die Worte immer so, als würdet Ihr Eurem Gegenüber direkt in die Augen sehen und nur einen Arm weit entfernt sitzen.",themen wie zb die urheberrechtsreform dürfen auch hitzig diskutiert werden aber wählt die worte immer so als würdet ihr eurem gegenüber direkt in die augen sehen und nur einen arm weit entfernt sitzen,non-Englsih,"Topics such as the copyright reform may also be discussed with heated, but always chooses the words as if you would look directly into your counterpart in the eye and only sit one arm far away",formal,0.9983526468276978,News,News
496,496,558,literatur.social,"Wir tolerieren hier keine Hassrede, kein Stalking, verbale Gewalt oder Doxxing. Wenn eine Person keinen Kontakt mit Dir möchte, dann kontaktiere sie auch nicht.",wir tolerieren hier keine hassrede kein stalking verbale gewalt oder doxxing wenn eine person keinen kontakt mit dir möchte dann kontaktiere sie auch nicht,non-Englsih,We do not tolerate hate speech no stalking verbal violence or doxxing if a person does not want to contact you then do not contact them either,formal,0.9984729886054993,Promotion,Promotion
497,497,559,literatur.social,"Ebenso dulden wir keinen Rassismus, Sexismus, Diskriminierung von Gendern, Ethnien oder Minderheiten.",ebenso dulden wir keinen rassismus sexismus diskriminierung von gendern ethnien oder minderheiten,non-Englsih,"Likewise, we do not tolerate racism sexism discrimination against gender ethnic groups or minorities",formal,0.9975289702415466,Promotion,Promotion
498,498,560,literatur.social,"Wir tolerieren keine Nazipropaganda, Nazisymbole oder rechtsgerichtete Ideologie.",wir tolerieren keine nazipropaganda nazisymbole oder rechtsgerichtete ideologie,non-Englsih,We do not tolerate a Nazipropaganda Nazi symbols or right -wing ideology,formal,0.9901690483093262,Promotion,Promotion
499,499,561,literatur.social,"Solches und anderes Verhalten gegen die Community oder gegen Einzelne kann dazu führen, dass Posts gelöscht, Accounts stumm geschaltet oder entfernt werden.",solches und anderes verhalten gegen die community oder gegen einzelne kann dazu führen dass posts gelöscht accounts stumm geschaltet oder entfernt werden,non-Englsih,Such and other behavior against the community or for individuals can lead to the fact that posts are dummy or removed.,formal,0.9986512064933777,Instruction,Instruction
500,500,562,literatur.social,"** Um automatisch freigeschaltet zu werden, muss Deine Registrierung das Büchermenschen-Zauberwort enthalten! **
Das Zauberwort lautet:
>> Lesezeichen <<",um automatisch freigeschaltet zu werden muss deine registrierung das büchermenschenzauberwort enthalten das zauberwort lautet lesezeichen,non-Englsih,"In order to be unlocked automatically, your registration must contain the book person magic word. The magic word is bookmarks",formal,0.998607337474823,Instruction,Instruction
501,501,563,openbiblio.social,"Wir tolerieren keine Belästigung, Stalking und Doxxing, Rassismus, Sexismus, verbalen Missbrauch, Diskriminierung von Geschlecht und sexuellen Minderheiten oder die Unterstützung eines solchen Verhaltens.",wir tolerieren keine belästigung stalking und doxxing rassismus sexismus verbalen missbrauch diskriminierung von geschlecht und sexuellen minderheiten oder die unterstützung eines solchen verhaltens,non-Englsih,We do not tolerate harassment stalking and doxxing racism sexism verbal abuse discrimination against gender and sexual minorities or the support of such behavior,formal,0.998650848865509,Promotion,Promotion
502,502,564,openbiblio.social,"Wir tolerieren keine gewalttätige nationalistische Propaganda, keine Nazi-Symbolik oder die Förderung der Ideologie des Nationalsozialismus.",wir tolerieren keine gewalttätige nationalistische propaganda keine nazisymbolik oder die förderung der ideologie des nationalsozialismus,non-Englsih,We do not tolerate violent nationalist propaganda no Nazi symbolism or promoting the ideology of National Socialism,formal,0.9986238479614258,Promotion,Promotion
503,503,565,openbiblio.social,"Jobanzeigen können gern gepostet werden. Sie müssen jedoch mit einem Hashtag versehen werden: #openbibliojobs nach dem gesucht und gefiltert werden kann. Nutzer*innen können das Hashtag jedoch auch muten, um die Timeline auf ""echte"" Beiträge zu beschränken.",jobanzeigen können gern gepostet werden sie müssen jedoch mit einem hashtag versehen werden openbibliojobs nach dem gesucht und gefiltert werden kann nutzerinnen können das hashtag jedoch auch muten um die timeline auf echte beiträge zu beschränken,non-Englsih,"Job ads are welcome to be posted, however, they have to be provided with a hashtag OpenBibliojobs for which searches and filtered can also be filtered users, but the hashtag can also seem to limit the timeline to real articles",formal,0.9986338019371033,News,News
504,504,566,openbiblio.social,Werbeanzeigen müssen mit dem Hashtag #werbung gekennzeichnet werden und dürfen nicht übermäßig oder automatisiert sein.,werbeanzeigen müssen mit dem hashtag werbung gekennzeichnet werden und dürfen nicht übermäßig oder automatisiert sein,non-Englsih,Advertisements must be marked with the hashtag advertising and must not be excess or automated,formal,0.9986705780029297,Legal,Legal
505,505,567,openbiblio.social,"Automatisierte Beiträge sollten nicht aufgelistet sein (für alle sichtbar machen, aber nicht auf der lokalen Zeitleiste erscheinen), um die lokale Zeitleiste als Ort der menschlichen Interaktion zu erhalten. Dies gilt für Bots, Feedposter, Twitter ""Retweets"" und Twitter-Crossposts.",automatisierte beiträge sollten nicht aufgelistet sein für alle sichtbar machen aber nicht auf der lokalen zeitleiste erscheinen um die lokale zeitleiste als ort der menschlichen interaktion zu erhalten dies gilt für bots feedposter twitter retweets und twittercrossposts,non-Englsih,Automated articles should not be listed for everyone but do not appear on the local timeline to get the local timeline as a place of human interaction This applies to bots feedposter Twitter retweets and twitter cross posts,formal,0.9979901313781738,Instruction,Instruction
506,506,568,mastodon.cisti.org,"No ads, spam - Niente roba commerciale, pubblicita', spam, etc.",no ads spam niente roba commerciale pubblicita spam etc,non-Englsih,No ads spam no commercial stuff advertising spam etc,informal,0.9960837364196777,Promotion,Promotion
507,507,569,mastodon.cisti.org,"No nazi, fascist, racist, sexist ",no nazi fascist racist sexist,non-Englsih,no nazi fascist racist sexist,informal,0.9972934126853943,Promotion,Promotion
