GPT category single,GPT category set,Count
Fediverse,"{'Hate Speech', 'Harassment', 'Trolling'}",3
Fediverse,"{'Illegal Content', 'Not Applicable'}",3
Fediverse,"{'Images', 'Copyright/ Piracy'}",3
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Copyright/ Piracy'}",3
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",3
Fediverse,"{'NSFW', 'Incitement of Violence'}",3
Fediverse,"{'Not Applicable', 'Hate Speech'}",3
Fediverse,"{'Not Applicable', 'Spam'}",3
Fediverse,"{'Off-topic/topic specific', 'Content Warnings'}",3
Fediverse,"{'Off-topic/topic specific', 'Spam'}",3
Fediverse,{'Reposting/Crossposting'},3
Fediverse,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",2
Fediverse,"{'Advertising & Commercialization', 'Not Applicable'}",2
Fediverse,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",2
Fediverse,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",2
Fediverse,"{'Harassment', 'Trolling', 'Spam'}",2
Fediverse,"{'Hate Speech', 'Off-topic/topic specific'}",2
Fediverse,"{'Illegal Content', 'Automated tools'}",2
Fediverse,"{'Illegal Content', 'Hate Speech', 'Harassment'}",2
Fediverse,"{'Illegal Content', 'Images'}",2
Fediverse,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",2
Fediverse,"{'Illegal Content', 'Spam'}",2
Fediverse,"{'Links & Outside Content', 'Off-topic/topic specific'}",2
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Harassment'}",2
Fediverse,"{'Not Applicable', 'Doxxing/ Personal Info'}",2
Fediverse,"{'Not Applicable', 'Impersonation'}",2
Fediverse,"{'Advertising & Commercialization', 'Hate Speech'}",1
Fediverse,"{'Advertising & Commercialization', 'Illegal Content'}",1
Fediverse,"{'Advertising & Commercialization', 'Links & Outside Content'}",1
Fediverse,"{'Advertising & Commercialization', 'NSFW', 'Spam', 'Incitement of Violence'}",1
Fediverse,"{'Advertising & Commercialization', 'Off-topic/topic specific'}",1
Fediverse,"{'Advertising & Commercialization', 'Trolling', 'Spam'}",1
Fediverse,"{'Content Warnings', 'Incitement of Violence'}",1
Fediverse,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Fediverse,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Fediverse,"{'Dogpiling', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Fediverse,"{'Dogpiling', 'Hate Speech', 'Harassment'}",1
Fediverse,"{'Doxxing/ Personal Info', 'Hate Speech', 'Advertising & Commercialization', 'Harassment', 'Incitement of Violence'}",1
Fediverse,"{'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
Fediverse,"{'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Fediverse,"{'Harassment', 'Incitement of Violence', 'Spam'}",1
Fediverse,"{'Hate Speech', 'Content Warnings'}",1
Fediverse,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Fediverse,"{'Hate Speech', 'Harassment', 'Off-topic/topic specific'}",1
Fediverse,"{'Hate Speech', 'Harassment', 'Spam'}",1
Fediverse,"{'Hate Speech', 'Trolling'}",1
Fediverse,"{'Illegal Content', 'Content Warnings', 'Images'}",1
Fediverse,"{'Illegal Content', 'Content Warnings', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Spam'}",1
Fediverse,"{'Illegal Content', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'Harassment', 'Impersonation', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'Harassment', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'Harassment'}",1
Fediverse,"{'Illegal Content', 'Hate Speech', 'Advertising & Commercialization'}",1
Fediverse,"{'Illegal Content', 'Hate Speech', 'Images', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'Hate Speech', 'Impersonation'}",1
Fediverse,"{'Illegal Content', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Harassment', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'Images', 'Copyright/ Piracy'}",1
Fediverse,"{'Illegal Content', 'Links & Outside Content'}",1
Fediverse,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'NSFW', 'Content Warnings', 'Hate Speech'}",1
Fediverse,"{'Illegal Content', 'NSFW', 'Content Warnings'}",1
Fediverse,"{'Illegal Content', 'NSFW', 'Harassment', 'Hate Speech'}",1
Fediverse,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Fediverse,"{'Illegal Content', 'NSFW', 'Images', 'Incitement of Violence'}",1
Fediverse,"{'Images', 'Incitement of Violence'}",1
Fediverse,"{'Impersonation', 'Automated tools'}",1
Fediverse,"{'Impersonation', 'Spam'}",1
Fediverse,"{'Links & Outside Content', 'Automated tools'}",1
Fediverse,"{'Links & Outside Content', 'Content Warnings', 'Incitement of Violence'}",1
Fediverse,"{'Links & Outside Content', 'Doxxing/ Personal Info'}",1
Fediverse,"{'Links & Outside Content', 'Hate Speech'}",1
Fediverse,"{'Links & Outside Content', 'Illegal Content'}",1
Fediverse,"{'Links & Outside Content', 'Images'}",1
Fediverse,"{'Links & Outside Content', 'Reposting/Crossposting', 'Spam'}",1
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Content Warnings'}",1
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Doxxing/ Personal Info'}",1
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Off-topic/topic specific'}",1
Fediverse,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
Fediverse,"{'NSFW', 'Harassment', 'Incitement of Violence'}",1
Fediverse,"{'NSFW', 'Harassment', 'Trolling'}",1
Fediverse,"{'NSFW', 'Hate Speech', 'Images'}",1
Fediverse,"{'NSFW', 'Images', 'Incitement of Violence'}",1
Fediverse,"{'Not Applicable', 'Off-topic/topic specific'}",1
Fediverse,"{'Not Applicable', 'Reposting/Crossposting', 'Automated tools'}",1
Fediverse,"{'Not Applicable', 'Reposting/Crossposting'}",1
Fediverse,"{'Off-topic/topic specific', 'Automated tools'}",1
Fediverse,"{'Off-topic/topic specific', 'Images'}",1
Fediverse,"{'Off-topic/topic specific', 'Trolling'}",1
Fediverse,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Fediverse,"{'Reposting/Crossposting', 'Images'}",1
Fediverse,"{'Trolling', 'Harassment', 'Impersonation'}",1
Fediverse,"{'Trolling', 'Spam'}",1
Gaming,{'Hate Speech'},66
Gaming,{'Illegal Content'},40
Gaming,{'NSFW'},29
Gaming,"{'Hate Speech', 'Harassment'}",26
Gaming,{'Incitement of Violence'},24
Gaming,{'Mis/Disinformation/Conspiracy'},24
Gaming,"{'NSFW', 'Content Warnings'}",24
Gaming,"{'Advertising & Commercialization', 'Spam'}",19
Gaming,"{'Harassment', 'Doxxing/ Personal Info'}",18
Gaming,{'Off-topic/topic specific'},17
Gaming,{'Content Warnings'},16
Gaming,{'Harassment'},14
Gaming,{'Spam'},14
Gaming,"{'Content Warnings', 'Images'}",10
Gaming,{'Doxxing/ Personal Info'},10
Gaming,"{'NSFW', 'Content Warnings', 'Images'}",10
Gaming,{'Impersonation'},9
Gaming,{'Copyright/ Piracy'},8
Gaming,"{'Illegal Content', 'Copyright/ Piracy'}",8
Gaming,"{'Dogpiling', 'Harassment'}",7
Gaming,"{'Harassment', 'Trolling'}",7
Gaming,"{'Illegal Content', 'Hate Speech'}",7
Gaming,"{'NSFW', 'Images'}",7
Gaming,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",6
Gaming,{'Advertising & Commercialization'},5
Gaming,{'Automated tools'},4
Gaming,"{'Illegal Content', 'NSFW'}",4
Gaming,"{'Hate Speech', 'Incitement of Violence'}",3
Gaming,"{'Illegal Content', 'NSFW', 'Content Warnings'}",3
Gaming,{'Links & Outside Content'},3
Gaming,"{'Reposting/Crossposting', 'Automated tools'}",3
Gaming,"{'Harassment', 'Impersonation'}",2
Gaming,"{'Illegal Content', 'Incitement of Violence'}",2
Gaming,"{'Images', 'Copyright/ Piracy'}",2
Gaming,{'Images'},2
Gaming,"{'Links & Outside Content', 'Mis/Disinformation/Conspiracy'}",2
Gaming,"{'Links & Outside Content', 'Not Applicable'}",2
Gaming,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",2
Gaming,"{'NSFW', 'Harassment'}",2
Gaming,"{'NSFW', 'Hate Speech'}",2
Gaming,"{'Not Applicable', 'Automated tools'}",2
Gaming,"{'Not Applicable', 'Hate Speech'}",2
Gaming,"{'Not Applicable', 'Off-topic/topic specific'}",2
Gaming,"{'Off-topic/topic specific', 'Content Warnings'}",2
Gaming,"{'Off-topic/topic specific', 'Harassment'}",2
Gaming,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",2
Gaming,"{'Advertising & Commercialization', 'Not Applicable'}",1
Gaming,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",1
Gaming,"{'Automated tools', 'Spam'}",1
Gaming,"{'Doxxing/ Personal Info', 'Impersonation'}",1
Gaming,"{'Harassment', 'Incitement of Violence'}",1
Gaming,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Gaming,"{'Hate Speech', 'Off-topic/topic specific'}",1
Gaming,"{'Illegal Content', 'Automated tools'}",1
Gaming,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Gaming,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Spam'}",1
Gaming,"{'Illegal Content', 'Links & Outside Content'}",1
Gaming,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Gaming,"{'Illegal Content', 'Not Applicable'}",1
Gaming,"{'Images', 'Incitement of Violence'}",1
Gaming,"{'Links & Outside Content', 'Images'}",1
Gaming,"{'Links & Outside Content', 'NSFW'}",1
Gaming,"{'Links & Outside Content', 'Off-topic/topic specific'}",1
Gaming,"{'Links & Outside Content', 'Reposting/Crossposting', 'Spam'}",1
Gaming,"{'Links & Outside Content', 'Spam'}",1
Gaming,"{'Mis/Disinformation/Conspiracy', 'Harassment'}",1
Gaming,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
Gaming,"{'Mis/Disinformation/Conspiracy', 'NSFW', 'Harassment', 'Trolling'}",1
Gaming,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
Gaming,"{'Mis/Disinformation/Conspiracy', 'Trolling'}",1
Gaming,"{'NSFW', 'Harassment', 'Trolling'}",1
Gaming,"{'NSFW', 'Hate Speech', 'Trolling', 'Spam', 'Harassment', 'Incitement of Violence'}",1
Gaming,"{'NSFW', 'Incitement of Violence'}",1
Gaming,"{'Not Applicable', 'Doxxing/ Personal Info'}",1
Gaming,"{'Not Applicable', 'Mis/Disinformation/Conspiracy'}",1
Gaming,"{'Not Applicable', 'Spam'}",1
Gaming,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Gaming,"{'Reposting/Crossposting', 'Spam'}",1
Gaming,{'Reposting/Crossposting'},1
Gaming,"{'Spam', 'Automated tools'}",1
General,{'Hate Speech'},242
General,{'Illegal Content'},163
General,{'Mis/Disinformation/Conspiracy'},87
General,"{'NSFW', 'Content Warnings'}",80
General,{'Incitement of Violence'},77
General,"{'Advertising & Commercialization', 'Spam'}",75
General,"{'Harassment', 'Doxxing/ Personal Info'}",66
General,"{'Content Warnings', 'Images'}",51
General,{'Harassment'},49
General,"{'Hate Speech', 'Harassment'}",49
General,"{'NSFW', 'Images'}",42
General,{'Spam'},41
General,{'Copyright/ Piracy'},40
General,{'NSFW'},39
General,{'Doxxing/ Personal Info'},37
General,{'Content Warnings'},36
General,{'Impersonation'},31
General,"{'Hate Speech', 'Incitement of Violence'}",27
General,{'Automated tools'},26
General,{'Advertising & Commercialization'},24
General,"{'Illegal Content', 'NSFW'}",24
General,"{'Harassment', 'Trolling'}",22
General,"{'Illegal Content', 'Hate Speech'}",20
General,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",18
General,"{'Not Applicable', 'Automated tools'}",18
General,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",17
General,{'Off-topic/topic specific'},16
General,{'Images'},15
General,"{'NSFW', 'Content Warnings', 'Images'}",14
General,{'Links & Outside Content'},12
General,"{'Dogpiling', 'Harassment'}",9
General,"{'Off-topic/topic specific', 'Harassment'}",9
General,"{'Spam', 'Automated tools'}",9
General,"{'Illegal Content', 'Copyright/ Piracy'}",8
General,"{'Harassment', 'Incitement of Violence'}",7
General,"{'Off-topic/topic specific', 'Content Warnings'}",7
General,"{'Reposting/Crossposting', 'Automated tools'}",7
General,{'Trolling'},7
General,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",6
General,"{'Illegal Content', 'Incitement of Violence'}",6
General,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",5
General,"{'Automated tools', 'Spam'}",5
General,"{'Illegal Content', 'Doxxing/ Personal Info'}",5
General,"{'Illegal Content', 'NSFW', 'Content Warnings'}",5
General,"{'Links & Outside Content', 'Copyright/ Piracy'}",5
General,"{'Mis/Disinformation/Conspiracy', 'Spam'}",5
General,"{'Reposting/Crossposting', 'Spam'}",5
General,"{'Advertising & Commercialization', 'Automated tools'}",4
General,"{'Hate Speech', 'Images'}",4
General,"{'Illegal Content', 'Hate Speech', 'Harassment'}",4
General,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",4
General,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",4
General,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",3
General,"{'Hate Speech', 'Harassment', 'Trolling'}",3
General,"{'Illegal Content', 'Harassment'}",3
General,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Spam'}",3
General,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",3
General,"{'Links & Outside Content', 'Not Applicable'}",3
General,"{'Links & Outside Content', 'Off-topic/topic specific'}",3
General,"{'Links & Outside Content', 'Spam'}",3
General,"{'Mis/Disinformation/Conspiracy', 'Copyright/ Piracy'}",3
General,"{'NSFW', 'Incitement of Violence'}",3
General,"{'Not Applicable', 'Mis/Disinformation/Conspiracy'}",3
General,"{'Doxxing/ Personal Info', 'Copyright/ Piracy'}",2
General,"{'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",2
General,"{'Hate Speech', 'Content Warnings'}",2
General,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",2
General,"{'Illegal Content', 'Images'}",2
General,"{'Illegal Content', 'NSFW', 'Images'}",2
General,"{'Impersonation', 'Spam'}",2
General,"{'NSFW', 'Hate Speech', 'Spam'}",2
General,"{'NSFW', 'Spam'}",2
General,"{'Not Applicable', 'Harassment', 'Content Warnings'}",2
General,"{'Not Applicable', 'Hate Speech'}",2
General,"{'Not Applicable', 'Impersonation'}",2
General,"{'Not Applicable', 'Spam'}",2
General,"{'Off-topic/topic specific', 'Trolling'}",2
General,"{'Trolling', 'Spam'}",2
General,"{'Advertising & Commercialization', 'Automated tools', 'Copyright/ Piracy'}",1
General,"{'Advertising & Commercialization', 'Content Warnings'}",1
General,"{'Advertising & Commercialization', 'Copyright/ Piracy'}",1
General,"{'Advertising & Commercialization', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
General,"{'Advertising & Commercialization', 'Illegal Content', 'Spam'}",1
General,"{'Advertising & Commercialization', 'Impersonation'}",1
General,"{'Advertising & Commercialization', 'Links & Outside Content', 'Spam'}",1
General,"{'Advertising & Commercialization', 'Links & Outside Content'}",1
General,"{'Advertising & Commercialization', 'Not Applicable'}",1
General,"{'Advertising & Commercialization', 'Off-topic/topic specific', 'Spam'}",1
General,"{'Automated tools', 'Copyright/ Piracy'}",1
General,"{'Content Warnings', 'Copyright/ Piracy'}",1
General,"{'Content Warnings', 'Incitement of Violence'}",1
General,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
General,"{'Dogpiling', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
General,"{'Dogpiling', 'Illegal Content', 'Doxxing/ Personal Info', 'Hate Speech', 'Spam', 'Harassment', 'Incitement of Violence'}",1
General,"{'Doxxing/ Personal Info', 'Hate Speech', 'Harassment', 'Reposting/Crossposting', 'Incitement of Violence'}",1
General,"{'Doxxing/ Personal Info', 'Images'}",1
General,"{'Harassment', 'Impersonation'}",1
General,"{'Hate Speech', 'Doxxing/ Personal Info'}",1
General,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",1
General,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
General,"{'Hate Speech', 'Harassment', 'Impersonation'}",1
General,"{'Hate Speech', 'Harassment', 'Off-topic/topic specific'}",1
General,"{'Hate Speech', 'Off-topic/topic specific'}",1
General,"{'Hate Speech', 'Spam'}",1
General,"{'Illegal Content', 'Copyright/ Piracy', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
General,"{'Illegal Content', 'Copyright/ Piracy', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
General,"{'Illegal Content', 'Harassment', 'Incitement of Violence'}",1
General,"{'Illegal Content', 'Hate Speech', 'Advertising & Commercialization'}",1
General,"{'Illegal Content', 'Hate Speech', 'Doxxing/ Personal Info'}",1
General,"{'Illegal Content', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Harassment', 'Incitement of Violence'}",1
General,"{'Illegal Content', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Trolling', 'Harassment'}",1
General,"{'Illegal Content', 'Incitement of Violence', 'Copyright/ Piracy'}",1
General,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Advertising & Commercialization', 'Spam'}",1
General,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
General,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'NSFW'}",1
General,"{'Illegal Content', 'NSFW', 'Copyright/ Piracy'}",1
General,"{'Illegal Content', 'NSFW', 'Doxxing/ Personal Info', 'Spam'}",1
General,"{'Illegal Content', 'NSFW', 'Harassment', 'Hate Speech'}",1
General,"{'Illegal Content', 'NSFW', 'Harassment', 'Incitement of Violence'}",1
General,"{'Illegal Content', 'NSFW', 'Images', 'Incitement of Violence'}",1
General,"{'Illegal Content', 'NSFW', 'Incitement of Violence'}",1
General,"{'Illegal Content', 'NSFW', 'Spam'}",1
General,"{'Illegal Content', 'Not Applicable', 'Hate Speech'}",1
General,"{'Images', 'Incitement of Violence'}",1
General,"{'Impersonation', 'Automated tools'}",1
General,"{'Links & Outside Content', 'Doxxing/ Personal Info'}",1
General,"{'Links & Outside Content', 'Hate Speech'}",1
General,"{'Links & Outside Content', 'Illegal Content', 'Spam', 'Copyright/ Piracy'}",1
General,"{'Links & Outside Content', 'Illegal Content', 'Spam'}",1
General,"{'Links & Outside Content', 'Images', 'Spam'}",1
General,"{'Links & Outside Content', 'Reposting/Crossposting', 'Illegal Content'}",1
General,"{'Mis/Disinformation/Conspiracy', 'Content Warnings'}",1
General,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Doxxing/ Personal Info'}",1
General,"{'Mis/Disinformation/Conspiracy', 'Harassment'}",1
General,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Incitement of Violence'}",1
General,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
General,"{'Mis/Disinformation/Conspiracy', 'Spam', 'Automated tools'}",1
General,"{'NSFW', 'Automated tools', 'Images', 'Spam', 'Reposting/Crossposting'}",1
General,"{'NSFW', 'Content Warnings', 'Automated tools'}",1
General,"{'NSFW', 'Content Warnings', 'Hate Speech'}",1
General,"{'NSFW', 'Content Warnings', 'Spam'}",1
General,"{'NSFW', 'Copyright/ Piracy'}",1
General,"{'NSFW', 'Doxxing/ Personal Info'}",1
General,"{'NSFW', 'Harassment'}",1
General,"{'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
General,"{'NSFW', 'Hate Speech', 'Spam', 'Harassment', 'Incitement of Violence'}",1
General,"{'NSFW', 'Hate Speech'}",1
General,"{'NSFW', 'Off-topic/topic specific', 'Content Warnings'}",1
General,"{'NSFW', 'Off-topic/topic specific', 'Spam'}",1
General,"{'Not Applicable', 'Content Warnings'}",1
General,"{'Not Applicable', 'Copyright/ Piracy'}",1
General,"{'Not Applicable', 'Images'}",1
General,"{'Not Applicable', 'NSFW'}",1
General,"{'Not Applicable', 'Reposting/Crossposting'}",1
General,"{'Off-topic/topic specific', 'Harassment', 'Trolling', 'Hate Speech'}",1
General,"{'Off-topic/topic specific', 'Hate Speech'}",1
General,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",1
General,"{'Off-topic/topic specific', 'Trolling', 'Spam'}",1
General,"{'Reposting/Crossposting', 'Content Warnings', 'Images', 'Spam'}",1
General,"{'Reposting/Crossposting', 'Content Warnings'}",1
General,"{'Reposting/Crossposting', 'Impersonation'}",1
General,{'Reposting/Crossposting'},1
General,"{'Trolling', 'Incitement of Violence'}",1
Geographic,{'Hate Speech'},499
Geographic,{'Illegal Content'},280
Geographic,{'Mis/Disinformation/Conspiracy'},189
Geographic,{'Incitement of Violence'},145
Geographic,"{'Advertising & Commercialization', 'Spam'}",143
Geographic,"{'Harassment', 'Doxxing/ Personal Info'}",130
Geographic,"{'NSFW', 'Content Warnings'}",98
Geographic,{'Harassment'},89
Geographic,"{'Hate Speech', 'Harassment'}",87
Geographic,{'NSFW'},80
Geographic,"{'Content Warnings', 'Images'}",65
Geographic,{'Doxxing/ Personal Info'},64
Geographic,{'Spam'},60
Geographic,{'Content Warnings'},57
Geographic,"{'NSFW', 'Images'}",51
Geographic,"{'Hate Speech', 'Incitement of Violence'}",49
Geographic,{'Impersonation'},48
Geographic,{'Advertising & Commercialization'},41
Geographic,{'Automated tools'},40
Geographic,{'Copyright/ Piracy'},38
Geographic,"{'Illegal Content', 'Hate Speech'}",35
Geographic,"{'Illegal Content', 'NSFW'}",32
Geographic,{'Images'},30
Geographic,"{'NSFW', 'Content Warnings', 'Images'}",28
Geographic,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",27
Geographic,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",26
Geographic,{'Off-topic/topic specific'},26
Geographic,"{'Harassment', 'Trolling'}",23
Geographic,"{'Dogpiling', 'Harassment'}",18
Geographic,{'Links & Outside Content'},17
Geographic,"{'Spam', 'Automated tools'}",17
Geographic,"{'Illegal Content', 'Incitement of Violence'}",16
Geographic,"{'Not Applicable', 'Automated tools'}",15
Geographic,"{'Illegal Content', 'Copyright/ Piracy'}",14
Geographic,"{'Automated tools', 'Spam'}",13
Geographic,"{'Harassment', 'Incitement of Violence'}",12
Geographic,"{'Reposting/Crossposting', 'Automated tools'}",12
Geographic,"{'Off-topic/topic specific', 'Harassment'}",11
Geographic,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",10
Geographic,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",9
Geographic,{'Trolling'},9
Geographic,"{'NSFW', 'Hate Speech'}",8
Geographic,"{'NSFW', 'Incitement of Violence'}",8
Geographic,"{'Not Applicable', 'Doxxing/ Personal Info'}",7
Geographic,"{'Hate Speech', 'Images'}",6
Geographic,"{'Illegal Content', 'Hate Speech', 'Harassment'}",6
Geographic,"{'Links & Outside Content', 'Spam'}",6
Geographic,"{'Advertising & Commercialization', 'Automated tools'}",5
Geographic,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",5
Geographic,"{'Images', 'Incitement of Violence'}",5
Geographic,"{'Links & Outside Content', 'Illegal Content'}",5
Geographic,"{'Links & Outside Content', 'Not Applicable'}",5
Geographic,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",5
Geographic,"{'NSFW', 'Harassment'}",5
Geographic,{'Reposting/Crossposting'},5
Geographic,"{'Trolling', 'Spam'}",5
Geographic,"{'Harassment', 'Spam'}",4
Geographic,"{'Hate Speech', 'Content Warnings'}",4
Geographic,"{'Illegal Content', 'Doxxing/ Personal Info'}",4
Geographic,"{'Illegal Content', 'NSFW', 'Content Warnings'}",4
Geographic,"{'Images', 'Copyright/ Piracy'}",4
Geographic,"{'Mis/Disinformation/Conspiracy', 'Harassment'}",4
Geographic,"{'Not Applicable', 'Impersonation'}",4
Geographic,"{'Off-topic/topic specific', 'Content Warnings'}",4
Geographic,"{'Off-topic/topic specific', 'Spam'}",4
Geographic,"{'Reposting/Crossposting', 'Spam'}",4
Geographic,"{'Advertising & Commercialization', 'Automated tools', 'Spam'}",3
Geographic,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",3
Geographic,"{'Doxxing/ Personal Info', 'Images'}",3
Geographic,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",3
Geographic,"{'Illegal Content', 'Images'}",3
Geographic,"{'Links & Outside Content', 'Mis/Disinformation/Conspiracy'}",3
Geographic,"{'Mis/Disinformation/Conspiracy', 'Spam'}",3
Geographic,"{'NSFW', 'Hate Speech', 'Trolling', 'Spam', 'Harassment', 'Incitement of Violence'}",3
Geographic,"{'Not Applicable', 'Content Warnings'}",3
Geographic,"{'Advertising & Commercialization', 'Copyright/ Piracy'}",2
Geographic,"{'Advertising & Commercialization', 'Links & Outside Content'}",2
Geographic,"{'Content Warnings', 'Incitement of Violence'}",2
Geographic,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",2
Geographic,"{'Harassment', 'Impersonation'}",2
Geographic,"{'Hate Speech', 'Doxxing/ Personal Info'}",2
Geographic,"{'Hate Speech', 'Spam'}",2
Geographic,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info'}",2
Geographic,"{'Illegal Content', 'Harassment'}",2
Geographic,"{'Illegal Content', 'Links & Outside Content'}",2
Geographic,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",2
Geographic,"{'Illegal Content', 'Not Applicable'}",2
Geographic,"{'Illegal Content', 'Spam'}",2
Geographic,"{'Impersonation', 'Spam'}",2
Geographic,"{'Links & Outside Content', 'Off-topic/topic specific'}",2
Geographic,"{'Links & Outside Content', 'Reposting/Crossposting', 'Spam'}",2
Geographic,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",2
Geographic,"{'NSFW', 'Harassment', 'Incitement of Violence'}",2
Geographic,"{'NSFW', 'Images', 'Incitement of Violence'}",2
Geographic,"{'NSFW', 'Spam'}",2
Geographic,"{'Not Applicable', 'Harassment'}",2
Geographic,"{'Not Applicable', 'Images'}",2
Geographic,"{'Not Applicable', 'Reposting/Crossposting'}",2
Geographic,"{'Not Applicable', 'Spam'}",2
Geographic,"{'Off-topic/topic specific', 'Trolling'}",2
Geographic,"{'Reposting/Crossposting', 'Images', 'Spam'}",2
Geographic,"{'Advertising & Commercialization', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
Geographic,"{'Advertising & Commercialization', 'Hate Speech'}",1
Geographic,"{'Advertising & Commercialization', 'Links & Outside Content', 'Spam'}",1
