id,name,english,n_rules,instance_type,rules_list,Prescriptive,Restrictive,Behavior/Content/Format Allowed,Consequences/Moderation/Enforcement,Advertising & Commercialization,Copyright/ Piracy,Doxxing/ Personal Info,Harassment,Hate Speech,Images,Links & Outside Content,Low-Quality Content,NSFW,Off-topic/topic specific,Personal Army/Brigading/Dogpiling,Personality,Politics,Reddiquette/ Sitewide,Reposting/Crossposting,Spam,Spoilers,Trolling,Incitement of Violence,Mis/Disinformation/Conspiracy,Illegal Content,No CSAM,Content Warnings,Gore/Violence,Animal abuse,Impersonation,Server Interference,Other form of oppresive -ism,Automated tools,English Language Only,Moderator power,Age Restriction,Privacy Norms,NFT/Crypto,AI generated content,Codes of Conduct,Defederation,Sign Up
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No fake accounts, even celebrity joke accounts.

Note this rule does not necessarily apply to remote accounts.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No ""follow bots."" We block these and our instance is on a ""no bots"" list",,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5b7c4b83a6abe47c06ef8979,ruby.social,Y,13,Interest,"No advertising or excessive promotion. By far the biggest problem we've had running this server are spam accounts that sign up only to promote some company (often nothing even to do with Ruby), and so we take a fairly strong stance against letting such accounts even register on the server now.",,1,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
58e2a6b69c99175decef88c7,octodon.social,Y,3,Activist,i will not be free until everyone is liberated,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58e2a6b69c99175decef88c7,octodon.social,Y,3,Activist,we will not suffer corporate advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58e2a6b69c99175decef88c7,octodon.social,Y,3,Activist,spiderule (this is a non exhaustive list),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387ec68b3a14f89149eaea6,stranger.social,Y,6,General,"This is a safe space. No hate speech, slurs or threats of any kind. No exceptions.",,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6387ec68b3a14f89149eaea6,stranger.social,Y,6,General,"No Pornography. Nudity is okay within limits and with NSFW tags and Content Warnings. This is not a porn site, if that is your primary content, please find another server.",,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
6387ec68b3a14f89149eaea6,stranger.social,Y,6,General,No posting or reposting links to otherwise illegal content.,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
6387ec68b3a14f89149eaea6,stranger.social,Y,6,General,No spamming the server.,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
6387ec68b3a14f89149eaea6,stranger.social,Y,6,General,No posting or reposting knowingly false or misleading information.,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
6387ec68b3a14f89149eaea6,stranger.social,Y,6,General,No scams or phishing.,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
637b2ce9d94dca7f11e7aa00,social.lol,Y,4,Interest,"Don’t spread hate or negativity, especially based on people’s fundamental differences such as gender identity, sexual orientation, race, ethnicity, age, ability, and social class.",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
637b2ce9d94dca7f11e7aa00,social.lol,Y,4,Interest,"Don’t harass, troll, seek to offend, shitpost, or otherwise bother anyone.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2ce9d94dca7f11e7aa00,social.lol,Y,4,Interest,"Don’t lie, and don’t spread others’ lies or misinformation.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2ce9d94dca7f11e7aa00,social.lol,Y,4,Interest,Don’t run bots or anything that automates interactions with people.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,"No racism, sexism, homophobia, transphobia, able-ism, etc.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,No serious dishonesty that is hurtful to others (e.g. falsely representing oneself as a member of a minority; services offering to write academic papers to help students cheat; vaccine denialism; predatory conferences or journals; overt pseudoscience such as flat-earther-ism etc.),,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,No spam,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,No impersonating other people,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,No harassment of any kind,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,"No bots or ""institutional"" accounts operated by non-members (Scholar Social is for individuals)",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,"No automated cross-posters from Twitter, RSS, etc. on Public privacy setting",,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,No providing unsolicited advice to strangers,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,No un-described images or video on Public privacy setting,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,"No shortened links, e.g. bit.ly, t.ly, goo.gl, ift.tt, lnkd.in, is.gd or t.co (These are malicious because link-shorteners track users without their consent and obscure the destination address, which also prevents users from being able to decide whether they want to visit the link beforehand)",,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,"No advertisements or apologia for cryptocurrencies, NFT's, or multi-level marketing schemes",,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5902589f0c4b3c46f854d273,scholar.social,Y,12,Interest,"No police officers, military, or employees of any law enforcement or intelligence agency",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
594ae9152ec3415df941582c,rubber.social,Y,7,Identity,"Be pervy, be kind.

We are a kink-positive and sex-positive community. Though it says rubber in the name, we welcome all types of risk aware consensual kink.",1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
594ae9152ec3415df941582c,rubber.social,Y,7,Identity,"No harassment or abuse.

Racism, misogyny, transphobia, homophobia, or body shaming will not be tolerated.",,1,1,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
594ae9152ec3415df941582c,rubber.social,Y,7,Identity,"Keep it legal

No child pornography. Users are assumed to be 18 years old or otherwise legal to view sexual content in their jurisdiction.",1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
594ae9152ec3415df941582c,rubber.social,Y,7,Identity,"Use Content Warnings or Sensitive Content flags.

Since we federate with other instances please mark any media with exposed genitals as Sensitive Content or with a Content Warning. No exposed genitals in your avatar or banner image please.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
594ae9152ec3415df941582c,rubber.social,Y,7,Identity,"Use the #promo hashtag on ads or commercial posts.

We're excited for kink vendors to participate in our community. That said we'd like to keep it more of a flea market than a mall. So that users can easily identify them: posts promoting goods and/or services must use the #promo hashtag.",1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594ae9152ec3415df941582c,rubber.social,Y,7,Identity,Accounts that flood with non-original or third-party content will be Silenced.,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
594ae9152ec3415df941582c,rubber.social,Y,7,Identity,"Sign-Up Approval: 

Approval required for sign-up for anti-spam purposes. Don't need much, just enough to show you're not a spammer. Just a simple ""I like rubber"" works even!",1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
627ac7085ff7e757f0536a6c,obo.sh,Y,4,General,What will get you banned:,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627ac7085ff7e757f0536a6c,obo.sh,Y,4,General,Anything illegal.,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
627ac7085ff7e757f0536a6c,obo.sh,Y,4,General,Rest is allowed. Enjoy freedom!,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627ac7085ff7e757f0536a6c,obo.sh,Y,4,General,"We do not silence or block other Fediverse instances based on agenda, politics, or opinions held by their staff or users.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,"We support justice and action, specifically on climate, with the intention of bringing a better world into being.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,We are explicitly anti-racist.,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,We resist white supremacy.,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,We apply content warnings to traumatic conversations but content warnings are never used to silence conversations about justice.,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,We do not tolerate hate-speech. We allow swearing but we do not allow bigoted language of any kind.,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,"We do not allow misogyny of any kind, particularly trans misogyny.",,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,"We do not perpetuate ableism in our actions or language, including refraining from use of ableist language.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,"We are safe for work (no nudity or pornographic images of any kind). At the same time, we support sex workers and recognize sex work is work.",1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,We support LGBTQ+ rights.,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,We do not body shame.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,We are trauma-informed and abolitionist. We believe in bringing people in and giving them space to be better instead of blocking or bans.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
637ea2a5c600591ccc9523e2,spore.social,Y,12,Activist,"We do not allow unfounded conspiracy theories, misinformation, disinformation, and state-sponsored propaganda.",,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,Be welcoming. Be kind. Look out for each other.,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,"Conduct or speech which might be considered sexist, racist, homophobic, transphobic, ableist or otherwise discriminatory or offensive in nature is not permitted.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,No intimidation or harassment (online or in-person). Please read the Citizen Code of Conduct for how we interpret harassment.,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,"No violence, threats of violence, or violent language.",,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,Sustained disruption of online discussion is unacceptable.,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,Illegal content is not allowed. This server is located in (and subject to the laws of) the United States.,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,The administrators reserve the right to remove users or defederate with instances.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
636debb480bb3f03b435a48f,discuss.systems,Y,8,Interest,You must be over the age of 13 to use this service.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
636ebb9180bb3f03b435a4c9,vmst.io,Y,7,Interest,"No harassment, dogpiling or doxxing of other users.",,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
636ebb9180bb3f03b435a4c9,vmst.io,Y,7,Interest,"No impersonation of other people, companies, organizations, brands, etc.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
636ebb9180bb3f03b435a4c9,vmst.io,Y,7,Interest,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
636ebb9180bb3f03b435a4c9,vmst.io,Y,7,Interest,No incitement of violence or advocacy of violent acts/ideologies.,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
636ebb9180bb3f03b435a4c9,vmst.io,Y,7,Interest,"No advertising, spam or excessive promotion.",,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
636ebb9180bb3f03b435a4c9,vmst.io,Y,7,Interest,No sexually explicit or graphically violent media.,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
636ebb9180bb3f03b435a4c9,vmst.io,Y,7,Interest,No intentionally false or misleading information.,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,Be kind to each other.,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,No promotion of violence.,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,"No promotion of fascism, white supremacy, etc.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,No promotion of colonialism or nationalism.,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,"No promotion of racism, transphobia, homophobia, etc.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,No promotion of religious extremism.,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,The instance is intended to be an LGBTQIA+ safe space.,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,The instance is intended to be a safe space for neurodivergent people.,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,Use content warnings for explicit content.,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
6371e03780bb3f03b435a5a7,social.treehouse.systems,Y,10,Interest,"Supply a link to a social media profile or personal
website when signing up.",1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,"No discrimination, bigotry, transphobia, homophobia, etc of any kind is accepted and will result in a ban",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,No discussion of illegal topics or sharing of pirated data.,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,Any content that would be considered Illegal in the European economic area is strictly banned,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,You agree that you might run into posts on the local and federated timelines that would fall into the NSFW category but are not CW'd. You agree to report these posts so our moderators can rectify this.,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,You are at least 13 years of age during sign-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,No zoophillia,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,Make use of the reporting feature to let the moderators know something is wrong.,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,No NSFW profile pictures and headers,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,NSFW content is allowed if it is legal and marked as sensitive. Repeated failures to mask/cw will result in a ban.,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
639cbbac89d02b725a623b93,bark.lgbt,Y,10,Identity,Posting NSFW content from accounts know to be under the age of 18 years old will result in a ban,,1,,1,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
637b3036d94dca7f11e7b724,mapstodon.space,Y,5,Interest,This is not a generalist server and is destined to people with a interest in cartography and geospatial. Please do register only if it is the case. Thanks for specifying this interest in the form at the next step to get accepted on the server.,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
637b3036d94dca7f11e7b724,mapstodon.space,Y,5,Interest,This server is harassment-free and is a safe space for everyone.,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
637b3036d94dca7f11e7b724,mapstodon.space,Y,5,Interest,Direct advertising for commercial products must remain exceptional.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
637b3036d94dca7f11e7b724,mapstodon.space,Y,5,Interest,"
Religious proselytizing is not allowed.
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
637b3036d94dca7f11e7b724,mapstodon.space,Y,5,Interest,"Bots or similar accounts (posting regular automatic or semi-automatic content) are accepted as long as th topic is related to the server's thematics, and are required to be set as ""unlisted"" (see account preferences after creation).",1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept racism (in all its forms, see our Terms of Service for our definition).",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept homophobia, transphobia, biphobia, nbphobia, queerphobia and such.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept sexism, misogyny and misogynoir.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,We do not accept ableism and fat-shaming.,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,We do not accept harassment and trolling.,,1,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,We also do not accept other forms of hate speech.,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept (sexual) abuse of minors, adults and animals (also not virtual).",,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept glorification of violence, calls for murder, death threats and terrorism.",,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept colonialism, imperialism in all forms, nationalism (above all nationalism of nation states,  incl. flags/symbols of those on Todon.*, see our Terms of Service) and militarism.",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept fascism, right-wing populism, and right-wing and religious extremism.",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept evangelisation and other forms of religious propaganda [local only], and extreme sects and cults.",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept Marxist-Leninists, Stalinists, Maoists or other followers of extreme authoritarian (so called) communist/socialist ideologies/regimes (aka tankies).",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept capitalists, including so called 'anarcho-capitalists' (aka ancaps).",,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,"We do not accept anthropogenic climate change denial, COVID-19 denial/downplaying, anti-vaxxers, conspiracy 'theories' and hoaxes.",,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
59089f9ee50812648e3e22f8,todon.nl,Y,15,Activist,Another rule in our terms of service at wiki.todon.eu/todon/terms_en. Explain in the final step.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
58e846688313ad45cf80422e,vulpine.club,Y,4,Identity,Minimum age: 18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
58e846688313ad45cf80422e,vulpine.club,Y,4,Identity,"Use a content warning (""CW"") on pornography/sexual content, gore, graphic violence, etc",1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,
58e846688313ad45cf80422e,vulpine.club,Y,4,Identity,"No total smegheads (see below under ""How To Get Banned"" for more specifics)",,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
58e846688313ad45cf80422e,vulpine.club,Y,4,Identity,"Doxxing, brigading, dogpiling, stalking, harassing, and other similar attacks against a person's right to exist without you, are explicitly prohibited",,1,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5aa675341a1b3f1036f3d25c,glammr.us,Y,3,Interest,"glammr.us is a space for folks interested in productive conversation about, well, galleries, libraries, archives, museums, memory work and records. ",1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
5aa675341a1b3f1036f3d25c,glammr.us,Y,3,Interest," We want this to be a fun, pleasant, and harassment-free experience for everyone, regardless of gender, gender identity and expression, sexual orientation, disability, physical appearance, body size, race, or religion. ",1,,,,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
5aa675341a1b3f1036f3d25c,glammr.us,Y,3,Interest,"We do not tolerate harassment of participants in any form. Participants asked to stop any harassing behavior are expected to comply immediately. If someone asks you to leave them alone, leave them alone.",,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,"No trolling, micro-aggressions, or harassment.",,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,"Tag sensitive content such as violence/blood, NSFW content, and other potentially upsetting or triggering topics, AND hide them under a Content Warning (CW).",1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,"The following content will be removed and will result in revocation of access to the service: sexual depictions of minors (this includes loli), content illegal in Germany and/or France, such as holocaust denial or Nazi symbolism, conduct promoting the ideology of National Socialism.",,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,"The following content will be removed and may result in account suspension: racism, sexism, discrimination against gender and sexual minorities, ableism, xenophobia and/or violent nationalism, or the advocation of all of the above.",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,"Conduct intended to stalk or harass users, impede users from using the service, degrade the performance of the service, or incite others to perform any of the aforementioned actions, is disallowed.",1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,No reposting other people's work without credit and analysis/opinion.,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,No spam and/or unapproved bots.,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,Do not share false or misleading information that may lead to physical harm,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,No NFT content. Please post those on crypto-related instances on the fediverse.,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,Human art only. If your animal friends can make art then that's ok; but please no AI art.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
637b2ff5d94dca7f11e7b63d,artsio.com,Y,12,Interest,No flooding the public timelines (making lots of public posts in quick succession).,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
