,rules
853,do not try to be not tokhmi
854,dont be a douchebag
855,refer to rule 1
856,no hate speech speech that nefariously expresses a form of prejudice or threatens a people of a protected characteristic such as age disability ethnicity gender pregnancy religion sex or sexuality unpopular opinions voiced respectfully is fine
857,no calls to violence any individual promoting violence towards any person or group
858,no intentionally circumventing blocks for example by creating new accounts even on a separate instance with the intent of circumventing a banblock
859,no harassment if a user explicitly asks you to disengage and you do not explicit calls to dogpile will not be acceptable
860,all bots must respect the nobot tag and must post unlisted
861,posts intended for commercial advertisement purposes must be posted with the ad tag or unlisted
862,nudity involving the genitals sexual acts or pornography must be posted either unlisted with a content warning or both
863,站长事实上拥有本站所有权力但是承诺不滥用
864,原则上禁止一切可能对其他人造成伤害的行为在某种程度上可以容忍程度轻微不好判断的行为但是建议不要给其他人任何人造成麻烦
865,不希望存在滥用服务器资源的行为本站硬盘占用空间上限为120g根据站长个人使用经验一百人以内应该都是够用的以后会根据站长的经济条件在未来会适当提高
866,服务器目前在美国洛杉矶所以请遵守当地法律
867,禁止在墙内公开讨论宣传本站
868,如有违反规则站长会先私信警告拒绝改正则直接删号
869,good dogs always allowed and encouraged
870,keep it safe keep it legal malicious content illegal dangerous phishing doxing etc and promotion of these activities is never allowed
871,nudity must be marked with cw when uploading something a reasonable person would consider nsfw use spoiler options failure to do so will result in your post being deleted
872,encourage equality diversity and inclusion our differences are our strength harassment and discrimination of any kind is not tolerated here we are lgbtq friendly
873,be excellent to each other experience levels range from brand new photographers to seasoned shooters be kind and helpful keep all feedback constructive and framed positively seek to educate without being condescending or elitist
874,dont be a dick head
875,chuds get the boot this includes uwu smol soft fascists
876,no scrapers search indexers other surveillance tech bullshit
877,capitalism apologia no thank you comrade
878,регистрация без vpn и без локальной сети выходим в интернет напрямую без ухищрений тогда и регистрация пройдет без проблем забыли пароль есть возможность его сбросить и через email зайти снова сменив пароль подробности здесь httpskub2091runode760
879,администратор и модераторы регулярно выбираются совместно на внутренних выборах
880,соблюдаем заявленную тематику советской литературы нарушения наказываются баном
881,основные правила могут уточнятся и дополнятся на основе решений открытого актива участников
882,be excellent to each other
883,party on dudes
884,la libertad de uno termina cuando empieza la libertad del otro mientras no molesten a otros publiquen a gusto y piacere
885,no racism sexism homophobia transphobia xenophobia or casteism
886,je te jure le serveur il a des règles ne me déferre pas
887,diese regeln gelten für unsere fediverse angebote wie friendica pixelfed und peertube sowie für alle anderen apps die wir anbieten
888,eine registrierung mit einmalemailadressen ist untersagt useraccounts mit solchen adressen werden kommentarlos gelöscht
889,rassismus sexismus homophobie transphobie fremdenfeindlichkeit dulden wir nicht
890,teilen sie keine inhalte die in deutschland illegal sind
891,teilen sie keine inhalte die falsche oder irreführenden informationen enthalten
892,teilen sie keine gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus
893,belästigen sie keine anderen teilnehmer
894,keine absichtlichen provokationen aka trolling
895,befördern sie keine gewalt
896,kennzeichne inhalte bitte mit nsfw wenn erotische oder gewalttätige inhalte dargestellt werden
897,der versandt und das posten von pornografischen material führt unmittelbar zu einer löschung des account
898,keine handlungen die dieser instanz schaden sei es der technik dem ruf oder der sicherheit
899,gehen sie sparsam mit den systemressourcen um
900,bots die ohne ihre expliziten anfragen mit nutzer interagieren
901,wollen sie kommerziell werben sprechen sie das zuvor mit dem admin der instanz ab
902,diese regeln können jederzeit erweitert werden um eine freundliche sichere und inklusive umgebung mit einer gesunden kommunikation untereinander zu gewährleisten wir geben aber bescheid bevor änderungen wirksam werden mindestens 14 tage falls wer als reaktion auf die änderungen mit dem konto umziehen möchte
903,stand 05032024
904,enginn hatursáróður það er bannað að vera með eða endurbirta hatursáróður dæmi rasismi transfóbía
905,innihaldsviðvörun cw á nekt setjið innihaldsviðvörun á nekt auðvitað geta verið undantekningar þannig að þið notið dómgreindina
906,crypto bitcoin nft og þess háttar farið varlega þegar þið deilið efni sem fjallar um crypto af því það er mikið um vafasamar fullyrðingar og tilboð
907,ofbeldi og fólk í neyð notið innihaldsviðvaranir á efni sem inniheldur ofbeldi ekki deila myndum af fólki í neyð ef líkur eru á því að það vilji ekki að slíkt efni fari í dreifingu
908,engar falsfréttir ekki deila tenglum á falsfréttamiðla þó allir geri stundum mistök í að meta slíkt
909,breytingar á færslum það er mögulegt að breyta færslum á mastodon vinsamlegast farið varlega í að breyta færslum sem þegar eru komnar í dreifingu og búnar að fá endurbirtingar sumsé ekki breyta færslum á villandi hátt þannig að meining þeirra breytist
910,aucun propos haineux à légard de minorités
911,bienveillance envers toustes les membres du réseau
912,faites usage des cw pour tout message pouvant heurter la sensibilité
913,nul besoin délitisme acceptez la diversité des écrits
914,
915,
916,
917,
918,
919,
920,
921,
922,ласкаво просимо до українських локальних серверів mastodon
923,ми адміністратори українських локальних серверів mastodon як частини httpsdcommnetua є прихильниками вільних дискусій свободи слова прав людини та взаємоповаги
924,адміни залишають за собою право блокувати користувачів з країниагресора
925,спілкування українською та англійською мовами вітається й заохочується
926,не допускається заперечення російської агресії проти україни воєнних злочинів росії тимчасової окупації криму донецької луганської та інших областей україни
927,не допускаються погрози та мова ненависті на адресу інших користувачів
928,поширення російської дезінформації та кремлівських наративів є підставою для блокування
929,якщо ви помітили порушення правил цього сервера будь ласка повідомте про це адміністратора або ж пишіть на mastodonequalitieorg
930,wir als betreibende und mitnutzer erwarten eine angenehme atmosphäre und einen wertschätzenden umgangston
931,wir als betreibende und mitnutzer dulden keine rassistischen beleidigenden sexistischen homo oder transphoben beiträge
932,es gelten die gesetzlichen bestimmungen beleidigungen jedweder art können zur anzeige gebracht und straftrechtlich verfolgt werden
933,do not use slurs or racist sexist homophobic transphobic ableist or otherwise discriminatory or hateful jokes or language or promote white supremacy antisemitism transphobia or other hateful ideologies
934,do not harass anyone participate in group harassment of anyone or otherwise engage in personal attacks posting or threatening to post other peoples personally identifying information doxing constitutes harassment
935,do not be intentionally antagonistic a post or reply designed to provoke a confrontation is not acceptable
936,do not post spam a toot that is nothing other than a link constitutes spam as does any overly commercial selfpromotion it is fine however to toot about your own projects and share what you are excited to be working on just keep the toot itself interesting
937,do not shitpost while humorous posts are allowed and actually encouraged
938,do not post about inflammatory controversial subjects without a content warning
939,do not engage in name calling ad hominem attacks or any other uncivil behaviour criticize ideas never people
940,do not tone police toots may violate the standards of civility we set on dindon but you should not criticize users for their tone report them or feel free to block them in neither case should you criticize their tone
941,do not debate moderation actions in public toots if you disagree with how a moderator enforced this coc you may directmessage the moderation team or email admindindonone
942,do not toot in languages other than english swedish russian which makes moderation prohibitively difficult
943,sexually explicit or violent material must be marked as sensitive when posting please make a goodfaith effort to mark other content that people might find troubling as well
944,content that is harmful to vulnerable populations will not be tolerated absolutely no racism sexism homophobia transphobia xenophobia or casteism
945,no incitement of violence or promotion of violent ideologies
946,no harassment trolling dogpiling or doxxing of other users here or elsewhere
947,no content illegal in the united states
948,rule enforcement and interpretation is entirely at site administrations discretion were not here to debate you
949,behavior that forces us to be more specific or expansive with our rules can result in a permanent ban dont be a dick
950,no hate speech or harassment of any users anywhere you will be banned
951,no illegal activities
952,youre a nazi andor hate gay people go away
953,be nice kind and understanding of each other
954,no incitement of violence or promotion of violent ideologies
955,do not share intentionally false or misleading information including antivaxxcovid theories
956,no racism sexism homophobia transphobia xenophobia or casteism
957,no content illegal in sweden
958,cw content warning tag must be used for any gore smut nudity nsfwnsfl stuff anything people may want to prepare themselves for or to not see over works wifi
959,cw content warning tag encouraged but not mandatory use for politics dwpgovernment horror spoilers and discussion of plot for media and books or extensive roleplaying discussion that may not be interesting to everyone but please use them for anything you want theyre helpful
960,unwanted content repetitive commercial spam updates on ongoing projects are fine but identical repetition of adverts is not this instance is for talking to people about yourtheir cool stuff not commercial business advertisements
961,unwanted content bots please ask first if you want to run a bot please make sure it posts unlisted or followers only and be careful with it
962,shitty banned content racism sexism homophobia transphobia being shitty to gender sexual minorities including kinkshaming ableism sexualised depictions of children or lolicon not the fashion violent nationalism facism national socialism holocaust denial casteism or xenophobia
963,shitty banned behaviour dont stalk harass wide interpretation dox or post any private information about people names or other aliasesaccounts addresses locations pictures etc without permission
964,shitty banned behaviour respect requests to drop subjectsstop interacting with people including unsolicited advice dont try and get others to gang up on anyone dont be an arse and hassle people about their bodies minds or lives tldr dont be an edgelord or ill socialised prat
965,peoples time and energy are not infinite no obligation to follow or interact with others if someones posting or topics are exhausting then please disengage from themfilter out keywords if someone unfollowsblocksfilters you try not to feel bad about it assume they are busyexhausted
966,unwanted members no cops no fash no tories no concerned right wing individuals just asking questions
967,no discrimination including but not limited to racism sexism homophobia or transphobia
968,no nsfw not safe for work content
969,no harassment of other users on this or other servers
970,no content illegal in the following countries united kingdom germany france
971,no incitement of violence or promotion of violent ideologies
972,no disinformation regarding public health issues or politicalmilitary campaigns
973,no spam this includes commercial advertising promotional campaigns and seo
974,патриархальные устои соблюдать в обязательном порядке
975,сиськи постить с пометкой nsfw иначе нас перестанут пускать в приличные места
976,постить больше котиков и сисек
977,если сраться то что бы было весело окружающим
978,no discrimination including but not limited to racism sexism homophobia or transphobia
979,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
980,no harassment of other users on this or other servers
981,no content illegal in the following countries canada
982,no incitement of violence or promotion of violent ideologies
983,no disinformation regarding public health issues or politicalmilitary campaigns
984,follow the law this server is hosted in germany and thus will comply with german laws and eu regulations
985,no hatespeech of any kind
986,no minors and related content
987,nsfw content must be marked as nsfw
988,excessive violence is forbidden
989,no racism or sexism
990,in general be nice to everyone and enjoy
991,diese mastodoninstanz wird als privates hobby ohne garantie für verfügbarkeit betrieben es besteht kein anspruch auf jederzeitigen funktionierenden zugang zum konto
992,auf dieser instanz sind alle nutzenden willkommen egal welcher politischen religiösen oder sexuellen ausrichtung und geschlechtlicher identität
993,wenn ich den eindruck habe dass hier jemand beleidigend diskriminierend oder schlicht nervtötend wird behalte ich mir das recht vor auch ohne ankündigung accounts zu sanktionieren oder zu deaktivieren
994,ich gehe davon aus dass alle nutzende dieser instanz in der lage sind sich selbst gegenüber anderen zur wehr zu setzen und querelen unter einander zu klären
995,es gelten die nutzungsbedingungen
996,dont be a dick
997,be excellent to each other
998,be reasonable
999,user impersonation is a tired joke that was done here over a year ago
1000,commercial activity is permissible here but please be respectful and do not engage in behaviour that could be considered spam remember if youre unsure you can ask before acting
1001,were less rulesy and less blocky than other instances but that doesnt mean we tolerate bad behaviour
1002,no accounts for purely advertising purposes without preapproval it takes less time to suspend your spam account than it takes to create it
1003,you can be a cunt but not a fucking cunt
1004,sexually explicit content we do not permit the posting of sexually explicit images or videos nor do we permit links to such content unless it is incidental in nature or medical in character
1005,private information do not share the private information of other people unless the subject consents the information is freely available online and does not arise nor is suspected to have arisen from phishing or hacking
1006,false information please not post information on this server which is false or misleading or which is calculated to cause panic or alarm this is especially important when it concerns armed conflict such as that in ukraine health and politics
1007,video content space on mastodon servers come at a premium and we ask all members to avoid uploading videos directly to this server please upload your video to youtube or a similar site and include the link within your toot instead
1008,copyright please do not post any material to which you do not own the copyright or do not have a license or permission to post
1009,spam and advertising we do not permit the posting of spam or advertisements on this server without our prior agreement
1010,hate speech and discrimination we wont tolerate attacks abuse or threats being made by members on the basis of their race religion disability sexual orientation gender gender identity residency asylum or refugee status or socioeconomic status
1011,deadnaming and misgendering a persons pronouns are a fundamental part of that persons identity with this in mind we will not tolerate members misgendering or deadnaming others
1012,sensitive media and content warnings please make liberal use of content warnings when you are posting on mastodon this is extremely important when your toot discusses sensitive topics such as sexual violence domestic violence suicide etc
1013,refrain from making personal or group attacks hate speech of any kind is expressly not allowed
1014,read the guidelines listen to sysop be kind
1015,report spambots when you see em
1016,for nsfw stuff use content warnings and mark media as sensitive
1017,dont participate in or encourage harassment of other users on this instance or others
1018,el contenido sexual o violento debe ser marcado como sensible al publicarse
1019,no está permitido el racismo sexismo homofobia transfobia y xenofobia
1020,no está permitida la incitación de la violencia o la promoción de ideologías violentas
1021,no está permitida la suplantación de identidad de otros usuarios
1022,el contenido debe ser legal en españa
1023,no compartas intencionadamente información falsa con el objetivo de engañar a los demás
1024,las cuentas de tipo shitposting están prohibidas estas cuentas son aquellas cuyo contenido es en su mayoría más de la mitad de las publicaciones memes yo imágenes obtenidas de otras plataformas
1025,ドラゴンクエスト ダイの大冒険への愛があることは参加のそもそもの前提とさせて頂きます
1026,規約にもある通り投稿の著作権は本人にあります当然ながら不適切な投稿の責任も本人が持つものとします
1027,大事なお知らせを伝えることがあるお知らせボットへのフォローを外すことは出来ません外しても数分後にフォローが復活します
1028,be nice be civil and courteous with each other this is the good place not the bad place
1029,consider other people if you are posting content that is contentious or that others may wish to avoid including but not limited to political or religious views posts about gender identification or sexuality nsfw content please consider hiding it behind a content warning cw
1030,please do not upload video directly to this site video sucks up storage space and bandwidth like nobodys business and those things cost money instead upload the video somewhere else such as youtube vimeo or flickr and share the link here let the big boys foot those bills
1031,禁止任何攻击或侮辱性的言论
1032,禁止推广虚假内容或发布重复推广内容
1033,禁止违反伦理道德及社会共识的内容
1034,seid nett zueinander
1035,haltet die gesetze ein
1036,no afd und co
1037,wer gegen lgbtqia hetzt wird geblockt
1038,wer misogyne inhalte postet wird geblockt
1039,スパム等の迷惑サイトの宣伝誘導の禁止
1040,嫌がらせやストーカー誹謗中傷等の迷惑行為の禁止
1041,個人または集団に攻撃危害を加える事を目的とする圧力行為またはその内容
1042,他人の表現行動を著しく萎縮貶める内容の禁止
1043,意図的に他人を不快にさせる内容の禁止
1044,read the detailed code of conduct at httpsgeekcookbookfunkypenguinconzcommunitycodeofconduct
1045,tue was gut ist und vermeide was schlecht ist
1046,in einem höflichen ruhigen tonfall kann man auch über sehr unangenehme dinge reden
1047,verletzender sarkasmus oder zynismus vergiftet das gesprächsklima
1048,es ist ok über eigene negative gefühle zu reden solange man damit niemanden angreift
1049,sachlichkeit und höflichkeit statt polemik
1050,überprüfe deine quellen fake news untergraben unsere gesellschaft
1051,manche menschen wollen lieber ein wenig privater bleiben es ist ein gebot der höflichkeit das zu respektieren
1052,das strafrecht ist nicht die grenze des zu tolerierenden moralisches handeln beginnt weit davor
1053,menschen sind gleich viel wert und verdienen respektvolle behandlung intoleranz gegenüber anderen menschen hingegen die auf ethnischer zugehörigkeit geschlecht oder anderen schicksalshaften eigenschaften basiert verdient keinen respekt und ist abzulehnen
1054,this is a space for the rusyn people and their language imagine it as an online cafe the purpose of this space is to promote usage of and discussion with the rusyn language
1055,тото є місто про русинів і їх язык його ціль спомагати хоснованю русинського языка і діскусій на нім можете си за нього думати як за каварню в інтернеті
1056,пишіть лем по русинськы кідь мусай дашто написати другым языком покладьте варованя на текст cw за потребы адміністративны новины і оглашкы годны выходити другым языком
1057,честуйте ся мы не толеруєме тровлю язык ненависти нетерпимость до другых і тролованя вважайте жебы ся ваш текст не розумів як нечестованя або тролінґ кідь хотіли сьте вповісти штось друге ту ся причислює і бечелованя етнічной ґендерной сексуалной або іншой ідентичности другых
1058,змагайте ся запалити бесіду
1059,у міру можности ся варуйте спорных тем і свад сокотіть ся реліґійных і політичных од природы тем тото не є місто жебы тручати або силовати даяку ідеолоґію або понижати думаня другых
1060,при розхоженю думок справуйте ся почливо і з отвореным сердцьом кідь мусай ступайте до діскусії не як до дебаты або свады ай можности повчити ся
1061,будьте порядны не діліть ся ничим незаконным скарідным або негідным тото ся докывать контента сексуалного насилного або нелеґалного филю кідь ваш пост не мож позерати на людях не треба ся ним ту ділити
1062,не діліть ся рекламов промоціями спамом анкетами ітд без дозволу модераторів кідь ваш продукт або контент ся не односить до русинського уміня музикы моды або културы ту не слобідно глядати собі клієнтів або авдіторію
1063,nothing illegal in canada not up for debate do not make me regret having you here
1064,no hate speech or intolerance of any sort no transphobia homophobia racism ableism antisemitism no nothing no slurs not up for debate do not try me no warnings you do it you lose both your account and my respect
1065,no rightwing nonsense you should not be here in the first place you will not sway anyone i truly do not care
1066,nsfw is fine just use content warnings
1067,legal in canada discussion of illegal topics is fine just use content warnings when appropriate in doubt please avoid putting me in trouble and abstain
1068,self promo is fine just do it tastefully
1069,no web3 go away
1070,you are responsible for whoever uses your invites you are also transitively responsible for whoever uses their invites i could go on but you get the idea
1071,no shoes no shirt no problem
1072,no altright or fascistadjacent shit of any kind
1073,any expression of racism homophobia transphobia will result in a ban no exceptions for irony or any other excuse
1074,all nsfwnsfl content should include a content warning
1075,dont post anything that is illegal in the us
1076,no bully zone
1077,no se permite so pena de suspensión total o temporal de la cuenta acoso incitación o promoción del odio terrorismo conductas tóxicas nocivas o irrespetuosas insultos u otras expresiones de carácter violento
1078,no se permite so pena de suspensión total o temporal de la cuenta conductas intolerantes hacia distintos colectivos o étnias y justificación o defensa de dichas conductas ej fascismo nazismo machismo homofobia transfobia
1079,no se permite so pena de suspensión total o temporal de la cuenta usar bots de ingenieria social o programas automáticos sin objetivos legítimos
1080,no se permite so pena de suspensión total o temporal de la cuenta ningún tipo de pornografía infantil o cualquier otro contenido considerado ilegal bajo la legislación española
1081,no se permite so pena de suspensión total o temporal de la cuenta el uso de marketing agresivo yo fraudulento también denominado spam o intento de engaño cibernético phising
1082,no se permite so pena de suspensión total o temporal de la cuenta contenido exclusivamente publicitario
1083,no se permite so pena de suspensión total o temporal de la cuenta intentar atacar o perjudicar el servidor donde se aloja la instancia
1084,la difusión de noticias de dudosa procedencia polémicas sin base y sin fundamentos constructivos será solventada mediante la eliminación de dicho contenido usando la objetividad o aceptada subjetividad de administradores y moderadores
1085,el contenido sexual o explícito deberá ser marcado como tal so pena de una suspensión temporal o permanente de la cuenta
1086,no se permiten perfiles con contenido exclusivamente sobre culto o fanatismo religioso
1087,no se permiten perfiles con contenido exclusivamente pseudocientífico yo conspirativo sobre materias con base científica ej virología cambio climático
1088,las cuentas que únicamente se limiten a enviar contenido de otras redes como pueden ser cuentas enganchadas a un bot que captura tweets para publicarlos serán eliminadas
1089,la administración se reserva el derecho de modificar las normas si lo considera oportuno
1090,be excellent to each other
1091,mark sensitive content with a content warning
1092,illegal content such as child pornography unsurprisingly is not permitted
1093,spam is not permitted this includes creating spam accounts that only serve to provide profile links or advertise products and services
1094,you may not impersonate a person or brand without a clear indication the account is unofficial andor a parody parody accounts are permitted as are legitimate brand accounts
1095,gratuitous obscenity that serves no practical benefit to a discussion is not permitted
1096,dont be a jerk
1097,hate speech and abusive or threatening behavior is not permitted
1098,be nice and follow back were here to converse not broadcast
1099,be respectful and dont create drama this isnt reddit or twitter
1100,no csam or any other illegal material of that nature youll be banned and reported to authorities without appeal
1101,sexually explicit or violent media must be marked as sensitive when posting
1102,no hate racism sexism homophobia transphobia xenophobia
1103,no incitement of violence or promotion of violent ideologies
1104,no harassment dogpiling or doxxing of other users
1105,no content illegal in germany
1106,do not share false or misleading information that may lead to physical harm
1107,in short dont be an asshole
1108,note this instance is for people from the chaosfurs community
1109,sexually explicit or violent media must be marked as sensitive when posting contenido explícito debe ser marcado como sensitivo al publicar
1110,no racism sexism homophobia transphobia xenophobia or casteism no racismo sexismo homofobia transfobia xenofobia o clasismo
1111,no incitement of violence or promotion of violent ideologies no incitar violencia o promover ideologías violentas
1112,no harassment dogpiling or doxxing of other users no acoso bullying o doxxing hacia otros usuarios
1113,do not share intentionally false or misleading information no compartir información intencionalmente false o engañosa
1114,dont be a dick
1115,keep it legal at least dont get anyone in trouble
1116,マターリ一般人として過ごしましょ
1117,please adhere and respect the code of conduct as published here httpswwwpythonorgpsfconduct
1118,in short be nice respect others and treat others like well meet each other at a pycon tomorrow
1119,while we are blacklisted from most of the network already i am insistent that we dont give them any valid reasons to do so do not do anything that would be a valid reason to blacklist ligmapro
1120,attack ideas not people someone is stupid because theyre saying stupid things not because they belong to a different demographic group than you do
1121,do not use your ligmapro account to circumvent a block elsewhere
1122,you can be removed for any reason or no reason at all
1123,you came to this page looking for a reason to smugly add this domain to a blocklist for some strange reason these two sentences are more than enough
1124,sexually explicit or violent media must be marked as sensitive eg placed under content warning when posting
1125,no racism sexism kinkshaming homophobia transphobia xenophobia misogyny or casteism
1126,no incitement of violence or promotion of violent ideologies
1127,no harassment dogpiling or doxxing of other users
1128,no illegal content
1129,do not share intentionally false or misleading information
1130,no reactionary bigotry nazis terfs or other transphobes racists etc
1131,treat people on this server and in your online community with respect this is lower priority than rule 1
1132,dont do anything that will get this server in trouble with the law or people with expensive lawyers
1133,dont be a bigger jerk than binder
1134,ask for what you need
1135,use content warnings for statuses which might bug someone id rather we overwarn than underwarn note that people can configure their account to always open content warning statuses if they dont care about spoilers
1136,put some descriptive alt text on your images
1137,participate if i dont see posts by you especially if i dont know you im locking the account no lurking voyeurs you got a whole other site for that
1138,dieser server ist primär für die schlefaz gemeinschaft gedacht andere sachen sind aber selbstverständlich völlig ok
1139,we abide by the mastodon server covenant httpsjoinmastodonorgcovenant be excellent to each other
1140,no harassment no oppressive behavior while failure to recognize the boundaries of others may be met at first with a gentle attempt to educate you repeated failure will not be tolerated
1141,talk about what you are up to talk to other people about what they are up to make things share the sites where you fundraise for projects post your art share your knowledge ask the questions that keep you awake at night
1142,homophobia transphobia racism sexism or any of the other unexamined default settings some people grow up with no being a nazi isnt an opinion its shitty and aggressively boring take it somewhere else you can feel free to disagree somewhere else where none of us have to hear you
1143,machine learning scraping banned content originating from this site may not be used for machine training or other data mining activities without the individual authors written consent
1144,mark explicit or violent media as sensitive whether posted boosted or linked
1145,any language is ok here we write moderation actions and administrative communications in english we use machine translation and other resources to understand reports
1146,
1147,
1148,users must be 18 years or older to view contents in this server
1149,users must be willingly read watch andor listen to the the content in this server and was not forced to watch the content in this server
1150,user understand that the content of this server include but not limited to blood violence murder killing suicide wars fights cursing racism discrimination cyber bulling bulling personal information abuse and other bad behaviors or scenes that are uncomfortable to a lot of people
1151,users will not sue this site owner and workers for content on this server for any reasons
1152,users will be responsible for any consequences if they exposed contents on this website to other people and caused any damages or losses users is responsible to set their device properly
1153,no nazis racists terfs abelism or creeps of any kind lets be honest you shouldnt be welcome anywhere thats what got us into waves around
1154,respect peoples boundaries and privacy no means no someone blocked you let them be is their post not public dont scrape it
1155,be nice welcoming and empathetic other social platforms are intentionally designed to stoke divisiveness rage and dischord the only dischord you should be paying attention to is the one with fugazi on it anyway
1156,having a sense of humor doesnt hurt humor is all around its ok to be funnyas long as youre punching up not down if you dont know the difference you shouldnt be on this instance
1157,no crypto memestocks defi nft or web3 chatter the communities around these topics frequently slide into conspiracy and fascist horseshit not to mention just being outright scams
1158,dont be an asshole
1159,no hate speech towards protected classes will be tolerated
1160,if you have to ask if its allowed it probably isnt please ask the admin if you have any questions
1161,no hate speech were committed to maintaining a respectful inclusive environment hate speech or any other form of communication that demeans belittles or attacks someone will not be tolerated
1162,no bigotry any form of bigotry including but not limited to racism sexism homophobia and xenophobia is strictly prohibited this server values diversity and respect for all its members
1163,cryptocurrency and nfts shilling of joke coins is allowed but they must be clearly noted as such shilling of nfts with no utility or purpose is not permitted with exceptions for charitable causes that have been vetted and approved our focus is on education not profitchasing
1164,nsfw content nsfw content is permitted but must be given a clear content warning and tagged appropriately this allows members to optin or avoid such content based on their comfort level
1165,financial advice professional financial advice is permissible if youre legally certified eg cpa all others should focus on sharing knowledge not advice
1166,civil discourse we encourage open robust debate and intellectual exchange however we expect these discussions to be carried out in a respectful and civil manner aggressive or offensive language is not allowed
1167,content creator support we respect and support the rights of content creators unauthorized sharing or copying of anothers creative work is not allowed
1168,respect for privacy respect for personal privacy is paramount do not share another members private information without their explicit consent
1169,no spam avoid spamming the chat with repetitive messages ads or offtopic content
1170,profile conduct inappropriate usernames avatars or profile bios will not be tolerated
1171,safe environment threats harassment or any form of intimidation towards other members is strictly prohibited
1172,no illegal activity promotion or encouragement of illegal activities is not allowed
1173,constructive feedback offer feedback to other members constructively and politely maintaining a supportive and positive community environment
1174,no fascism fascism is in no way compatible with the openness and civility of this server if youre wondering why just open a history book
1175,any content that promotes or glorifies eating disorders including proana proanorexia and promia probulimia content is strictly prohibited
1176,spreading falsehoods disinformation conspiracy theories or any misleading information is not allowed this includes circular reporting shockprovoking content deepfakes and any form of intentional misinformation
1177,engaging in mass following of accounts or aggregation of content for the purpose of spamming or increasing followers artificially is prohibited
1178,faith by creating and using an account on mastnodefaith you assert that you are a christian ie someone who believes in the gospel of jesus christ
1179,moderation postings expressing groupbased enmity or hatred of any kind sectarianism racism sexism homophobia or transphobia will not be tolerated on this server
1180,goal please support when you can and at least do not hinder constructive faithbased engagement on the climate crisis and the other major global challenges of humanity
1181,do not engage in hate speech of any kind any post that contains hateful language meant to demean or harm another user or group of people will not be tolerated and your account and ip will be banned for doing so we are not a government so dont even try to claim first amendment rights
1182,use cw at your discretion to help protect the community at large it is expected that you can selfedit and place sensitive posts behind a cw warnings will be given for noncompliance and further action will be taken if the issue persists
1183,please report issues to the admins and moderators and let us take care of them please do not act as an admin or moderator if you are not instead report adverse activity so the team can handle it properly as well as make reports to other admins
1184,violence against any member of this or other instances will result in your account being banned if this is not clear enough for you then maybe this isnt the instance for you violent and threatening speach will not be tolerated against anyone on the fediverse and will result in an immediate ban
1185,talk share intermingle and have fun this server is meant to be a place where we can have all sorts of discussions and share our moments please keep that in mind when you post
1186,please submit missing language translations to mods and admins this system is translationenabled using libretranslate if you are unable to translate a post please share that post with a mod or admin so we can add the language pack to the system
1187,we are a safe place for the lgbtqia community you are safe here the admin and mod team are handpicked to be sensitive to our community and we will do everything we can to make sure you will be comfortable here anyone that is not part of the lgbtqia community or an ally need not apply
1188,no discrimination allowed ever we welcome all races ethnicities genders etc as long as you follow the rules we are stronger through diversity and through diversity we understand our selves better
1189,this instance honors reports from fediblock instances reported to the fediblock hashtag are reviewed throughout the day and added to our filters to help ensure the content here is not pluted by hatred and bigotry
1190,new account requests must have a meaningful reason when requesting a new account you must include a meaningful reason for joining this server requests that only have a word or two in the reason or the reason does not make sense will be rejected
1191,keine pornografie und obszönitäten
1192,kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit oder kastenwesen
1193,keine anstiftung zu gewalt oder förderung gewalttätiger ideologien
1194,keine belästigung dogpiling oder doxxing anderer nutzer
1195,keine inhalte die illegal in deutschland sind
1196,geben sie keine absichtlich falschen oder irreführenden informationen weiter
1197,this servers code of conduct is largely borrowed from bsides san franciscos code of conduct from 2023
1198,no discriminatory jokes and language
1199,no posting or displaying sexually explicit or violent material
1200,no doxing no posting or threatening to post other peoples personally identifying information doxing
1201,no personal insults related to gender sexual orientation race religion or disability
1202,no repeated harassment of others in general if someone asks you to stop then stop
1203,no violence threats of violence or violent language directed against another person
1204,no unwelcome sexual attention including sexualized comments or jokes inappropriate messaging or language
1205,no deliberate intimidation or stalking
1206,no advocating for or encouraging any of the above behavior
1207,all rules are set and enforced at the service operators discretion
1208,english is the primary language of this server the moderators and administrators reserve the right to remove posts if they are unable to be easily translated using freely available translation tools to determine if they violate our policies
1209,利用規約及びプライバシーポリシー httpstamasocialprivacypolicy をご覧ください
1210,法律に触れる行為は避けましょう
1211,荒らしはやめましょう
1212,営利的な行動は禁止です
1213,登録申請前に about や プライバシーポリシー を読んでください
1214,no advertising of commercial goods and services
1215,no spam
1216,no harassing people for what they are no racism sexism homophobia transphobia ableism etc
1217,no bots without express permission from the site administrators who will as a rule only allow those offering real benefits to the community
1218,no impersonating other people
1219,descriptions required for images and video alt tag
1220,in the event of a dispute site administrators decisions are made on a good faith basis but are final
1221,1 dont be a dick which isnt really as sufficient a rule as everyone who says it thinks it is until you add that i mike am the arbiter of who is a dick and if you dont like that you shouldnt have an account here which works out because only my friends have accounts here
1222,be respectful of each other try to avoid ad hominem
1223,we are progressive and will not tolerate racism antisemitism islamophobia casteism any kind of queerphobia or hate speech free speech is not a priority of this instance dont be a sealion or a concern troll
