,rules
552,dont post anything illegal
553,no hate speech or harassment
554,no conspiracism antivaxx covid denial flat earth etc
555,no crossposting boosts or replies
556,its good and cool to tell terfs and swerfs to fuck off
557,面白い投稿にはたのしーと反応しましょう
558,褒められたらわーいと返事しましょう
559,よくわからないことにはなんでなんでーと返事しましょう
560,ブロックされたら狩りごっこだね負けないよとブロック返しをしましょう
561,conformément aux lois françaises et à la jurisprudence les contenus pédopornographiques y compris sous forme dessinée sont illégaux et seront supprimés et les comptes concernés bloqués si distants ou supprimés si local
562,les contenus pornographiques ou visiblement violents doivent être marqués avec le drapeau sensible sensitive les comptes ne respectant pas cette règle seront rendus invisibles aux flux locaux et fédérés
563,la publicité sous forme répétée etou intrusive faisant mention dautres utilisateurices nest pas acceptée les comptes concernés seront rendus invisibles aux flux locaux et fédérés ou supprimés selon la gravité de la situation
564,approchez les personnes avec précaution et politesse si une personne vous demande darrêter de la mentionner ou quelle exprime ne plus vouloir participer à une discussion arrêtez immédiatement
565,sont interdits les propos images ou vidéos racistes sexistes homophobes ou transphobes
566,sont interdits les avances ou propositions à caractères sexuels nonsollicitées
567,sont interdit toute conduite en public ou en privé ayant pour but de traquer harceler ou intimider dautres personnes
568,il est interdit de rassembler publier disséminer les informations personnelles dune autre personne sans son autorisation explicite
569,il est interdit de poursuivre une conversation ou inciter une personne à poursuivre une interaction avec une personne ayant réclamé la cessation de ladite interaction peut être considéré comme du harcèlement indépendamment de la confidentialité employée
570,est interdit toute tentative de retournement dune oppression systémique par exemple racisme antiblanc sexisme antihomme hétérophobie cisphobie
571,il est interdit publier ou diffuser intentionnellement des propos diffamatoires calomnieux cela concerne aussi toute désinformation avec intention de tromper le gorafi ou the onion sont donc autorisés
572,règles basées sur celles de linstance mamotfr
573,nothing illegal
574,inhalte nur in deutschland erlaubtes nur familienfreundliche inhalte
575,block und löschung ich lösche alles was mir nicht passt ich blocke alles was mir nicht passt
576,die inhaber der accounts sind für ihre inhalte selbst verantwortlich les propriétaires des comptes sont euxmêmes responsables de leur contenu i titolari degli account sono responsabili dei propri contenuti
577,be kind
578,面白いと思ったことを書いてもかまいません
579,be excellent to each other
580,dies ist eine private instanz nur folgen nicht anfassen
581,impressum bitbasteleiadlerweb florian knodt im teich 11b d56648 saffig achtung reine briefadresse keine paketsendungen
582,adlerweb adlerwebinfo gpg 0x1321b9afa18836dc oder 0xc374b04a1a1ef2da bitte beachten sie dass eine elektronische kommunikation störanfällig und oft nicht verschlüsselt ist wenn sie auf eine sichergestellte übertragung wert legen verwenden sie bitte einschreiben oä
583,this is my personal mastodon instance ill mainly post things of interest or anything id like to keep track of
584,if youd like an account in my mastodon social network hit me up and no im not allowing randos to sign up but feel free to signup at any other mastodon instance and follow me back
585,la loi belge sapplique à ce serveur et la modération se fera conformément à la législation en vigueur mais ira même plus loin en ne tolérant aucune forme dintolérance
586,les propos racistes sexistes homophobes transphobes révisionnistes complotistes etc nont pas leur place ici et doivent être signalés
587,selon la gravité des faits un éventail de réactions est possible allant du simple rappel à lordre jusquau bannissement de lutilisateur fautif
588,be civil
589,sexually explicit or violent media should be marked as sensitive when posting
590,no illegal content
591,be excellent to each other
592,dont get banned
593,stay legal respect international laws from the country the instance is hold in united states laws from the admins country united states and from your own country
594,dont go insult others whether you say it straight to their face or not
595,content that is spammy racist sexist hateful or discriminating in any way is forbidden
596,stalking and harassment is forbidden if someone doesnt want to have anything to do with you leave them alone
597,screenshot dunking or taking screenshots of posts to repost is strongly discouraged and may lead to admin action
598,content warning cw drugs and lewd posts and pictures kinks must be listed in the cw
599,content warning real life gore kink and lewd content must be set as unlisted or followers only in addition to proper tagging in the cw that is content that includes nudes modified photos for kink purpose eg a muscle edit on a selfie and things such as bite marks
600,politics religion and other polemical subjects must be cw accordingly
601,requests for financial help and similar are welcome when under cw however try not to spam them
602,do not impersonate someone unless for parody purposes remaining respectful this includes using other peoples artworks without permission parody accounts must be tagged as such clearly in their profile description
603,you may not create another account on this instance if your previous account has been suspended
604,you may not use an avatar or header image if it shows content that is listed to be content warned
605,dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others art as your own may lead to suspension
606,were strongly against nfts and crypto as a whole this isnt the place for it ai art is tolerated as of now unless used for nefarious purposes
607,rules are rules since this is a personal server the rules are in my head
608,ゆっくりしていってね
609,sé amable con los demás
610,no postees spam amenazas o contenido ilegal
611,be good to each other
612,dont spam
613,ei rasismia seksismiä transfobiaa tai muuta vähemmistöihin kohdistuvaa syrjintää
614,ei laittomuuksia
615,ei häirintää doksausta valheellisen tiedon levittämistä tai muina esiintymistä
616,ei roskapostia
617,ei pornografista seksuaalista tai ylettömän väkivaltaista sisältöä
618,prohibida cualquier muestra de acoso e incitación o promoción del odio
619,prohibido publicar cualquier contenido de tipo sexual drogas como alcohol tabaco etc trastornos alimenticios etc sin su aviso de contenido yo cualquier contenido multimedia sin su marca de contenido sensible
620,prohibido publicar cualquier contenido que sea ilegal en el estado español
621,prohibido publicar spam o publicidad
622,no discrimination based on race gender sexual orientation disability ethnicity religion physical appearance or national origin
623,no xenophobia violent nationalism nazi symbolism holocaust denialism or promotion of violent ideologies
624,no stalking harassment dogpiling doxxing or brigading of users on this andor other servers
625,no spam including commerical promotional content advertising seo accounts existing only for commerical products andor services are not permitted
626,no content which is illegal in the united states
627,sexually explicit or violent media must be marked with an appropriate cw where ambiguity exists cw should be assumed
628,bots are welcome but require administrator approval bots are never permitted to interact with users without first being requested to do so
629,dont make me make a rule actions taken with the exclusive defense of there not being a rule are covered by this banning an account is more expendient than modifying the server rules expect this outcome
630,ehrlich und nett
631,
632,
633,
634,
635,
636,
637,
638,
639,
640,
641,️‍ love god ‍️ hear o israel the lord our god is one lord and thou shalt love the lord thy god with all thine heart and with all thy soul and with all thy might deuteronomy 645
642,️‍ love people thou shalt not avenge nor bear any grudge against the children of thy people but thou shalt love thy neighbour as thyself i am the lord leviticus 1918
643,️‍ love truth ‍ for we can do nothing against the truth but for the truth 2 corinthians 138
644,loathe pride ‍️ thus saith the lord let not the wise man glory in his wisdom neither let the mighty man glory in his might let not the rich man glory in his riches jeremiah 923
645,know god but let him that glorieth glory in this that he understandeth and knoweth me that i am the lord which exercise lovingkindness judgment and righteousness in the earth for in these things i delight saith the lord jeremiah 924
646,no sexually explicit or violent media on this server
647,no things that are illegal in the netherlands
648,no racism sexism homophobia transphobia xenophobia or casteism or any hate to people and animals
649,hide sensitive texts and media when there is a reason to do so
650,no incitement of violence or promotion of violent ideologies
651,do not share intentionally false or misleading information
652,no advertising no spam no spamming
653,its a one person instance so ill make up the rules as i go
654,dont be an asshole if you have to ask where the line is on that youre probably being an asshole
655,this is just an instance for me xipher mastodon is set to single user mode yet it keeps bothering me to set rules endlessly so heres the rules i can do what i want here
656,treat others as you wish to be treated
657,dont be an asshole
658,dont follow the rules to follow the rules
659,privacy is valued if you know me there is no need to state my name or where else i can be found anything i post here was intended to be here please dont go broadcasting it somewhere else
660,there is no absolute freespeech i reserve the right to mute block silence defederate or ignore
661,
662,
663,
664,
665,
666,
667,
668,
669,
670,idioma preferência por posts em português ou inglês
671,manifestações é proibido o uso deste servidor para emitir ou propagar discurso de ódio discriminatório ou de assédio
672,conteúdo vedado spam gore links maliciosos e incitação ou prática de crime serão motivo de ban ou exclusão
673,reply guys não precisamos de reply guys httpsreplyguycalamidadenet
674,cultura pop e tv posts sobre cultura pop incluindo programação televisiva música cinema esportes e efemérides são encorajados nesta instância sem restrições exceto as das regras 2 e 3
675,sexually explicit or violent media must be marked as sensitive when posting
676,no spam or intrusive advertising
677,no bigotry racism sexism homophobia transphobia xenophobia or casteism of any kind
678,no incitement of violence or promotion of violent ideologies
679,no harassment dogpiling or doxxing of other users
680,no illegal content
681,do not share intentionally false or misleading information this includes scamming
682,no promotion or selling of nfts
683,be a good human
684,mark media as sensitive when appropriate
685,its ok to state controversial opinions but be civil
686,we try not to block you are welcome to use them however
687,if a user doesnt want to take a conversation further be civil and respect that
688,be considerate
689,use your empathy
690,dont be a dick
691,posting of violent or promotion of violence is prohibited
692,vet your sources before posting potential misinformation
693,sexually explicit or violent media must be marked as sensitive when posting
694,no spam or advertising
695,no racism sexism homophobia transphobia xenophobia or casteism
696,no incitement of violence or promotion of violent ideologies
697,no harassment dogpiling or doxxing of other users
698,no illegal content germany
699,be nice to each other
700,be excellent to one another
701,
702,すべて世のありにくきことわが身とすみかとのはかなくあだなるさまかくのごとしいはむや所により身のほどにしたがひて心をなやますことあげてかぞふべからずもしおのづから身かずならずして權門のかたはらに居るものは深く悦ぶことあれども大にたのしぶにあたはずなげきある時も聲をあげて泣くことなし進退やすからずたちゐにつけて恐れをのゝくさまたとへば雀の鷹の巣に近づけるがごとし
703,もし貧しくして富める家の隣にをるものは朝夕すぼき姿を耻ぢてへつらひつゝ出で入る妻子僮僕のうらやめるさまを見るにも富める家のひとのないがしろなるけしきを聞くにも心念々にうごきて時としてやすからずもしせばき地に居れば近く炎上する時その害をのがるゝことなしもし邊地にあれば往反わづらひ多く盜賊の難はなれがたしいきほひあるものは貪欲ふかくひとり身なるものは人にかろしめらる
704,寶あればおそれ多く貧しければなげき切なり人を頼めば身他のやつことなり人をはごくめば心恩愛につかはる世にしたがへば身くるしまたしたがはねば狂へるに似たりいづれの所をしめいかなるわざをしてかしばしもこの身をやどし玉ゆらも心をなぐさむべき
705,treat others as you would like others to treat you
706,sexually explicit or violent media must be marked as sensitive when posting
707,no spam or advertising
708,no harassment dogpiling or doxxing of other users
709,no illegal content
710,no spreading of fake news or misinformation
711,no illegal stuff uk law applies use your common sense server logs will be handed over if required
712,be nice pretty please with sugar on top
713,no spam no commercials no adverts
714,if this thing generates hassle work or costs itll be evicted
715,われらは全世界の国民がひとしく恐怖と欠乏から免かれ平和のうちに生存する権利を有することを確認する
716,heb respect voor elkaar
717,geen links of referenties naar racistische hatelijke of offensieve content
718,geen accounts en toots die nodeloos ongefundeerd zijn
719,geen zaken die in nederland illegaal zijn
720,geen reclame en spam
721,this is a development server for personal purpose it could be unavailable running a custom fork of mastodon or shut down at any moment
722,respect du droit français et européen
723,respect des personnes et des idées
724,laïques baysiens et constructivistes sont les bienvenus
725,the first rule is that if youre using this server you should be me dan hon
726,during registration you have to pick a username this username cant be changed later so make sure it is the right one if you are in doubt if your username is suitable read our rules below first
727,after you sign up you have to verify your email address check your spam folder if you didnt receive a verification email
728,we have to adhere to german and european law leading for us however is the universal declaration of human rights
729,you are personally fully responsible and accountable for what you publish on tootpoedelwitzde without any exception whether you use a pseudonymalias or not
730,in other words we from tootpoedelwitzde and the mastodon project in general are completely not responsible and accountable for what you publish in any form whatsoever
731,we do not accept among other things racism in all its forms incl eg islamophobia antisemitism apartheid and casteism homophobia biphobia and such transphobia nbphobia and such sexism and misogyny fatshaming ableism and other forms of discrimination not mentioned here
732,we do not accept trolling hate speech sexual abuse of minors adults and animals also not virtual
733,we do not accept glorification of violence calls for murder death threats and terrorism militarism nationalism we dont accept any form of nationalism of nation states regional nationalism is allowed only without feeling superior than or discriminating against others
734,we do not accept colonialism and imperialism in all its forms incl zionism rightwing populism and rightwing and religious extremism evangelisation and other forms of religious propaganda local only extreme sects and cults
735,we do not accept marxistleninists stalinists maoists or other followers of extreme authoritarian so called communistsocialist ideologiesregimes aka tankies capitalists including so called anarchocapitalists ancaps
736,we do not accept anthropogenic climate change denial covid19 denial antivaccination rightwing conspiracy theories and hoaxes
737,we do not accept spam and other forms of advertisement if you publish continuously a very high number of public toots excl replies in a short time e g more than 1 toot every minute over a longer period of time we might consider that as spamming
738,we always keep the right to limit or delete your account we are fortunately very tolerant and therefore we will always think twice before we take these actions
739,please use the report tool if you think someone on this server or another server did not comply with our guidelines note that sometimes rules are only valid for local users
740,mikrobloggen følger mastodon server convenant som krever at vi skal slå ned på rasisme seksuell trakassering homofobi og transfobi poster du ting som kan oppleves som forstyrrende for andre nakenhet vold mm bruk innholdsadvarsel for tekst og bilde ikke post noe som bryter norsk lov
741,brudd på regel nummer 1 medfører automatisk sletting av innlegg og skriftlig advarsel gjentatte brudd vil bli tatt opp i driftsrådet og kan i ytterste konsekvens medføre utestengning uten tilbakebetaling av medlemsskap
742,mikrobloggen har et driftsråd som er ansvarlige for å vedlikeholde reglene og diskutere eventuelle sanksjoner mot brukere som har brutt reglene flere ganger ingen enkeltstående vaktmester kan utestenge en bruker uten at det har vært diskutert i rådet
743,alle brukere på mikrobloggen forplikter seg til å betale et årlig medlemsskap til topdogs sosietetsforening for å dekke sin del hostingkostnaden medlemsskapsavgiften er satt til kr 200 brukere som ikke betaler blir automatisk utestengt 14 dager etter forfall
744,dont be a dick
745,
746,
747,no hate speech or violent discrimination including but not limited to racism sexism homophobia transphobia ableism
748,no harassment spamming and other repeated or organized unwanted interactions especially against remote instances
749,no content illegal under french or european law
750,use content warnings for things that people might find objectionable including but not limited to sexual content violence and gore flickering animations subject to change i guess idk
751,be me if youre not me and youre on this instance you will be banned
752,minä olen sinut nimeltä kutsunut jes 431 älä ole anonyymi käytä sellaista nimeä josta sinut tunnetaan
753,rakasta lähimmäistäsi niin kuin itseäsi matt 2239 mastodon on turvallinen tila ei syrjivää väheksyvää rasistista tai seksististä kielenkäyttöä tai argumentointia
754,kunnioittakaa kilvan toinen toistanne room 1210 keskustellaan kunnioittavasti älä koskaan kyseenalaista esimerkiksi toisen olemusta seksuaalisuutta persoonaa tai elämänvalintoja
755,iloitkaa ja riemuitkaa laulakaa ja soittakaa ps 984
756,respect other members we do not tolerate any form of harassment discrimination insults or profanity
757,no inappropriate content violent pornographic or otherwise offensive content is not allowed
758,no spam unapproved promotional posts or any other form of spam will be removed
759,stay on topic this server is dedicated to indie and aaa video games so try to keep conversations relevant to these topics
760,respect privacy do not share personal information without the consent of those involved
761,dredgelords is a fun clan for grsm furry ally gamers we transcend stereotypes and do not gatekeep peoples identities be curious not cynical
762,no discrimination based on race gender sexuality nationality or age if you are offended by equality this is not your server those not signing the tolerance treaty are not tolerated
763,content warnings are to be used for distressing hurtful depressing or triggering content they have other uses too but those are the required cases
764,use sarcasm rudeness or hostile jokes only with people you are already close to and know they are cool with it
765,visit your account settings and set them correctly please make regular backups of your account if you value its contents
766,obey usa copyright law this server is based in the usa and subject to legal authority therin
767,no rules lawyering rules are subject to moderator interpretation you shall be in the spirit of compassion and acceptance not the letter of it
768,no hate
769,no harassment
770,no violence
771,no fascism
772,no colonialism
773,no white supremacy
774,no religious extremism
775,no nationalism
776,no racism
777,no homophobia
778,no transphobia
779,no conspiracy theories
780,no hacking
781,no nazism or fascism
782,no child porno
783,dont be racist sexist antiqueer
784,no threats of violence
785,no intentional misinformation
786,no doxxing
787,日本の法律を遵守してください
788,公序良俗に反する投稿は禁止です
789,無修正のr18コンテンツの投稿は禁止です
790,適宜 cwnsfw を活用してください
791,適宜 ミュートブロック を活用してください
792,モデレーションは全て管理者の独断で行われます
793,みんながニコニコできる振る舞いを心がけましょう
794,imagine you were about say whatever youre going to say to each of the people on the server individually if you have hesitations about saying it then its probably wise to keep it to yourself
795,dont do stupid shit
796,there is no spoon
797,警察のお世話になるような事はしない
798,人を傷つけるような事をしない
799,dont talk about fight club
800,do not talk about fight club
801,conceal your intentions
802,do not talk about fight club
803,do not talk about fight club
804,be kind
805,be nice to each other
806,stay legal dont post anything that violates german law
807,spam racist sexist hateful or discriminating posts in any form are forbidden
808,content warning policy drugs lewd posts and pictures kinks must be listed with a content warning
809,do not impersonate someone unless for parody purposes this includes using other peoples artworks without permission
810,parody accounts must be tagged as such clearly in their profile description
811,bots must be tagged as such and bot owners must ensure they will have a minimal impact on the instances performances
812,you may not use a header image or avatar if it shows content that is listed to be content warned
813,dont repost artworks without crediting the artist if you have a link to their gallery perfect if only their name better than nothing claiming others artwork as your own may lead to suspension
814,you must be 18 years of age or older
815,this server is for the exclusive use of the bkccyberharvardedu account
816,be decent respectable polite fair
817,be nice
818,no hate speech
819,no spam
820,no content considered illegal within belgium or eu
821,hier herrscht eine friedliche stimmung bitte persönlich nach weiteren regeln fragen
822,nothing interesting here just my personnal mastodon instance
823,zero tolerance for nazis or racists of any kind homophobes transphobes ablists and the like blocks come swiftly and without justification behave appropriately
824,no twitter mastodon crossposting do it in the other direction if you must
825,no cryptocurrency promotion
826,instances operated by companies with more than one billion euros of gdpr fines will be defederated
827,dont be cringe
828,dont promote vcbacked companies or products
829,dont do anything illegal
830,dont post an invite link to the public without checking if its okay first
831,if youre going to cause a lot of server load ie uploading a lot of media check if its okay first
832,treat everyone with respect absolutely no harassment witch hunting sexism racism or hate speech will be tolerated
833,no spam or selfpromotion without permission from a staff member this includes dming fellow members
834,nsfw must be blurred and have warning no hard violence or other graphically disturbing content
835,if you see something against the rules or something that makes you feel unsafe let staff know we want this instance to be a welcoming place
836,nsfw not safe for work cw content warning 公開範囲設定はしっかり利用してください 見たくない話題等についてはフィルターなどを利用して自衛してください botについてはpublicな投稿は避けて過度な頻度でトゥートすることは避けてください
837,法律は遵守してください
838,be cool
839,be kind ️
840,do not harass stalk discriminate or bully anyone
841,do not be oppressive or intolerant
842,do not engage with bullies block them or their server and move on
843,do not flood the timeline with spam bots or otherwise inhuman content
844,do not misgender or deadname anyone purposefully
845,do not share sensitive content without a cw content warning
846,do not publish or boost extremist or illegal content
847,sexually explicit or violent media must be marked as sensitive when posting
848,no racism sexism homophobia transphobia xenophobia or casteism
849,no incitement of violence or promotion of violent ideologies
850,no harassment dogpiling or doxxing of other users
851,no illegal content
852,do not share intentionally false or misleading information
853,no spamming or spammerlike behavior
854,be a kind human
855,no fascists racists transphobia or bigots of any kind will be tolerated i dont care about your free speech go tell it to your momma
856,beasts kin and hunters only
857,여러분의 다양한 주제를 자유롭게 나눌 수 있는 오픈코스 마스토돈입니다
858,인종 성 지향 및 정체성 장애 지역 및 국적 등을 이유로 다른 사람을 차별하는 행위를 금지합니다
859,선정적이거나 보고 싶지 않은 내용이 있을 때는 뮤트를 해주시고 추가로 차단이나 신고 기능을 이용해 주세요
860,후방주의 등 민감한 내용은 cw글 가리기 기능을 이용해 가려서 올려주세요
861,무분별한 비방이나 불법적인 주제를 요구하는 경우 경고후 차단 조치합니다
862,봇은 로컬이나 글로벌 타임라인이 아닌 홈 타임라인에서만 보일 수 있도록 해주세요
863,from the neighborhood come join us
864,keep it wholesome safe enough for kids and respectful enough for the pope or any monk or nun
865,dont be a jerk no harassment bullying or doxxing
866,be a peacekeeperpeacemaker no incitement of violence or promotion of violent ideologies
867,abide by the law no illegal content whatsoever
868,be a good neighbor be helpful and kind but do be honest too
869,dont be rude
870,dont harass anyone
871,dont be an asshole
872,acepto seguir las normas
873,no toxic and hateful speech we have a zerotolerance policy on attacks against anyones gender identity or expression sexual orientation race ethnicity nationality religion age disability personal appearance or socioeconomic status
874,no incitement of violence and no promotion of misleading or violent ideologies
875,no harassment dogpiling or unwanted advances you may not continue to engage with a user who has explicitly requested that you stop
876,no doxxing of other users unauthorised requests for or distribution of any personal information or data is not allowed please treat personally identifying information with respect and privacy
877,no content illegal in canada or copyrighted content that you dont own rights to illegal or copyrighted content is not allowed to be stored posted or discussed on this instance
878,sexually explicit or violent media must be marked appropriately posts and images with sexually explicit or violence must be flagged as sensitive and contain a content warning users may not have sexually explicit or violent media as a profile photo or header image
879,no spamming excessive posting boosting advertising or massmarketing posts will be actioned accordingly and based on intent
880,be yourself accounts intended to impersonate or parody are not permitted and those found to be directly misrepresenting themselves as another person or entity will be actioned accordingly
881,treat others respectfully
882,use an appropriate tone
883,respect the privacy of others
884,compliance with applicable law
885,avoid misinformation
886,no spam posts
887,mark sensitive content
888,only share poems that you have written and have the permission to share
889,no illegal content or solicitation of illegal services
890,no personal attacks or comments rooted in racism sexism homophobia transphobia casteism ableism etc
891,no ai generated content spam or malicious links
892,no plagiarism all original content is copyrighted by the poet and cannot be distributed or used without prior permission by the poet
893,no nsfw visual content or pornography
894,use content warnings for posts which contain depictions of sexual assault selfharm or violence
895,no doxxing revealing anothers personal information such as legal names phone numbers or addresses
896,believe that people are fundamentally good this takes courage
897,love peace and apple
898,be positive be kind be helpful answer questions provide answers
899,no crypto or nft links moderate your selfpromotion the mastodon community is not a marketplace
900,no hate speech no cruelty no trolls
901,no nsfw
902,no illegal content
903,be nice
904,
905,
906,
907,
908,
909,
910,follow the spirit of the fuzzy systems mission statement encouraging an open internet welcoming to everyone
911,respect boundaries set by others listen apologize if you overstep them give space failure to do so is an instant ban
912,instead of escalating flag toots for an admin to look into were not overcrowded here
913,cw anything that might potentially upset someone including nsfw content
914,ableism racism sexism transphobia xenophobia and microaggressions are all forbidden youll be banned if you repeatedly do it or if its serious but we all make mistakes and have things to unlearn
915,no content illegal in sweden
916,no racism sexism homophobia transphobia or xenophobia
917,no sexually explicit or violent media
918,no incitement of violence or promotion of violent ideologies
919,do not share false or misleading information that may lead to physical harm
920,humour is legal again subject to the whims of the owner
921,follow the rules
922,do not follow the rules
923,be nice except when you are not nice
924,follow your local laws and us laws
925,dont be a dick
926,be nice
927,no hate speech
928,no racism or hatred against minority groups
929,no bigotry
930,公序良俗に反するまたはそれらを助長するいかなる投稿を禁止しますこれには違法な行為不適切な言葉遣い暴力や性的内容を含む画像動画を投稿したり共有する行為が含まれます
931,人種宗教性別性的指向国籍障碍またはその他の特定のグループに対する蔑視や侮辱を目的とした差別的な言語使用を禁止します誰もが安全に利用できるコミュニティを維持するためヘイトスピーチや差別的な発言は許容されません
932,他のユーザーや第三者を威嚇脅迫人を傷つけるような言葉遣いは一切禁止しますまた暴力的な表現脅迫侮辱人格攻撃など他人を不快にさせる全ての行為を禁じます
933,第三者の著作物を侵害する行為は禁止しますこれにはイラスト音楽映像文学作品写真などが含まれます著作権や知的財産権を尊重することが求められます
934,他ユーザーおよび第三者の個人情報を共有する行為は禁止しますこれには住所電話番号メールアドレスなど特定の個人を特定できる情報が含まれます
935,意図的に誤った情報を共有したり誤解を招くような情報を流布する行為は禁止します信頼性と正確性を保つことが重要です
936,広告プロモーションまたはその他の未承認の商業的な内容いわゆるスパムを送信したり投稿することは禁止します
937,sns上で個人的な紛争をエスカレートさせることは避けてください問題が発生した場合はプライベートな通信手段を使用したり必要な場合には適切な法執行機関に連絡してください
938,this server is hosted and used by only two people so we dont really have any rules
939,this is a single user instance no account creation here so no specific rule is needed im not the kind of person that insult or harass people anyway
940,むやみにサーバーを破壊しない
941,no sexual content involving minors including artistic depictions no gore or extremely graphic violence including artistic depictions
942,no bigotry ie national socialism nazism holocaust denial racism alt rightfree speech transphobia misogyny critical discussion is ok any images of explicit hate symbols being discussed eg swastikas must be under a content warning
943,no trolling blatantly inciting violence or dangerous misinformation eg antivax conspiracy theories critical discussion is ok
944,no bots or automated mass followingcontent aggregation
945,dont be a jerk
946,this server is allinclusive respect everyone we dont discriminate against anyone for any reason with the exception of rule 3
947,no hateful activity hateful activity and speech will not be tolerated
948,cest mon serveur si tu veux un compte faut me demander
949,差別を無くす方向で快適さを保ちます
950,no faggotry
951,no personal information
952,no dick pics
953,be nice
954,no spamming unsolicited messages
955,no insult discrimination and harassment
956,no incitement to crime
957,no extremist content
958,sexual content must be marked accordingly
959,content depicting violence must be marked accordingly
960,welcome to the nap platform
961,everyone can join this community
962,dont rude to anyone
963,on the nap platform you must follow taiwanese laws
964,we accept nsfw content but you must label it as sensitive content
965,have fun
966,sexually explicit or violent media must be marked as sensitive when posting
967,no racism sexism homophobia transphobia xenophobia or casteism
968,no incitement of violence or promotion of violent ideologies
969,no harassment dogpiling or doxxing of other users
970,do not share intentionally false or misleading information
971,be kind and respectful
972,dont be a jerk be nice
973,be chill
974,be positive
975,be drykath
976,dont be a dick or at least be a pretty one
977,be nice
978,verhalte dich so das wir keine weiteren regeln definieren müssen
979,no peoples
980,dont be a dick
981,dont do anything that angers tom
982,this is a server only for me
983,dont be a dick
984,no spam or advertising
985,no illegal content
986,rules do not exist everything is an illusion
987,kindly fuck off enjoy the same ole shit and die at 47 idgaf
988,sexually explicit or violent media must be marked as sensitive when posting
989,no racism sexism homophobia transphobia xenophobia or casteism
990,no incitement of violence or promotion of violent ideologies
991,no harassment dogpiling or doxxing of other users
992,no content illegal in europe
993,do not share intentionally false or misleading information
994,
995,basically dont be an ass
996,
997,
998,
999,
1000,
1001,sexually explicit or violent media must be marked as sensitive when posting
1002,no racism sexism homophobia transphobia xenophobia or casteism
1003,no incitement of violence or promotion of violent ideologies
1004,no harassment dogpiling or doxxing of other users
1005,do not share intentionally false or misleading information
1006,this is a benevolent dictatorship the administrators of this site are donating their time and money to provide this platform and as a result reserve the right to delete dismiss silence purge or remove anyone at any time without explanation or justification
1007,we respect and support free speech even when it may be personally disagreeable
1008,no illegal activity or activity which might be construed as fostering illegal activity
1009,no personal or adhomenim attacks against other users both local and remote to this server
1010,do not engage in behavior which will likely result in this instance being banned or blocked entirely
1011,no overtly disparaging acts or comments which server no other purpose other than to denigrate a person based on their traits or characteristics witty memes and jokes are generally acceptable unless their sole purpose is to belittle or demean
1012,no pornography this is a private platform with limited public seating fine line here but lets just say there are plenty of places for porn on the internet this isnt one of them
1013,spam or unsolicited commercial posts will be deleted and the offending accounts will be removed without warning
1014,all bots parking account parody accounts or other similar activity is prohibited without express approval from an administrator
1015,anything not covered by other rules above should be covered under our first principle this is a benevolent dictatorship but ideally none of this will ever even matter since we fully expect people to behave as adults
1016,accounts which are created and never used aka parking accounts will be terminated without warning after 30 days of inactivity
1017,accounts which are not used within one year will be terminated without warning
1018,linstance friendica socialbadabamnet est administrée bénévolement du mieux que le peuvent les administrateurs cela vaut pour la disponibilité du service comme de sa mise à jour et la prise en charge des problèmes qui pourraient être rencontrés
1019,cette instance est soumise à la loi française étant hébergée en france
1020,ainsi globalement pas de racisme homophobie transphobie xénophobie harcèlement doxxing
1021,merci également de ne pas partager de manière intentionnelle des informations fausses ou trompeuses sauf à les afficher comme telles via un cw par exemple
1022,enfin merci dêtre courtois dans vos échanges
1023,profitez bien du fédiverse
1024,no afd
1025,dies is ein sicherer raum rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache um nicht zuletzt weiße vorherrschaft antisemitismus transphobie oder andere menschenfeindliche ideologien zu bewerben sind untersagt
1026,法律は守ってね
1027,no racism sexism transphobia ableism bodyshaming nazis or naziadjacent shit
1028,cw images of food eye contact bugs and insects and nsfw content
1029,describe posted images as a default
1030,be gracious and open to other perspectives
1031,this is a singleuser instance so this is mostly a list of reminders to myself and what to tell other admins to expect
1032,nicht erlaubt belästigung stalking doxxing verbreitung von verschwörungstheorien undoder deren befürwortung
1033,nicht erlaubt rassismus sexismus beschimpfungen oder deren befürwortung diskriminierung von geschlechtern und sexuellen minderheiten oder deren befürwortung gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus
1034,nicht erlaubt leute kontaktieren die klar gemacht haben dass sie keinen kontakt wollen dogpiling nicht markierter sexueller inhalt gewaltdarstellungen werbung oder bots
1035,nicht erlaubt andere in deutschland illegale inhalte
1036,harassment is forbidden the use of this server to harass individuals or groups specially minorities is forbidden
1037,doxing is forbidden we respect privacy you cant publish personal details of anyone else but yourself
1038,discrimination is forbidden in this server this includes discrimination by race origin current or past nationalities background of any kind job or career religion sex gender and sexual orientation
1039,respect the law
1040,no incitement of violence or promotion of violent ideologies
1041,sexually explicit or violent media must be marked as sensitive when posting
1042,you must be and independent adult it must be possible to hold you accountable for your content and usage of the platform and not your guardians or parents
1043,this server is for people who are charles miles or are friends or family of charles miles
1044,trying to keep number every small since its a tiny server
1045,keep everything clean no insults bullying or low blows no illegal content can be shared as stated by usa law ok now touch gloves
1046,be good pls
1047,no bad
1048,do memes
1049,respectez les autres utilisateurs
