,rules
401,keine verbreitung von verschwörungstheorien undoder deren befürwortung
402,kein rassismus sexismus beschimpfungen oder deren befürwortung
403,keine diskriminierung von geschlechtern und sexuellen minderheiten oder deren befürwortung
404,keine gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus
405,leute kontaktieren die klar gemacht haben dass sie keinen kontakt wollen dogpiling
406,keine nicht markierte werbung
407,keine automatisierte undoder übermäßige werbung
408,kein sexueller inhalt oder gewaltdarstellungen
409,keine bots die ohne ihre expliziten anfragen mit nutzer interagieren
410,soyez des gens bons ne prenez pas les modos et admins pour des jambons
411,vérifiez un minimum les informations avant de les partager ne soyez pas le porte parole de charlatans
412,marquez comme sensibles les médias nsfw
413,soyez des gens incroyables qui rédigent de temps à autre des posts qui ne sont pas un repost
414,禁止发布或发送任何具备威胁性攻击性猥亵性的文字图片或任何其他形式的信息
415,禁止冒用他人身份注册帐户
416,禁止对于其他用户的任何人肉doxxing行为
417,禁止任何形式的骚扰行为
418,禁止滥用服务器资源
419,禁止发布或发送有真实儿童从事或参与的色情内容
420,禁止滥发广告spamming
421,发布或发送不适合工作场合nsfw查看的内容时请加上内容警告cw 尤其是图片与视频
422,发布可见范围为公开public的嘟文的账户头像不应含有nsfw内容
423,禁止短时间内发布大量信息刷屏
424,dont be evil
425,shitposting is evil
426,nazism is also evil
427,and phobia is evil too
428,any kind of adult content that includes underage persons is not allowed
429,keep local timeline safe for work
430,be careful with people that dont understand jokes they can be offended
431,try to keep civil discourse even if the other side is not some people dont really know when their behavior is toxic that does not make them bad
432,respect free speech but do not abuse it
433,keep public content in english french or russian dont forget to set the correct one in the posts settings
434,mention that you read the rules in the registration message otherwise your account will not be approved
435,remember each activitypub instance has its own set of rules other servers have no obligation to follow our rule set but you can always block accountsservers on your side
436,you are 18 or older
437,du må vere over 16 år for å ha bruker
438,poster med støtende innhald skal ha innhaldsvarsling
439,vi tillater ikkje innhald som opptrer pornografisk
440,vi tillater ikkje innhald som er ulovlegt i noreg
441,vi tillater ikkje truslar eller promotering av voldeleg ideologi
442,vi har nulltoleranse for rasisme seksisme homofobi transfobi xenofobi kasteisme eller annen diskriminerende adferd
443,automatisert ikkjeautomatisert kryssposting frå andre plattformar utafor nettverket av desentraliserte sosiale medier er ikkje tillat innhald skal sjå ut som det er meint for mastodon
444,innhald som kan virke upassende i jobb eller offentleg samanheng skal ha innhaldsvarsel
445,people registering and maintaining accounts at romancelandiaclub agree to these rules as the starting point for conduct guidance you are also agreeing to review and abide by the full code of conduct below
446,no person registering a romancelandiaclub account shall use the account for harassment threats or intimidation nor to compromise the safety privacy or wellbeing of any other person on this or any other instance
447,no person shall engage in behavior disruptive to the ongoing communication among others if you are asked to cease an interaction or contact publicly or personally you will do so
448,the following are not permitted anywhere on romancelandiaclub holocaust denial and nazi symbolism promotion of fascist supremacist violent or hateful ideology or symbolism including in choice of user name or avatar willful misdisinformation that may harm others
449,if a participant engages in behavior that contravenes these rules the admins may take any action they deem appropriate up to and including deletion of an account from romancelandiaclub and identifying the participant publicly as someone about whom weve received complaints
450,禁止传播盗版物
451,禁止发布疑似传销拉人头的信息
452,禁止利用本站发布诈骗信息
453,理性讨论禁止言语蓄意引战或攻击他人
454,禁止使用本站构建存在强烈政治意图的新闻资讯机器人
455,如果您的账号单纯用来分享包含性器官裸漏刻画或描述性行为的图片以及影音资源您的账号可能会受到限制比如所发布的内容无法呈现在站点时间轴上
456,禁止纯粹以发布广告网站链接seo 为目的的账号
457,禁止讨论违禁药物儿童色情相关内容
458,keine gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus
459,keine inhalte die in deutschland illegal sind
460,keine diskriminierung oder deren befürwortung z b von abstammung geschlecht politische und sexuelle orientierung
461,keine sexuelle darstellungen von kindern
462,nicht gekennzeichnete undoder automatisierte undoder übermäßige werbung
463,nicht gekennzeichnete pornographische undoder sexueller inhalte
464,nicht gekennzeichnete gewaltdarstellungen in wort und bild
465,nicht gekennzeichnete religiöse inhalte
466,inhalte müssen auf deutsch oder englisch veröffentlicht werden
467,nicht gekennzeichnetes crossposting
468,we do not allow adult or violent content
469,we do not allow racism sexism homophobia transphobia xenophobia meritocracy casteism etc
470,advertising accounts are prohibited you can advertise yourself to some extent but that shouldnt be the sole purpose of your account
471,we do not allow conspiracy to commit terrorism or participation in crime
472,prohibition of acts that offend other users or promote social conflict
473,prohibition of abnormal behavior etc causing system failure
474,bots cannot create public posts without the permission of admin and cannot follow other peoples accounts without the consent of the account owner in addition bots should not send messages to other accounts first
475,must never impersonate anyone other than an agreed prank
476,sign up through temporary mail or guerrilla mail is prohibited please sign up with your email
477,only accounts related to animation cartoon game are accepted for registration are accepted
478,11deleted
479,12deleted
480,13deleted
481,14deleted
482,please follow the rules of the server and check the terms and conditions of the server before signing up
483,hassrede
484,desinformation
485,fehlende inhaltswarnung
486,nsfw ohne kennzeichnung bildervideos
487,trollpost
488,doxing
489,mobbingbullying
490,belästigung
491,não seja umae arrombadoae
492,não crie brigas e intrigas repetidamente causando mal estar na comunidade
493,não utilize as timelines públicas local e globalfederada como sala de chat sem uso de ou reply
494,é proibido qualquer tipo de discurso discriminatório como racismo homofobia misoginia transfobia xenofobia capacitismo e gordofobia
495,é proibida a apologia ao nazismo ou fascismo assim como discurso de ódio de cunho político
496,é proibida a publicação de pornografia infantil e lolicon
497,é proibido discurso ou imagens de crueldade contra animais
498,são proibida a publicação ou reprodução de fake news
499,é proibida publicação de conteúdo adulto sem aviso de conteúdo
500,são proibidos doxxing intimidação deliberada e stalking
501,são proibidos avanços sexuais indesejados isso inclui piadas ou comentários sexuais
502,é proibido crossposting posts vindos de outras redes como o twitter em timeline pública
503,é proibido spam e flood nas timelines públicas local e globalfederada
504,é proibido criar contas para se passar por celebridades ou marcas contas paródia ou contas de fã precisam estar explicitamente sinalizadas
505,é proibido discurso que romantiza eou incentiva práticas nocivas ao bemestar físico ou mental como distúrbios alimentares automutilação cutting e suicídio
506,comportamentos típicos de outras redes não serão permitidos nessa instância quem incorrer em xingamentos a usuários acusações levianas e provocações desnecessárias será banidoa da instância
507,só permitida se for foto pessoal não de terceiros marcada com cw e alerta de conteúdo sensível na imagem
508,nunca essa instância combate a pornografia comercial
509,nunca independente do conteúdo spam é caso de banimento
510,é proibido a divulgação de qualquer link malicioso ou para conteúdo ilegal
511,também nunca qualquer spoiler precisa de aviso de conteúdo
512,csam pedofilia ou qualquer conteúdo que fetichiza crianças são obviamente proibidos
513,aqui é proibido qualquer discurso de ódio ou seus derivados machismo misoginia racismo xenofobia transfobia homofobia apologia a toda e qualquer forma de opressão exploração e humilhação entre seres humanos apologia a governos autoritários nacionalismo extremista
514,é crime e é proibido aqui
515,se for intencional banimento imediato se for sem dolo congelamento da conta por cinco dias com banimento se o comportamento continuar
516,também conhecido como doxxing resulta em suspensão imediata
517,toda publicação de ameaça é causa de banimento
518,sempre com aviso de conteúdo cw e caso tenha imagens com aviso de imagem sensível dependendo do conteúdo se não for uma denúncia válida e necessária pode causar o banimento da conta
519,essa é uma instância política o uso de cw é opcional e fica a cargo do usuário
520,é proibido o envio de dms com conteúdo indesejável incluindo imagens
521,estão sujeitos à punição que vai depender do nível de violência comentários eou perguntas invasivas ex pedir a localização de alguém assédio continuar uma conversa que alguém não quer mais que continue
522,banimento imediato outros comportamentos nocivos como piadas ou comentários sexuais receberão punições que podem variar dependendo da gravidade
523,contas criadas em nome de marcas ou celebridades devem ser sinalizadas como paródia
524,com conversas infinitas é um comportamento desencorajado a continuidade pode levar à suspensão
525,use cw e aviso de conteúdo já que pode causar malestar e até convulsões em pessoas com epilepsia
526,algumas pessoas do espectro autista se incomodam com contato visual se possível use cw ou marque como conteúdo sensível
527,só podem ser usados na condição de que você acompanhe as suas notificações pelo menos com alguma regularidade do contrário resultará em suspensão após uma advertência
528,a conta de origem do crosspost deve ser sua e não de terceiros nesta instância não é permitida a criação de contas bot criadas exclusivamente para replicar conteúdos produzidos por terceiros
529,recomendamos o cw e aviso de conteúdo sensível para a imagem
530,situações ou imagens que podem causar fobia como bichos peçonhentos imagens com vários buracos e similares recomendamos o uso de cw e aviso de conteúdo sensível
531,posts que descrevam cenas violentas que falem em suicídio ou assassinato devem ter cw isso quando for uma notícia se o usuário estiver elea mesmo falando de cometer qualquer um desses atos o post será banido e se você estiver pensando em suicídio ligue 188
532,você será orientade sobre ferramentas de descrição receberá dicas de apps ajuda individual em caso de problema físico será lembrade por um bot caso se esqueça mas se depois de tudo não descrever terá sua conta congelada
533,do not break the law
534,do not open a businessprofessionalbrand account art music or homemade stuff is fine
535,do not create accounts for impersonation individuals groups or organisations
536,we do not accept racism in all its forms incl hate against muslims antisemitism apartheid and casteism see our terms of service for our complete definition
537,we do not accept hate against lesbians gays bisexuals pansexuals transgenders nonbinary people intersexual people queer people in general etc
538,sexism misogyny and hate against black women misogynoir
539,we do not accept ableism incl covid19 denialdownplaying and antivax and bodyshaming
540,we do not accept harassment and trolling
541,we also do not accept other forms of hate speech
542,we do not accept sexual abuse of minors adults and animals also not virtual
543,we do not accept glorification of violence calls for murder death threats terrorism and militarism
544,we do not accept neocolonialism incl zionism imperialism in all forms and nationalism above all nationalism of nation states incl flagssymbols of those on todon see our terms of service
545,we do not accept fascism rightwing populism and rightwing and religious extremism
546,we do not accept evangelisation and other forms of religious propaganda local only and extreme sects and cults
547,we do not accept marxistleninists stalinists maoists etc or other followers of extreme authoritarian so called communistsocialist ideologiesregimes aka tankies
548,we do not accept capitalists including so called anarchocapitalists aka ancaps and neoliberals
549,we do not accept anthropogenic climate change denial downplaying the climate crisis greenwashing and deceptive climate solutions like nuclear energy
550,we do not accept rightwing conspiracy theories hoaxes fake news and other forms of disinformation
551,another rule in our terms of service at wikitodoneutodonterms_en explain in the final step reports only
552,no hate speech
553,no fake news negationism science denial conspiracy theories
554,no personal attacks doxxing and any kind of abusive behavior
555,no extremist propaganda
556,no racism fascism nationalism extremism fundamentalism bigotism homophoby
557,be kind and promote kindness
558,sei kein arschloch du hast eine meinung das ist gut aber bitte beleidige niemanden bei deinen äußerungen
559,dont be an asshole you have an opinion thats fine but please dont offend anyone with what you say
560,belästigung stalking doxxing transmysogonie dogpiling rassismus sexismus hassrede beschimpfungen oder deren befürwortung und generell diskriminierendes verhalten werden nicht toleriert
561,harassment stalking doxxing transmisogyny dogpiling racism sexism hate speech abuse or the endorse thereof and generally disciminatory behaviour will not be tolerated
562,gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus sind verboten
563,violent nationalist propaganda nazi symbolism or promotion of nazu ideology are forbidden
564,keine aufrufe zu gewalttaten
565,no calls for violence
566,in deutschland illegale inhalte sexueller inhalt oder gewaltdarstellungen sind verboten
567,content that is illegal in germany sexual content or depictions of violence are prohibited
568,sprachen innerhalb dieser instanz sind nur deutsch und englisch
569,languages within this instance are german or english only
570,wir dulden keine querdenker impfgegner coronaleugner schwurbler
571,we do not tolerate querdenker vaccination opponents corona deniers schwurbler
572,falls du einen nsfwonly account erstellen möchtest ziehe eine andere instanz in betracht wir sind wahrscheinlich nicht geeignet für dich
573,if you want to create an nsfwonly account consider another instance we are probably not suitable for you
574,keine werbung bots nur nach absprache mit und ok von den admins
575,no advertisements bots only after talking with and ok from the admins
576,setze inhaltswarnungen bei entsprechendem textbildinhalt ein vieles das für dich selbstverständlich ist kann andere negativ triggern
577,use content warnings for corresponding textimage content many things that you take for granted can trigger others negatively
578,keine rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache starke sprache muss mit einer inhaltswarnung versehen werden
579,kein belästigung einzelner personen durch ungewünschte kontaktaufnahme stalking oder doxing
580,keine beiträge die in der republik österreich oder in der europäischen union gegen geltendes recht verstoßen
581,kein verbreiten von verschwörungserzählungen oder fakenews
582,nicht jugendfreie beiträge müssen als solche gekennzeichnet werden
583,profilbilder und banner die nicht jugendfrei sind werden nicht toleriert
584,kommerzielle werbung auf eigene produkte muss als solche gekennzeichnet sein übermäßige oder automatisierte werbung wird nicht toleriert
585,automatisiertes posten von texten und medien dritter sofern es nicht als zitat behandelt und darauf bezug genommen wird ist nicht erlaubt darunter fallen insbesondere automatische retweets von twitter
586,botaccounts also nutzerkonten die größtenteils automatisierte inhalte erstellen müssen als solche gekennzeichnet sein dürfen nicht auf der lokalen timeline posten und dürfen nur mit nutzerinnen interagieren wenn sie dazu eingeladen worden sind
587,nicht als jemand anderes ausgeben verwechslungsgefahr
588,beiträge dürfen nur in deutscher oder englischer sprache verfasst werden
589,rücksicht menschlichkeit und eine respektvolle diskussionskultur
590,zusammenhängende posts sind im allgemeinen in threads zusammen zu fassen antworten sind dabei bis auf thematische außnahmen auf ungelistet zu setzen
591,používejte cw pro nahotu erotiku
592,žádné podněcování k násilí nebo propagace násilných ideologií
593,žádný rasismus dětskou pornografii a vše co porušuje české zákony
594,buďte k sobě slušní prosím zachovejte zde slušnost vulgární a urážlivé příspěvky budou správci skupiny bez upozornění smazány
595,respektujte druhé netolerujeme žádné posměšné urážlivé nebo nenávistné komentáře týkající se rasy náboženství kultury sexuální orientace pohlaví identity ani politické příslušnosti a dalších věcí respektujte odlišnost názorů i životních postojů druhých
596,žádné obtěžování dogpiling nebo doxxing ostatních uživatelů
597,nesdílejte záměrně nepravdivé nebo zavádějící informace
598,žádný obsah nelegální v české republice nebo eu
599,žádnou pornografii no pornography
600,žádné účty které se vydávají za někoho jiného pokud nejsou jako takové jasně označeny za účelem parodie
601,žádný vizuální obsah zobrazující popravy vraždy sebevraždy rozřezání viditelné vnitřnosti nadměrné krveprolití nebo ohořelá těla všechny ostatní násilné snímky vyžadují upozornění na obsah
602,je zakázáno rozesílání spamu a nevyžádaných komerčních nabídek
603,nichts diskriminierendes jegliche form von diskriminierung ist verboten das inkludiert ist aber nicht beschränkt auf ableismus antisemitismus homofeindlichkeit islamophobie klassismus rassismus sexismus transfeindlichkeit etc
604,nichts ungesetzliches poste nichts ungesetzliches österreichisches recht eu recht
605,nichts belästigendes kein spam trolling bullying oder ähnliche belästigungen keine aufrufe zu hass oder gewalt keine pornographie
606,nichts automatisiertes keine bots kein crossposting zb spiegeln von twitter posts etc ohne kontext oder sonstiger interaktion
607,nichts absichtlich fälschliches keine fakenews falschinformationen wissenschaftsleugnung keine verbreitung von gerüchten oder propaganda
608,hinweis für unternehmenskonten unternehmenskonten unternehmensähnliche konten undoder geschäftskonten sind nur mit einschränkungen erlaubt inoffizielle unternehmenskonten werden gesperrt bezüglich unternehmenskonten wendet euch daher bitte vorab an supportfediversefoundation
609,english translation for our english speaking users we have prepared the the essential documents in our wiki please take a look here httpswikiappsfediatbooksfediversefoundationannouncements
610,keine rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache
611,kein belästigung einzelner personen durch ungewünschte kontaktaufnahme stalking oder doxing
612,keine verbreitung von inhalten die in der bundesrepublik deutschland gegen geltendes recht verstoßen
613,kein verbreiten von verschwörungserzählungen
614,nicht jugendfreie beiträge müssen als solche gekennzeichnet werden
615,profilbilder und banner die nicht jugendfrei sind werden nicht toleriert
616,werbung muss als solche gekennzeichnet sein übermäßige oder automatisierte werbung wird nicht toleriert
617,die lokale timeline soll den manuellen posts der mitgliederinnen von freiburgsocial vorbehalten bleiben automatisierte posts wie zum beispiel retweets von twitter müssen auf ungelistet gesetzt werden
618,botaccounts also nutzerkonten die größtenteils automatisierte inhalte erstellen müssen als solche gekennzeichnet sein dürfen nicht auf der lokalen timeline posten und dürfen nur mit nutzerinnen interagieren wenn sie dazu eingeladen worden sind
619,nicht als jemand anderes ausgeben verwechslungsgefahr
620,请勿发表任何攻击或侮辱性的言论
621,请勿发布盗版或任何侵犯他人知识产权的内容
622,请对敏感内容使用内容警告
623,请勿在岛站建立机器人账户
624,请勿以公开权限发布政治相关内容
625,use your brain and think before posting
626,no bullying or adhominem attacks but we do respect the fineline between sarcasm and adhominem and we do acknowledge sarcasm as an art as long as it is goodnatured
627,no doxxing no threats of physical violence no pornography no promotion of illegal activities of any kind
628,no spamming the site please make sure your posts are polite meaningful and add value
629,no repulsive photos andor gory photos
630,encourage thoughtfulness creativity and humor and shun dullards and barbarians
631,have fun
632,treat people with kindness
633,no racism homophobia xenophobia sexism discrimination nazis
634,report bad or suspicious activity ️ use the block button when needed
635,use a content warning cw when posting sexual graphic and potentially triggering subject matters
636,think carefully before sharing personal information
637,bleepbloopbleep no robots
638,està prohibida qualsevol mostra de discriminació que promogui o defensi lopressió de membres de grups minoritaris
639,estan prohibits els comportaments amenaçadors lassetjament i el doxxing
640,està prohibit lassetjament o qualsevol altra forma de contacte amb un usuari que hagi declarat que no desitja ser contactat
641,no és permès fer publicitat ni fer spam
642,les accions que pretenguin danyar kfemcat o el seu funcionament poden portar a la suspensió immediata del compte
643,els continguts illegals a catalunya espanya seran eliminats i poden portar a la suspensió immediata del compte
644,els bots i els crossposters estan permesos mentre les publicacions estiguin marcades com a no llistat
645,les publicacions on aparegui nuditat shan de fer com a no llistat sota un avís de contingut sensible nsfw
646,我們總看到一種苦笑總聽到一種聲音有什麼用呢什麼都不會改變言論的無力與無助良知的無力與無助似乎是普遍現象
647,this includes content that is particularly provocative even if it may not show specific body parts as well as dead bodies bloody injuries and other gore particularly obscene content may be prohibited entirely profile pictures and header images may not contain sexually explicit or violent media zero tolerance for child pornography
648,transphobic behavior such as intentional misgendering and deadnaming is strictly prohibited promotion of conversion therapy is strictly prohibited criticism of governments and religions is permissible unless being used as a proxy for discrimination
649,calling for people or groups to be assassinated murdered or attacked physically is strictly prohibited support for violent groups or events is prohibited
650,repeat attempts to communicate with users who have blocked you or creation of accounts solely to harass or insult individuals is strictly prohibited coordinated activity to attack other users is prohibited posting of private personal information about others is prohibited
651,false and misleading information and links from lowquality sources may not be posted especially if they are likely to mislead or confuse others or endanger their safety
652,content created by others must clearly provide a reference to the author creator or source for adult content this should include performers accounts may not solely post aigenerated content
653,no spam this includes commercial advertising promotion of services and seo
654,free to spread free to criticize free to believe or not to believe lets communicate with each other in a friendly manner
655,sexuell freizügige oder gewalttätige medien müssen mit einer inhaltswarnung versehen werden sexually explicit or violent media must be marked as sensitive when posting
656,kein rassismus sexismus homophobie transfeindlichkeit fremdenfeindlichkeit oder diskriminierung aufgrund der sozialen herkunft no racism sexism homophobia transphobia xenophobia or casteism
657,keine aufrufe zur gewalt oder verbreitung gewalttätiger ideen no incitement of violence or promotion of violent ideologies
658,keine belästigung mobbing oder bloßstellung anderer nutzer no harassment dogpiling or doxxing of other users
659,keine in deutschland rechtswidrigen inhalte no content illegal in germany
660,keine verbreitung von absichtlich falschen oder irreführenden informationen do not share intentionally false or misleading information
661,be respectful of one another
662,no discrimination or harassment including but not limited to racism sexism ableism homophobia or transphobia in regards to peoplemakinggames stance on recent mastodon discourse tone policing marginalized groups is tantamount to harassment it is not productive or useful
663,no incitement of violence or promotion of violent ideologies
664,no explicit nsfw content without content warnings andor sensitive media markers explicit content must not be used in user avatars or header images
665,provide appropriate content warnings on potentially sensitive posts we permit and even encourage topical discussions but ask that you respect the rights of others to have autonomy over the content they engage with
666,posts containing art not owned by the poster must be credited ideally with a link back to the source
667,the actions of individuals you bring to the community reflect back on you be responsible with your invites and avoid posting an invite link in a public place
668,mastodon v4 does not currently support badging for given roles until there is a ui implementation using the astro logo in your username is restricted to moderators and administrators thank you
669,no nfts crypto or web3 promotion while these topics can be discussed at a distance preferably behind cws if your primary reason for being here is to monetize via web3 there are more suitable cryptorelated instances available nfts may not be used in profile pictures
670,el contenido explícito o sensible debe ser marcado como tal al momento de postearse
671,se prohíben publicaciones racistas sexistas homofóbicas transfóbicas xenófobas o cualquier otra actitud discriminatoria contra las personas
672,se prohíbe la incitación a la violencia y la difusión de ideologías violentas
673,no está permitido acosar doxxear o incentivar el acoso de usuarios
674,está prohibido compartir intencionadamente información falsa malinterpretable o confusa en caso de caer en lo anterior de forma no intencionada debes borrar la publicación cuanto antes
675,dont disrepect other people não desrespeite outros usuários
676,dont break the laws não quebre as leis canadenses ou brasileiras
677,no facism é proibido a apologia ao facismo
678,no nazism é proibido a apologia ao nazismo
679,no colonialism
680,no religious extremism é proibido extremismo religioso
681,no xenophobia é proibido a xenofobia
682,no homophobia é proibido a homofobia
683,no transfobia é proibido a transfobia
684,no capacistim é proibido o capacitismo
685,no racism é proibido o racismo
686,no sexism and misogyny não toleramos sexismo ou misoginia
687,no violence or hate speech é proibida a apologia a violência e discurso de ódio
688,no lgtbqia disrespect this is a safe place for everyone
689,no neurodivergent adhd autism etc disrespect this is a safe place for everyone
690,no spam or flood não faça ou spam ou flood na timeline
691,no explicit sexual content without warning use the tag nsfw always é proibido o conteúdo sexual explícito sem avisos
692,no nudes that are not of your body with warnings and tag nsfw always sós poste nudes seus use avisos
693,if the content is not safe for work always use sensitive for images warning and the tag nsfw
694,dont share protected material especially software music books photos and videos não compartilhe material protegido se o fizer vamos denunciar
695,follow our rules and conduct code to be part of our collective or be suspended você precisa seguir nossas regras e código de conduta para ser parte de nosso coletivo do contrário sua conta será suspensa
696,no porn é proibida a pornografia
697,遵守新加坡以及您居住地的法律请善用可见范围功能
698,尊重长毛象中文社区文化习俗价值观否则可能会收到提醒警告冻结账号封禁账号
699,政治类内容建议使用 o3ocamcmxim
700,此类内容会被隐藏删除甚至导致封号广告营销仇恨暴力血腥种族歧视恐同裸露色情内容
701,respektvoller umgang
702,kein spam
703,meinungsfreiheit kommt immer erst nach der würde anderer
704,keine pornografie
705,keine bewerbung strafbarer handlungen oder illegaler angebote
706,potenziell anstößige inhalte bitte als nsfw markieren
707,no racism or hate speech
708,political discussion and debate is fine arguing like children is fine if you really want but keep it mostly civil and do not attack someone personally
709,interacting with the community is highly recommended but lurkers are welcome too if thats your thing
710,if you encounter issues with any of our servers and or members please let an admin or moderator know
711,treat others how you would like to be treated
712,do not advertise without permission and absolutely no link building campaign accounts accounts for knockoff imitation products gambling and cock fighting will be promptly blocked
713,do not link scam websites
714,staff and moderators decisions are authoritative and final but were still humans feel free to open a dialogue to ask about our decisions
715,community members are free to express themselves openly and give constructive criticism and feedback
716,no exposed genitalia penis vagina in your profile image or profile banner full nudity is allowed within posts when a content warning nsfwnudityetc is applied to inform folks of the content
717,valid and reachable email is required no temporary email accounts sorry we dont sell your emails or sign you up for bullshit but we _do_ need to be able to reach you should there be an issue with your account
718,no selling drugs legal or illegal on the platform
719,due to an ongoing attack against the network we have temporally changed registrations to require moderator approval
720,use your real name and be yourself your real world reputation is valuable here and your reputation here is valuable in the real world
721,treat people with respect
722,no sexism racism homophobia transphobia casteism or abusive behavior
723,sexually explicit or violent media must be marked as sensitive when posting
724,no incitement of violence or promotion of violent ideologies
725,beiträge die eine person oder gruppe diskriminieren sind nicht erlaubt dies betrifft insbesondere ableistische transfeindliche rassistische homophobe misogyne misandrische und antisemitische inhalte sowie vergleichbares
726,beiträge die die freiheitlichdemokratische grundordnung in frage stellen oder gar gefährden sind nicht erlaubt dazu gehört auch die unterstützung undemokratischer parteien ngos und gruppierungen wie beispielsweise der afd querdenken oder russia today
727,beiträge die gegen deutsches recht verstoßen sind nicht erlaubt dies betrifft insbesondere aber nicht ausschließlich belästigung beleidigung verleumdung drohung und doxing
728,für verschwörungsmythen außerhalb eines vernünftigen diskussionsrahmens bieten wir keine plattform
729,wissenschaftliche diskussionen sollen auf der basis von evidenz geführt werden sofern diese vorhanden ist entsprechende falschaussagen und deren verbreitung haben auf dieser instanz keinen platz
730,ein verstoß kann durch entfernen des beitrags verwarnung zeitweise sperrung oder löschung des kontos sanktioniert werden
731,alle haben das recht via beitragsmeldung oder email an kontaktmedibubbleorg zeitnah hilfe zu erhalten im streitfall gilt hier das gleiche wie bei munchkin ob gegen eine regel verstoßen wurde entscheidet das moderationsteam
732,vor der zeitweisen sperrung oder löschung eines kontos soll die betroffene person gehört werden widerspruch gegen sanktionen wird im vieraugenprinzip entschieden die gründe werden mitgeteilt transparente moderationsrichtlinien sollen nach und nach erarbeitet werden
733,instanzen die gegen og regeln verstoßen oder solche verstöße fördern werden instanzweit gesperrt twitterrelays werden instanzweit stummgeschaltet sodass sie auffindbar sind aber nicht aktiv angeboten werden einzelne dieser botkonten werden nach meldung desder betroffenen gesperrt
734,rule 1 no illegal content or conduct content or conduct that is illegal in the united states is strictly prohibited
735,rule 2 racism sexism homophobia transphobia and other discrimination is prohibited users who engage in such conduct are not welcome on our platform
736,rule 3 dont stalk or harass other users respect other users of our service and other federated instances
737,rule 4 misinformation and deceptive content is prohibited misinformation scams ponzi schemes and other deceptive tactics have become rampant on other platforms and we dont want to see a resurgence of it in the fediverse
738,rule 5 content warnings cw are required for nsfw content political discussion and debate religious promotion and debate and drug mentions
739,rule 52 dont put polarizing graphic or sensitive content in the content warning cw description
740,rule 6 respect the service spam and advertising is not acceptable but friendly automated bots are welcome
741,rule 7 use the report system if a user or instance is breaking the rules we recommend just reporting the content and not engaging
742,rule 81 account post language identification we require that all posts are properly marked with the language used which can be done at the account level through the account preferences page or perpost by clicking the language button next to cw content warning
743,rule 82 misleading or deceptive impersonation you may not impersonate an individual group or organization with the intent to deceive confuse and exploit other users parody accounts should tag themselves clearly in their profile description
744,rule 83 bot accounts must mark themselves as a bot and must post using unlisted followers only or mentioned people only so we can keep the local and federated timelines clear and focused on users
745,rule 84 no brand or governmentaffiliated account may be registered on pawbsocial services without prior written and publicly recorded approval except furry fandomoperated brands and events covered by the exception in our full rules
746,rule 85 if you have been suspended from any pawbsocial instance you may not create another account on any of our services
747,rule 86 all avatars and header images must not contain any content that is prohibited by any other rule in the code of conduct especially content that requires a content warning cw
748,the full code of conduct can be found at httpsdocsgooglecomdocumentd1jxkuljkmwemvcb_jaykg2l0stczehkdcqwimnkf6ko some rules and wording listed here have been summarized for brevity
749,be nice to each other no shitposting on this server trolls will not be tolerated please act in a civilized manner
750,no porn explicit or violent media racism sexism fascism homophobia or any other form of abusive behavior harassment or hate speech
751,no incitement of violence or promotion of violent ideologies
752,no doxxing of users any form of harassment will not be tolerated
753,no content illegal in belgium or by extension eu law
754,no intentional spreading of fake news false information or misleading content this includes attempts to impersonate mastodon staff
755,no spam or advertising
756,politics and religion is tolerated but discouraged please use a content warning if you do post them whatever your political or religious view may be is your concern but wed appreciate it if you wouldnt use this platform to plaster it in other peoples faces
757,please dont bring discussions from other social media channels over to mastodon if you want to discuss a topic please do it on the originating side
758,if youre a commercial or government entity or you represent one please consider hosting your own mastodon instance this instance is set up and paid for by volunteers in order to give users access to the fediverse its not intended to be used as a commercial or governmental platform
759,this is a private mastodon instance access to this server is a privilege and not a right the right to access andor use this server may be revoked at any given time
760,interpretation of these rules is up to the servers admin discretion and is not open for discussion they may change without prior notice
761,this server is for furries who can use korean the account may be suspended if the ip is located in a country other than korea or if you write in a language other than korean 이 서버는 한국어를 하거나 읽고 쓸 수 있는 사람 전용 인스턴스입니다 ip의 소재지가 한국 이외 국가이거나 한국어 이외의 언어로 글을 작성하면 계정이 정지될 수 있습니다
762,타인을 모욕하거나 괴롭히는 등 평화롭지 못한 목적으로 이용하지 마세요 반달리즘 트랜스포빅 사칭 등이 여기에 포함됩니다
763,다른 사용자들이 불쾌감을 느낄 수 있는 내용은 cwnsfw 표시를 꼭 해주세요 예시로는 고어물 과도한 성적 묘사 잔혹한 묘사 과도한 빛의 반짝임 등이 있습니다
764,사전에 승낙을 득 하지 않은 상업적 광고는 스팸으로 간주합니다 사전 승낙은 kurry 로 direct 툿 부탁드립니다
765,성소수자 혐오나치인종차별 등은 절대로 허용되지 않습니다
