,Instance Id,Instance Name,Is Dead,User Count,Description,Short,topic,active users
85,58e64e285002cc7716dd4000,mastodon.me.uk,False,2472,"<h2><a name='welcome'></a>Welcome!</h2>

<p>
Welcome to Mastodon.me.uk, a social media community hosted in the UK; part of the Fediverse/ActivityPub/Mastodon federated social network, which allows you to follow users on other communities. It's a bit like Twitter but without a single company in control.</p>
<p>
If you're new to the Fediverse, the <a href='https://fedi.tips/mastodon-and-the-fediverse-beginners-start-here/'>FediTips beginners' guide</a> is a great introduction. 
</p>

<h3>Arriving from Twitter?</h3>

<p>
If you're coming from Twitter, here are a few useful tools:
</p>

<ul>
<li>Find people you know over there by connecting your accounts up to <a href=""https://fedifinder.glitch.me/"">Fedifinder</a> or <a href=""https://twitodon.com/"">Twitodon</a>.</li>
<li>Many thing you might consider ""missing features"" are intentional; for instance, quoting other posts is intentionally not possible. Try to get comfy and learn a bit about the space before suggesting it should change.<li>
</ul>

<h2>Fediverse Etiquette (Fediquette?)</h2>

<ul>
<li>Use content warnings on posts that people might prefer not to see (politics most often, but you'll see many other examples). It's easy and polite.</li>
<li>Don't crosspost indiscriminately between networks.</li>
<li>#PutHashtagsInCamelCase, it makes them easier to read for everyone.</li>
<li>Add descriptions to your images. <a href='https://uxdesign.cc/how-to-write-an-image-description-2f30d3bf5546'>Object-Action-Context</a> is a great method.</li>
</ul>

<h2><a name='moderation'></a>How We Moderate Content</h2>

<p>
Your moderation team is <a href='https://mastodon.me.uk/@Floppy'>@Floppy</a>, <a href='https://mastodon.me.uk/@CatherineFlick'>@CatherineFlick</a>, <a href='https://mastodon.me.uk/@Darkedge'>@Darkedge</a>, <a href='https://mastodon.me.uk/@pauljrobinson'>@pauljrobinson</a>, and <a href='https://mastodon.me.uk/@jezhiggins'>@jezhiggins</a>. We hope to move to a democractically-elected mod team at some point when we work out how.
</p>

<p>
The moderation team on this instance are responsible for enforcing our Code of Conduct (see below). In general, our approach is to let people say what they like (unless clearly illegal), but prevent them saying it publicly where it can hurt others. We think that's best aligned with the principles of the Fediverse as a whole.
</p>

<ol>
<li>People that clearly breach UK law (or who are considered spammers by the mods) will be removed immediately.</li>
<li>People that attack other people or groups based on who they are (<em>not</em> for what they believe) will be suspended - that basically means they'll be silenced, and fully deleted after 30 days.</li>
<li>People that post offensive content, or who post regularly without using an appropriate content warning will be limited, making their posts only visible to their followers.</li>
<li>People that have previously posted offensive content on other networks (including Twitter) may be pre-emptively moderated here, though in general we will limit rather than suspend until the accounts actually breach the guidelines on <em>this</em> network.<li>
<li>Servers that fail to meet similar standards of moderation will be limited, though we much prefer to limit individuals if we can.</li>
<li>Servers that encourage offensive content will be blocked.</li>
</ol>

<p>
These principles apply to both local users and federated content, though obviously we can only take the ultimate action to delete content for local users.
</p>

<p>
We will react to reports as quickly as we can, though please remember we are humans and cannot always respond straight away (especially at night). And of course, we can only respond if we know about infringements, so please use the report button!
</p>

<h2>Funding</h2>

<p>
This is a volunteer-run community administered by <a href='https://mastodon.me.uk/@floppy'>@Floppy</a>, and hosted by <a href='https://www.mythic-beasts.com/'>Mythic Beasts</a> in the UK at <a href=""https://www.equinix.co.uk/data-centers/europe-colocation/united-kingdom-colocation/london-data-centers/ld8"">Canary Wharf</a>. Please support our running costs by joining the <a href='https://opencollective.com/mastodon-me-uk'>Open Collective</a> and becoming a backer. Thanks go to our existing backers - this place exists because of them!
</p>

<h2>Service Status</h2>

<p>
Service status is available from our <a href='https://stats.uptimerobot.com/qlYxVClvM'>status page</a>, and service updates will normally be posted as server announcements which you will see at the top of your home timeline.
</p>

<h2><a name='conduct'></a>Code of Conduct</h2>

<h3>Our Pledge</h3>

<p>In the interest of fostering an open and welcoming environment, we as
contributors and maintainers pledge to making participation in our project and
our community a harassment-free experience for everyone, regardless of age, body
size, disability, ethnicity, gender identity and expression, level of experience,
nationality, personal appearance, race, religion, class, or sexual identity and
orientation.</p>

<h3>Our Standards</h3>

<p>Examples of behavior that contributes to creating a positive environment
include:</p>

<ul>
  <li>Using welcoming and inclusive language</li>
  <li>Being respectful of differing viewpoints and experiences</li>
  <li>Gracefully accepting constructive criticism</li>
  <li>Focusing on what is best for the community</li>
  <li>Showing empathy towards other community members</li>
</ul>

<p>Examples of unacceptable behavior by participants include:</p>

<ul>
  <li>The use of sexualized language or imagery and unwelcome sexual attention or advances</li>
  <li>Trolling, insulting/derogatory comments, and personal attacks</li>
  <li>Public or private harassment</li>
  <li>Publishing others' private information, such as a physical or electronic address, without explicit permission</li>
  <li>Other conduct which could reasonably be considered inappropriate in a professional setting</li>
</ul>

<h3>Our Responsibilities</h3>

<p>Server admins are responsible for clarifying the standards of acceptable
behavior and are expected to take appropriate and fair corrective action in
response to any instances of unacceptable behavior.</p>

<p>Server admins have the right and responsibility to remove, edit, or
reject comments, commits, code, wiki edits, issues, and other contributions
that are not aligned to this Code of Conduct, or to ban temporarily or
permanently any contributor for other behaviors that they deem inappropriate,
threatening, offensive, or harmful.</p>

<h3>Scope</h3>

<p>This Code of Conduct applies both within project spaces and in public spaces
when an individual is representing the project or its community. Examples of
representing a project or community include using an official project e-mail
address, posting via an official social media account, or acting as an appointed
representative at an online or offline event. Representation of a project may be
further defined and clarified by project maintainers.</p>

<h3>Enforcement</h3>

<p>Instances of abusive, harassing, or otherwise unacceptable behavior may be
reported by contacting the administrator at <a href='https://mastodon.me.uk/@floppy'>@floppy</a>. All
complaints will be reviewed and investigated and will result in a response that
is deemed necessary and appropriate to the circumstances. The project team is
obligated to maintain confidentiality with regard to the reporter of an incident.
Further details of specific enforcement policies may be posted separately.</p>

<p>Server maintainers who do not follow or enforce the Code of Conduct in good
faith may face temporary or permanent repercussions as determined by other
members of the project's leadership.</p>

<h3>Attribution</h3>

<p>This Code of Conduct is adapted from the <a href=""http://contributor-covenant.org"">Contributor Covenant</a>, version 1.4,
available at <a href=""http://contributor-covenant.org/version/1/4/"">http://contributor-covenant.org/version/1/4</a>.</p>

<h2>Colophon</h2>
<p>
Marmite emote from <a href=""https://www.flaticon.com/authors/smashicons"">Smashicons</a>.
</p>
","Open, user-supported, corporation-free social media for the UK.",mastodon.me.uk,
86,64da6708aa3522f1f2d44303,jabbex.ru,False,2,,,Jabbex.Ru,
87,637b2d8bd94dca7f11e7ac75,pixelfilm.nz,False,100,"Pixelfilm is a place for film photography on the fediverse. Pixelfilm is federated, connected to other Pixelfed instances, along with Mastodon, Misskey, Pleroma, Peertube, and more.",Pixelfilm is a place for film photography on the fediverse.,Pixelfilm,
88,5a5149c4c8c76b1d9b1c8368,social.farend.co.jp,False,3,"<p><a href=""https://www.farend.co.jp/"">ファーエンドテクノロジー株式会社</a>の情報を発信します。リモートフォロー専用です。</p>
<ul>
<li>広報: <a href=""https://social.farend.co.jp/@info"">@info</a>
<li>サービス稼働状況: <a href=""https://social.farend.co.jp/@status"">@status</a>
</ul>",,social.farend.co.jp,
89,63b31bda9e33fd49f1736360,friend.fmal.com,False,0,,,FMAL Test Social Network,
90,637b2ae7ad72ace2dcf18c71,img.fabienphoto.eu,False,1,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.","Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",pixelfed,
91,63856dc24dfbaf8699813085,social.devsnorte.com,False,10,,A maior comunidade do norte do Brasil.,Devs Norte,
92,637b2758ad72ace2dcf17c80,mastodon1.artsrn.ualberta.ca,False,91,Welcome to masto1 at the University of Alberta. This community is for exploring Mastodon and the Fediverse.,"This is an instance of Mastodon at the University of Alberta.  We are using this instance mainly for testing, but we welcome those who want to learn more about open source social media.",ualberta masto1,
93,637b2fa4d94dca7f11e7b4e1,social.brokaw.org,False,3,Akkoma: The cooler fediverse server,,social.brokaw.org,
94,637b30fbd94dca7f11e7ba43,mastodon.internet-czas-dzialac.pl,False,4,,Oficjalna instancja Mastodona inicjatywy „Internet. Czas działać!”,Internet. Czas działać! - serwer Mastodona,
95,64a1c2658811878b6b00ea41,gts.umany222.net,False,1,,"<p><a href=""https://gts.umany222.net/@umany"" rel=""nofollow noreferrer noopener"" target=""_blank"">umany</a>の<a href=""https://gotosocial.org"" rel=""nofollow noreferrer noopener"" target=""_blank"">GoToSocial</a>インスタンスです</p><p>This is a <a href=""https://gotosocial.org"" rel=""nofollow noreferrer noopener"" target=""_blank"">GoToSocial</a> instance owned by <a href=""https://gts.umany222.net/@umany"" rel=""nofollow noreferrer noopener"" target=""_blank"">umany</a>.</p>",gts.umany222.net,
96,644133a479319848caa17caa,www.soraneto.com,False,375,"<p>All posts are available for adults only</p>
","부부 커플
18세 미만 접속금지
All posts are available for adults only.
No entry under the age of 18
",소라네토,
97,63ab40ba557cb0899c99294b,anomaly.center,False,2,"<p>Twitter is out of control and we feel it does not fit its purpose anymore. We received hundreds of messages nonrelevant to our interest and we decided that it is enough. </p>

<p>This Mastodon instance is focused on covering the topic we are interested in, but in the end, this is a safe place for everybody, it does not matter the discussion if you follow the rules. </p>

<p>Anomaly.center focuses on the unknown, the anomalous phenomena and we are trying to attract people who share the same interest, and in this way, we can share the same space in a clean place free of distractions.</p>
","This is a safe place for everybody interested in anomalous phenomena, ufology, UAPs, Skinwalker Ranch, ancient history, extraterrestrial, Area 51, the Greys, the Reptilians, the Nordics, Annunaki, etc",Anomaly Center Decentralized ,
98,637b2f92d94dca7f11e7b490,gender.systems,False,33,"<p><code>gender.systems</code> is an invite-only, general-purpose instance catering to queer &amp; left-leaning entities. Much of its core membership come from a traumaqueer/writing community known as <em>Empty Spaces</em> and the surrounding spheres.</p>

<h1>Registration</h1>

<p>Registration to <code>gender.systems</code> is on an invite-only basis. In order to join, you&#39;ll need to talk to someone here. Any member of <code>gender.systems</code> is capable of inviting someone.</p>

<h1>Code of Conduct</h1>

<h2>Short Version</h2>

<p>Moderation reports are handled as quickly as possible when they come in, though this may take up to 48 hours - moderation staff are all volunteers and have very busy lives.</p>

<p>This instance is not a free speech zone, and occurrences of fascism, transphobia, and any other hateful speech or ideology will be dealt with accordingly.</p>

<p>This instance is meant to be a safe and cozy space for all who inhabit it and are willing to abide by its rules. Please use content warnings when appropriate!</p>

<h2>Long Version</h2>

<p>This is not a legally binding document, and final interpretation is wholly up to the moderation and administration of <code>gender.systems</code>. They are presented to you solely to provide an insight to our moderation policies.</p>

<ol>
<li>Hate speech and discrimination are absolutely not tolerated. This is included, but not limited to: queerphobia, racism, ableism, sexism, xenophobia</li>
<li>This is a left-wing instance and, accordingly, &quot;centrism&quot; and right-wing politics will not be tolerated. This includes &quot;both-sides&quot;-ing issues such as transphobia.</li>
<li>Harassment of users both on gender.systems and on other instances is not allowed. This includes stalking, impeding use of the service or degrading the performance of the service. Examples include:

<ul>
<li>Continuing to engage in conversation with a user that has specifically requested for said engagement to end, regardless of platform-specific privacy tools.</li>
<li>Aggregating, posting, or sharing a user&#39;s personally-identifiable information (PII), known as <em>doxing</em>.</li>
<li>Inciting users to engage in said behavior may also be considered harassment.</li>
</ul></li>
<li>This instance is hosted in the United States of America, and is therefore subject to its laws. Please do not post content illegal in the USA.</li>
<li>This is not a sexual or explicit instance, but due to the nature of its content and the users within, all members must be 18 years or older. This is an internal rule only and individual gender.systems users are not restricted from interacting with minors or vice-versa.</li>
</ol>

<p>These rules notwithstanding, moderation reserves the right to revoke any user&#39;s access to the service at any time, for any reason, except where required by law.</p>

<h2>Content Warning / Sensitive Media Policy</h2>

<p>Content warnings are intended to make the timeline and the instance as a whole more comfortable for the community and those it federates with. Many members of <code>gender.systems</code> write about uncomfortable topics, and these may prove difficult for some users.</p>

<p>Mastodon provides a very helpful content warning field that can hide posts behind a line of text, providing a useful subject line for triggering content such as sexually explicit content, politics, etc.</p>

<p>Images can similarly be marked as sensitive, and we specifically ask that any sexually explicit content is marked as such.</p>

<p>Additionally, as gender.systems runs the Glitch fork and has an expanded character limit, users are requested to add content warnings to long posts as vanilla Mastodon does not have the functionality to collapse long posts.</p>

<p>We cannot enforce content warnings from other instances, and <strong>do not condone tone policing in any way.</strong> If you want to ask someone repost something with a content warning for any reason, please be polite and respectful.</p>

<hr>

<h1>Staff</h1>

<ul>
<li><img src=""https://gender.systems/system/accounts/avatars/000/000/277/original/b5ef93e3f798d421.jpg"" width=""32"" height=""32"" class=""about_avatar""> <a href=""https://gender.systems/@kvuzet"">@kvuzet</a> (Owner, Maintainer)</li>
<li><img src=""https://gender.systems/system/accounts/avatars/000/000/038/original/9879984f0832a669.png""  width=""32"" height=""32"" class=""about_avatar""> <a href=""https://gender.systems/@oathboundFamiliar"">@oathboundFamiliar</a> (Admin)</li>
<li><img src=""https://gender.systems/system/accounts/avatars/109/365/636/978/030/022/original/05075b2a3ad4f96d.jpg"" width=""32"" height=""32"" class=""about_avatar""> <a href=""https://gender.systems/@humvadev"">@humvadev</a> (Admin)</li>
<li><img src=""https://gender.systems/system/accounts/avatars/000/000/004/original/a2b609c4595dc6a5.png"" width=""32"" height=""32"" class=""about_avatar""> <a href=""https://gender.systems/@retrotimelady"">@retrotimelady</a> (Moderator)</li>
</ul>

<hr>

<h1>Restricted Instances</h1>

<p>We maintain a blocklist of instances that we do not federate with. If you believe that an instance should be added to this list, please contact an admin or moderator.</p>

<p><strong>For privacy and safety of our community, we do not comment on any specific instance blocks that we have in place.</strong></p>

<p>The list is visible for logged-in members under the section <strong>Moderated servers</strong> below.</p>

<hr>

<h1>Attributions</h1>

<p>Instance branding art by <a href=""https://gender.systems/@oathboundFamiliar"">@oathboundFamiliar</a>.</p>

<p>This instance uses <a href=""https://mutant.tech/"">Mutant Standard emoji</a>, which are licensed under a <a href=""https://creativecommons.org/licenses/by-nc-sa/4.0/"">Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License</a>.</p>
",gender.systems is an invite-only queer instance for those inhabiting the liminal spaces between worlds. Speak softly and tread carefully - the dolls are sleeping.,gender.systems,
99,638800176e9a63a65335c629,strings.io,False,1,Strings: the ActivityPub instance of Jerome Gravel-Niquet,,Strings,
