,rules
437,請閱讀 mastodon 使用說明httpssiaulianwordpresscom20210114mastodontaiwanuserguide
438,單純來丟廣告的殺無赦 accounts which only toot advertisements will be deleted without warning
439,sexually explicit or violent media must be marked as sensitive when posting
440,no racism sexism homophobia transphobia xenophobia or casteism
441,no incitement of violence or promotion of violent ideologies
442,no harassment dogpiling or doxxing of other users
443,do not share intentionally false or misleading information
444,soliciting should be behind a content warning or risk getting your account limited
445,dont be an asshole
446,no content illegal in singapore
447,some affiliation to singapore
448,we have a zerotolerance policy against bigoted behavior this especially includes but is not limited to racism sexism xenophobia antisemitism islamophobia transphobia and ableism
449,do not explicitly endorse systems of oppression as a remedy to the same this especially applies to the myth of meritocracy
450,do not argue for the existence or relevance of reverseracism or reversesexism racism and sexism are deep structural issues with culture and not the expression of single persons
451,make use of the content warning cw feature in mastodon extensively while this is a requirement for any adultdisturbing content particularly involving discussion about prohibited content we highly encourage using it as a general disclaimer regarding the content of your post
452,when youre asked to disengage do so if you want to start an argument it is better to ask if the person youre engaging would be interested in hearing your take first were trying to build a space where everyone feels comfortable being themselves not a debate club
453,anyone in near or who just loves philadelphia is welcome here
454,have fun be weird but keep it respectful of others
455,absolutely no racism sexism homophobia transphobia antisemitism etc allowed
456,no trolling andor personal attacks
457,no intentional misinformation
458,no nazis or any other forms of white supremacy allowed
459,you can share your work but absolutely no crypto scams or mlms
460,be a good citizen report posts that break the rules
461,rule 1 no illegal content or conduct content or conduct that is illegal in the united states is strictly prohibited
462,rule 2 racism sexism homophobia transphobia and other discrimination is prohibited users who engage in such conduct are not welcome on our platform
463,rule 3 dont stalk or harass other users respect other users of our service and other federated instances
464,rule 4 misinformation and deceptive content is prohibited misinformation scams ponzi schemes and other deceptive tactics have become rampant on other platforms and we dont want to see a resurgence of it in the fediverse
465,rule 5 content warnings cw are required for nsfw content political discussion and debate religious promotion and debate and drug mentions
466,rule 52 dont put polarizing graphic or sensitive content in the content warning cw description
467,rule 6 respect the service spam and advertising is not acceptable but friendly automated bots are welcome
468,rule 7 use the report system if a user or instance is breaking the rules we recommend just reporting the content and not engaging
469,rule 81 account post language identification we require that all posts are properly marked with the language used which can be done at the account level through the account preferences page or perpost by clicking the language button next to cw content warning
470,rule 82 misleading or deceptive impersonation you may not impersonate an individual group or organization with the intent to deceive confuse and exploit other users parody accounts should tag themselves clearly in their profile description
471,rule 83 bot accounts must mark themselves as a bot and must post using unlisted followers only or mentioned people only so we can keep the local and federated timelines clear and focused on users
472,rule 84 no brand or governmentaffiliated account may be registered on pawbsocial services without prior written and publicly recorded approval except furry fandomoperated brands and events covered by the exception in our full rules
473,rule 85 if you have been suspended from any pawbsocial instance you may not create another account on any of our services
474,rule 86 all avatars and header images must not contain any content that is prohibited by any other rule in the code of conduct especially content that requires a content warning cw
475,the full code of conduct can be found at httpsdocsgooglecomdocumentd1jxkuljkmwemvcb_jaykg2l0stczehkdcqwimnkf6ko some rules and wording listed here have been summarized for brevity
476,be excellent to each other ist leichter gesagt als getan und bedeutet verschiedene dinge für verschiedene menschen
477,wir tolerieren keine belästigung stalking und doxxing
478,wir tolerieren keinen rassismus sexismus verbalen missbrauch diskriminierung von geschlecht und sexuellen minderheiten oder die förderung einer dieser gruppen
479,wir tolerieren keine gewalttätige nationalistische propaganda keine nationalsozialistische symbolik und keine förderung der ideologie des nationalsozialismus
480,kontaktieren sie keine personen die deutlich gemacht haben dass sie keinen kontakt wollen dazu gehört auch dogpiling brigading
481,beiträge mit sexuellem inhalt oder gore müssen markiert werden
482,werbung muss markiert werden und darf nicht übertrieben oder automatisiert sein
483,bots dürfen nur dann mit einem benutzer interagieren wenn er von diesem dazu aufgefordert wird
484,wenn sie mit einer hohen frequenz posten müssen stellen sie bitte ihre beiträge auf nicht aufgelistet ein um die lokale zeitleiste lesbar zu halten
485,veröffentliche oder teile keine rassistischen sexistischen homophoben transphoben oder fremdenfeindlichen inhalte
486,teile keine inhalte die in deutschland illegal sind
487,teile keine inhalte die falsche oder irreführende informationen enthalten
488,belästige keine anderen teilnehmenden
489,beförder keine gewalt
490,gehe sparsam mit den systemressourcen um
491,kennzeichne erotische inhalte mit nsfw
492,veröffentliche keine pornografischen inhalte dies führt zur sofortigen löschung des accounts
493,verwende deinen account nicht kommerziell rein kommerziell genutzte accounts werden ohne vorwarnung gelöscht
494,sei freundlich
495,rule
496,sexually explicit or violent media must be marked as sensitive when posting
497,no racism sexism homophobia transphobia xenophobia or casteism
498,no incitement of violence or promotion of violent ideologies
499,no harassment dogpiling or doxxing of other users
500,no content illegal in the united states
501,do not share intentionally false or misleading information
502,you must be at least 13 years old to join
503,no unsolicited commercial communication spam replying to queries about your business is fine if you have a brand account any advertising posts must be followersonly
504,brand accounts must be for regional businesses and will be approved on a casebycase basis even if you have an invite please apply for an account so we can decide if we want to approve you brand accounts may be asked to contribute to server funding
505,be nice
506,spam not allowed
507,enjoy
508,all users must be 18 or over
509,all users must use tools provided by the platform eg blocking muting reporting to curate their own experience users must not expect other users to do this work for them eg via dnis etc
510,behaviors considered illegal harassing inappropriate derogatory or harmful to marginalized persons or otherwise against the terms of service or code of conduct are never tolerated
511,bots must be marked as such and must not make posts to public timelines more frequently than once per hour
512,accounts autocrossposted from twitter or other services may be suspended or limited without warning at the administrators sole discretion
513,adult and erotic content must only be posted in conformance to the adult and erotic content section of the code of conduct
514,inactive accounts ie those that have not been accessed for a period of six months or more may be deleted without warning at the administrators sole discretion
515,be courteous to others posting obvious flamebait to public timelines eg shipwars nuclearlevel takes on the discourse du jour etc may result in content or your account being limited or removed without warning at the administrators sole discretion
516,users caught encouraging or teaching others to circumvent instance rules the code of conduct or the terms of service will be penalized as if they themselves had performed the violation in question
517,the reposting of unmodified content from the users of other platforms eg crossposted retweets reposted art etc is prohibited please link to the original content instead
518,mercilessly bully any jorts user who edits their posts
519,dobbstown is for paid members of the church of the subgenius subgeniuscom
520,content more or less allowed by the first amendment of the united states constitution or broadcast tv in the usa or promutant anticonspiracy it is more or less allowed at dobbstown media cache retention content cache retention and user archive retention are set to 14 days
521,rev onan canobite is the final boss dont make my party a job
522,reports without a call to action may be considered for information purposes only remove this post is a call to action that subgenius is a jerk may be true but is not a call to action
523,rassismus wird nicht toleriert ebenso wie sexismus beschimpfungen sowie diskriminierung von minderheiten jeglicher art
524,extremismus jeglicher art wird nicht toleriert
525,im spezifischen tolerieren wir ebenso keine aggressivnationalistische propaganda keine nazisymboliken und keine befürwortung der ideologie des nationalsozialismus
526,verschwörungstheorien werden nicht toleriert
527,doxxing also das veröffentlichen von persönlichen daten anderer wird nicht toleriert
528,wir tolerieren keine belästigung und kein stalking nimm beispielsweise keinen kontakt zu menschen auf die klar gemacht haben dass sie nicht kontaktiert werden wollen
529,nicht jugendfreie beiträge müssen als solche gekennzeichnet werden
530,profilbilder und banner die nicht jugendfrei sind werden nicht toleriert
531,werbung muss als solche gekennzeichnet sein übermäßige oder automatisierte werbung wird nicht toleriert
532,automatisierte beiträge und twitterretweets sollten als ungelistet sichtbar für jeden jedoch unsichtbar in der lokalen zeitleiste gepostet werden die lokale zeitleiste soll ein ort für die gemeinschaft und menschliche interaktion sein
533,gemeinschaftlich betreute accounts sowie crossposts anderer netzwerke von lokalem interesse dürfen auch automatisiert öffentlich postengepostet werden
534,nutzer_innen mit sehr hohen beitragsfrequenzen sollten ihre beiträge auf ungelistet stellen um die lokale zeitleiste nicht zu überschwemmen
535,accounts welche größtenteils automatisiert mit beiträgen versorgt werden und nicht regelmäßig von menschen genutzt werden müssen als bot gekennzeichnet sein
536,bots dürfen nur mit nutzer_innen interagieren wenn diese dazu eingeladen wurden
537,act in good faith
538,treat others as they would like to be treated
539,sexual adult and graphic content must be cwed no posting art or sexual content without credit no ai generated art allowed
540,no minors no accounts impersonating minors no sexualized content of minors
541,no cops law enforcement or ice on thicchorse
542,no racism bigotry transphobia body shaming kink shaming this includes chasers and other forms of unwanted fetishization
543,no explicit profile photos or profile backgrounds
544,no accounts created directly to impersonate real people
545,no distributionposting illegal content that breaks us law this includes but is not limited to revenge porn stolen content csam or any content that depicts real nonconsensual sex
546,no timeline flooding this includes but is not limited to bulk advertisement automated posting any intentional method to make the timeline unreadable to others
547,no intentional actions to gain unauthorized access or harm thicchorse inappropriately accessing destroying copying or damaging resources
548,any hypothetical posting about death physically maiming or harming others should be cwed
549,no doxxing for legal and safety reasons even publicly available information can count if it targets an individual andor is potentially threatening
550,no racism homophobia etc 禁止各類歧視
551,no bloody violence 禁止血腥暴力
552,no sexual depictions of children 禁止兒童色情
553,no harassment stalking spam 禁止跟蹤騷擾
554,nsfw must be marked 標示敏感内容
555,good ol netikette be excellent to each other
556,wir akzeptieren humane werbung und bitten um unterstützung solange die accountbesitzerinnen ehrlich angeben was sie verkaufen oder wofür sie den support erbeten
557,themen wie zb die urheberrechtsreform dürfen auch hitzig diskutiert werden aber wählt die worte immer so als würdet ihr eurem gegenüber direkt in die augen sehen und nur einen arm weit entfernt sitzen
558,wir tolerieren hier keine hassrede kein stalking verbale gewalt oder doxxing wenn eine person keinen kontakt mit dir möchte dann kontaktiere sie auch nicht
559,ebenso dulden wir keinen rassismus sexismus diskriminierung von gendern ethnien oder minderheiten
560,wir tolerieren keine nazipropaganda nazisymbole oder rechtsgerichtete ideologie
561,solches und anderes verhalten gegen die community oder gegen einzelne kann dazu führen dass posts gelöscht accounts stumm geschaltet oder entfernt werden
562,um automatisch freigeschaltet zu werden muss deine registrierung das büchermenschenzauberwort enthalten das zauberwort lautet lesezeichen
563,wir tolerieren keine belästigung stalking und doxxing rassismus sexismus verbalen missbrauch diskriminierung von geschlecht und sexuellen minderheiten oder die unterstützung eines solchen verhaltens
564,wir tolerieren keine gewalttätige nationalistische propaganda keine nazisymbolik oder die förderung der ideologie des nationalsozialismus
565,jobanzeigen können gern gepostet werden sie müssen jedoch mit einem hashtag versehen werden openbibliojobs nach dem gesucht und gefiltert werden kann nutzerinnen können das hashtag jedoch auch muten um die timeline auf echte beiträge zu beschränken
566,werbeanzeigen müssen mit dem hashtag werbung gekennzeichnet werden und dürfen nicht übermäßig oder automatisiert sein
567,automatisierte beiträge sollten nicht aufgelistet sein für alle sichtbar machen aber nicht auf der lokalen zeitleiste erscheinen um die lokale zeitleiste als ort der menschlichen interaktion zu erhalten dies gilt für bots feedposter twitter retweets und twittercrossposts
568,no ads spam niente roba commerciale pubblicita spam etc
569,no nazi fascist racist sexist
570,local is the new social ci sbattiamo con e per le comunita locali che attraversano e curano i territori che abitano siamo un gruppo autogestito nato e cresciuto a torino e dintorni non vogliamo diventare grandi numericamente ma sostenere chi ci sta intorno
571,no apologia del fascismo nazismo
572,no contenuti vm18
573,no al trolling e shitposting
574,no allo spam al flooding e ai bot
575,no al proselitismo e allintolleranza religiosa
576,no a comportamenti molesti e tossici dogpiling o doxxing
577,no al razzismo sessismo misoginia omofobia bifobia lesbofobia transfobia afobia
578,no alla diffusione intenzionale di notizie false fuorvianti o manipolate e alla condivisione di informazioni con intenti antiscientifici
579,ca no està permès fer spam o compartir enllaços que insinuïn spam sobretot per a comptes nous es no está permitido hacer spam o compartir enlaces que insinúen spam sobretodo para cuentas nuevas
580,ca els comptes que estiguin inactives durant sis mesos seran eliminades de la db sense previ avís lesborrat de comptes es fa mensualment es las cuentas que estén inactivas durante seis meses serán eliminadas de la db sin previo aviso el borrado de cuentas se hace mensualmente
581,ca lús de crossposters està prohibit en el servidor tant si és de mastodon a twitter o de twitter a mastodon es el uso de crossposters está prohibido en el servidor tanto si es de mastodon a twitter o de twitter a mastodon
582,ca no està permès els comentaris que faltin el respecte a un usuari local o remot es no está permitido los comentarios que falten el respeto a un usuario local o remoto
583,ca en aquest node no està permès fer joseos lusuari local que el practiqui serà suspès immediatament es en este nodo no está permitido hacer joseos el usuario local que lo practique será suspendido inmediatamente
584,queda totalmente prohibido hacer comentarios yo subir contenido multimedia de carácter racista homófobo de transfobia sexista capacitista o cualquier otra forma de discriminación
585,ca si es detecta que sestà generant algun tipus dassetjament a una persona del fedivers el compte serà suspès immediatament es si se detecta que se está generando algún tipo de acoso a una persona del fediverso la cuenta será suspendida inmediatamente
586,ca queda totalment prohibit els discursos dodi es queda totalmente prohibido los discursos de odio
587,ca no està permès pujar contingut sexual explícit així com contingut on sapreciï abús sexual a menors i adults tampoc nudes personals es no está permitido subir contenido sexual explícito así como contenido donde se aprecie abuso sexual a menores y adultos tampoco nudes personales
588,ca està prohibit qualsevol forma de militarisme així com posicionarse clarament en un conflicte bèllic es está prohibido cualquier forma de militarismo así como posicionarse claramente en un conflicto bélico
589,ca està prohibit tot tipus de comentaris des de lextremadreta io populisme així com les seves teories conspiratives inclòs nwo es está prohibido todo tipo de comentarios desde la extremaderecha yo populismo así como sus teorías conspirativas incluido nwo
590,ca està prohibit tot tipus de contingut religiós que sigui intolerant es está prohibido todo tipo de contenido religioso que sea intolerante
591,ca no està permès parlar de criptomonedes tradding i altres mogudes de cryptobros i de com fer ric a la gent en qüestió de segons es no está permitido hablar serio de criptomonedas tradding y demás movidas de cryptobros y de como hacer rico a la gente en cuestión de segundos
592,ca no està permès mostrar captures on es puguin veure comentaris de moderació daltres admins daltres nodes o del mateix node es no está permitido mostrar capturas donde se puedan ver comentarios de moderación de otros admins de otros nodos o del mismo nodo
593,ca per a qualsevol altre dubte revisar les normes explicades de manera detallada a httpsxarxacloudaboutmore es para cualquier otra duda revisar las normas explicadas de forma detallada en httpsxarxacloudaboutmore
594,本站不能容忍任何对跨性别的攻击对于任何该类行为无论是否首次发生我们都会立刻进行账号封禁处理同时通报所有合作站点对您的邮箱个人身份和ip地址进行封禁
595,本站对非跨性别人士对跨性别的攻击会采取报复行动我们对跨性别者的定义为出生性别和精神性别不一致在能够hrt的环境下会进行hrt但由于环境因素没有进行或正在hrt中本站不认同在生存环境完全没有限制hrt机会的情况下不进行hrt的人士为跨性别青春期阻滞剂雌激素雄激素抗雄激素等均属于上述的hrt定义范围
596,本站不接受任何拥有子女子女未授权的情况下的人员注册和使用本站的隐私政策不适用于拥有子女子女未授权的人员和或拥有子女子女已离世的人员本站可以以任何方式使用这类人员的信息包括但不限于起诉作为报案内容提交人员所在国的政府机构作为线索提交特殊的第三方暴力机构等
597,keine belästigung stalking oder doxing engl no threatening behaviour stalking or doxxing
598,kein rassismus antisemitismus sexismus beschimpfungen mobbing vorsätzliches misgendern sowie deadnaming oder deren befürwortung engl no racism antisemitism sexism abuse intentional misgendering deadnaming or their endorsement
599,keine diskriminierung von geschlechtern und sexuellen minderheiten engl discrimination of sexes genders or sexual minorities
600,keine nationalistische propaganda oder nazisymbolismus engl no nationalist propaganda or nazi symbolism
601,keine kontaktierung von leuten die sich deutlich dagegen ausgesprochen haben engl no contact with a user who has stated that they do not wish to be contacted
602,keinen gewaltdarstellungen oder betrug engl no depiction of violence or fraud
603,keine bots die mit nutzern interagieren ohne dass sie sich ausdrücklich mit dieser interaktion einverstanden erklärt haben engl no bots which interact with users who have not agreed to this interaction
604,keine aktionen die versuchen diese instanz zu beschädigen oder die performance zu beeinträchtigen engl no actions intended to damage this instance or its performance
605,kein inhalte die in deutschland illegal sind engl no content that is illegal in germany
606,kommerzielle werbung nur ungelistet veröffentlichen engl publish commercial advertising only unlisted
607,建政和吵架请不要发在tl上
608,剧透请使用cw功能
609,涩图请酌情考虑可见度
610,本实例反垃圾antispam除此之外一切自由
611,本店保证不会主动泄露大家的数据但请务必注意隐私保护以防不可抗力造成的不必要麻烦
612,请尊重他人的知识产权未经作者许可禁止转载
613,本店无需自我审核使用不是为了方便的缩写但请勿持续无意义谩骂至于什么是无意义use your best judgement 随着内容的增长会更新细则
614,成人内容nsfw和可能引起他人不适的内容血腥暴力剧透较为偏激的言论等请善用折叠 cw 功能和说明
615,明确不欢迎如下内容种族主义性别歧视或对性少数群体的歧视涉及儿童的性描写仇外和或暴力民族主义其他煽动仇恨人身威胁骚扰辱骂的内容
616,为了保证sci站的稳定运行我们会严格审核你的申请请在注意隐私的前提下填写以下申请理由中的至少三项学术方向在sci站想要做什么其他实例的账号学术计划兴趣爱好等其他自我介绍更详尽的申请理由可以加快我们的审核速度
617,本站表情仅供学习交流严禁用于商业用途请于 1 银河年 galactic year 内删除
618,本站的其他使用条款以 o3oca嘟站和mcmxim长毛象中文站的交集为准 同样的如果您没有学术研究方向希望讨论偏政治的内容我们建议您重新考虑以选择更适合自己的 fedi 站点
619,la loi française sapplique à ce serveur et la modération se fera conformément à la législation en vigueur mais ira même plus loin en ne tolérant aucune forme dintolérance
620,les propos racistes sexistes homophobes transphobes révisionnistes complotistes etc nont pas leur place ici et doivent être signalés il en va de même pour la désinformation et la propagation dinformations infondées
621,la nudité même partielle ou à vocation artistique ne sera pas acceptée si vous voulez vous exhiber il y a des instances pour ça
622,les nouveaux comptes laissés inutilisés pas denvoi de message ou de reconnexion au compte un mois après leur création seront supprimés
623,le crossposting depuis twitter nest toléré quen mode nonlisté et seulement sil y a un minimum déchanges avec la communauté du fédivers plus particulièrement ceux qui réagiraient aux pouets
624,notre instance a pour thématique principale le jeu sous toutes ses formes il nest néanmoins pas interdit de parler dautres sujets tout sujet sensible ou potentiellement clivant politique religion etc devra être publié avec avertissement de contenu content warning ou cw
625,les propos injurieux et les attaques personnelles nont pas leur place dans les échanges publics mastodon nest pas twitter nous vous invitons à régler vos comptes en privé
626,pas de diffusion des idées dextrême droite
627,pas de racisme
628,pas de xénophobie en général
629,pas de confusionnisme
630,utilisation du cw pour la nudité ou la pornographie
631,discussions dans le respect des autres utilisateurs
632,pas de spam
633,principalement francophone
634,pas de comptes automatisés depuis twitter
635,pas de contenus haineux discriminants ou appelant à la haine
636,les contenus pour adultes textes images doivent être marqués comme sensibles avant dêtre publiés
637,pas de contenus illicites au regard des lois françaises et européennes
638,ne partagez pas intentionnellement des fausses informations
639,sauf cas avérés particulièrement graves les modérateurs se réservent le droit de suspendre ou supprimer tout compte après 3 signalements
640,no hate speech
641,do not harass others
642,coc harm none and do as you will
643,coc be welcoming
644,coc think is it true
645,coc think is it helpful
646,coc think is it inspiring
647,coc think is it necessary
648,coc think is it kind
649,image without alt text
650,sensitive food
651,sensitive eye contact
652,sensitive epilepsy
653,sensitive violent
654,cw politics
655,cw trauma
656,cw mental health
657,cw tragic events
658,cw death or suicide
659,cw sexually explicit
660,cw weight loss
661,cw drug use
662,no fascists
663,notify admin about fediblock do not forward
664,do not post content that is illegal in the united states or france
665,request emojo in this post for use at paganplus do not forward
666,禁止发表针对任何群体尤指弱势群体的歧视及仇恨言论包括但不仅限于性取向性别种族地域爱好性癖疾病婚恋状况请使用合适的限定词
667,对于不适合工作场所查看的内容如露骨详细的成人内容敏感直白的政治内容等以及过长的嘟文请善用折叠 cw标记媒体为敏感内容和嘟文可见范围功能
668,请勿人身攻击在对方没有违反规定的前提下请尽量友好地讨论问题或者使用隐藏屏蔽功能
669,请勿未经允许将其ta用户的原创嘟文转载至其它平台
670,禁止将其ta用户的隐私信息不打码发布在其它平台或滥用举报干涉ta人的正当权利
671,禁止使用自动化程序等手段大量获取本站及跨站的数据
672,禁止骚扰猥亵恐吓威胁诱骗霸凌人肉其ta用户
673,禁止发布儿童真人色情虐待动物内容
674,禁止将本站服务用于正常交流以外用途的滥用行为
675,本服务器规则最终解释权归站长所有
676,鼓勵思想政治等方面的討論也歡迎生活娛樂
677,可以把這裡當作你的豆瓣臉書副站也可以把這裡當你的個人心情角落
678,保障資料穩定安全如果機器效能空間不夠站長會負責升級
679,本站無明確禁止內容規則但不意味著可以容許所有內容的存在例如人身攻擊濫發廣告等遇到爭議時站長希望以協商方式處理當爭議無法調和時本站會配合你進行資料轉移與帳戶遷移
680,sei kein arschloch du hast eine meinung das ist gut aber bitte beleidige niemanden bei deinen äußerungen
681,diskriminiere niemanden rassistische sexistische frauenfeindliche homophobe antisemitische und andere menschenfeindliche beiträge sind bei uns verboten
682,halte dich an gesetze ganz einfach auch im internet kann man angezeigt werden
683,du bist für deine privatsphäre verantwortlich wenn du nicht willst dass etwas im internet über dich steht veröffentliche es nicht
684,falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht
685,wir dulden keine belästigung einschließlich brigading dogpiling oder jede andere form der kontaktaufnahme mit einem nutzer der angegeben hat dass er nicht kontaktiert werden möchte
686,wir dulden keine gewalttätige nationalistische propaganda keine nazisymbolik und keine förderung der ideologie des nationalsozialismus
687,inhalte die in europa illegal sind werden gelöscht und können zur sofortigen sperrung des kontos führen
688,mach dich nicht lustig über andere und sei nicht herablassend beachte dass sich ironie sarkasmus oder ähnliche ausdrucksformen nicht gut in die schriftsprache übertragen lassen und dazu neigen diskussionen oder missverständnisse zu eskalieren
689,automatisierte beiträge sollten als nicht gelistet gepostet werden d h sie sind sichtbar aber nicht in der lokalen zeitleiste dies gilt auch für bots feedposter twitterretweets und twittercrossposts crossposterkonten die sich nicht aktiv beteiligen können von uns entfernt werden
690,wir dulden keine verschwörungstheorien die das oben genannte undoder ähnliche verhalten unterstützen oder dazu führen
691,behandle andere menschen so wie du auch behandelt werden möchtest
692,sexually explicit or violent media must be marked as sensitive
693,no racism sexism homophobia transphobia xenophobia or casteism
694,no incitement of violence or promotion of violent ideologies
695,no harassment dogpiling or doxxing of other users
696,no content that is illegal under german law
697,no intentionally false or misleading information
698,do not share intentionally false or misleading information
699,no harassment dogpiling or doxxing of other users
700,nsfw content must be marked as sensitive when posting
701,no racism sexism homophobia transphobia xenophobia or casteism
702,no incitement of violence or promotion of violent ideologies
703,you may not harassbully people incite violence andor post hate speech eg racism homophobia transphobia ableism etc this includes other abusive behavior such as cyberbullying brigadingdogpiling doxxing trolling swatting sending death threats abusing fediblock tag etc
704,do not post misinformation antivaxx covid19 misinformation 5g conspiracy theories or anything to extremist movements national socialism altright ultramaga voicing support for fascisttotalitarian regimes etc
705,do not post images associated with hate movements extremist ideologies or groups confederate states altright etc
706,nsfw content must be tagged approprately with content warning applied or marked as sensitive no posting of underaged sexualexplicit content real lifecsamcsem and loliconshotacon is allowed this rule is handled differently for servers on the exception list see about page
707,properly credit artwork that you didnt create use aiart for any artwork that is generated from ai so users can properly filter it accounts may not solely post aigenerated content
708,do not post spam links to scam sites pirated materials phishing sites or websites that break federal laws self promotion is ok as long the links are safe and does not break the above rules
709,by using this service you are expected to follow the laws of the united states of america refrain from posting anything that may break federal laws
710,no minimodding if you see any post break the rules report the post instead
711,sensitive content eg violence bloodgore nsfw self harm should be put behind a content warning or mark sensitive demanding andor berating users for not using cw except from a moderator is not allowed
712,creator accounts must be japanese mediaculture related or inspired this rule does not apply to noncreators see about page for full details
713,you may operate bots but they must follow our rules and must be japanese media related no more than 4 public posts in an hour or 16 unlisted posts in an hour no repetitive posts unless unlisted bots cannot use ai chat bots eg chatgpt
714,no impersonation accounts are allowed of any creator or famous people without proper identification parody accounts may not be created here rp accounts are however allowed
715,most importantly no nazis no terfs no hate speech no homophobia no transphobia no racism no misogyny no antisemitism no q bullshit no antihate speech it not itself a kind of hate speech
716,use a content warning cw for adultnsfw content spoilers discussions of potentially upsettingstressful political events and subjects likely to be upsettingtraumatic ie suicide or trigger a common phobia read the directors cut for specifics
717,bots are fine so long as theyre contributing something fun to the community and marked using the this is a bot checkbox in their profile
718,advertising is only allowed for personal projects ie podcasts youtube channels twitch streams personal shops etc it is also encouraged for personal projects show off your stuff
719,the administration and moderators are the final say in any disputes on the site the administration reserves the right to ban based solely on edgelordchanner vibes
720,ce serveur est ouvert à toute personne liée à lenseignement lenseignement supérieur la recherche la communauté éducative sans limite thématique
721,vous acceptez les conditions générales dutilisation des services sciencesre disponibles sur httpssciencesrementionslégales
722,les langues à privilégier sur ce serveur sont le français ou langlais sans pour autant que cela soit une obligation mais cela aide pour la modération en cas de doute si les modérateurs ne parlent pas la langue ils utiliseront des outils de traduction automatique imparfaits
723,la pornographie et la nudité doivent être obligatoirement indiquées comme nsfw de même pour contenus sensibleschoquants qui doivent avoir un content warning approprié
724,le contenu publicitaire na pas sa place sur cette instance les diffusions scientifiques sont bien évidemment autorisées en particulier venant dorganismes à but non lucratifs publics de presses universitaires décoles duniversités
725,les comptes automatisés crosspost automatique depuis twitter par exemple doivent être indiqués comme robots en cochant ceci est un robot dans léditeur de profils
726,
727,
728,
729,
730,
731,
732,
733,
734,
735,se espera de los usuarios que traten a los demás con respeto y amabilidad
736,el objetivo de la comunidad es crear un ambiente de intercambio agradable
737,no se acepta ninguna expresión discriminatoria basada en sexo etnicidad orientación sexual o identidad de genero
738,la administración moderará el contenido según su criterio y actuando de buena fe
739,vlastníkem a provozovatelem mastodon instance cztwittercz je šerif olikočková šerif určuje pravidla a má vždy poslední slovo vymáhat pravidla mu pomáhají pomocníci šerifa moderátoři
740,fotografie a média zobrazující mrtvé osoby či zvířata erotický či pornografický obsah musí být označen jako citlivý obsah pomocí funkce cw
741,je povinné dodržovat netiketu a zásady nekonfliktní mezilidské komunikace je zakázáno jiným uživatelům vyhrožovat vydírat je nebo je jiným způsobem obtěžovat rovněž je zakázáno k těmto činům nabádat ostatní uživatele
742,je zakázáno kohokoli urážet na základě pohlaví rasy barvy pleti jazyka víry náboženství či sexuální orientace
743,je zakázána jakákoli podpora hnutí či politických stran směřujících k potlačení práv a svobod člověka
744,je zakázáno šířit dezinformace výjimkou jsou příspěvky které je uvádějí na pravou míru
745,je zakázáno schvalovat či obhajovat trestné činy nebo k nim ostatní uživatele nabádat
746,je zakázána podpora a propagace terorismu
747,je zakázáno popírat zpochybňovat schvalovat či ospravedlňovat genocidia a válečné zločiny
748,je zakázáno rozesílání spamu a nevyžádaných komerčních nabídek
749,je zakázáno bez předchozího výslovného souhlasu posílat erotický či pornografický obsah jiné osobě
750,posts are moderated our federation depends on being a trustworthy instance obeying local jurisdictions and prohibiting harm and abuse
751,harmful and abusive speech and behaviors include the language and tactics of the white supremacy movement and its affiliations are strictly prohibited and enforced
752,accounts and servers will be permanently banned for engaging in sexual content involving minors including artistic depictions gore and graphic violence national socialism nazism holocaust denial racism alt right gendercritical sex and gender discrimination transphobia misogyny
753,no crypto our federation depends on inhibiting the infiltration of capitalism into the processes of redecentralizing the internet
754,be friendly and keep it civilized
755,this server is no place for hate speech racismfascism and other forms of abusive behavior
756,no things that infringes belgian law such as child pornography or eu law by extent
757,server admins can change these rules at any time if needed these will be communicated in the announcements
758,no incitement of violence or promotion of violent ideologies
759,no harassment dogpiling or doxxing of other users
760,do not intentionally share misleading information
761,organizations and companies must use their organizationcompany email address when signing up although we reccomend that they setup their own instance or using an managed hosted mastodon platform see tos
762,no spam or trolling
763,do not try to inpersonate other users or brands unless its a parody but keep it civilized
764,use content warnings cw where needed such as spoilers and sensitive posts that may trigger other people
765,no nsfw content
766,please consult the admin if you want to use a bot account on this instance
767,posting excessive amount of ads or self promotion is disallowed
768,deze server is voor allen van laag tot hoog in rang die onderwijs een zeer warm hart toedragen we respecteren elkaars mening en laten elkaar in waarde
769,weeslief we hanteren de regels conform nl avg en wetgeving die op moment geldig is
770,donatie graag zelfs en hier vind je alle informatie daarover httpswwwdoneeractienlmastodoneducation69393
771,active moderation against nude racism sexism homophobia and transphobia use your own name
772,this server is for everyone from low to high in rank who have a very warm heart for education we respect each others opinion and value each other
773,actieve moderatie tegen naakt racisme seksisme homofobie en transfobie gebruik je eigen naam
774,be nice we use the rules in accordance with nl avggpdr and legislation
775,valse namen of berichten en indien bewezen resulteert in een ban
776,false names or messages and if proven results in a ban
777,using an bot be aware that to many post can be seen as spam no spamming
778,no content that is illegal in germany
779,the main language on this instance is english
780,no nsfw or other triggers like transphobia etc without cw
781,no hate speechdiscriminationetc
782,no oppressive language or actions
783,no harassmentstalking
784,respect peoples pronouns
785,be excellent to other ppl
