,Instance Name,User Count Bin,Topic Counts,Broad Category Counts,Entropy
1016,ingwine.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
1017,inkspill.co,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Mis/Disinformation/Conspiracy': 1, 'NSFW': 2, 'Illegal Content': 1, 'Content Warnings': 1, 'Impersonation': 1}","{'Action': 0, 'Behavior': 1, 'Content': 6, 'Distribution': 0}",0.5916727785823275
1018,inne.city,$10^{2}$ to $10^{3}$,"{'Illegal Content': 1, 'Hate Speech': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
1019,innocent.yukimochi.io,$10^{2}$ to $10^{3}$,"{'Harassment': 1, 'Trolling': 1, 'Spam': 1, 'Automated tools': 1, 'NSFW': 1, 'Illegal Content': 2}","{'Action': 1, 'Behavior': 2, 'Content': 3, 'Distribution': 1}",1.8423709931771084
1020,inscribe.social,$10^{1}$ to $10^{2}$ ,"{'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 2, 'Content': 4, 'Distribution': 0}",0.9182958340544896
1021,insta.landofkittens.social,$10^{2}$ to $10^{3}$,"{'Illegal Content': 2, 'Incitement of Violence': 1, 'Hate Speech': 1, 'NSFW': 1, 'Content Warnings': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 0, 'Content': 6, 'Distribution': 2}",0.8112781244591328
1022,interledger.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 1, 'Dogpiling': 1, 'Doxxing/ Personal Info': 1, 'Incitement of Violence': 1, 'Images': 1, 'NSFW': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 3, 'Content': 5, 'Distribution': 0}",0.954434002924965
1023,io.mwl.io,$10^{1}$ to $10^{2}$ ,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
1024,ioc.exchange,$10^{5}$ to $10^{6}$ ,"{'Content Warnings': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Hate Speech': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 2}",1.0
1025,iosdev.space,$10^{4}$ to $10^{5}$,"{'Harassment': 1, 'Hate Speech': 1, 'Content Warnings': 1, 'NSFW': 1, 'Images': 1}","{'Action': 0, 'Behavior': 1, 'Content': 4, 'Distribution': 0}",0.7219280948873623
1026,irrsinn.life,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 2, 'NSFW': 1, 'Content Warnings': 1, 'Images': 1, 'Harassment': 1, 'Dogpiling': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 3, 'Content': 5, 'Distribution': 0}",0.954434002924965
1027,irsoluciones.social,$10^{4}$ to $10^{5}$,"{'Spam': 1, 'Hate Speech': 2, 'Harassment': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 1, 'Content': 3, 'Distribution': 1}",1.3709505944546687
1028,is-a.cat,$10^{2}$ to $10^{3}$,"{'Hate Speech': 2, 'Mis/Disinformation/Conspiracy': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 2}",0.9709505944546686
1029,is.nota.live,$10^{4}$ to $10^{5}$,"{'NSFW': 1, 'Content Warnings': 1, 'Illegal Content': 1, 'Hate Speech': 2, 'Advertising & Commercialization': 1, 'Spam': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 5, 'Distribution': 2}",1.2987949406953985
1030,isocial.cloud,$10^{2}$ to $10^{3}$,"{'Automated tools': 3, 'Not Applicable': 1, 'Harassment': 4, 'Copyright/ Piracy': 2, 'Incitement of Violence': 2, 'Hate Speech': 1, 'NSFW': 1, 'Illegal Content': 1, 'Images': 1, 'Doxxing/ Personal Info': 1, 'Impersonation': 2, 'Spam': 1}","{'Action': 3, 'Behavior': 7, 'Content': 6, 'Distribution': 3}",1.89682043644058
1031,ist-ur.org,$10^{2}$ to $10^{3}$,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
1032,istheguy.com,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
1033,istoleyour.pw,$10^{1}$ to $10^{2}$ ,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 2, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 2, 'Content': 7, 'Distribution': 0}",0.7642045065086203
1034,italkedtostrangers.com,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 3, 'Illegal Content': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Impersonation': 1, 'Incitement of Violence': 1, 'Doxxing/ Personal Info': 1, 'Copyright/ Piracy': 1}","{'Action': 0, 'Behavior': 5, 'Content': 3, 'Distribution': 3}",1.5394847569315018
1035,itdev.social,$10^{2}$ to $10^{3}$,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 2, 'Content': 6, 'Distribution': 0}",0.8112781244591328
1036,iu.social,$10^{3}$ to $10^{4}$,"{'Hate Speech': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
1037,iyasaretai.pw,$10^{2}$ to $10^{3}$,"{'Illegal Content': 1, 'Not Applicable': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
1038,jade.moe,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Content Warnings': 3, 'NSFW': 2, 'Images': 1, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 0, 'Content': 8, 'Distribution': 0}",-0.0
1039,jako.social,$10^{2}$ to $10^{3}$,"{'Illegal Content': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Incitement of Violence': 2, 'Hate Speech': 1, 'NSFW': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 5, 'Distribution': 2}",1.2987949406953985
1040,jamesgallagher.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'NSFW': 1, 'Content Warnings': 1, 'Images': 1, 'Harassment': 1, 'Illegal Content': 1, 'Incitement of Violence': 1, 'Mis/Disinformation/Conspiracy': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 1, 'Content': 7, 'Distribution': 2}",1.1567796494470395
1041,jasette.facil.services,$10^{3}$ to $10^{4}$,"{'Incitement of Violence': 2, 'Hate Speech': 2, 'NSFW': 1, 'Illegal Content': 3, 'Harassment': 3, 'Copyright/ Piracy': 1, 'Doxxing/ Personal Info': 1, 'Links & Outside Content': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 4, 'Content': 9, 'Distribution': 3}",1.4197367178034825
1042,jauntygoat.net,$10^{2}$ to $10^{3}$,"{'Impersonation': 1, 'Advertising & Commercialization': 2, 'Spam': 2}","{'Action': 0, 'Behavior': 1, 'Content': 0, 'Distribution': 4}",0.7219280948873623
1043,jawns.club,$10^{3}$ to $10^{4}$,"{'Hate Speech': 2, 'Harassment': 1, 'Trolling': 1, 'Mis/Disinformation/Conspiracy': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 2, 'Content': 3, 'Distribution': 2}",1.5566567074628228
1044,jbo.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 3, 'Harassment': 3, 'Not Applicable': 1, 'Doxxing/ Personal Info': 1, 'NSFW': 1, 'Dogpiling': 1, 'Incitement of Violence': 1, 'Illegal Content': 1, 'Trolling': 1, 'Automated tools': 1, 'Reposting/Crossposting': 1}","{'Action': 1, 'Behavior': 6, 'Content': 6, 'Distribution': 1}",1.5916727785823275
1045,jeremy.org,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 2, 'Harassment': 1, 'Advertising & Commercialization': 1}","{'Action': 0, 'Behavior': 1, 'Content': 2, 'Distribution': 1}",1.5
1046,jiaojiao.org,$10^{2}$ to $10^{3}$,"{'Hate Speech': 2, 'Harassment': 1, 'Illegal Content': 1, 'Copyright/ Piracy': 1, 'Doxxing/ Personal Info': 1}","{'Action': 0, 'Behavior': 2, 'Content': 3, 'Distribution': 1}",1.4591479170272448
1047,jinxd.tech,$10^{1}$ to $10^{2}$ ,{'Trolling': 1},"{'Action': 0, 'Behavior': 1, 'Content': 0, 'Distribution': 0}",-0.0
1048,joomla.social,$10^{2}$ to $10^{3}$,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 2, 'Content': 6, 'Distribution': 0}",0.8112781244591328
1049,jorts.horse,$10^{4}$ to $10^{5}$,"{'Harassment': 1, 'Dogpiling': 1}","{'Action': 0, 'Behavior': 2, 'Content': 0, 'Distribution': 0}",-0.0
1050,josh.tel,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 8, 'Harassment': 1, 'Incitement of Violence': 1, 'Mis/Disinformation/Conspiracy': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 1, 'Content': 11, 'Distribution': 0}",0.41381685030363374
1051,journa.host,$10^{4}$ to $10^{5}$,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 4, 'Incitement of Violence': 2, 'Harassment': 3, 'Dogpiling': 1, 'Mis/Disinformation/Conspiracy': 2, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 4, 'Content': 11, 'Distribution': 0}",0.8366407419411672
1052,journodon.com,$10^{2}$ to $10^{3}$,"{'Content Warnings': 1, 'Images': 1, 'Incitement of Violence': 1, 'Dogpiling': 1, 'Doxxing/ Personal Info': 1, 'Harassment': 1, 'Hate Speech': 1, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 3, 'Content': 6, 'Distribution': 0}",0.9182958340544896
1053,jugendtrier.de,$10^{2}$ to $10^{3}$,"{'Not Applicable': 1, 'Links & Outside Content': 1, 'Illegal Content': 2, 'Hate Speech': 1, 'Doxxing/ Personal Info': 1, 'Spam': 1, 'Advertising & Commercialization': 1}","{'Action': 0, 'Behavior': 1, 'Content': 4, 'Distribution': 2}",1.3787834934861753
1054,julialang.social,$10^{3}$ to $10^{4}$,"{'NSFW': 2, 'Images': 1, 'Hate Speech': 3, 'Harassment': 1, 'Copyright/ Piracy': 2, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 1, 'Content': 7, 'Distribution': 2}",1.1567796494470395
1055,justsome.photos,$10^{2}$ to $10^{3}$,"{'Doxxing/ Personal Info': 1, 'Hate Speech': 1, 'Harassment': 1, 'NSFW': 1, 'Content Warnings': 1, 'Incitement of Violence': 1, 'Spam': 2, 'Copyright/ Piracy': 2, 'Illegal Content': 1, 'Impersonation': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 3, 'Content': 6, 'Distribution': 4}",1.5262349099495225
1056,jvm.social,$10^{3}$ to $10^{4}$,"{'NSFW': 1, 'Harassment': 1, 'Off-topic/topic specific': 2, 'Advertising & Commercialization': 1}","{'Action': 0, 'Behavior': 1, 'Content': 3, 'Distribution': 1}",1.3709505944546687
1057,jxmsocial.xyz,$10^{1}$ to $10^{2}$ ,"{'Content Warnings': 1, 'Harassment': 1, 'NSFW': 2, 'Illegal Content': 2, 'Copyright/ Piracy': 1, 'Impersonation': 1, 'Hate Speech': 2}","{'Action': 0, 'Behavior': 2, 'Content': 7, 'Distribution': 1}",1.1567796494470395
1058,k8s.social,$10^{3}$ to $10^{4}$,"{'NSFW': 1, 'Images': 1, 'Harassment': 3, 'Trolling': 1, 'Doxxing/ Personal Info': 1, 'Automated tools': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 1, 'Behavior': 5, 'Content': 2, 'Distribution': 2}",1.7609640474436812
1059,kafeneio.social,$10^{3}$ to $10^{4}$,"{'Content Warnings': 1, 'Images': 1, 'Hate Speech': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Mis/Disinformation/Conspiracy': 1, 'Incitement of Violence': 1}","{'Action': 0, 'Behavior': 2, 'Content': 5, 'Distribution': 0}",0.863120568566631
1060,kalakukko.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 1, 'Mis/Disinformation/Conspiracy': 1, 'Doxxing/ Personal Info': 1, 'Spam': 1, 'Advertising & Commercialization': 1, 'NSFW': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 2, 'Content': 4, 'Distribution': 2}",1.5
1061,kalmar.social,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 1}",1.0
1062,kampftoast.de,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 2, 'Harassment': 3, 'Doxxing/ Personal Info': 1, 'Dogpiling': 1, 'Mis/Disinformation/Conspiracy': 1, 'Incitement of Violence': 1}","{'Action': 0, 'Behavior': 5, 'Content': 4, 'Distribution': 0}",0.9910760598382222
1063,kamu.social,$10^{2}$ to $10^{3}$,"{'Images': 1, 'Hate Speech': 3, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Illegal Content': 1, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 2, 'Content': 7, 'Distribution': 0}",0.7642045065086203
1064,kanoa.de,$10^{4}$ to $10^{5}$,"{'Harassment': 2, 'Doxxing/ Personal Info': 1, 'Hate Speech': 2, 'Incitement of Violence': 1, 'Dogpiling': 1, 'NSFW': 1, 'Images': 1, 'Advertising & Commercialization': 1, 'Automated tools': 1}","{'Action': 1, 'Behavior': 4, 'Content': 5, 'Distribution': 1}",1.6767370300521325
1065,kaputtendorf.de,$10^{1}$ to $10^{2}$ ,{'Illegal Content': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
1066,karakun.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
1067,kassel.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 2, 'Doxxing/ Personal Info': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Mis/Disinformation/Conspiracy': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 3, 'Content': 3, 'Distribution': 2}",1.561278124459133
1068,katholisch.social,$10^{2}$ to $10^{3}$,"{'Illegal Content': 1, 'Hate Speech': 2, 'Advertising & Commercialization': 1}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 1}",0.8112781244591328
1069,katsuru.live,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 1}","{'Action': 0, 'Behavior': 1, 'Content': 1, 'Distribution': 0}",1.0
1070,katzebot.space,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'NSFW': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 2, 'Content': 3, 'Distribution': 0}",0.9709505944546686
1071,kauaku.us,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
1072,kave.kibbutz.gay,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Content Warnings': 1, 'Images': 1}","{'Action': 0, 'Behavior': 2, 'Content': 3, 'Distribution': 0}",0.9709505944546686
1073,kcmo.social,$10^{3}$ to $10^{4}$,{'Spam': 1},"{'Action': 0, 'Behavior': 0, 'Content': 0, 'Distribution': 1}",-0.0
1074,kei.fashion,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Harassment': 3, 'Reposting/Crossposting': 1, 'Copyright/ Piracy': 1, 'Images': 2, 'NSFW': 2, 'Illegal Content': 1, 'Content Warnings': 1, 'Spam': 1, 'Not Applicable': 1}","{'Action': 0, 'Behavior': 3, 'Content': 7, 'Distribution': 3}",1.4572659136233872
1075,kemoner-don.tokyo,$10^{1}$ to $10^{2}$ ,"{'Illegal Content': 2, 'Hate Speech': 1, 'Automated tools': 1, 'NSFW': 1, 'Images': 1}","{'Action': 1, 'Behavior': 0, 'Content': 5, 'Distribution': 0}",0.6500224216483541
1076,kemonodon.club,$10^{4}$ to $10^{5}$,"{'Harassment': 1, 'NSFW': 1, 'Content Warnings': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 1, 'Content': 3, 'Distribution': 0}",0.8112781244591328
1077,khiar.net,$10^{3}$ to $10^{4}$,"{'NSFW': 1, 'Incitement of Violence': 1, 'Hate Speech': 2, 'Harassment': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 1, 'Content': 5, 'Distribution': 0}",0.6500224216483541
1078,kho.dev,$10^{1}$ to $10^{2}$ ,"{'Spam': 1, 'Copyright/ Piracy': 1}","{'Action': 0, 'Behavior': 0, 'Content': 0, 'Distribution': 2}",-0.0
1079,khw-pixelfed.archeron.eu,$10^{2}$ to $10^{3}$,"{'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Hate Speech': 4, 'Advertising & Commercialization': 1, 'Illegal Content': 2, 'Mis/Disinformation/Conspiracy': 1}","{'Action': 0, 'Behavior': 2, 'Content': 7, 'Distribution': 1}",1.1567796494470395
1080,kind.social,$10^{4}$ to $10^{5}$,"{'Illegal Content': 1, 'Trolling': 1, 'Hate Speech': 1, 'Mis/Disinformation/Conspiracy': 1, 'Harassment': 1, 'NSFW': 1, 'Content Warnings': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Automated tools': 1}","{'Action': 1, 'Behavior': 2, 'Content': 5, 'Distribution': 2}",1.7609640474436812
1081,kinkpic.site,$10^{2}$ to $10^{3}$,"{'NSFW': 1, 'Illegal Content': 1, 'Incitement of Violence': 1, 'Hate Speech': 1, 'Images': 1}","{'Action': 0, 'Behavior': 0, 'Content': 5, 'Distribution': 0}",-0.0
1082,kinktroet.social,$10^{3}$ to $10^{4}$,"{'Hate Speech': 1, 'Illegal Content': 1, 'NSFW': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 0, 'Content': 4, 'Distribution': 0}",-0.0
1083,kinky.business,$10^{5}$ to $10^{6}$ ,"{'NSFW': 3, 'Illegal Content': 1, 'Spam': 2, 'Images': 3, 'Copyright/ Piracy': 1, 'Content Warnings': 1, 'Hate Speech': 1, 'Advertising & Commercialization': 1}","{'Action': 0, 'Behavior': 0, 'Content': 9, 'Distribution': 4}",0.8904916402194913
1084,kinkycats.org,$10^{2}$ to $10^{3}$,"{'NSFW': 1, 'Illegal Content': 1, 'Images': 1, 'Hate Speech': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Mis/Disinformation/Conspiracy': 1, 'Incitement of Violence': 1, 'Spam': 1, 'Automated tools': 1}","{'Action': 1, 'Behavior': 2, 'Content': 6, 'Distribution': 1}",1.5709505944546687
1085,kinkyelephant.com,$10^{4}$ to $10^{5}$,"{'Copyright/ Piracy': 1, 'Illegal Content': 1, 'NSFW': 1, 'Content Warnings': 1, 'Images': 1}","{'Action': 0, 'Behavior': 0, 'Content': 4, 'Distribution': 1}",0.7219280948873623
1086,kirche.social,$10^{3}$ to $10^{4}$,"{'Incitement of Violence': 1, 'Hate Speech': 2, 'Illegal Content': 1, 'Advertising & Commercialization': 1}","{'Action': 0, 'Behavior': 0, 'Content': 4, 'Distribution': 1}",0.7219280948873623
1087,kiri.to,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Content Warnings': 1, 'Images': 1}","{'Action': 0, 'Behavior': 0, 'Content': 3, 'Distribution': 0}",-0.0
1088,kittyshards.net,$10^{1}$ to $10^{2}$ ,{'Illegal Content': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
1089,kitzmiller.social,$10^{1}$ to $10^{2}$ ,{'Hate Speech': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
1090,kjas.no,$10^{2}$ to $10^{3}$,"{'Harassment': 1, 'Off-topic/topic specific': 1, 'NSFW': 1, 'Illegal Content': 1, 'Hate Speech': 1}","{'Action': 0, 'Behavior': 1, 'Content': 4, 'Distribution': 0}",0.7219280948873623
1091,klezmor.im,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 1, 'Dogpiling': 1, 'Doxxing/ Personal Info': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Content Warnings': 1, 'Copyright/ Piracy': 1}","{'Action': 0, 'Behavior': 3, 'Content': 2, 'Distribution': 3}",1.561278124459133
1092,klog.tw,$10^{3}$ to $10^{4}$,"{'Advertising & Commercialization': 1, 'Illegal Content': 1, 'Hate Speech': 1, 'NSFW': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 0, 'Content': 4, 'Distribution': 1}",0.7219280948873623
1093,klunscher.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Mis/Disinformation/Conspiracy': 1, 'Content Warnings': 1, 'Images': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 2, 'Content': 6, 'Distribution': 0}",0.8112781244591328
1094,kmy.blue,$10^{4}$ to $10^{5}$,"{'Illegal Content': 1, 'Incitement of Violence': 1, 'Hate Speech': 2, 'Content Warnings': 1, 'Images': 1}","{'Action': 0, 'Behavior': 0, 'Content': 6, 'Distribution': 0}",-0.0
1095,kokoro.shugetsu.space,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 1, 'Harassment': 3, 'Off-topic/topic specific': 1, 'Doxxing/ Personal Info': 3, 'Reposting/Crossposting': 1, 'Links & Outside Content': 1, 'Copyright/ Piracy': 1, 'Spam': 2, 'NSFW': 1, 'Incitement of Violence': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 6, 'Content': 6, 'Distribution': 4}",1.561278124459133
1096,kolektiva.social,$10^{5}$ to $10^{6}$ ,"{'Hate Speech': 2, 'Mis/Disinformation/Conspiracy': 3, 'Harassment': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'NSFW': 1, 'Images': 1}","{'Action': 0, 'Behavior': 1, 'Content': 7, 'Distribution': 2}",1.1567796494470395
1097,kommentakerfid.is,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'NSFW': 1, 'Content Warnings': 2, 'Not Applicable': 1, 'Mis/Disinformation/Conspiracy': 2, 'Images': 1, 'Links & Outside Content': 1}","{'Action': 0, 'Behavior': 0, 'Content': 8, 'Distribution': 0}",-0.0
1098,komuna.minadoraserver.art,$10^{2}$ to $10^{3}$,"{'Hate Speech': 2, 'Trolling': 2, 'Harassment': 3, 'Content Warnings': 1, 'Doxxing/ Personal Info': 1, 'NSFW': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 6, 'Content': 4, 'Distribution': 2}",1.4591479170272448
1099,kono.pub,$10^{2}$ to $10^{3}$,"{'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'NSFW': 1, 'Content Warnings': 1}","{'Action': 0, 'Behavior': 1, 'Content': 4, 'Distribution': 0}",0.7219280948873623
1100,kopiti.am,$10^{4}$ to $10^{5}$,"{'Content Warnings': 2, 'Images': 1, 'Hate Speech': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Mis/Disinformation/Conspiracy': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 2, 'Content': 7, 'Distribution': 0}",0.7642045065086203
1101,kosmos.social,$10^{2}$ to $10^{3}$,{'Links & Outside Content': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
1102,kotatsu.cafe,$10^{1}$ to $10^{2}$ ,"{'Illegal Content': 1, 'Off-topic/topic specific': 1}","{'Action': 0, 'Behavior': 0, 'Content': 2, 'Distribution': 0}",-0.0
1103,kpop.social,$10^{3}$ to $10^{4}$,"{'Spam': 1, 'Illegal Content': 1, 'NSFW': 1, 'Content Warnings': 2, 'Advertising & Commercialization': 1, 'Automated tools': 1, 'Hate Speech': 1, 'Impersonation': 1}","{'Action': 1, 'Behavior': 1, 'Content': 5, 'Distribution': 2}",1.6577427265048887
1104,kraut.social,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 3, 'Harassment': 3, 'Doxxing/ Personal Info': 1, 'Dogpiling': 1, 'Incitement of Violence': 1, 'Mis/Disinformation/Conspiracy': 1, 'Illegal Content': 2, 'Automated tools': 1}","{'Action': 1, 'Behavior': 5, 'Content': 7, 'Distribution': 0}",1.2957378005380122
1105,krigskunst.social,$10^{3}$ to $10^{4}$,"{'Spam': 1, 'NSFW': 1, 'Illegal Content': 1, 'Incitement of Violence': 1, 'Harassment': 1, 'Copyright/ Piracy': 1}","{'Action': 0, 'Behavior': 1, 'Content': 3, 'Distribution': 2}",1.4591479170272446
1106,krpgpub.net,$10^{2}$ to $10^{3}$,"{'Off-topic/topic specific': 1, 'Hate Speech': 3, 'Not Applicable': 2, 'Harassment': 2, 'Content Warnings': 1, 'Dogpiling': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 3, 'Content': 5, 'Distribution': 1}",1.3516441151533922
1107,ku-kan-ya.hostdon.ne.jp,$10^{1}$ to $10^{2}$ ,{'NSFW': 1},"{'Action': 0, 'Behavior': 0, 'Content': 1, 'Distribution': 0}",-0.0
1108,kulturfront.org,$10^{1}$ to $10^{2}$ ,"{'Advertising & Commercialization': 2, 'Spam': 3, 'Not Applicable': 1, 'Automated tools': 2, 'NSFW': 3, 'Images': 2, 'Content Warnings': 1, 'Hate Speech': 5, 'Incitement of Violence': 1, 'Illegal Content': 2, 'Harassment': 1, 'Impersonation': 1}","{'Action': 2, 'Behavior': 2, 'Content': 14, 'Distribution': 5}",1.527361548089914
1109,kurry.social,$10^{4}$ to $10^{5}$,"{'Impersonation': 1, 'Harassment': 1, 'NSFW': 2, 'Content Warnings': 1, 'Advertising & Commercialization': 1, 'Spam': 1, 'Hate Speech': 1, 'Trolling': 1, 'Off-topic/topic specific': 1, 'Illegal Content': 1}","{'Action': 0, 'Behavior': 3, 'Content': 6, 'Distribution': 2}",1.4353713907745331
1110,kvasir.lanofthedead.xyz,$10^{1}$ to $10^{2}$ ,"{'Hate Speech': 2, 'Harassment': 1, 'Doxxing/ Personal Info': 1, 'Impersonation': 1, 'NSFW': 1, 'Advertising & Commercialization': 1, 'Spam': 1}","{'Action': 0, 'Behavior': 3, 'Content': 3, 'Distribution': 2}",1.561278124459133
