,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
341,380,river.group.lt,"Svarbu atkreipti dėmesį, kad tai yra tik vienas pavyzdys Mastodon serverio normų, o skirtingi serveriai gali turėti skirtingas taisykles ir gaires, priklausomai nuo jų specifinių poreikių ir bendruomenės vertybių.",svarbu atkreipti dėmesį kad tai yra tik vienas pavyzdys mastodon serverio normų o skirtingi serveriai gali turėti skirtingas taisykles ir gaires priklausomai nuo jų specifinių poreikių ir bendruomenės vertybių,non-Englsih,It is important to note that this is just one example of Mastodon server norms while different servers can have different rules and guidelines depending on their specific needs and community values
342,381,river.group.lt,"Ultimately, the goal of a code of conduct is to create a safe and inclusive space for all members of the community to communicate and engage with each other.",ultimately the goal of a code of conduct is to create a safe and inclusive space for all members of the community to communicate and engage with each other,English,ultimately the goal of a code of conduct is to create a safe and inclusive space for all members of the community to communicate and engage with each other
343,382,river.group.lt,Galiausiai taisyklių tikslas yra sukurti saugią ir įtraukiančią erdvę visiems bendruomenės nariams bendrauti  vienas su kitu.,galiausiai taisyklių tikslas yra sukurti saugią ir įtraukiančią erdvę visiems bendruomenės nariams bendrauti vienas su kitu,non-Englsih,"Finally, the purpose of the rules is to create a safe and engaging space for all members of the community to communicate with each other"
344,383,mstdn.starnix.network,Do not post anything that would be considered illegal in the United States,do not post anything that would be considered illegal in the united states,English,do not post anything that would be considered illegal in the united states
345,384,mstdn.starnix.network,You must be 14 years of age or older to create and maintain an account on this server.,you must be 14 years of age or older to create and maintain an account on this server,English,you must be 14 years of age or older to create and maintain an account on this server
346,385,mstdn.starnix.network,No pornography of any kind is allowed to originate from this instance,no pornography of any kind is allowed to originate from this instance,English,no pornography of any kind is allowed to originate from this instance
347,386,mstdn.starnix.network,"Do not post or request any personally identifying information from users of this or any other instance (""doxxing"")",do not post or request any personally identifying information from users of this or any other instance doxxing,English,do not post or request any personally identifying information from users of this or any other instance doxxing
348,387,mstdn.starnix.network,Do not create an account for the sole purpose of advertising,do not create an account for the sole purpose of advertising,English,do not create an account for the sole purpose of advertising
349,388,mstdn.starnix.network,"Political discussions, particularly regarding polarizing topics, go against the spirit of this instance, however they are not strictly banned.  The Moderation team reserves the right to perform actions should it be determined that a thread is deemed unproductive or has devolved into a hellthread",political discussions particularly regarding polarizing topics go against the spirit of this instance however they are not strictly banned the moderation team reserves the right to perform actions should it be determined that a thread is deemed unproductive or has devolved into a hellthread,English,political discussions particularly regarding polarizing topics go against the spirit of this instance however they are not strictly banned the moderation team reserves the right to perform actions should it be determined that a thread is deemed unproductive or has devolved into a hellthread
350,389,mstdn.starnix.network,No spamming or flooding of any kind,no spamming or flooding of any kind,English,no spamming or flooding of any kind
351,390,mstdn.starnix.network,Do not ban evade or use this instance as a platform to ban evade,do not ban evade or use this instance as a platform to ban evade,English,do not ban evade or use this instance as a platform to ban evade
352,391,andalucia.social,"1. No se permite la falta de respeto, menosprecio o actitud grave sobre la Cultura y el Patrimonio Histórico Andaluz en todos sus ámbitos, así como a sus costumbres, tradiciones y etnias. Generalmente se deben respetar todas las Comunidades Autónomas, sus leyes y sus lenguas. ",1 no se permite la falta de respeto menosprecio o actitud grave sobre la cultura y el patrimonio histórico andaluz en todos sus ámbitos así como a sus costumbres tradiciones y etnias generalmente se deben respetar todas las comunidades autónomas sus leyes y sus lenguas,non-Englsih,"1 lack of respect is not allowed contempt or serious attitude on the Andalusian historical culture and heritage in all its areas as well as its customs and ethnic customs, all autonomous communities should be respected their laws and their languages"
353,392,andalucia.social,"2. Como todas las Comunidades Autónomas, Andalucía es una comunidad laica, donde conviven diferentes religiones, no está permitido ningún ataque, menosprecio, degradación o falta de respeto a alguna  de ellas. La cuenta quedará fulminantemente eliminada.",2 como todas las comunidades autónomas andalucía es una comunidad laica donde conviven diferentes religiones no está permitido ningún ataque menosprecio degradación o falta de respeto a alguna de ellas la cuenta quedará fulminantemente eliminada,non-Englsih,"2 Like all Andalusia autonomous communities, it is a secular community where different religions coexist no attack of degradation or lack of respect for any of them the account will be fulminantly eliminated"
354,393,andalucia.social,"3. Cualquier comportamiento, actitud o alegoría a favor de Racismo, Nazismo, Fascismo, y otras formas de nacionalimos violentos o excluyentes, la cuenta también quedará eliminada, y en caso de detectar posible delito de odio se contactará con las autoridades pertinentes. ",3 cualquier comportamiento actitud o alegoría a favor de racismo nazismo fascismo y otras formas de nacionalimos violentos o excluyentes la cuenta también quedará eliminada y en caso de detectar posible delito de odio se contactará con las autoridades pertinentes,non-Englsih,3 Any behavior attitude or allegory in favor of Nazism fascism and other forms of violent or exclusive nationals The account will also be eliminated and in case of detecting possible crime of hate will contact the relevant authorities
355,394,andalucia.social,"4. Andalucía.Social es un instancia LGBTIQ-friendly, y velará activamente contra el acoso a todos sus usuarios y usuarias. No se permite ningún tipo de actitud o discriminación machista, capacitista, homófoba, xenófoba, transfobas, queerfoba … suponen bloqueo inmediato de la cuenta.",4 andalucíasocial es un instancia lgbtiqfriendly y velará activamente contra el acoso a todos sus usuarios y usuarias no se permite ningún tipo de actitud o discriminación machista capacitista homófoba xenófoba transfobas queerfoba suponen bloqueo inmediato de la cuenta,non-Englsih,4 Andalucíasocial is a lgbtiqfriendly instance and will actively ensure harassment to all its users and users No type of attitude or discrimination Machista Homophobic Xenophobic Transfoba Transfobas Queerfoba suppose immediate account of the account of the account
356,395,andalucia.social,"5. Está prohibido difundir, promocionar o indicar algún enlace de pornografía en todas sus modalidades o publicidad de ésta, así como cualquier enlace a páginas que contengan algún contenido dañino o peligroso para otros usuarios. Los contenidos sensibles deben ser indicados con la etiqueta (CW).  ",5 está prohibido difundir promocionar o indicar algún enlace de pornografía en todas sus modalidades o publicidad de ésta así como cualquier enlace a páginas que contengan algún contenido dañino o peligroso para otros usuarios los contenidos sensibles deben ser indicados con la etiqueta cw,non-Englsih,5 It is forbidden to disseminate or indicate some pornography link in all its modalities or advertising of the latter as well as any link to pages containing some harmful or dangerous content for other users sensitive contents must be indicated with the CW label
357,396,andalucia.social,"6. El equipo de contenidos se reserva el derecho a eliminar una cuenta con actuaciones de cualquier tipo de acoso por parte de los usuarios, así como a bloquear a aquellos que incurran en comportamientos tales como expresiones irrespetuosas, difamatorias o abusivas.",6 el equipo de contenidos se reserva el derecho a eliminar una cuenta con actuaciones de cualquier tipo de acoso por parte de los usuarios así como a bloquear a aquellos que incurran en comportamientos tales como expresiones irrespetuosas difamatorias o abusivas,non-Englsih,6 The contents team reserves the right to eliminate an account with actions of any type of harassment by users as well as block those who incur behaviors such as unrestracy or abusive expressions
358,397,andalucia.social,"7. No está permitido el contenido ilegal, al igual que el uso de SPAM o Bot de Marketing de productos o servicios. ",7 no está permitido el contenido ilegal al igual que el uso de spam o bot de marketing de productos o servicios,non-Englsih,7 illegal content is not allowed as well as the use of spam or marketing of products or services
359,398,savageworlds.social,"Be Kind and Courteous

We're here due to a shared love of Savage Worlds. Let's treat everyone with respect. Healthy disagreements are natural, but politeness is required.",be kind and courteous were here due to a shared love of savage worlds lets treat everyone with respect healthy disagreements are natural but politeness is required,English,be kind and courteous were here due to a shared love of savage worlds lets treat everyone with respect healthy disagreements are natural but politeness is required
360,399,savageworlds.social,"No Hate Speech or Bullying

Make sure everyone feels safe. Bullying of any kind isn't allowed, and degrading comments about things like race, religion, culture, sexual orientation, gender or identity will not be tolerated.",no hate speech or bullying make sure everyone feels safe bullying of any kind isnt allowed and degrading comments about things like race religion culture sexual orientation gender or identity will not be tolerated,English,no hate speech or bullying make sure everyone feels safe bullying of any kind isnt allowed and degrading comments about things like race religion culture sexual orientation gender or identity will not be tolerated
361,400,savageworlds.social,"Respect Copyright

It's fine to discuss plot and mechanics from Savage Worlds products, but don't quote the rules or text verbatim. This applies to all copyright material.",respect copyright its fine to discuss plot and mechanics from savage worlds products but dont quote the rules or text verbatim this applies to all copyright material,English,respect copyright its fine to discuss plot and mechanics from savage worlds products but dont quote the rules or text verbatim this applies to all copyright material
362,401,savageworlds.social,"When in Doubt, Rules from the Savage Worlds FB Group Apply

When in doubt, the rules from the Official Savage Worlds Facebook Group apply here as well.",when in doubt rules from the savage worlds fb group apply when in doubt the rules from the official savage worlds facebook group apply here as well,English,when in doubt rules from the savage worlds fb group apply when in doubt the rules from the official savage worlds facebook group apply here as well
363,402,suma-ev.social,Seid freundlich.,seid freundlich,non-Englsih,be friendly
364,403,suma-ev.social,Haltet euch an deutsches Recht.,haltet euch an deutsches recht,non-Englsih,Hold on German law
365,404,suma-ev.social,Jegliche Art von Spam ist verboten.,jegliche art von spam ist verboten,non-Englsih,Any kind of spam is prohibited
366,405,suma-ev.social,Bitte postet keine Pornografie.,bitte postet keine pornografie,non-Englsih,Please do not post pornography
367,406,suma-ev.social,Keine gewerbliche Nutzung.,keine gewerbliche nutzung,non-Englsih,No commercial use
368,407,mastodon.pub.solar,Be nice to each other,be nice to each other,English,be nice to each other
369,408,mastodon.pub.solar,Do not publish advertisements,do not publish advertisements,English,do not publish advertisements
370,409,mastodon.pub.solar,Do not publish conspiracy myths,do not publish conspiracy myths,English,do not publish conspiracy myths
371,410,mastodon.pub.solar,"Do not publish content illegal in Germany, such as holocaust denial or nazi symbolism",do not publish content illegal in germany such as holocaust denial or nazi symbolism,English,do not publish content illegal in germany such as holocaust denial or nazi symbolism
372,411,mastodon.pub.solar,"Do not publish content that is hateful towards specific individuals or groups, or intended to cause or incite harm",do not publish content that is hateful towards specific individuals or groups or intended to cause or incite harm,English,do not publish content that is hateful towards specific individuals or groups or intended to cause or incite harm
373,412,mastodon.pub.solar,"NSFW stuff should be marked NSFW, especially pornography of any kind. ",nsfw stuff should be marked nsfw especially pornography of any kind,English,nsfw stuff should be marked nsfw especially pornography of any kind
374,413,conversafiada.net,NAZIFASCISMO - É crime e é proibido aqui.,nazifascismo é crime e é proibido aqui,non-Englsih,Nazifascism is a crime and is prohibited here
375,414,conversafiada.net,"TROLLAGEM: comportamentos típicos de outras redes não serão permitidos nessa instância. Quem incorrer em xingamentos a pessoas, acusações levianas e provocações desnecessárias será banido/a da instância.",trollagem comportamentos típicos de outras redes não serão permitidos nessa instância quem incorrer em xingamentos a pessoas acusações levianas e provocações desnecessárias será banidoa da instância,non-Englsih,Trolling typical behaviors of other networks will not be allowed in this instance those who incur curses to people lightning accusations and unnecessary provocations will be banned of the instance
376,415,conversafiada.net,PORNOGRAFIA INFANTIL - ou qualquer conteúdo que fetichista crianças são obviamente proibidos.,pornografia infantil ou qualquer conteúdo que fetichista crianças são obviamente proibidos,non-Englsih,child pornography or any content that fetishist children are obviously prohibited
377,416,conversafiada.net,"DISCURSO DE ÓDIO - Aqui é proibido qualquer discurso de ódio ou seus derivados: machismo, misoginia, racismo, xenofobia, transfobia, homofobia, apologia a toda e qualquer forma de opressão, exploração e humilhação entre seres humanos. Apologia a governos autoritários, nacionalismo extremista.",discurso de ódio aqui é proibido qualquer discurso de ódio ou seus derivados machismo misoginia racismo xenofobia transfobia homofobia apologia a toda e qualquer forma de opressão exploração e humilhação entre seres humanos apologia a governos autoritários nacionalismo extremista,non-Englsih,Hate discourse here is prohibited any discourse of hatred or their derivatives maleism misogyny racism xenophobia transphobia homophobia apology to any form of oppression exploitation and humiliation between human beings apology to authoritarian governments extremist nationalism
378,417,conversafiada.net,"NOTÍCIAS MENTIROSAS/MANIPULAÇÃO - se for intencional, banimento imediato. Se for sem dolo, congelamento da conta por alguns dias. Com banimento se o comportamento continuar.",notícias mentirosasmanipulação se for intencional banimento imediato se for sem dolo congelamento da conta por alguns dias com banimento se o comportamento continuar,non-Englsih,News Lies manipulation if it is intentional immediate banishment if it is without deceit of the account for a few days with banishment if the behavior continues
379,418,conversafiada.net,AMEAÇAS - toda publicação de ameaça é causa de banimento.,ameaças toda publicação de ameaça é causa de banimento,non-Englsih,Threats Any threat publication is the cause of banishment
380,419,conversafiada.net,"ATITUDES INVASIVAS - Estão sujeitos à punição, que vai depender do nível de violência: comentários e/ou perguntas invasivas (ex. pedir a localização de alguém), assédio (continuar uma conversa que alguém não quer mais que continue).",atitudes invasivas estão sujeitos à punição que vai depender do nível de violência comentários eou perguntas invasivas ex pedir a localização de alguém assédio continuar uma conversa que alguém não quer mais que continue,non-Englsih,Invasive attitudes are subject to punishment that will depend on the level of violence comments and or invasive questions ex request the location of someone harassment to continue a conversation that someone no longer wants to continue
381,420,conversafiada.net,ASSÉDIO SEXUAL - banimento imediato. Outros comportamentos nocivos como piadas ou comentários sexuais receberão punições que podem variar dependendo da gravidade.,assédio sexual banimento imediato outros comportamentos nocivos como piadas ou comentários sexuais receberão punições que podem variar dependendo da gravidade,non-Englsih,Sexual Harassment Immediate Banity Other harmful behaviors such as jokes or sexual comments will receive punishments that may vary depending on gravity
382,421,conversafiada.net,REPRESENTAÇÃO FALSA: contas criadas em nome de marcas ou celebridades devem ser sinalizadas como paródia.,representação falsa contas criadas em nome de marcas ou celebridades devem ser sinalizadas como paródia,non-Englsih,false representation accounts created in the name of brands or celebrities must be signaled as a parody
383,422,conversafiada.net,FLODDAR TL LOCAL OU GLOBAL - com conversas infinitas é um comportamento desencorajado. A continuidade pode levar à suspensão.,floddar tl local ou global com conversas infinitas é um comportamento desencorajado a continuidade pode levar à suspensão,non-Englsih,Floddar local or global TL with infinite conversations is a discouraged behavior to continuity can lead to suspension
384,423,conversafiada.net,"CONTEÚDO VIOLENTO /CHOCANTE - sempre com CW e, caso tenha imagens, com aviso de imagem sensível. Dependendo do conteúdo, se não for uma denúncia válida e NECESSÁRIA - pode causar o banimento da conta.",conteúdo violento chocante sempre com cw e caso tenha imagens com aviso de imagem sensível dependendo do conteúdo se não for uma denúncia válida e necessária pode causar o banimento da conta,non-Englsih,Violent content shocking always with CW and if you have images with sensitive image warning depending on the content if it is not a valid and necessary complaint can cause account ban
385,424,conversafiada.net,SPOILER SEM CW - Também nunca. Qualquer spoiler precisa de aviso de conteúdo.,spoiler sem cw também nunca qualquer spoiler precisa de aviso de conteúdo,non-Englsih,spoiler without CW never ever any spoiler needs content warning
386,425,conversafiada.net,"SPAM - nunca. Independente do conteúdo, spam é caso de banimento.",spam nunca independente do conteúdo spam é caso de banimento,non-Englsih,spam never regardless of spam content is a ban on
387,426,cheeseburger.social,Don't be mean.,dont be mean,non-Englsih,dont be mean
388,427,cheeseburger.social,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
389,428,cheeseburger.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
390,429,cheeseburger.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
391,430,cheeseburger.social,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
392,431,cheeseburger.social,No content illegal in the United States,no content illegal in the united states,English,no content illegal in the united states
393,432,cheeseburger.social,Do not share false or misleading information that may lead to physical harm.,do not share false or misleading information that may lead to physical harm,English,do not share false or misleading information that may lead to physical harm
394,433,schach.social,Sei vernünftig.,sei vernünftig,non-Englsih,Be reasonable
395,434,schach.social,"Keine Diskriminierung jeder Art, keinen Rassismus, keinen Sexismus, keine Beschimpfungen, keine ungewollten Belästigungen anderer Nutzer",keine diskriminierung jeder art keinen rassismus keinen sexismus keine beschimpfungen keine ungewollten belästigungen anderer nutzer,non-Englsih,No discrimination of all kinds no racism no sexism no insults no unwanted harassment of other users
396,435,schach.social,"Keine Inhalte, die in Deutschland illegal sind. ",keine inhalte die in deutschland illegal sind,non-Englsih,No content that is illegal in Germany
397,436,schach.social,Kein Spam.,kein spam,non-Englsih,no spam
398,437,schach.social,"Keine sexuellen Inhalte, keine Gewaltdarstellungen.",keine sexuellen inhalte keine gewaltdarstellungen,non-Englsih,No sexual content no representations of violence
399,438,techforgood.social,"Do not post any sexually explicit or violent media on this server. But if you must, the content must be marked as sensitive when posting. ",do not post any sexually explicit or violent media on this server but if you must the content must be marked as sensitive when posting,English,do not post any sexually explicit or violent media on this server but if you must the content must be marked as sensitive when posting
400,439,techforgood.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
401,440,techforgood.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
402,441,techforgood.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
403,442,techforgood.social,"No content illegal in Australia, Europe, USA, Singapore, Thailand or your country of residence.",no content illegal in australia europe usa singapore thailand or your country of residence,English,no content illegal in australia europe usa singapore thailand or your country of residence
404,443,techforgood.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
405,444,techforgood.social,"Avoid following hate content, and report banned content to the moderator.",avoid following hate content and report banned content to the moderator,English,avoid following hate content and report banned content to the moderator
406,445,techforgood.social,"The goal of this community is to bring tech for good, like-minded people together. It's funded by an individual and will be scraped if it does not meet its goal.",the goal of this community is to bring tech for good likeminded people together its funded by an individual and will be scraped if it does not meet its goal,English,the goal of this community is to bring tech for good likeminded people together its funded by an individual and will be scraped if it does not meet its goal
407,452,ailbhean.co-shaoghal.net,"Nuair a bios fearg ort, fuirich greis is gabh cupan tì mus sgrìobh thu rud a bhiodh tu duilich mu dhèidhinn an uairsin.",nuair a bios fearg ort fuirich greis is gabh cupan tì mus sgrìobh thu rud a bhiodh tu duilich mu dhèidhinn an uairsin,English,nuair a bios fearg ort fuirich greis is gabh cupan tì mus sgrìobh thu rud a bhiodh tu duilich mu dhèidhinn an uairsin
408,453,ailbhean.co-shaoghal.net,"Na bi ri cainnt-ghràin, gràin-chinnidh, oillt thar-ghnèitheach no gràin sam bith eile. Tha oillt thar-ghnèitheach a’ gabhail a-staigh brosnachadh “teiripe iompachaidh” agus cleachdadh na seann-ghnè (“mì-ghnèitheachadh”) no an t-seann-ainm (“marbh-ainmeachadh”) a dh‘aona-ghnothach.",na bi ri cainntghràin gràinchinnidh oillt tharghnèitheach no gràin sam bith eile tha oillt tharghnèitheach a gabhail astaigh brosnachadh teiripe iompachaidh agus cleachdadh na seannghnè mìghnèitheachadh no an tseannainm marbhainmeachadh a dhaonaghnothach,English,na bi ri cainntghràin gràinchinnidh oillt tharghnèitheach no gràin sam bith eile tha oillt tharghnèitheach a gabhail astaigh brosnachadh teiripe iompachaidh agus cleachdadh na seannghnè mìghnèitheachadh no an tseannainm marbhainmeachadh a dhaonaghnothach
409,454,ailbhean.co-shaoghal.net,Na postaich dad a tha mì-laghail 'nad dhùthaich fhèin (ach ma chuireas an lagh do bhith fo cunnart) no sa Ghearmailt (far a bheil am frithealaiche seo).,na postaich dad a tha mìlaghail nad dhùthaich fhèin ach ma chuireas an lagh do bhith fo cunnart no sa ghearmailt far a bheil am frithealaiche seo,English,na postaich dad a tha mìlaghail nad dhùthaich fhèin ach ma chuireas an lagh do bhith fo cunnart no sa ghearmailt far a bheil am frithealaiche seo
410,455,ailbhean.co-shaoghal.net,"Tha lomnochd ceadaichte ma chuireas tu air cùlaibh rabhadh susbainte i is comharra gu bheil na meadhanan frionasach. Gidheadh, chan eil sinn ag iarraidh pòrnografachd.",tha lomnochd ceadaichte ma chuireas tu air cùlaibh rabhadh susbainte i is comharra gu bheil na meadhanan frionasach gidheadh chan eil sinn ag iarraidh pòrnografachd,non-Englsih,Surrounding bombing is permitted if you put it on the rear of it and indication that the sensitive media is not necessarily want a pothographic media
411,456,ailbhean.co-shaoghal.net,"Na sgaoil mì-fhios mu chùisean slàinte no poileataigeach. Gu h-àraidh, ma chì thu beachd a b’ fìor-thoil leat creidsinn, feuch gun dearbh thu gu bheil e fìor le beagan rannsachaidh mus brosnaich thu e.",na sgaoil mìfhios mu chùisean slàinte no poileataigeach gu hàraidh ma chì thu beachd a b fìorthoil leat creidsinn feuch gun dearbh thu gu bheil e fìor le beagan rannsachaidh mus brosnaich thu e,English,na sgaoil mìfhios mu chùisean slàinte no poileataigeach gu hàraidh ma chì thu beachd a b fìorthoil leat creidsinn feuch gun dearbh thu gu bheil e fìor le beagan rannsachaidh mus brosnaich thu e
412,457,ailbhean.co-shaoghal.net,"Tha seo a’ gabhail a-staigh spama, oilbheum a dh’aona-ghnothach, maoidheadh is innse bhreugan mu chàch.
Na cleachd tòrr thagaichean hais ann am postaichean nach buinn ri cuspair an taga.",tha seo a gabhail astaigh spama oilbheum a dhaonaghnothach maoidheadh is innse bhreugan mu chàch na cleachd tòrr thagaichean hais ann am postaichean nach buinn ri cuspair an taga,English,tha seo a gabhail astaigh spama oilbheum a dhaonaghnothach maoidheadh is innse bhreugan mu chàch na cleachd tòrr thagaichean hais ann am postaichean nach buinn ri cuspair an taga
413,458,ailbhean.co-shaoghal.net,"Tha seo a’ gabhail a-staigh an ainm, seòladh, àireamh fòn ⁊ msaa.",tha seo a gabhail astaigh an ainm seòladh àireamh fòn msaa,English,tha seo a gabhail astaigh an ainm seòladh àireamh fòn msaa
414,459,dariox.club,No illegal content,no illegal content,non-Englsih,no illegal content
415,460,dariox.club,No false or misleading content,no false or misleading content,English,no false or misleading content
416,461,dariox.club,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
417,462,dariox.club,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
418,463,dariox.club,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
419,464,dariox.club,No NSFW profile pictures/banners,no nsfw profile picturesbanners,English,no nsfw profile picturesbanners
420,465,dariox.club,No NSFW Usernames/Display Names,no nsfw usernamesdisplay names,English,no nsfw usernamesdisplay names
421,466,dariox.club,Sexually explicit images or video must be NSFW tagged and must have a content warning (with short non-explicit description),sexually explicit images or video must be nsfw tagged and must have a content warning with short nonexplicit description,English,sexually explicit images or video must be nsfw tagged and must have a content warning with short nonexplicit description
422,467,dariox.club,"Posting obscene or graphic imagery involving children, especially of sexual nature. Posts that contain, or could be reasonably thought to contain real children engaged in sexual activities will be reported to Child Protective Services and/or an appropriate law enforcement agency.",posting obscene or graphic imagery involving children especially of sexual nature posts that contain or could be reasonably thought to contain real children engaged in sexual activities will be reported to child protective services andor an appropriate law enforcement agency,English,posting obscene or graphic imagery involving children especially of sexual nature posts that contain or could be reasonably thought to contain real children engaged in sexual activities will be reported to child protective services andor an appropriate law enforcement agency
423,468,dariox.club,This instance is made for individuals older than 18yo. Your account may be suspended if you're under 18.,this instance is made for individuals older than 18yo your account may be suspended if youre under 18,English,this instance is made for individuals older than 18yo your account may be suspended if youre under 18
424,469,dariox.club,Brand accounts are not allowed. This instance is for individuals only,brand accounts are not allowed this instance is for individuals only,English,brand accounts are not allowed this instance is for individuals only
425,470,dariox.club,Do not register your account via Tor/VPN/Hosting provider. You may not be accepted,do not register your account via torvpnhosting provider you may not be accepted,English,do not register your account via torvpnhosting provider you may not be accepted
426,471,dariox.club,"English Only. If you sign up with the reason not in English then your application will be denied
",english only if you sign up with the reason not in english then your application will be denied,English,english only if you sign up with the reason not in english then your application will be denied
427,472,dariox.club,This instance is under the jurisdiction of Western Australia. All posts on this instance must abide by the WA Laws and the Australian Laws,this instance is under the jurisdiction of western australia all posts on this instance must abide by the wa laws and the australian laws,English,this instance is under the jurisdiction of western australia all posts on this instance must abide by the wa laws and the australian laws
428,473,tum.social,We do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups.,we do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups,English,we do not tolerate discriminatory behavior and content promoting or advocating the oppression of members of marginalized groups
429,474,tum.social,"We do not tolerate threatening behavior, stalking, and doxxing.",we do not tolerate threatening behavior stalking and doxxing,English,we do not tolerate threatening behavior stalking and doxxing
430,475,tum.social,"We do not tolerate harassment, including brigadier, dogpiling, or any other form of contact with a user who has stated that they do not wish to be contacted.",we do not tolerate harassment including brigadier dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted,English,we do not tolerate harassment including brigadier dogpiling or any other form of contact with a user who has stated that they do not wish to be contacted
431,476,tum.social,"We do not tolerate mobbing, including name-calling, intentional misgendering or deadnaming.",we do not tolerate mobbing including namecalling intentional misgendering or deadnaming,English,we do not tolerate mobbing including namecalling intentional misgendering or deadnaming
432,477,tum.social,"We do not tolerate violent nationalist propaganda, Nazi symbolism or promoting the ideology of National Socialism.",we do not tolerate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism,English,we do not tolerate violent nationalist propaganda nazi symbolism or promoting the ideology of national socialism
433,478,tum.social,We do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the above-mentioned (and/or similar) behavior.,we do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the abovementioned andor similar behavior,English,we do not tolerate conspiracy narratives or other reactionary myths supporting or leading to the abovementioned andor similar behavior
434,479,tum.social,Actions intended to damage this instance or its performance may lead to immediate account suspension.,actions intended to damage this instance or its performance may lead to immediate account suspension,English,actions intended to damage this instance or its performance may lead to immediate account suspension
435,480,tum.social,Content that is illegal in Germany will be deleted and may lead to immediate account suspension.,content that is illegal in germany will be deleted and may lead to immediate account suspension,English,content that is illegal in germany will be deleted and may lead to immediate account suspension
436,481,tum.social,"We (@adrian, @dorian and @tom) are maintaining this instance on our spare time, hardware and nerves. Don't push either of those. ",we adrian dorian and tom are maintaining this instance on our spare time hardware and nerves dont push either of those,English,we adrian dorian and tom are maintaining this instance on our spare time hardware and nerves dont push either of those
437,482,libori.social,"Diese Mastodon-Instanz wird als privates Hobby ohne Garantie für Verfügbarkeit betrieben. Es besteht kein Anspruch auf jederzeitigen funktionierenden Zugang zum Konto. Ich werde geplante Downtimes vorab über den Account ""Isidor"" ankündigen.",diese mastodoninstanz wird als privates hobby ohne garantie für verfügbarkeit betrieben es besteht kein anspruch auf jederzeitigen funktionierenden zugang zum konto ich werde geplante downtimes vorab über den account isidor ankündigen,non-Englsih,This mastodon instance is operated as a private hobby without guarantee for availability. There is no entitlement to functioning access to the account at any time.
438,483,libori.social," Auf dieser Instanz sind alle Nutzerinnen und Nutzer willkommen, egal welcher politischen, religiösen oder sexuellen Ausrichtung und geschlechtlicher Identität. ",auf dieser instanz sind alle nutzerinnen und nutzer willkommen egal welcher politischen religiösen oder sexuellen ausrichtung und geschlechtlicher identität,non-Englsih,"On this instance, all users are welcome regardless of their political religious or sexual orientation and gender identity"
439,484,libori.social,"Wenn aber der Eindruck entsteht, dass hier jemand beleidigend, diskriminierend oder schlicht nervtötend wird, behalte ich mir das Recht vor, auch ohne Ankündigung Accounts zu sanktionieren oder zu deaktivieren.",wenn aber der eindruck entsteht dass hier jemand beleidigend diskriminierend oder schlicht nervtötend wird behalte ich mir das recht vor auch ohne ankündigung accounts zu sanktionieren oder zu deaktivieren,non-Englsih,"But if the impression arises that someone here is insulting discriminatory or simply annoying, I reserve the right to sanction or deactivate accounts without any announcement"
