,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
391,402,themeparks.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
392,403,themeparks.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
393,404,themeparks.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
394,405,themeparks.social,"No harassment, dogpiling or doxxing of other users and people in general",no harassment dogpiling or doxxing of other users and people in general,English,no harassment dogpiling or doxxing of other users and people in general
395,406,themeparks.social,No content illegal in Germany,no content illegal in germany,non-Englsih,no content illegal in germany
396,407,themeparks.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
397,408,normalunicorn.com,Don't be a jerk,dont be a jerk,non-Englsih,dont be a jerk
398,409,mastodon.experienceadvisors.io,"This server is about big ideas, kindness, and great experiences.  Please be excellent to each other.
 ",this server is about big ideas kindness and great experiences please be excellent to each other,English,this server is about big ideas kindness and great experiences please be excellent to each other
399,410,mastodon.experienceadvisors.io,"Discussion of ideas are great. Personal attacks will not be tolerated.
 
",discussion of ideas are great personal attacks will not be tolerated,English,discussion of ideas are great personal attacks will not be tolerated
400,411,mastodon.experienceadvisors.io,Cursing is okay.  But no one wants to see any NSFW images. If you wouldn't show your mom the photo - don't post it here. ,cursing is okay but no one wants to see any nsfw images if you wouldnt show your mom the photo dont post it here,English,cursing is okay but no one wants to see any nsfw images if you wouldnt show your mom the photo dont post it here
401,412,mastodon.experienceadvisors.io,"What constitutes offensive speech or behavior including but not limited to race, gender identity and expression, national origin, religion, disability, marital status, age, sexual orientation, or other protected categories is ENTIRELY up to us.  Plenty of other servers if you're not cool with that.",what constitutes offensive speech or behavior including but not limited to race gender identity and expression national origin religion disability marital status age sexual orientation or other protected categories is entirely up to us plenty of other servers if youre not cool with that,English,what constitutes offensive speech or behavior including but not limited to race gender identity and expression national origin religion disability marital status age sexual orientation or other protected categories is entirely up to us plenty of other servers if youre not cool with that
402,413,mastodon.experienceadvisors.io,"You are joining a community. So you'll be subscribing to our email newsletter as well as the server here. You don't have to stay subscribed, but you'll be getting a welcome and a newsletter every other week. ",you are joining a community so youll be subscribing to our email newsletter as well as the server here you dont have to stay subscribed but youll be getting a welcome and a newsletter every other week,English,you are joining a community so youll be subscribing to our email newsletter as well as the server here you dont have to stay subscribed but youll be getting a welcome and a newsletter every other week
403,414,mastodon.scientiam.org,No racism.,no racism,non-Englsih,no racism
404,415,bunny.social,Don't suck.,dont suck,non-Englsih,dont suck
405,416,mstdn.sagami-yashiro.net,"日本国の国内法に基づきます。
",日本国の国内法に基づきます,non-Englsih,Based on domestic laws in Japan
406,417,mstdn.sagami-yashiro.net,ネガディブな話題より、ポジティブな話題を心がける。,ネガディブな話題よりポジティブな話題を心がける,non-Englsih,Keep in mind positive topics than negative topics
407,418,mstdn.sagami-yashiro.net,相模地域の話題推奨ですが、強い縛りはありません。,相模地域の話題推奨ですが強い縛りはありません,non-Englsih,"It is recommended in the Sagami area, but there is no strong binding."
408,419,roshless.me,No bad things,no bad things,non-Englsih,no bad things
409,420,mmasuda.hostdon.ne.jp,mmasuda のおひとり様インスタンスです(非常用),mmasuda のおひとり様インスタンスです非常用,non-Englsih,MMASUDA One person instance emergency
410,421,superheronecromancer.games,"*No hate speech, bigotry, violent threats, harassment, CSAM, fascism, TERF, gamergate, or other heinous bullshit.",no hate speech bigotry violent threats harassment csam fascism terf gamergate or other heinous bullshit,English,no hate speech bigotry violent threats harassment csam fascism terf gamergate or other heinous bullshit
411,422,superheronecromancer.games,Self promotion and publicity is a-ok.,self promotion and publicity is aok,English,self promotion and publicity is aok
412,423,rando.social,Private server for Nif.,private server for nif,non-Englsih,private server for nif
413,424,social.edzilla.info,Pas de contenu illégal,pas de contenu illégal,non-Englsih,No illegal content
414,425,ikuhumituki.fedicity.net,文月郁の個人用インスタンスのため、新規登録は受け付けておりません。,文月郁の個人用インスタンスのため新規登録は受け付けておりません,non-Englsih,New registration is not accepted for Iku Bunzuki's personal instance
415,426,mastodon.miri.site,禁止发布对性取向、性癖、爱好、信仰、宗教、政治立场、民族、地域等的侮辱性言论,禁止发布对性取向性癖爱好信仰宗教政治立场民族地域等的侮辱性言论,non-Englsih,"It is forbidden to publish insulting speech on sexual orientation sexuality, belief in religious political positions, nation, etc."
416,427,mastodon.miri.site,禁止对任何用户发送具有骚扰、猥亵、恐吓、威胁、诱骗、霸凌性质的内容、不受欢迎的性暗示内容，或其他令他人感到不安或不适、打扰他人正常生活的内容,禁止对任何用户发送具有骚扰猥亵恐吓威胁诱骗霸凌性质的内容不受欢迎的性暗示内容或其他令他人感到不安或不适打扰他人正常生活的内容,non-Englsih,It is forbidden to send any user to harassing obscenity and threatening threats to deceive the nature of the nature of unpopular sexual hints or other contents that make others feel disturbing or unwilling to disturb others' normal life
417,428,mastodon.miri.site,请不要发布种族主义、性别主义、同性恋恐惧以及跨性别恐惧言论,请不要发布种族主义性别主义同性恋恐惧以及跨性别恐惧言论,non-Englsih,Please do not publish racist gender homosexual fears and transmitted fear remarks
418,429,mastodon.miri.site,只要涉及成人内容，包括文字及媒体，均需使用恰当的CW标签及隐藏内容警告,只要涉及成人内容包括文字及媒体均需使用恰当的cw标签及隐藏内容警告,non-Englsih,"As long as the adult content, including text and media, need to use proper CW labels and hidden content warnings"
419,430,mastodon.miri.site,请不要发布违反伦理及社会共识的成人内容，如由真实的儿童参与制作的色情内容,请不要发布违反伦理及社会共识的成人内容如由真实的儿童参与制作的色情内容,non-Englsih,Please do not publish adult content that violates ethical and social consensus.
420,431,mastodon.miri.site,禁止对其他用户实施任何人肉行为,禁止对其他用户实施任何人肉行为,non-Englsih,It is forbidden to implement any human flesh on other users
421,432,mastodon.miri.site,禁止将本站服务用于正常交流以外的用途的滥用行为,禁止将本站服务用于正常交流以外的用途的滥用行为,non-Englsih,It is forbidden to use the abuse of this site for the use of the service other than normal communication
422,433,mastodon.miri.site,请不要在未经作者授权的情况下发布他人作品,请不要在未经作者授权的情况下发布他人作品,non-Englsih,Please do not publish other people's works without author authorization
423,434,m.takamoriai.co,日本国の法律に違反するような書き込み、画像、映像の添付は禁止します。,日本国の法律に違反するような書き込み画像映像の添付は禁止します,non-Englsih,Attachment of writing images that violate the law of Japan is prohibited
424,435,m.takamoriai.co,"サーバの性能がしょぼいため、負荷が高くなるような操作(短期間に大量の画像つき投稿など)は控えてください。
",サーバの性能がしょぼいため負荷が高くなるような操作短期間に大量の画像つき投稿などは控えてください,non-Englsih,Operation that the performance of the server is so bad Please refrain from posting with a large amount of images in a short period of time.
425,436,m.takamoriai.co,その他、管理人が問題だと思った行動を取り続けた場合、アカウント停止などの対処を行います。,その他管理人が問題だと思った行動を取り続けた場合アカウント停止などの対処を行います,non-Englsih,"In addition, if the caretaker continues to take actions that he thought was a problem, we will stop the account."
426,437,m.takamoriai.co,またよくわからないアカウントも管理人の独断でアカウント停止、削除を行います。,またよくわからないアカウントも管理人の独断でアカウント停止削除を行います,non-Englsih,"In addition, accounts that are not well understood will also delete the account suspension at the manager."
427,438,m.takamoriai.co,上記以外は自由に楽しんでください。,上記以外は自由に楽しんでください,non-Englsih,Please enjoy freely other than the above
428,439,m.takamoriai.co,ルールは管理人の独断で変更される場合があります。,ルールは管理人の独断で変更される場合があります,non-Englsih,The rules are subject to change depending on the caretaker.
429,441,social.baubs.net,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
430,442,social.baubs.net,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
431,443,social.baubs.net,"No incitement of violence or promotion of violent ideologies
",no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
432,444,social.baubs.net,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
433,445,social.baubs.net,No content illegal in Germany,no content illegal in germany,non-Englsih,no content illegal in germany
434,446,social.baubs.net,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
435,447,netmynd.org,"To be expanded, but for now - please be respectful, play nicely.",to be expanded but for now please be respectful play nicely,English,to be expanded but for now please be respectful play nicely
436,448,mast.benstokman.me,Anyone who is not me is banned,anyone who is not me is banned,English,anyone who is not me is banned
437,449,squidnet.net,"Don't be a jerk. Don't be hatful or a bigot. (As this is my own personal instance for now, hopefully it wont' be too hard for me to follow these rules!).",dont be a jerk dont be hatful or a bigot as this is my own personal instance for now hopefully it wont be too hard for me to follow these rules,English,dont be a jerk dont be hatful or a bigot as this is my own personal instance for now hopefully it wont be too hard for me to follow these rules
438,450,dagegenbewegen.social,"Kein Rassismus, Sexismus, Beschimpfungen",kein rassismus sexismus beschimpfungen,non-Englsih,no racism sexism insults
439,451,dagegenbewegen.social,"Keine Belästigung, Stalking, Doxxing",keine belästigung stalking doxxing,non-Englsih,No harassment stalking doxxing
440,452,dagegenbewegen.social,Keine Diskriminierung von geschlechtsspezifischen und sexuellen Minderheiten,keine diskriminierung von geschlechtsspezifischen und sexuellen minderheiten,non-Englsih,No discrimination against gender -specific and sexual minorities
441,453,dagegenbewegen.social,Kein Spam oder Werbung,kein spam oder werbung,non-Englsih,No spam or advertising
442,454,dagegenbewegen.social,Crossposting ist nicht erwünscht,crossposting ist nicht erwünscht,non-Englsih,Crossposting is not desired
443,455,dagegenbewegen.social,Keine illegalen Inhalte,keine illegalen inhalte,non-Englsih,no illegal content
444,456,8bit.red,"Enthusiasm - yes, hate - no.

We don't care if your loved one is 8-, 16-, 32-bit, male, female, feline, furry or anything else. We just want enthusiasm, (com)passion, and love to thrive here, while hate speech and lack of respect will keep you out.",enthusiasm yes hate no we dont care if your loved one is 8 16 32bit male female feline furry or anything else we just want enthusiasm compassion and love to thrive here while hate speech and lack of respect will keep you out,English,enthusiasm yes hate no we dont care if your loved one is 8 16 32bit male female feline furry or anything else we just want enthusiasm compassion and love to thrive here while hate speech and lack of respect will keep you out
445,457,8bit.red,"No illegal content. Posting pornographic content with a minor, or content that may facilitate the commission of a crime will result in immediate and permanent ban. ",no illegal content posting pornographic content with a minor or content that may facilitate the commission of a crime will result in immediate and permanent ban,English,no illegal content posting pornographic content with a minor or content that may facilitate the commission of a crime will result in immediate and permanent ban
446,458,8bit.red,"Don't be harmful. Repeatedly posting content that can evoke negative emotions in the recipients or promote behavior that is dangerous to health/life can also result in a ban. Examples: violent content, aggressive behavior, content encouraging self-harm, suicide, and other self-destructive behavior.",dont be harmful repeatedly posting content that can evoke negative emotions in the recipients or promote behavior that is dangerous to healthlife can also result in a ban examples violent content aggressive behavior content encouraging selfharm suicide and other selfdestructive behavior,English,dont be harmful repeatedly posting content that can evoke negative emotions in the recipients or promote behavior that is dangerous to healthlife can also result in a ban examples violent content aggressive behavior content encouraging selfharm suicide and other selfdestructive behavior
447,459,mastodon.tomaszdunia.pl,"This is a private instance, so I don’t need to write rules only for me :)",this is a private instance so i dont need to write rules only for me,English,this is a private instance so i dont need to write rules only for me
448,460,woodland.cafe,Rule is not a list,rule is not a list,English,rule is not a list
449,461,commune.anarchist.gay,no right wing shit,no right wing shit,English,no right wing shit
450,462,commune.anarchist.gay,no bigotry,no bigotry,non-Englsih,no bigotry
451,463,commune.anarchist.gay,lewd stuff should be CW'd (at least one admin is a minor lol),lewd stuff should be cwd at least one admin is a minor lol,English,lewd stuff should be cwd at least one admin is a minor lol
452,464,social.apcn.nz,At the moment this is a single-user server. This is a list of standards to which I hold myself *And anyone else I would let use this server* to.,at the moment this is a singleuser server this is a list of standards to which i hold myself and anyone else i would let use this server to,English,at the moment this is a singleuser server this is a list of standards to which i hold myself and anyone else i would let use this server to
453,465,social.apcn.nz,I will clearly mark any NSFW content,i will clearly mark any nsfw content,English,i will clearly mark any nsfw content
454,466,social.apcn.nz,"I am not sexist, racist, transphobic or homophobic & do not plan to Post content that is. I reserve the right to discuss such content & may include screenshots in this case content warnings will be applied, discussion of harassment is important but it may be triggering.",i am not sexist racist transphobic or homophobic do not plan to post content that is i reserve the right to discuss such content may include screenshots in this case content warnings will be applied discussion of harassment is important but it may be triggering,English,i am not sexist racist transphobic or homophobic do not plan to post content that is i reserve the right to discuss such content may include screenshots in this case content warnings will be applied discussion of harassment is important but it may be triggering
455,467,social.apcn.nz,"Nothing that's illegal in New Zealand.
See: https://www.legislation.govt.nz/act/public/1993/0094/55.0/DLM313407.html",nothing thats illegal in new zealand see httpswwwlegislationgovtnzactpublic19930094550dlm313407html,English,nothing thats illegal in new zealand see httpswwwlegislationgovtnzactpublic19930094550dlm313407html
456,468,social.apcn.nz,If you spam me I will block you. If a lot of spam is coming from another instance And I am unable to resolve the issue with the administrator of the instance in a timely manner I will black hole that entire instance,if you spam me i will block you if a lot of spam is coming from another instance and i am unable to resolve the issue with the administrator of the instance in a timely manner i will black hole that entire instance,English,if you spam me i will block you if a lot of spam is coming from another instance and i am unable to resolve the issue with the administrator of the instance in a timely manner i will black hole that entire instance
457,469,social.apcn.nz,"The same goes for disinformation On anything important(politics, public health, etc)",the same goes for disinformation on anything importantpolitics public health etc,English,the same goes for disinformation on anything importantpolitics public health etc
458,470,social.apcn.nz,This is my instance if I block you there's no appeal. Don't threaten to sue me Over free speech/First Amendment rights I don't live in The U.S. And my server isn't hosted in the u.s. And if you try in NZ Not only will it be thrown out You will probably get some kind of fine,this is my instance if i block you theres no appeal dont threaten to sue me over free speechfirst amendment rights i dont live in the us and my server isnt hosted in the us and if you try in nz not only will it be thrown out you will probably get some kind of fine,English,this is my instance if i block you theres no appeal dont threaten to sue me over free speechfirst amendment rights i dont live in the us and my server isnt hosted in the us and if you try in nz not only will it be thrown out you will probably get some kind of fine
459,471,social.apcn.nz,Oh and any bot I create will be clearly marked as such,oh and any bot i create will be clearly marked as such,English,oh and any bot i create will be clearly marked as such
460,472,me.syslog.eu,Nebuď kretén,nebuď kretén,non-Englsih,Don't be an asshole
461,473,dctr.uk,Please keep all discussion polite.,please keep all discussion polite,English,please keep all discussion polite
462,474,dctr.uk,Posted content must be legal.,posted content must be legal,English,posted content must be legal
463,475,dctr.uk,There must be no confidential information posted.,there must be no confidential information posted,English,there must be no confidential information posted
464,476,social.evl.im,"This server is a low-traffic server for Ellie, mostly. If you're a friend of Ellie, and would like an account, feel free to reach out.",this server is a lowtraffic server for ellie mostly if youre a friend of ellie and would like an account feel free to reach out,English,this server is a lowtraffic server for ellie mostly if youre a friend of ellie and would like an account feel free to reach out
465,477,social.evl.im,No nazis.,no nazis,non-Englsih,no nazis
466,478,social.evl.im,No transphobia.,no transphobia,non-Englsih,no transphobia
467,479,social.evl.im,Capitalism must be destroyed.,capitalism must be destroyed,non-Englsih,capitalism must be destroyed
468,480,social.mrtoto.net,Don't be an asshole,dont be an asshole,English,dont be an asshole
469,481,social.mrtoto.net,All public posts from this instance are indexed by tootfinder.ch.,all public posts from this instance are indexed by tootfinderch,English,all public posts from this instance are indexed by tootfinderch
470,482,lackthereof.info,法令順守。日本国の法律に触れることはしないでください。 ,法令順守日本国の法律に触れることはしないでください,non-Englsih,Do not touch on the laws of Japan
471,483,lackthereof.info,公序良俗に反する行為の禁止。公序良俗の定義は運営者の判断によります。映画で言えばPG=13を目安にしてください。 ,公序良俗に反する行為の禁止公序良俗の定義は運営者の判断によります映画で言えばpg13を目安にしてください,non-Englsih,Prohibition of acts that are contrary to public order and morals. The definition of public order and morals is based on the operator.
472,484,lackthereof.info,差別的言動の禁止。何が差別的かの線引きも難しいですが、運営者の判断によります。 ,差別的言動の禁止何が差別的かの線引きも難しいですが運営者の判断によります,non-Englsih,"Prohibition of discriminatory behavior It is difficult to draw a line of discriminatory, but it depends on the operator's judgment."
473,485,dark-elves.social, German laws & regulations apply,german laws regulations apply,English,german laws regulations apply
474,486,fed.uu.org,"Einhaltung deutscher Rechtsnormen (Urheberrecht, Kunsturheberrecht, Strafrecht, ...).",einhaltung deutscher rechtsnormen urheberrecht kunsturheberrecht strafrecht,non-Englsih,Compliance with German legal norms copyright artificial law criminal law
475,487,fed.uu.org,Zivilisierter Umgang miteinander (der Hooligan wird zur Tür geleitet).,zivilisierter umgang miteinander der hooligan wird zur tür geleitet,non-Englsih,civilized interaction of the hooligan is led to the door
476,488,fed.uu.org,Kurzum: Vor der Veröffentlichung einfach das Hirn einschalten ;-),kurzum vor der veröffentlichung einfach das hirn einschalten,non-Englsih,"In short, simply turn on the brain before publication"
477,490,kjas.no,"Vær ålreit med hverandre. Hold samtaler positive og konstruktive. Uenighet kan oppstå, men det er likevel ingen grunn til å gå til personangrep.",vær ålreit med hverandre hold samtaler positive og konstruktive uenighet kan oppstå men det er likevel ingen grunn til å gå til personangrep,non-Englsih,Be eel with each other Keep calls positive and constructive disagreement may arise but there is still no reason to go to personal attacks
478,491,kjas.no,"NSFW er ikke tillatt. Unngå pornografi, nakenhet og voldelig innhold i denne serveren.",nsfw er ikke tillatt unngå pornografi nakenhet og voldelig innhold i denne serveren,non-Englsih,NSFW is not allowed to avoid pornography nudity and violent content in this server
479,492,kjas.no,"Ingen hat, rasisme eller annen diskriminering.",ingen hat rasisme eller annen diskriminering,non-Englsih,No hat racism or other discrimination
480,493,tassaron.com,You must be me to use this instance. The rest of these rules are for me to follow.,you must be me to use this instance the rest of these rules are for me to follow,English,you must be me to use this instance the rest of these rules are for me to follow
481,494,tassaron.com,"No bigotry of any kind (e.g., racism, transphobia, nazi beliefs, etc.)",no bigotry of any kind eg racism transphobia nazi beliefs etc,English,no bigotry of any kind eg racism transphobia nazi beliefs etc
482,495,tassaron.com,Don't harass people or promote violence.,dont harass people or promote violence,English,dont harass people or promote violence
483,496,tassaron.com,Don't spread disinformation. Please make some effort to verify news.,dont spread disinformation please make some effort to verify news,English,dont spread disinformation please make some effort to verify news
484,497,denvr.social,Don't be a dick.,dont be a dick,English,dont be a dick
485,498,denvr.social,No hacking.,no hacking,non-Englsih,no hacking
486,499,denvr.social,No violence.,no violence,non-Englsih,no violence
487,500,denvr.social,No fascism.,no fascism,non-Englsih,no fascism
488,501,denvr.social,No colonialism.,no colonialism,non-Englsih,no colonialism
489,502,denvr.social,No white supremacy.,no white supremacy,English,no white supremacy
490,503,denvr.social,No religious extremism.,no religious extremism,non-Englsih,no religious extremism
491,504,denvr.social,No nationalism.,no nationalism,non-Englsih,no nationalism
492,505,denvr.social,No racism.,no racism,non-Englsih,no racism
493,506,denvr.social,No homophobia.,no homophobia,non-Englsih,no homophobia
494,507,denvr.social,No transphobia.,no transphobia,non-Englsih,no transphobia
495,508,denvr.social,Safe space: LGTBQIA+,safe space lgtbqia,non-Englsih,safe space lgtbqia
496,509,denvr.social,"Safe space: neurodivergent (ADHD, Autism, etc.)",safe space neurodivergent adhd autism etc,non-Englsih,safe space neurodivergent adhd autism etc
497,510,retrophisch.social,"Be courteous, be kind. Treat others as you wish to be treated.",be courteous be kind treat others as you wish to be treated,English,be courteous be kind treat others as you wish to be treated
498,511,social.bakunin.nohost.me,"Se prohíbe la transfobia, homofobia, lgbtqia+fobia en general, machismo, especismo, racismo, nazismo y fascismo, discursos que promuevan estas ideas serán razón de baneo.",se prohíbe la transfobia homofobia lgbtqiafobia en general machismo especismo racismo nazismo y fascismo discursos que promuevan estas ideas serán razón de baneo,non-Englsih,LGBTQiaphobia homophobia transphobia is forbid
499,512,social.bakunin.nohost.me,"No se aceptarán cuentas de partidos políticos, instituciones públicas, empresas privadas y medios de comunicación privados. Sí se aceptarán cuentas de medios de comunicación comunitarios o autogestionados, cooperativas, organizaciones sociales y/o civiles sin fines de lucro y/o cuyos propósitos estén de acuerdo con las reglas de la instancia.
",no se aceptarán cuentas de partidos políticos instituciones públicas empresas privadas y medios de comunicación privados sí se aceptarán cuentas de medios de comunicación comunitarios o autogestionados cooperativas organizaciones sociales yo civiles sin fines de lucro yo cuyos propósitos estén de acuerdo con las reglas de la instancia,non-Englsih,Political party accounts will not be accepted Public Institutions Private Companies and Private Media Yes Accounts of Community Media or Self -managed Cooperatives Social Organizations Non -profit Cooperatives will be accepted whose purposes are in accordance with the rules of the instance
500,513,mastodon.heavymusic.rocks,No Bigotry,no bigotry,non-Englsih,no bigotry
501,514,m.wingu.se,私人领地，未经同意请勿穿越（,私人领地未经同意请勿穿越,non-Englsih,Do not cross the private territory without consent
502,515,nomadic.social,No illegal content or conduct. Content or conduct that is illegal in the United States is strictly prohibited.,no illegal content or conduct content or conduct that is illegal in the united states is strictly prohibited,English,no illegal content or conduct content or conduct that is illegal in the united states is strictly prohibited
503,516,nomadic.social,"Racism, sexism, homophobia, transphobia, and other discrimination is prohibited. Users who engage in such conduct are not welcome on our platform.",racism sexism homophobia transphobia and other discrimination is prohibited users who engage in such conduct are not welcome on our platform,English,racism sexism homophobia transphobia and other discrimination is prohibited users who engage in such conduct are not welcome on our platform
504,517,nomadic.social,Don’t stalk or harass other users. Respect other users of our service and other federated instances.,dont stalk or harass other users respect other users of our service and other federated instances,English,dont stalk or harass other users respect other users of our service and other federated instances
505,518,nomadic.social,"Use content warnings (CW) liberally. CW are required for NSFW content, political discussion and debate, religious promotion and debate, and drug mentions.",use content warnings cw liberally cw are required for nsfw content political discussion and debate religious promotion and debate and drug mentions,English,use content warnings cw liberally cw are required for nsfw content political discussion and debate religious promotion and debate and drug mentions
506,519,nomadic.social,"Misinformation, scams, NFTs, Ponzi schemes, and other deceptive content is prohibited.",misinformation scams nfts ponzi schemes and other deceptive content is prohibited,English,misinformation scams nfts ponzi schemes and other deceptive content is prohibited
507,520,nomadic.social,"Spam is not permitted, this includes creating spam accounts that only serve to provide profile links or advertise products and services.",spam is not permitted this includes creating spam accounts that only serve to provide profile links or advertise products and services,English,spam is not permitted this includes creating spam accounts that only serve to provide profile links or advertise products and services
508,521,nomadic.social,No harassment in the form of continued engagement after a person has requested contact to stop.,no harassment in the form of continued engagement after a person has requested contact to stop,English,no harassment in the form of continued engagement after a person has requested contact to stop
509,522,nomadic.social,Lack of a specific rule against a certain behavior does not indicate acceptance of that behavior. Each of us has a limited amount of time in this world. Don't be a jerk.,lack of a specific rule against a certain behavior does not indicate acceptance of that behavior each of us has a limited amount of time in this world dont be a jerk,English,lack of a specific rule against a certain behavior does not indicate acceptance of that behavior each of us has a limited amount of time in this world dont be a jerk
510,523,nomadic.social,"Violating one or more of these rules may result in an immediate, permanent ban without notice or warning.",violating one or more of these rules may result in an immediate permanent ban without notice or warning,English,violating one or more of these rules may result in an immediate permanent ban without notice or warning
511,524,nomadic.social,"Use the report system. If a user or instance is breaking the rules, we recommend just reporting the content and not engaging.",use the report system if a user or instance is breaking the rules we recommend just reporting the content and not engaging,English,use the report system if a user or instance is breaking the rules we recommend just reporting the content and not engaging
512,525,nomadic.social,"Access to nomadic.social data by Meta inc., it’s subsidiary organizations, or 3rd party organizations working on their behalf, is strictly prohibited.",access to nomadicsocial data by meta inc its subsidiary organizations or 3rd party organizations working on their behalf is strictly prohibited,English,access to nomadicsocial data by meta inc its subsidiary organizations or 3rd party organizations working on their behalf is strictly prohibited
513,526,mastodon.tuxtendo.nl,No racism,no racism,non-Englsih,no racism
514,527,mastodon.tuxtendo.nl,Treat others as you would like to be treated,treat others as you would like to be treated,English,treat others as you would like to be treated
515,528,mastodon.tuxtendo.nl,No 18+/porn material,no 18porn material,non-Englsih,no 18porn material
516,529,mastodon.tuxtendo.nl,No hate speech,no hate speech,English,no hate speech
517,530,pixelfed.bleh.au,All NSFW content must be marked as such (CW),all nsfw content must be marked as such cw,English,all nsfw content must be marked as such cw
518,531,pixelfed.bleh.au,Treat others here with the same respect you would treat your own Grandmother!,treat others here with the same respect you would treat your own grandmother,English,treat others here with the same respect you would treat your own grandmother
519,532,pixelfed.bleh.au,No commercial advertising,no commercial advertising,non-Englsih,no commercial advertising
520,533,olifant.fi,Olemme vähemmistömyönteisiä. Ole lempeä.,olemme vähemmistömyönteisiä ole lempeä,non-Englsih,We are minority invasive not gentle
521,534,olifant.fi,"Keskustele asiasta.

Älä mene henkilökohtaisuuksiin.",keskustele asiasta älä mene henkilökohtaisuuksiin,non-Englsih,Talk about the matter Don't go into personalities
522,535,olifant.fi,Ei lakeja rikkovaa materiaalia (Suomi ja Euroopan unioni).,ei lakeja rikkovaa materiaalia suomi ja euroopan unioni,non-Englsih,No law -breaking material Finland and the European Union
523,536,olifant.fi,Älä kiusaa. Älä ahdistele muita.,älä kiusaa älä ahdistele muita,non-Englsih,Don't be tempted don't harass others
524,537,olifant.fi,Älä levitä disinformaatiota. Ei salaliittoteorioita.,älä levitä disinformaatiota ei salaliittoteorioita,non-Englsih,Don't spread disinformation not conspiracy theories
525,538,olifant.fi,Ei syrjintää. Ei rasismia. Ei fasismia. Ei seksismiä. Ei homofobiaa. Ei transfobiaa.,ei syrjintää ei rasismia ei fasismia ei seksismiä ei homofobiaa ei transfobiaa,non-Englsih,No discrimination no racism no fascism no sexism no homophobia no transphobia
526,539,olifant.fi,Käytä sisältövaroitusta arkaluontoiselle sisällölle. Ei arkaluontoista sisältöä julkisissa kuvissa kuten avatareissa.,käytä sisältövaroitusta arkaluontoiselle sisällölle ei arkaluontoista sisältöä julkisissa kuvissa kuten avatareissa,non-Englsih,Use content warning for sensitive content not sensitive content in public images such as avatars
527,540,olifant.fi,Älä koettele sääntöjen rajoja. Palvelimen ylläpito pidättää oikeuden sääntömuutoksiin.,älä koettele sääntöjen rajoja palvelimen ylläpito pidättää oikeuden sääntömuutoksiin,non-Englsih,Do not test the boundaries of the rules to reserve the right to change the right to the rules
528,541,olifant.fi,"Ei spammia, ei kaupallista mainontaa, ei hakukoneoptimointia varten luotua sisältöä.",ei spammia ei kaupallista mainontaa ei hakukoneoptimointia varten luotua sisältöä,non-Englsih,No spams no commercial advertising no content created for search engine optimization
529,542,olifant.fi,"Älä tekeydy toiseksi, julkisuuden henkilöksi tai järjestöksi. Älä luo parodiatilejä tälle palvelimelle. Muilla palvelimilla sijaitsevien selkeästi merkittyjen parodiatilien seuraaminen on sallittua.",älä tekeydy toiseksi julkisuuden henkilöksi tai järjestöksi älä luo parodiatilejä tälle palvelimelle muilla palvelimilla sijaitsevien selkeästi merkittyjen parodiatilien seuraaminen on sallittua,non-Englsih,Do not pretend to be a second celebrity or organization Do not create parody accounts for this server to monitor clearly marked parody accounts on other servers
530,543,mastodon.mwegner.com,You must be a Matthew,you must be a matthew,English,you must be a matthew
531,544,social.artsytype.com,Be kind.,be kind,non-Englsih,be kind
532,545,toot.revelin.fr,Family-size instance with next to no-one. No open subscription. invite only,familysize instance with next to noone no open subscription invite only,English,familysize instance with next to noone no open subscription invite only
533,546,toot.revelin.fr,Blocks threads.net ,blocks threadsnet,English,blocks threadsnet
534,547,tonybark.art,"Content Warning and Labeling: Any content that is adult-oriented, graphic, or sensitive in nature must be obscured behind a content warning and must be clearly labeled as such. This is to ensure that users are adequately informed and can consent prior to their exposure to such content.",content warning and labeling any content that is adultoriented graphic or sensitive in nature must be obscured behind a content warning and must be clearly labeled as such this is to ensure that users are adequately informed and can consent prior to their exposure to such content,English,content warning and labeling any content that is adultoriented graphic or sensitive in nature must be obscured behind a content warning and must be clearly labeled as such this is to ensure that users are adequately informed and can consent prior to their exposure to such content
